N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
11,삼천당제약,"159,400",하락,"2,000",-1.24%,500,"59,496","9,675","162,200","37,391",26,-322.67,"296,199","161,500","162,300","5,198",-72.36,-4.49,"166,300",473,"1,704",-51,2.73,-1.10,"158,800",439,"23,457","2,109",-494,14.15,200,9.48
12,에이비엘바이오,"75,000",상승,700,+0.94%,500,"240,017","18,192","75,700","36,396",-594,-54.70,"1,491,211","73,700","75,800","2,320","-2,168.82",-46.01,"76,700","6,530",647,-555,13.90,-28.32,"73,700","10,947","48,528",334,"-1,371",28.48,N/A,-49.04
13,리노공업,"47,250",하락,600,-1.25%,100,"80,258","3,796","47,050","36,010","1,242",29.51,"1,060,573","47,250","47,100","6,574",8.59,19.21,"48,200","3,944",348,"1,133",35.48,18.27,"46,450","4,226","76,212","2,782","1,601",5.91,600,8.85
14,실리콘투,"53,800",하락,300,-0.55%,500,"226,389","12,071","53,500","32,910","1,376",24.49,"1,658,589","53,000","53,600","4,578",187.76,60.90,"54,300","22,085","1,962","1,207",8.07,35.88,"52,600","23,236","61,172","6,915","2,197",10.78,N/A,101.69
15,에스엠,"134,500",상승,"2,200",+1.66%,500,"36,469","4,941","134,500","30,793",873,12.36,"332,346","132,500","134,600","14,191",-23.06,2.64,"137,200","1,608","5,900",8,25.48,0.06,"131,700","1,272","22,895","9,897","10,881",3.39,400,2.98
16,코오롱티슈진,"37,700",상승,850,+2.31%,0,"62,462","2,345","37,400","30,764",-220,-83.04,"504,294","36,850","37,550","2,223",-7.28,-25.91,"38,200","1,939",764,-338,3.71,-18.92,"36,250","3,770","81,601",51,-454,16.73,0,36.90
17,젬백스,"69,000",하락,800,-1.15%,500,"71,778","5,029","69,200","28,570",-383,-44.83,"417,235","70,000","69,300","1,507",-387.24,-127.30,"72,000","4,829","1,217",-872,6.31,-61.01,"68,400","2,477","41,406",627,"-1,539",67.56,0,-13.18
18,JYP Ent.,"75,400",하락,600,-0.79%,500,"98,964","7,447","75,200","26,791","1,283",19.78,"676,907","74,700","75,300","6,788",-24.30,22.41,"75,850","12,655","1,959",977,22.58,15.63,"74,700","7,027","35,532","6,018","3,811",4.70,534,6.23
19,펄어비스,"38,500",하락,550,-1.41%,100,"22,897",892,"38,750","24,735",-123,51.47,"294,983","39,050","38,800","11,428",24.82,7.88,"39,450","3,800","3,368",603,7.38,5.12,"38,450","1,013","64,248","3,424",748,2.93,N/A,2.67
20,HPSP,"28,150",상승,500,+1.81%,500,"184,415","5,152","28,200","23,505",939,29.20,"1,102,099","27,250","28,250","3,199",-1.32,31.09,"28,500","5,636",420,863,22.14,26.94,"26,750","12,983","83,499","1,814",964,9.20,600,1.29
21,신성델타테크,"81,400",상승,900,+1.12%,500,"176,228","14,271","81,700","22,372",272,"-1,769.57","1,189,194","78,600","81,900","7,741",-9.01,-0.48,"83,400","3,435","4,568",74,6.45,1.02,"78,200","4,270","27,484","9,097",-46,10.55,120,9.12
22,셀트리온제약,"49,800",하락,200,-0.40%,500,"13,926",695,"49,600","21,752",372,79.43,"94,876","50,000","49,650","6,695",3.19,5.68,"50,400","2,327","2,725",220,4.59,3.35,"49,350","2,852","43,679","4,778",627,5.38,24,22.90
23,네이처셀,"28,850",보합,0,0.00%,500,"73,042","2,101","28,700","18,590",6,"-9,616.67","419,780","28,550","28,750",720,105.82,1.95,"29,000","9,116",74,12,7.38,1.75,"28,350","8,835","64,435",323,-3,29.23,0,67.09
24,파크시스템스,"264,500",하락,"6,000",-2.22%,500,"2,773",739,"265,000","18,488",385,33.56,"43,202","272,500","266,000","2,743",39.80,25.83,"272,500",377,864,428,32.92,17.99,"264,000",430,"6,990","1,751","7,881",9.16,500,20.89
25,이오테크닉스,"145,400",보합,0,0.00%,500,"19,096","2,780","145,100","17,913",312,38.41,"168,964","145,400","145,600","6,530",0.84,7.43,"147,700",446,500,427,21.04,6.75,"143,400","1,819","12,320","3,209","3,785",2.90,500,1.46
26,보로노이,"94,600",하락,"1,200",-1.25%,500,"30,705","2,969","95,400","17,395",-179,-42.77,"207,737","96,300","95,600",640,-65.09,-96.66,"98,900",877,297,-199,3.86,-38.23,"94,100","1,314","18,388",98,"-2,212",32.09,0,-33.93
27,CJ ENM,"76,700",하락,800,-1.03%,"5,000","13,231","1,019","76,900","16,820","1,045",-3.06,"112,007","76,900","77,100","93,166",815.59,-16.69,"78,300",221,"56,386","-5,808",16.98,-6.03,"75,600",387,"21,929","52,314","-25,100",0.58,N/A,19.76
28,씨젠,"32,100",하락,250,-0.77%,500,"57,791","1,859","32,100","16,765",-165,157.35,"502,473","31,900","32,150","12,053",45.17,-2.03,"32,700","14,283","2,238",-203,16.15,-1.65,"31,750","1,916","52,226","4,143",204,1.48,800,12.76
29,케어젠,"31,200",하락,"1,800",-5.45%,100,"23,580",752,"32,050","16,759",342,53.70,"154,974","33,100","32,150","2,407",-15.18,14.35,"33,100","1,743",177,323,5.06,13.24,"31,000",432,"53,715",826,581,7.20,640,4.26
30,와이지엔터테인먼트,"86,600",상승,"1,100",+1.29%,500,"29,698","2,559","85,900","16,186",-206,69.34,"280,081","85,000","86,000","7,343",-123.65,3.90,"87,300","1,500","1,311",200,15.38,2.71,"85,000","1,179","18,691","3,649","1,249",3.31,250,-35.88
31,에스티팜,"80,200",하락,"1,000",-1.23%,500,"22,542","1,826","81,000","16,163",277,53.86,"151,195","81,300","81,200","7,219",-17.36,7.82,"82,400",787,"2,189",325,6.11,4.65,"79,700","1,603","20,153","2,738","1,489",3.27,500,-3.94
32,스튜디오드래곤,"51,500",하락,900,-1.72%,500,"27,057","1,397","51,800","15,480",364,98.85,"190,503","52,100","51,900","9,255",-34.86,4.63,"53,000","1,905","1,859",335,13.08,3.32,"50,400","1,879","30,058","5,501",521,2.10,N/A,-26.96
33,동진쎄미켐,"29,300",하락,500,-1.68%,500,"74,589","2,191","29,250","15,064","2,082",9.81,"556,715","29,600","29,300","20,170",18.19,17.17,"29,800","12,629","9,966","1,435",9.59,7.92,"29,100","3,185","51,414","14,081","2,986",1.47,200,7.50
34,브이티,"40,900",하락,350,-0.85%,500,"89,936","3,679","41,000","14,641","1,109",14.04,"771,816","40,900","41,050","3,596",143.48,56.07,"41,350","7,036","1,189","1,040",10.08,33.75,"40,550","5,895","35,798","4,317","2,914",5.90,N/A,46.09
35,주성엔지니어링,"30,750",하락,300,-0.97%,500,"83,390","2,570","30,700","14,535",972,12.34,"530,058","30,600","30,750","9,868",235.88,19.76,"31,300","14,411","4,202","1,068",17.19,11.92,"30,300","2,520","47,268","4,094","2,491",2.42,287,43.78
36,카카오게임즈,"16,900",하락,470,-2.71%,100,"66,536","1,137","16,980","14,004",191,-10.52,"619,179","17,260","17,010","31,732",-74.60,-7.96,"17,370","1,050","16,949","-1,281",10.70,-3.86,"16,810","1,674","82,866","6,272","-1,606",1.05,N/A,-13.58
37,비에이치아이,"43,775",상승,275,+0.63%,500,"246,170","10,808","43,950","13,546",219,60.80,"1,069,358","44,050","44,000","5,248",45.34,20.64,"44,550","7,006","4,083",196,18.10,4.12,"43,150","2,650","30,944","4,047",720,10.89,N/A,10.16
38,지아이이노베이션,"21,800",하락,350,-1.58%,500,"158,228","3,527","22,050","13,432",-483,-20.20,"1,188,505","22,000","22,100",458,9.46,-116.69,"22,700","7,631",167,-588,4.40,-92.49,"21,800","10,829","61,614",0,"-1,079",10.72,0,-99.54
39,디앤디파마텍,"121,700",상승,"24,000",+24.56%,500,"336,164","40,999","122,600","13,079",-250,-38.57,"414,013","121,000","122,700",975,-85.50,-49.03,"125,000",996,279,-295,2.51,-33.37,"117,100","5,618","10,747",114,"-3,155",20.38,0,-38.77
40,루닛,"44,600",하락,750,-1.65%,500,"49,662","2,215","44,400","13,001",-677,-18.66,"379,838","44,950","44,450","4,350",-60.30,-41.21,"45,200","9,675","2,702",-824,8.83,-23.45,"44,100","2,489","29,150",542,"-2,390",7.56,0,116.03
41,솔브레인,"163,400",하락,"3,600",-2.16%,500,"3,231",531,"164,300","12,710","1,679",12.27,"32,545","167,000","164,500","11,682",25.82,12.47,"167,800",264,"1,309","1,196",31.87,11.06,"162,100",156,"7,779","8,634","13,317",1.21,"2,300",2.29
42,디어유,"52,900",상승,700,+1.34%,500,"27,933","1,467","52,000","12,558",254,60.80,"305,811","51,900","52,100","2,203",N/A,N/A,"53,200","3,899",243,244,6.28,N/A,"51,900","2,534","23,738",749,870,6.37,215,N/A
43,HK이노엔,"43,800",상승,100,+0.23%,500,"52,601","2,327","43,950","12,408",882,18.11,"389,036","44,500","44,000","18,896",33.82,5.02,"44,850","2,318","6,382",616,10.43,3.30,"43,450","3,021","28,330","8,971","2,419",0.99,350,8.23
44,테크윙,"32,500",하락,150,-0.46%,500,"87,711","2,849","32,350","12,140",234,-86.90,"1,118,669","32,450","32,400","5,062",640.74,-10.25,"33,000","6,799","3,179",-220,10.25,-4.43,"32,000","4,140","37,354","1,855",-374,6.33,130,38.85
45,원익IPS,"24,700",하락,400,-1.59%,500,"29,607",739,"24,950","12,124",106,31.51,"318,916","25,150","25,000","11,241",158.88,2.37,"58,800","11,868","6,601","-5,712",6.43,-57.41,"56,800","2,638","21,194","3,657","-10,265",2.31,N/A,-13.89
46,엔켐,"57,100",하락,"1,800",-3.06%,500,"59,744","3,438","57,300","12,102",-653,-5.56,"276,120","57,900","57,400","11,269","-2,244.05",-156.31,"25,350","3,399","2,367",207,25.26,1.88,"24,650","4,578","49,084","7,482",784,1.37,50,8.38
47,메지온,"40,150",하락,400,-0.99%,500,"14,480",588,"40,300","12,048",-143,-52.55,"99,851","41,000","40,400",740,1.31,-36.23,"41,050","4,256",279,-195,21.34,-23.45,"40,150","1,868","30,007",86,-764,27.85,0,-72.85
48,메디톡스,"162,500",상승,200,+0.12%,500,"8,404","1,370","162,500","11,860",203,56.58,"84,081","161,900","162,600","6,152",17.47,3.62,"165,500","1,998","1,444",161,11.73,2.62,"161,200",117,"7,298","2,286","2,872",2.48,"1,100",3.39
49,티씨케이,"99,800",하락,100,-0.10%,500,"4,787",483,"99,600","11,652",807,15.35,"105,670","102,000","99,800","5,635",21.06,14.78,"102,200",439,473,720,64.65,13.60,"99,300",296,"11,675","2,757","6,503",2.27,"1,410",21.65
50,서진시스템,"20,550",보합,0,0.00%,500,"28,702",588,"20,450","11,559","1,087",23.35,"308,854","20,350","20,500","21,032",121.85,12.32,"20,650","25,868","12,276",839,7.53,4.63,"20,300","7,047","56,248","12,138",880,1.33,N/A,55.87
51,카페24,"45,950",하락,550,-1.18%,500,"26,094","1,200","45,700","11,144",319,37.54,"376,158","46,400","45,800","3,423","1,978.14",13.40,"46,650","5,494","1,267",235,22.26,7.08,"45,600","1,768","24,253","3,025","1,224",5.07,N/A,11.58
52,ISC,"52,000",하락,"1,000",-1.89%,500,"19,507","1,016","51,900","11,022",448,24.12,"181,961","52,500","52,000","5,829",317.11,10.98,"52,700","3,691",597,549,18.59,9.76,"51,700",984,"21,197","1,745","2,156",2.08,810,24.43
53,오스코텍,"28,550",상승,500,+1.78%,500,"51,856","1,491","28,500","10,920",-27,"2,855.00","176,386","28,350","28,550","1,708",91.63,0.77,"29,150","2,008",384,-16,10.18,-1.05,"28,050","8,230","38,248",340,10,8.97,N/A,586.89
54,위메이드,"31,900",상승,150,+0.47%,500,"39,953","1,285","31,900","10,830",71,4.89,"352,896","32,250","31,950","18,757",106.40,55.57,"33,000","2,955","10,438","1,816",8.30,11.03,"31,500","1,566","33,948","7,119","6,530",2.58,N/A,17.62
55,하이젠알앤엠,"34,950",하락,"1,050",-2.92%,500,"34,950","1,229","34,950","10,795",-4,-275.20,"199,876","35,350","35,000","1,202",-108.52,-1.92,"35,850","2,092",518,-11,3.07,-0.96,"34,650","1,649","30,888",759,-127,14.94,N/A,-1.76
56,제이앤티씨,"18,420",하락,450,-2.38%,500,"56,303","1,043","18,480","10,656",-461,-12.72,"380,960","18,890","18,540","6,397",-261.51,-9.65,"18,890","2,993","3,026",-334,2.43,-5.16,"18,320","1,400","57,848","2,732","-1,448",3.30,N/A,-15.52
57,하림지주,"9,510",상승,260,+2.81%,100,"187,489","1,770","9,470","10,652","7,655",11.12,"769,589","9,240","9,480","160,790",34.88,0.90,"9,560","5,180","101,370","1,748",9.06,1.19,"9,240","16,472","112,006","122,730",855,0.30,120,1.75
58,대주전자재료,"68,300",하락,900,-1.30%,500,"30,798","2,117","68,300","10,573",294,27.85,"197,014","69,800","68,400","6,230",372.76,19.30,"69,900","11,809","3,927",364,18.60,7.02,"68,000",842,"15,481","2,193","2,452",4.41,100,18.56
59,넥슨게임즈,"15,820",하락,"1,020",-6.06%,500,"484,352","7,577","15,490","10,419",387,33.24,"6,964,097","15,700","15,500","4,872",222.40,10.93,"16,020","6,329","1,745",314,3.71,7.36,"15,350","6,805","65,860","2,561",476,3.18,N/A,32.49
60,고영,"14,950",하락,250,-1.64%,100,"187,975","2,820","14,950","10,264",33,60.53,"1,523,591","15,000","14,960","3,779",-83.69,6.68,"15,200","17,447",548,210,15.19,5.64,"14,820","3,317","68,655","2,025",247,3.13,140,-10.24
61,코나아이,"70,000",상승,200,+0.29%,500,"201,616","13,914","69,000","10,194",334,30.58,"975,202","69,800","69,200","4,131",-0.80,16.19,"89,600","1,117","3,333","1,024",35.75,15.83,"88,300",771,"11,495","4,132","8,990",2.42,"1,500",20.10
62,SOOP,"88,600",하락,800,-0.89%,500,"11,915","1,059","88,600","10,184","1,135",9.86,"111,521","88,800","88,800","7,157",25.69,30.21,"71,000","5,573","2,153",302,1.91,6.90,"67,700","4,029","14,563","2,363","2,289",5.16,680,-15.67
63,LS마린솔루션,"29,550",상승,600,+2.07%,"1,000","153,290","4,414","28,750","9,654",124,58.75,"705,251","28,250","28,850","2,543",N/A,N/A,"29,550","2,949",461,132,3.48,N/A,"27,900","9,804","32,669","1,303",503,4.50,160,N/A
64,원텍,"10,520",상승,120,+1.15%,100,"232,016","2,451","10,390","9,409",348,26.77,"1,352,149","10,400","10,410","1,779",-24.43,25.76,"10,750","11,082",511,291,7.58,17.58,"10,350","4,147","89,439","1,153",393,7.00,50,-0.32
65,성광벤드,"33,200",하락,100,-0.30%,500,"73,823","2,457","33,300","9,272",420,24.22,"611,277","33,100","33,400","5,631",-6.35,8.01,"33,650","3,438",443,410,22.76,7.36,"32,800","5,401","27,929","2,277","1,371",1.69,200,-10.61
66,필옵틱스,"39,550",하락,"2,100",-5.04%,500,"350,891","14,105","40,350","9,051",138,178.96,"4,139,273","41,000","40,400","3,827",34.40,3.51,"41,200","30,898","1,441",129,0.76,3.11,"39,300","3,669","22,886","4,109",221,5.90,0,36.96
67,국일제지,800,보합,0,0.00%,100,0,0,0,"9,019",-13,-88.89,0,0,0,"1,424",19.80,-9.98,0,0,194,-130,0.82,-7.09,0,0,"1,127,406",564,-9,7.32,N/A,6.08
68,아난티,"10,020",하락,580,-5.47%,100,"1,916,739","19,545","10,190","8,881",8,-53.58,"13,448,205","10,280","10,190","16,224",-99.70,-4.56,"10,450","72,107","9,110",-324,8.07,-2.04,"9,960","12,300","88,629","2,852",-187,1.25,N/A,-68.22
69,에스앤에스텍,"39,550",하락,300,-0.75%,500,"22,556",899,"39,600","8,484",295,24.43,"414,778","40,150","39,650","2,970",17.73,13.07,"40,400","2,743",502,303,9.47,10.95,"39,400","2,659","21,451","1,760","1,619",3.24,150,17.09
70,유일로보틱스,"73,700",하락,"1,700",-2.25%,500,"15,536","1,147","73,300","8,463",4,160.57,"138,862","73,800","73,500","1,174",106.14,-13.94,"74,800","3,659",224,-91,15.81,-8.91,"73,000",730,"11,483",352,459,8.77,N/A,19.40
71,태성,"27,650",하락,350,-1.25%,100,"81,830","2,295","28,200","8,433",60,321.51,"712,989","27,650","28,250",796,980.50,16.61,"28,550","7,121",386,60,2.00,8.74,"27,550","5,827","30,501",592,86,6.52,0,77.61
72,덕산네오룩스,"33,150",하락,900,-2.64%,200,"33,475","1,123","33,450","8,232",525,18.15,"275,006","33,900","33,500","4,523",59.39,12.17,"34,100","5,125",533,458,7.89,10.68,"33,100","1,275","24,831","2,123","1,826",2.00,N/A,29.66
73,올릭스,"41,600",하락,"1,950",-4.48%,500,"216,105","9,063","42,100","8,227",-309,-16.07,"700,945","43,550","42,150",712,-70.02,-120.11,"43,900","6,813",528,-407,3.61,-46.71,"40,800","2,180","19,775",57,"-2,589",32.48,0,-66.73
74,동성화인텍,"27,300",상승,200,+0.74%,500,"97,770","2,679","27,300","8,187",540,20.63,"647,126","27,250","27,350","4,555",35.13,21.07,"27,650","8,207","2,530",393,17.44,9.60,"27,000","13,918","29,989","5,974","1,323",3.83,350,11.92
75,우리기술투자,"9,740",상승,10,+0.10%,500,"546,070","5,325","9,780","8,182","1,757",5.32,"3,362,339","9,820","9,790","8,038",14.13,24.89,"9,950","14,398","1,376","1,477",3.05,20.59,"9,640","16,917","84,000","1,923","1,830",1.11,N/A,12.60
76,유진테크,"35,150",하락,600,-1.68%,500,"9,817",348,"35,200","8,055",612,12.42,"145,504","36,000","35,250","5,395",151.49,16.85,"36,000",777,"1,038",654,31.01,13.40,"35,050","1,014","22,916","3,381","2,831",1.91,230,22.25
77,와이씨,"9,770",하락,120,-1.21%,100,"57,815",567,"9,730","8,016",106,93.94,"662,960","9,820","9,760","5,769",23.66,3.48,"9,920","5,916","1,586",129,0.89,2.45,"9,700","2,778","82,045","2,112",104,2.42,N/A,-17.22
78,레이크머티리얼즈,"11,950",하락,280,-2.29%,100,"70,562",849,"11,970","7,855",222,42.53,"466,541","12,230","11,980","3,513",-24.93,17.38,"12,300","5,615","2,200",210,6.72,6.46,"11,810","7,009","65,731","1,387",281,6.10,50,17.77
79,동국제약,"17,170",하락,160,-0.92%,500,"29,164",503,"17,220","7,707",804,13.39,"226,960","17,310","17,250","9,532",20.26,10.66,"17,490","2,502","2,742",623,14.21,6.95,"17,070","1,428","44,884","8,122","1,282",1.26,200,11.10
80,LS머트리얼즈,"11,160",하락,290,-2.53%,500,"84,098",939,"11,090","7,550",62,242.61,"393,049","11,280","11,120","2,531",-54.33,3.11,"11,290","9,418",460,57,4.22,2.19,"11,040","1,511","67,653","1,421",46,4.11,N/A,3.79
81,HLB테라퓨틱스,"8,930",하락,310,-3.35%,500,"133,561","1,209","8,950","7,534",-76,-27.31,"589,716","9,300","8,970","2,198",12.63,-14.34,"9,360","9,893",379,-235,6.36,-11.16,"8,900","2,139","84,371",549,-327,4.87,0,4.45
82,하나마이크론,"11,220",하락,320,-2.77%,500,"108,934","1,231","11,280","7,436","1,068",-79.01,"728,793","11,390","11,300","19,446",84.43,-6.99,"11,540","9,560","13,388",-112,10.70,-0.61,"11,190","2,300","66,272","12,507",-142,2.03,70,29.21
83,피에스케이홀딩스,"34,450",하락,800,-2.27%,500,"27,760",960,"34,450","7,428",885,8.03,"352,414","34,800","34,500","5,136",228.07,24.80,"35,000","3,045",821,958,4.20,20.94,"34,200","1,734","21,562","2,155","4,289",1.72,700,127.53
84,에스에프에이,"20,650",하락,400,-1.90%,500,"16,240",339,"20,750","7,415",-484,-8.99,"120,979","21,100","20,850","24,796",-154.44,-7.49,"21,100","5,385","9,572",-321,9.21,-1.21,"20,650","9,037","35,909","20,454","-2,296",0.66,270,9.95
85,심텍,"23,200",하락,800,-3.33%,500,"120,825","2,834","23,550","7,390",-470,-14.57,"792,010","23,500","23,600","14,433",46.70,-6.63,"23,750","14,795","9,948",-310,6.01,-2.37,"23,200","11,109","31,854","12,314","-1,592",1.81,100,18.19
86,현대힘스,"20,850",상승,350,+1.71%,500,"126,755","2,626","20,600","7,386",215,41.37,"1,209,909","20,850","20,650","3,265",48.99,8.07,"20,950","20,086",930,166,0.57,5.74,"20,500","22,016","35,425","2,232",504,3.13,100,17.96
87,엘앤씨바이오,"29,850",하락,550,-1.81%,500,"56,528","1,682","29,700","7,349",25,4.87,"428,653","30,050","29,750","4,756",-68.73,65.41,"30,200","9,238","1,809","1,410",9.02,38.21,"29,400","2,496","24,619",721,"6,131",2.39,50,9.35
88,로보티즈,"55,500",상승,300,+0.54%,500,"127,204","6,985","54,800","7,333",-30,"1,088.24","801,077","53,900","54,900","1,002",43.88,-3.31,"55,900","6,406",42,-30,8.80,-2.82,"53,500","7,171","13,213",300,51,7.23,0,3.13
89,피엔티,"30,750",하락,500,-1.60%,500,"26,102",806,"30,750","7,301","1,632",6.68,"223,742","31,250","30,750","16,203",112.19,26.52,"31,400","5,241","9,957","1,422",4.11,8.83,"30,550","2,482","23,743","10,351","4,605",1.24,100,89.78
90,안랩,"64,100",하락,400,-0.62%,500,"13,375",857,"63,700","7,132",277,19.16,"88,815","64,800","63,800","4,647",4.77,10.40,"64,800","2,378",959,324,32.59,7.71,"63,600",526,"11,127","2,606","3,346",1.72,"1,300",8.93
91,솔브레인홀딩스,"33,900",상승,150,+0.44%,500,"5,274",178,"33,650","7,107",853,15.02,"52,777","33,750","33,700","19,966",-29.47,4.62,"34,300",295,"5,055",557,5.06,2.95,"33,400","1,030","20,964","5,154","2,257",0.53,220,-22.10
92,펌텍코리아,"56,800",보합,0,0.00%,500,"3,308",187,"56,300","7,043",484,19.77,"77,676","56,800","56,400","4,076",37.15,12.99,"56,900","1,379",869,383,15.39,10.04,"55,900",357,"12,400","3,375","2,873",2.61,420,18.63
93,비츠로셀,"30,600",상승,500,+1.66%,500,"24,517",747,"30,300","6,999",519,13.35,"170,155","30,450","30,300","3,179",37.73,19.92,"30,750","11,166",348,513,29.44,17.86,"30,200","2,090","22,872","2,108","2,292",2.41,460,19.61
94,코미코,"66,700",상승,400,+0.60%,500,"25,963","1,734","67,000","6,977","1,125",12.16,"154,146","66,100","67,100","8,003",240.50,23.36,"67,700","1,223","4,246",878,19.63,12.60,"65,500",893,"10,461","5,071","5,483",2.53,"1,000",65.05
95,한글과컴퓨터,"28,550",상승,400,+1.42%,500,"183,660","5,288","28,500","6,903",404,44.40,"812,523","28,850","28,550","6,819",18.37,4.06,"29,250","8,918","1,963",140,7.47,2.13,"28,150","5,103","24,180","3,048",643,1.97,410,12.42
96,위메이드맥스,"8,320",하락,260,-3.03%,500,"31,232",262,"8,350","6,900",-81,-33.15,"197,133","8,550","8,360","5,976",-315.03,-3.29,"8,570","3,472",962,-157,11.36,-4.31,"8,200","1,437","82,936",750,-251,1.39,0,7.49
97,SAMG엔터,"78,600",하락,300,-0.38%,500,"41,887","3,265","77,500","6,894",-61,-93.35,"273,646","78,900","77,600",974,35.14,-52.24,"79,700","1,869",666,-194,20.03,-19.62,"76,000","1,079","8,771","1,164",-842,17.91,N/A,22.41
98,HLB생명과학,"5,600",하락,160,-2.78%,500,"113,578",640,"5,610","6,827",-248,-3.38,"395,806","5,740","5,620","5,390",-1.17,1.95,"5,760","24,381","1,402",62,9.62,1.29,"5,580","11,721","121,917","1,022","-1,657",2.00,0,4.34
99,다우데이타,"17,340",상승,520,+3.09%,500,"97,998","1,666","16,780","6,641","12,059",4.58,"305,486","16,620","16,850","577,571",80.54,12.96,"17,430",987,"512,862","8,659",11.01,1.55,"16,480","1,286","38,300","121,361","3,783",0.48,450,17.44
100,엠로,"51,300",상승,700,+1.38%,500,"15,276",779,"50,900","6,328",86,31.73,"142,890","50,800","51,000","1,024",84.58,31.88,"51,600","1,110",134,186,3.58,19.17,"50,000","2,178","12,335",795,"1,617",6.98,0,25.77
101,휴온스글로벌,"49,750",하락,200,-0.40%,500,"12,821",638,"49,600","6,287",970,24.13,"86,414","50,300","49,700","14,059",-14.88,5.05,"51,100",497,"4,418",671,7.87,4.93,"84,500","1,399","7,107","1,207","2,247",5.51,400,-0.69
102,아이쓰리시스템,"88,400",상승,"3,400",+4.00%,500,"22,659","1,961","85,200","6,282",148,39.34,"75,789","86,600","85,600","1,468",20.94,15.31,"88,400",927,411,150,4.97,10.77,"49,200","1,143","12,637","8,135","2,062",1.15,525,7.26
103,휴메딕스,"55,300",상승,600,+1.10%,500,"11,351",618,"53,900","6,210",431,14.30,"145,491","53,700","54,000","2,498",15.63,18.41,"55,300","2,005",212,393,10.22,16.72,"53,600","1,092","11,230","1,619","3,868",2.39,630,6.30
104,큐리옥스바이오시스템즈,"37,850",상승,"2,050",+5.73%,500,"96,807","3,675","37,500","6,112",-134,-67.35,"297,076","37,700","37,650",706,-26.72,-15.94,"38,700",655,219,-81,15.48,-12.60,"37,050",687,"16,149",46,-562,13.40,0,-32.42
