종목명,현재가,기준월,배당금,수익률(%),배당성향(%),ROE(%),PER(배),PBR(배),과거3년배당금_Max,1년전,2년전,3년전
KISCO홀딩스,25400,24.12,1800,7.09,70.13,2.82,9.94,0.21,900,900,600,400
바이오인프라,5660,24.12,400,7.07,048.94,012.92,07.80,1.13,600,600,0,0
이지스레지던스리츠,4230,24.12,297,7.03,59.56,3.30,13.26,0.45,262,262,262,258
신한서부티엔디리츠,3545,24.12,248,7.00,70.82,3.96,18.71,0.74,89,290,316,89
스카이라이프,5030,24.12,350,6.96,012.18,021.72,01.65,0.41,350,350,350,350
푸른저축은행,9360,24.12,650,6.94,96.74,2.50,16.25,0.32,650,650,650,650
유아이엘,3935,24.12,270,6.87,28.64,16.63,3.77,0.56,0,0,0,0
한화리츠,3940,25.04,270,6.86,0,0,0,0,270,270,112,0
세아특수강,14640,24.12,1000,6.83,76.09,3.34,10.24,0.33,1200,1000,1000,1200
SGC에너지,24950,24.12,1700,6.81,37.67,8.80,5.47,0.47,1700,1700,1700,1500
트윔,8880,24.09,600,6.76,122.17,2.48,31.66,0.74,0,0,0,0
KPX케미칼,48150,24.12,3250,6.75,24.07,9.66,3.31,0.30,3000,3000,2750,2750
에스에이엠티,2985,24.12,200,6.70,35.89,13.46,4.79,0.59,230,200,230,200
스톰테크,3890,24.12,260,6.68,47.35,0,5.79,0.93,150,150,0,0
KZ정밀,11970,24.12,800,6.68,65.63,4.69,10.29,0.41,600,600,400,350
AJ네트웍스,4040,24.12,270,6.68,55.55,5.04,8.96,0.43,270,270,270,270
유안타증권우,3745,25.03,250,6.68,57.14,4.52,7.65,0.33,230,230,160,230
SK네트웍스,4500,25.04,300,6.67,121.68,2.29,19.43,0.39,200,200,120,120
코리아에셋투자증권,8290,25.07,550,6.63,45.44,8.12,4.86,0.39,700,500,200,700
무학,7860,24.12,520,6.62,28.44,8.72,3.72,0.29,230,230,230,230
서울보증보험,43350,25.04,2865,6.61,93.87,4.12,0,0.00,4048,2983,4048,3282
씨유테크,3505,24.12,231,6.59,30.06,12.45,3.73,0.43,64,16,64,260
디지털대성,7610,24.12,500,6.57,86.41,10.45,12.59,1.36,300,200,200,300
삼현철강,4595,24.12,300,6.53,84.11,2.83,12.76,0.35,300,300,300,300
현대엘리베이터,84300,24.12,5500,6.52,108.40,14.42,11.18,1.51,800,4000,500,800
코람코더원리츠,5370,25.02,350,6.52,119.17,1.59,60.31,0.97,331,331,312,124
기아,99800,25.03,6500,6.51,26.18,19.09,4.12,0.71,5600,5600,3500,3000
GS우,42600,25.02,2750,6.45,45.10,4.12,6.56,0.26,2550,2550,2550,2050
ESR켄달스퀘어리츠,4265,24.11,274,6.42,810.80,0.33,282.50,0.94,272,272,270,262
대신증권2우B,18710,25.03,1200,6.41,68.52,4.57,10.00,0.35,1400,1200,1200,1400
LX인터내셔널,31200,25.02,2000,6.41,40.94,7.12,5.97,0.37,3000,1200,3000,2300
윈스테크넷,12490,24.12,800,6.41,44.53,10.86,8.41,0.76,500,500,500,500
이지홀딩스,3905,24.12,250,6.40,94.80,2.70,10.55,0.26,75,120,75,50
맥쿼리인프라,11860,24.12,759,6.40,0,0,0,0,770,770,762,741
유화증권우,2675,24.12,170,6.36,55.40,3.50,9.16,0.26,140,130,120,140
대덕,7870,25.03,500,6.35,77.70,3.68,10.25,0.37,400,400,400,300
엔브이에이치코리아,2365,24.12,150,6.34,53.31,5.35,8.30,0.42,93,150,112,93
대창스틸,2365,24.12,150,6.34,414.72,0.51,57.93,0.30,150,150,150,150
강원랜드,18590,25.04,1170,6.29,51.32,12.08,7.48,0.82,930,930,350,0
진양폴리,3990,24.12,250,6.27,79.02,9.74,20.99,2.03,250,250,200,175
SK텔레콤,56500,25.02,3540,6.26,60.28,10.83,9.50,1.00,3540,3540,3320,2660
한국쉘석유,431500,24.12,27000,6.26,95.76,28.93,11.30,3.25,25000,25000,18000,19000
대신증권우,20000,25.03,1250,6.25,68.52,4.57,10.00,0.35,1450,1250,1250,1450
지엠비코리아,4000,24.12,250,6.25,31.03,5.76,4.55,0.26,80,150,80,80
KPX홀딩스,68200,24.12,4250,6.23,21.48,8.02,2.86,0.21,3500,3500,3000,3000
동국제강,9690,25.03,600,6.19,85.34,2.04,11.39,0.23,700,700,0,0
삼성FN리츠,4430,25.01,274,6.18,254.07,0.66,159.99,1.00,266,266,0,0
SJM홀딩스,3645,24.12,225,6.17,32.21,5.88,5.10,0.26,225,225,150,175
신한알파리츠,5620,25.03,346,6.15,230.63,1.65,65.88,1.04,817,817,367,347
진양홀딩스,3265,24.12,200,6.13,72.95,4.21,11.23,0.47,200,200,200,170
창해에탄올,9810,24.12,600,6.12,36.37,9.71,6.60,0.51,600,600,500,600
동국홀딩스,8180,25.03,500,6.11,132.42,0.72,19.96,0.14,600,600,500,400
맵스리얼티1,4350,24.12,265,6.09,0,0,0,0,265,265,250,250
제일기획,20200,24.12,1230,6.09,60.03,15.12,9.40,1.18,990,1110,1150,990
한솔로지스틱스,2465,25.03,150,6.09,48.64,7.00,6.71,0.45,70,100,70,60
서호전기,41100,24.12,2500,6.08,100.04,12.69,9.25,1.06,1500,1500,1500,1000
서원인텍,5790,24.12,350,6.05,36.88,8.40,5.76,0.47,400,400,400,350
SK디앤디,9940,25.03,600,6.04,25.26,6.64,3.20,0.24,800,800,800,800
네오티스,3320,24.12,200,6.02,55.12,9.38,9.04,0.80,250,200,250,250
TKG휴켐스,16710,24.12,1000,5.98,49.41,9.09,8.98,0.75,1000,1000,1000,1000
세화피앤씨,839,24.12,50,5.96,62.68,8.22,10.24,0.82,17,17,10,15
대덕1우,8480,25.03,505,5.95,77.70,3.68,10.25,0.37,405,405,405,305
골프존,67400,24.12,4000,5.93,48.23,11.62,8.24,0.89,4500,4500,4500,3500
삼성화재우,320500,25.03,19005,5.93,38.95,13.11,8.74,0.98,16005,16005,13805,12005
동양생명,6760,24.04,400,5.92,26.01,6.18,3.05,0.25,620,0,620,220
GS,45650,25.02,2700,5.91,45.10,4.12,6.56,0.26,2500,2500,2500,2000
유수홀딩스,5940,25.04,350,5.89,55.36,4.87,8.43,0.41,400,350,400,400
진로발효,18780,24.12,1100,5.86,71.02,12.59,10.92,1.29,650,650,450,1150
이노션,20075,25.03,1175,5.85,46.88,10.48,7.74,0.77,900,1175,1075,900
유화증권,2735,24.12,160,5.85,55.40,3.50,9.16,0.26,130,120,110,130
멀티캠퍼스,35900,24.12,2100,5.85,40.06,15.16,5.70,0.82,800,1600,800,600
부국증권우,26500,25.04,1550,5.85,43.63,4.05,11.79,0.32,1650,1550,1550,1650
모토닉,10300,24.12,600,5.82,40.10,7.07,8.61,0.39,450,450,400,400
디씨엠,13740,24.12,800,5.82,36.69,7.54,6.87,0.38,900,150,900,900
피에스텍,4300,24.12,250,5.81,72.75,4.36,13.46,0.50,250,250,200,150
극동유화,3465,24.12,200,5.77,74.94,4.40,13.89,0.58,200,200,200,160
교보증권,8670,25.03,500,5.77,6.93,6.09,5.38,0.32,500,250,200,500
화인써키트,6070,24.12,350,5.77,91.46,10.18,15.42,1.51,431,400,431,35
KB오토시스,3470,24.12,200,5.76,78.12,2.58,12.34,0.31,150,150,150,120
한세예스24홀딩스,4345,25.03,250,5.75,215.62,0.90,37.15,0.33,250,250,250,250
한양증권우,17400,24.12,1000,5.75,32.39,0,4.01,0.30,950,850,850,950
한솔제지,8700,25.03,500,5.75,039.12,04.31,06.74,0.30,700,500,700,600
기업은행,18560,25.03,1065,5.74,32.11,8.06,4.32,0.34,984,984,960,780
삼성카드,48800,25.03,2800,5.74,44.96,8.00,6.88,0.50,2500,2500,2500,2300
삼화페인트,6120,25.02,350,5.72,56.16,4.87,10.80,0.47,400,400,250,100
원풍,4380,24.12,250,5.71,37.67,7.87,6.72,0.47,220,220,200,170
코오롱인더우,23750,24.12,1350,5.68,40.06,3.06,8.34,0.23,1350,1350,1350,1350
한국토지신탁,1233,24.12,70,5.68,091.60,01.68,015.34,0.23,90,70,90,100
현대차,211500,25.02,12000,5.67,25.13,12.43,4.60,0.51,7000,11400,7000,5000
한국주철관,7060,24.12,400,5.67,63.05,3.88,10.36,0.38,400,400,400,400
SK리츠,4735,25.03,268,5.66,1957.72,0.08,1360.96,1.15,311,311,261,186
삼일기업공사,3560,24.12,200,5.62,42.43,8.71,8.25,0.70,175,175,125,100
LX하우시스우,18710,25.02,1050,5.61,22.64,5.20,7.20,0.37,350,1750,250,350
롯데리츠,3820,24.12,213,5.58,304.94,0.95,74.32,0.75,300,200,300,292
안국약품,7890,24.12,440,5.58,29.69,10.60,5.06,0.45,220,220,220,220
DB손해보험,122100,25.03,6800,5.57,22.05,18.98,3.93,0.66,5300,5300,4600,3500
에코마케팅,8980,24.12,500,5.57,52.30,12.87,10.68,1.30,310,200,310,310
한일시멘트,18020,24.12,1000,5.55,37.63,11.13,5.46,0.58,800,800,580,540
효성ITX,13590,24.12,750,5.52,75.93,16.71,12.90,2.06,750,750,750,750
유안타증권,3625,25.03,200,5.52,57.14,4.52,7.65,0.33,180,180,110,180
한국컴퓨터,5100,24.12,280,5.49,27.35,9.28,5.83,0.43,300,300,250,180
포스코스틸리온,39350,25.03,2160,5.49,37.77,9.24,5.06,0.45,875,1615,875,1000
모나리자,2745,24.03,150,5.46,59.97,11.51,10.50,1.18,75,50,0,75
TJ미디어,5860,24.12,320,5.46,96.04,5.42,14.09,0.77,60,320,230,60
NH투자증권우,18410,25.03,1000,5.43,47.96,8.73,7.06,0.59,850,850,750,1100
에이블씨엔씨,7640,25.03,411,5.38,73.50,16.26,12.48,1.99,1427,1427,0,0
우리금융지주,22400,25.02,1200,5.36,28.87,9.38,3.71,0.33,900,1000,1130,900
이퓨쳐,4670,25.02,250,5.35,39.57,10.69,8.01,0.66,0,0,0,0
링네트,4500,24.12,240,5.33,29.76,12.67,7.02,0.71,81,81,0,0
KCC글라스,33800,25.02,1800,5.32,77.66,2.48,16.25,0.40,2400,2200,2400,2400
한양증권,17980,24.12,950,5.28,32.39,0,4.01,0.30,900,800,800,900
YW,3805,24.12,200,5.26,37.63,5.31,9.62,0.36,200,200,150,100
한국앤컴퍼니,19050,25.03,1000,5.25,27.01,8.28,4.58,0.36,700,700,650,600
현대에이치티,7640,24.12,400,5.24,22.30,14.89,3.78,0.48,350,130,130,350
BNK금융지주,12450,25.02,650,5.22,28.46,6.96,4.56,0.31,625,510,625,560
한일홀딩스,17890,24.12,930,5.20,24.14,7.56,3.63,0.26,800,800,800,514
SJM,3420,24.12,175,5.12,13.13,10.21,2.16,0.21,175,175,100,150
태원물산,3925,24.12,200,5.10,8.40,47.06,1.61,0.60,55,140,50,55
동아엘텍,2945,24.12,150,5.09,08.81,021.43,02.45,0.51,75,75,100,75
현대홈쇼핑,55100,25.04,2800,5.08,20.33,7.42,3.46,0.24,2800,2800,2600,2400
롯데쇼핑,75200,25.03,3800,5.05,011.10,07.74,01.58,0.10,3800,3800,3300,2800
대한제당우,2475,24.12,125,5.05,55.31,3.68,12.53,0.45,125,120,125,115
경동제약,5960,24.12,300,5.03,147.77,2.44,34.48,0.75,500,400,400,500
대상우,17090,25.03,860,5.03,32.18,6.94,7.26,0.49,810,810,810,810
코리안리,10300,25.04,515,5.00,28.74,9.44,4.89,0.41,458,458,311,324
미원화학,80000,24.12,4000,5.00,29.79,17.55,6.44,0.98,3500,3500,2500,2500
에이스침대,29150,24.12,1450,4.97,21.22,9.70,4.22,0.37,1400,1400,1330,1330
신라교역,10070,24.12,500,4.97,19.93,6.75,3.79,0.25,500,500,500,500
LG우,63600,25.03,3150,4.95,83.20,2.16,20.08,0.41,3150,3150,3050,2850
대신증권,24250,25.03,1200,4.95,68.52,4.57,10.00,0.35,1400,1200,1200,1400
한국타이어앤테크놀로지,40500,25.03,2000,4.94,21.89,10.79,4.27,0.42,800,1300,800,700
웅진씽크빅,1830,24.12,90,4.92,052.12,06.44,09.30,0.60,130,0,110,130
피제이메탈,3050,24.12,150,4.92,131.71,4.03,26.47,1.07,150,150,135,150
삼양사우,36600,24.12,1800,4.92,14.47,7.53,4.19,0.28,1800,1800,1300,1300
HL홀딩스,40700,25.03,2000,4.91,94.35,1.91,17.50,0.30,2000,2000,2000,2000
에스텍,17350,24.12,850,4.90,15.45,25.76,2.48,0.43,500,500,300,0
대덕전자1우,8300,25.03,405,4.88,86.76,2.72,33.60,0.91,405,305,405,305
한일현대시멘트,18460,24.12,900,4.88,28.97,14.60,4.36,0.61,700,700,600,1200
진양산업,5770,24.12,281,4.87,36.36,16.55,11.19,1.75,250,250,200,175
씨피시스템,1237,25.03,60,4.85,018.31,029.60,05.52,1.42,29,0,29,0
인천도시가스,25800,24.12,1250,4.84,26.74,8.85,5.58,0.45,1250,1250,1250,1250
DB증권,8260,25.03,400,4.84,32.04,4.94,4.38,0.20,500,200,170,500
JB금융지주,20650,25.02,995,4.82,28.00,12.80,4.69,0.55,855,855,835,599
HDC랩스,9390,25.03,450,4.79,54.48,7.23,11.78,0.74,450,450,450,450
동방아그로,6270,24.12,300,4.78,38.13,6.01,8.62,0.46,350,300,250,350
SB성보,2830,24.12,135,4.77,076.82,02.66,014.42,0.39,135,135,135,120
하이트진로2우B,15730,24.12,750,4.77,51.01,8.63,14.51,1.21,850,1000,1000,850
우리손에프앤지,1469,24.12,70,4.76,32.17,5.32,5.74,0.27,50,25,50,50
태경산업,5250,24.12,250,4.76,35.80,6.63,7.02,0.46,300,270,300,270
고스트스튜디오,10020,24.12,477,4.76,72.53,5.63,13.94,0.77,945,678,1307,945
대현,1893,24.12,90,4.75,25.07,5.99,6.50,0.38,90,100,110,90
세아제강,148000,25.03,7000,4.73,14.30,0,2.50,0.30,8000,8000,6000,3500
비비씨,8460,25.03,400,4.73,54.39,5.30,10.57,0.56,400,400,200,0
NH투자증권,20150,25.03,950,4.72,47.96,8.73,7.06,0.59,800,800,700,1050
쇼박스,3185,25.02,150,4.71,34.15,23.14,7.19,1.49,0,0,0,0
나무가,13800,24.12,650,4.71,36.57,16.64,8.23,1.16,0,0,0,0
한세실업,10630,25.03,500,4.70,33.93,8.58,9.77,0.79,500,500,500,500
케이프,6380,24.12,300,4.70,52.75,7.46,11.30,0.75,300,300,100,100
MH에탄올,5320,24.12,250,4.70,051.51,04.63,013.17,0.55,350,250,250,350
무림페이퍼,2130,25.03,100,4.70,10.23,9.39,2.10,0.19,75,75,50,25
LG유플러스,13850,25.03,650,4.69,74.61,4.40,12.04,0.52,650,650,650,550
유진기업,3640,25.03,170,4.67,020.20,06.18,04.42,0.26,170,170,170,170
롯데칠성우,73100,25.03,3405,4.66,57.85,3.99,19.05,0.75,3405,3405,3305,3005
위너스,14800,24.12,686,4.64,141.62,9.82,0,0.00,588,588,392,392
지에이이노더스,5400,24.12,250,4.63,7.33,17.38,1.87,0.25,100,100,100,100
삼성증권,75800,24.12,3500,4.62,34.76,12.89,4.32,0.53,3800,2200,1700,3800
파트론,6510,24.12,300,4.61,28.33,10.93,7.63,0.69,350,250,300,350
한화생명,3265,24.03,150,4.59,14.86,5.43,3.24,0.16,30,0,0,30
DN오토모티브,21800,25.02,1000,4.59,18.26,19.78,3.41,0.54,600,600,500,400
나눔테크,2180,24.12,100,4.59,16.56,13.48,3.09,0.39,50,50,0,0
아이에스동서,21850,24.12,1000,4.58,020.03,010.19,04.26,0.46,1500,1500,0,1200
삼아제약,17520,24.12,800,4.57,22.11,10.50,4.82,0.46,750,750,400,250
KX,4165,24.12,190,4.56,9.83,27.09,1.67,0.37,200,200,167,0
호전실업,8780,24.12,400,4.56,15.11,14.35,3.23,0.39,300,300,300,250
KG이니시스,11090,24.12,500,4.51,32.27,8.63,5.98,0.49,420,420,400,400
HS화성,11100,24.12,500,4.51,39.48,3.17,8.21,0.24,500,500,500,1000
위닉스,6680,24.12,300,4.49,010.68,023.45,01.86,0.43,500,300,400,500
삼영무역,15590,24.12,700,4.49,21.74,10.70,4.14,0.40,600,600,600,550
일성아이에스,22400,24.12,1000,4.46,52.05,3.41,15.74,0.27,4000,1500,4000,150
지역난방공사,87000,25.04,3879,4.46,21.37,9.65,2.28,0.21,797,0,0,797
골프존홀딩스,5610,24.12,250,4.46,23.23,6.02,3.40,0.19,167,167,163,140
E1,77600,25.02,3450,4.45,31.73,3.82,7.50,0.24,5150,5150,3600,2200
텔코웨어,14430,24.12,640,4.43,66.42,4.48,18.62,0.46,640,640,600,500
스톤브릿지벤처스,4510,24.12,200,4.43,151.72,2.63,29.73,0.76,400,300,400,0
경농,10150,24.12,450,4.43,46.74,6.97,10.22,0.64,450,450,400,350
한국금융지주우,91300,25.02,4042,4.43,22.39,11.54,4.22,0.43,6212,2712,2362,6212
한섬,17030,25.04,750,4.40,36.08,3.18,7.77,0.22,750,750,750,600
삼성화재,431500,25.03,19000,4.40,38.95,13.11,8.74,0.98,16000,16000,13800,12000
롯데지주,27400,25.03,1200,4.38,08.43,015.56,02.26,0.25,1500,1500,1500,1500
화승인더,4570,24.12,200,4.38,25.22,11.72,6.29,0.62,188,188,188,188
예스24,4570,24.12,200,4.38,345.11,0.72,79.16,0.63,200,200,200,200
라이온켐텍,2290,24.12,100,4.37,17.39,6.77,10.25,0.68,100,100,100,100
제이에스코퍼레이션,11480,24.12,500,4.36,12.22,23.41,1.95,0.41,450,450,425,300
하나금융지주,82800,25.02,3600,4.35,27.17,9.11,4.41,0.37,3400,3400,3350,3100
케이디켐,11500,24.12,500,4.35,34.76,5.38,8.43,0.42,500,500,430,500
DL우,24200,24.12,1050,4.34,25.40,2.25,8.01,0.17,1950,1050,1050,1950
세보엠이씨,12680,24.12,550,4.34,15.57,15.50,3.04,0.41,550,550,500,250
서울가스,57700,24.12,2500,4.33,29.01,3.14,7.35,0.18,2250,2250,1750,1750
금화피에스시,32400,24.12,1400,4.32,20.65,11.58,3.68,0.40,1300,1300,1300,1300
오리콤,6250,25.04,270,4.32,32.03,8.13,8.44,0.65,270,270,270,220
신영증권,115800,25.03,5000,4.32,36.90,6.45,11.37,0.33,4500,4500,4000,4000
삼원강재,2550,24.12,110,4.31,33.01,5.37,7.08,0.37,110,110,105,105
SK우,163500,25.04,7050,4.31,029.83,05.64,07.46,0.29,8050,5050,5050,8050
삼호개발,3480,25.03,150,4.31,63.77,2.33,14.57,0.31,190,190,190,190
위츠,6980,24.12,300,4.30,243.68,4.66,66.78,2.99,0,0,0,0
KT&G,125700,25.02,5400,4.30,50.48,12.66,11.93,1.25,5200,5200,5000,4800
고려신용정보,10500,24.12,450,4.29,47.34,26.86,10.92,2.66,380,380,330,300
네오팜,14090,24.12,600,4.26,40.69,13.69,8.23,1.05,384,384,358,358
성도이엔지,4720,24.12,200,4.24,15.01,6.83,4.00,0.24,150,100,100,150
메쎄이상,2360,24.12,100,4.24,31.65,21.04,6.32,1.22,50,50,0,0
KSS해운,9460,24.12,400,4.23,15.73,12.09,3.52,0.37,350,350,350,350
SK디스커버리우,41450,25.03,1750,4.22,128.60,0.88,31.10,0.26,1750,1750,1750,1550
한국내화,2370,24.12,100,4.22,64.37,2.84,16.04,0.42,45,45,45,35
하나제약,12110,24.12,510,4.21,41.52,7.24,9.12,0.61,510,510,510,510
하나투어,54700,25.01,2300,4.20,43.74,47.19,10.69,4.81,5000,5000,0,0
삼진제약,19050,24.12,800,4.20,24.99,14.89,6.40,0.85,800,800,800,800
경동도시가스,20850,24.12,875,4.20,18.01,6.61,3.65,0.23,875,875,875,875
JW생명과학,11940,24.12,500,4.19,17.60,24.45,3.92,0.84,500,500,500,500
SK케미칼우,28650,25.03,1200,4.19,250.79,0.41,97.08,0.39,700,700,1550,3050
효성,71800,24.12,3000,4.18,11.07,19.62,1.95,0.36,6500,3000,4500,6500
KTis,2875,24.12,120,4.17,30.98,5.76,7.66,0.38,120,120,120,100
도화엔지니어링,6710,24.12,280,4.17,0176.69,02.00,041.80,0.85,280,280,280,280
대한제당,2880,24.12,120,4.17,55.31,3.68,12.53,0.45,120,115,120,110
NPC우,2645,24.12,110,4.16,5.31,18.88,2.38,0.37,105,105,105,105
동인기연,14910,24.12,620,4.16,21.03,12.39,6.44,0.72,800,560,800,400
KT나스미디어,16840,24.12,700,4.16,0122.67,03.13,024.92,0.79,700,700,638,664
다올투자증권,3620,25.03,150,4.14,023.38,07.82,04.51,0.34,250,150,150,250
아시아나IDT,12100,24.12,500,4.13,47.17,7.06,11.34,0.79,500,500,500,500
세아베스틸지주,29150,25.03,1200,4.12,190.45,1.04,35.02,0.37,1500,1200,1200,1500
삼양홀딩스우,86300,24.12,3550,4.11,95.87,1.38,20.55,0.24,3550,3550,3550,3050
자이에스앤디,3650,25.02,150,4.11,439.24,0.31,95.15,0.29,300,150,300,200
넥센타이어1우B,3290,25.04,135,4.10,10.59,7.10,4.95,0.33,120,120,105,110
새론오토모티브,3415,24.12,140,4.10,27.74,4.08,6.50,0.26,140,140,140,140
보광산업,3660,24.12,150,4.10,104.04,5.38,32.64,1.71,300,300,150,150
흥국,5370,24.12,220,4.10,23.15,10.12,6.21,0.54,240,240,220,200
한독크린텍,6120,24.12,250,4.09,53.29,6.36,14.12,0.83,250,250,250,200
코오롱글로벌,9800,24.12,400,4.08,32.67,4.15,7.19,0.29,500,400,400,500
한국캐피탈,736,24.12,30,4.08,11.56,12.62,2.13,0.25,35,28,28,35
더네이쳐홀딩스,12270,24.12,500,4.07,43.93,4.91,8.59,0.38,400,400,400,200
CJ제일제당 우,148500,25.02,6050,4.07,64.92,1.97,28.25,0.52,5550,5550,5550,5050
KG스틸,6140,25.03,250,4.07,18.22,6.93,4.15,0.28,200,200,150,100
크리스에프앤씨,4920,25.03,200,4.07,016.60,06.89,05.61,0.35,500,300,250,500
이지바이오,4925,24.12,200,4.06,33.75,26.72,7.34,1.66,75,100,75,75
영원무역홀딩스,131800,25.04,5350,4.06,18.59,13.17,3.40,0.36,3970,3970,3050,2000
다우기술,34500,25.03,1400,4.06,16.98,13.16,2.25,0.27,700,700,600,600
SIMPAC,4945,24.12,200,4.04,39.53,4.62,8.95,0.34,200,100,200,200
iM금융지주,12370,25.02,500,4.04,38.72,3.60,6.44,0.23,650,550,650,630
삼양홀딩스,86700,24.12,3500,4.04,95.87,1.38,20.55,0.24,3500,3500,3500,3000
에스원,67100,24.12,2700,4.02,51.65,10.85,12.73,1.21,2700,2700,2500,2500
남화산업,4990,24.12,200,4.01,37.66,5.97,9.66,0.57,300,200,300,200
빙그레,82400,25.03,3300,4.01,28.27,15.14,7.77,1.00,2600,2600,1500,1400
LF,17480,25.03,700,4.01,25.46,4.87,6.01,0.27,700,700,700,600
엠투아이,5500,24.12,220,4.00,55.82,8.79,14.37,1.20,250,220,250,250
한국기업평가,99100,25.02,3954,3.99,72.19,21.69,16.24,3.28,5131,5131,5100,3397
기신정기,2510,25.03,100,3.98,93.79,1.25,20.82,0.26,150,120,150,150
신원,1758,24.12,70,3.98,83.42,2.81,23.88,0.48,70,70,100,50
금호석유화학우,56500,24.12,2250,3.98,16.44,5.88,8.00,0.39,5450,2950,5450,10050
효성티앤씨,251500,24.12,10000,3.98,32.08,9.84,7.69,0.71,50000,10000,10000,50000
쿠쿠홈시스,25200,24.12,1000,3.97,18.32,14.00,3.78,0.49,800,800,700,650
바이오노트,5040,25.03,200,3.97,36.68,3.46,8.70,0.29,534,200,490,534
한전KPS,62300,24.12,2469,3.96,64.43,13.26,11.51,1.49,2158,2158,1305,1199
아바코,12640,24.12,500,3.96,27.06,13.70,6.85,0.85,300,200,300,300
삼지전자,11400,24.12,450,3.95,11.21,16.21,2.29,0.32,450,450,450,400
KG모빌리언스,5580,24.12,220,3.94,82.62,2.84,18.95,0.51,220,220,220,220
NICE,12690,25.03,500,3.94,36.83,6.27,8.57,0.50,451,451,410,375
경남스틸,3060,24.12,120,3.92,43.43,6.77,16.45,1.09,130,120,130,100
