N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
1,삼성전자,"60,800",상승,300,+0.50%,100,"4,298,055","262,476","61,600","3,599,140","327,260",11.78,"23,737,899","61,500","61,700","5,145,319",398.34,9.03,"61,600","85,506","1,123,399","344,514",49.76,7.10,"60,400","230,323","5,919,638","3,008,709","5,162",1.03,"1,446",16.20
2,SK하이닉스,"286,000",상승,"7,500",+2.69%,"5,000","1,122,193","323,133","288,000","2,082,087","234,673",8.02,"5,436,312","289,000","288,500","1,198,552",403.58,31.06,"291,500","22,948","459,395","197,969",55.59,17.98,"285,000","4,085","728,002","661,930","35,682",2.42,"2,204",102.02
3,삼성바이오로직스,"994,000",하락,"10,000",-1.00%,"2,500","10,609","10,561","1,002,000","707,470","13,201",55.29,"71,516","1,000,000","1,003,000","173,363",18.53,10.45,"1,001,000",634,"64,316","10,833",12.87,6.49,"991,000",129,"71,174","45,473","17,977",6.27,0,23.08
4,LG에너지솔루션,"296,000",하락,"4,500",-1.50%,500,"41,568","12,377","302,500","692,640","5,754",-59.51,"275,626","301,500","303,000","603,068",-73.40,-4.93,"301,500",515,"293,402","3,386",4.14,0.64,"295,000",601,"234,000","256,196","-4,974",3.27,N/A,-24.08
5,NAVER,"280,000",하락,"10,500",-3.61%,100,"491,576","138,575","283,500","443,624","19,793",24.45,"4,326,501","282,500","284,000","381,679",32.94,7.90,"284,500","10,312","111,670","19,320",47.21,5.23,"280,000","5,535","158,437","107,377","11,452",1.58,"1,130",11.03
6,현대차,"207,250",상승,"1,250",+0.61%,"5,000","84,884","17,581","207,000","424,360","142,396",4.52,"718,116","206,500","207,500","3,397,984",-5.87,12.43,"208,500","4,513","2,195,225","132,299",36.22,4.25,"206,000","3,557","204,758","1,752,312","45,880",0.49,"12,000",7.73
7,두산에너빌리티,"65,800",하락,"3,100",-4.50%,"5,000","2,293,135","153,949","67,800","421,489","10,176",-413.84,"13,780,632","68,400","67,900","263,148",-30.65,1.52,"69,300","24,970","146,537","3,947",24.55,1.55,"65,800","24,950","640,561","162,331",-159,5.54,N/A,-7.71
8,KB금융,"109,900",하락,"2,400",-2.14%,"5,000","252,728","28,054","116,000","419,227","80,453",7.62,"1,406,979","113,000","116,800","7,578,455",26.00,8.86,"113,200",52,"6,980,304","50,286",78.26,0.68,"108,800","5,415","381,462","850,764","14,416",0.69,"3,174",9.77
9,한화에어로스페이스,"868,000",하락,"27,000",-3.02%,"5,000","44,292","38,983","905,000","410,531","17,319",17.55,"281,041","897,000","908,000","433,369",191.41,53.94,"900,000",44,"319,726","25,399",44.87,8.08,"866,000","1,205","47,296","112,401","49,447",10.04,"3,500",42.47
10,HD현대중공업,"461,500",하락,"2,000",-0.43%,"5,000","41,086","19,243","465,000","409,688","7,052",46.71,"527,930","469,500","468,000","193,909",294.77,11.39,"476,000",504,"136,865","6,215",10.96,3.40,"460,500",550,"88,773","144,865","9,880",7.06,"2,090",21.08
