N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
1,알테오젠,"375,500",하락,"14,500",-3.72%,500,"48,327","18,319","381,000","200,761",254,160.68,"451,701","382,000","382,000","4,090",360.91,29.52,"383,000","1,803","1,349",607,14.55,18.25,"375,000",836,"53,465","1,029","2,337",54.78,0,6.56
2,에코프로비엠,"97,200",하락,"4,800",-4.71%,500,"121,902","11,936","99,900","95,063",-341,-102.42,"1,793,484","99,000","100,000","43,237",-121.86,-6.26,"99,600",124,"23,466",-585,12.14,-1.35,"97,000","1,298","97,801","27,668",-949,5.61,N/A,-59.91
3,HLB,"51,500",하락,"2,000",-3.74%,500,"85,763","4,432","52,200","67,684","-1,185",-35.84,"813,461","52,100","52,300","8,874",5.21,-16.33,"52,200","1,963","2,353","-1,080",20.56,-13.22,"51,300","3,865","131,425",681,"-1,437",13.14,0,58.80
4,에코프로,"42,350",하락,"1,900",-4.29%,100,"117,768","5,033","43,500","57,501","-2,930",-32.78,"1,571,903","43,000","43,550","81,383",-198.28,-12.57,"43,350",176,"42,998","-2,954",21.18,-3.76,"42,300",239,"135,776","31,279","-1,292",3.62,100,-56.92
5,레인보우로보틱스,"286,000",하락,"4,000",-1.38%,500,"26,030","7,397","284,000","55,484",-30,"6,975.61","542,672","284,000","284,500","1,399",93.32,1.62,"286,500","1,812",71,21,7.65,1.57,"282,000",320,"19,400",193,41,42.04,N/A,26.80
6,파마리서치,"464,250",상승,"7,250",+1.59%,500,"11,812","5,443","446,000","48,791","1,261",46.14,"153,577","447,500","446,500","8,557",36.63,18.93,"469,000",83,"2,863",889,15.93,12.79,"446,000",15,"10,510","3,501","10,061",9.51,"1,100",34.14
7,휴젤,"367,000",하락,"1,500",-0.41%,500,"6,177","2,260","367,000","45,156","1,662",31.87,"29,496","366,000","367,500","9,394",41.13,17.51,"369,500",517,986,"1,431",55.52,15.32,"358,000",63,"12,304","3,730","11,517",4.73,0,16.69
8,펩트론,"189,800",하락,"9,700",-4.86%,500,"28,133","5,414","196,100","44,218",-165,-192.30,"218,345","196,400","196,200","1,689",-4.05,-23.46,"196,900",42,172,-220,6.18,-19.91,"188,700",479,"23,297",32,-987,29.70,N/A,-5.68
9,클래시스,"60,100",하락,800,-1.31%,100,"76,637","4,582","59,500","39,369","1,224",38.30,"243,559","172,600","173,800","5,198",-72.36,-4.49,"173,200",129,"1,704",-51,2.47,-1.10,"166,200",159,"23,457","2,109",-494,14.91,200,9.48
10,삼천당제약,"167,600",하락,"1,000",-0.59%,500,"47,120","7,996","173,700","39,315",26,-339.27,"576,196","60,000","60,400","6,084",36.62,26.54,"60,500","1,586","1,557",975,71.65,19.83,"59,300",447,"65,506","2,429","1,569",8.41,257,34.87
