N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
1,삼성전자,"58,400",상승,300,+0.52%,100,"2,060,889","120,009","58,200","3,457,069","327,260",11.31,"28,637,003","58,000","58,300","5,145,319",398.34,9.03,"58,700","81,612","1,123,399","344,514",49.73,7.10,"57,900","23,479","5,919,638","3,008,709","5,162",0.99,"1,446",16.20
2,SK하이닉스,"248,000",하락,"1,000",-0.40%,"5,000","438,350","108,205","250,000","1,805,446","234,673",6.95,"5,044,669","245,500","249,500","1,198,552",403.58,31.06,"249,500","13,119","459,395","197,969",55.33,17.98,"245,000","1,905","728,002","661,930","35,682",2.10,"2,204",102.02
3,삼성바이오로직스,"1,000,000",하락,"10,000",-0.99%,"2,500","12,696","12,688","1,001,000","711,740","13,201",55.63,"72,268","1,003,000","1,008,000","173,363",18.53,10.45,"1,006,000","1,210","64,316","10,833",12.90,6.49,"996,000",49,"71,174","45,473","17,977",6.31,0,23.08
4,LG에너지솔루션,"293,000",하락,"1,000",-0.34%,500,"14,118","4,146","294,000","685,620","5,754",-58.91,"243,494","291,500","294,500","603,068",-73.40,-4.93,"296,500",39,"293,402","3,386",4.08,0.64,"291,000",605,"234,000","256,196","-4,974",3.24,N/A,-24.08
5,한화에어로스페이스,"946,000",하락,"8,000",-0.84%,"5,000","29,761","28,387","964,000","447,422","17,319",19.13,"270,383","964,000","965,000","433,369",191.41,53.94,"969,000",14,"319,726","25,399",45.19,8.08,"944,000",68,"47,296","112,401","49,447",10.95,"3,500",42.47
6,현대차,"202,000",하락,"3,000",-1.46%,"5,000","63,334","12,779","203,500","413,611","142,396",4.40,"950,447","202,500","204,000","3,397,984",-5.87,12.43,"203,500","2,704","2,195,225","132,299",36.18,4.25,"200,500","5,534","204,758","1,752,312","45,880",0.48,"12,000",7.73
7,KB금융,"106,500",하락,600,-0.56%,"5,000","116,130","12,347","107,100","406,257","80,453",7.39,"1,053,976","106,100","107,500","7,578,455",26.00,8.86,"107,200",72,"6,980,304","50,286",78.16,0.68,"105,500",602,"381,462","850,764","14,416",0.67,"3,174",9.77
8,삼성전자우,"48,100",상승,100,+0.21%,100,"139,795","6,715","48,200","392,484",N/A,9.32,"2,106,355","48,000","48,250",N/A,N/A,N/A,"48,350",159,N/A,N/A,73.77,N/A,"47,700","2,009","815,975",N/A,"5,162",0.81,N/A,N/A
9,기아,"98,300",하락,"1,300",-1.31%,"5,000","128,798","12,622","99,000","390,912","126,671",4.19,"1,332,802","98,500","99,200","927,559",9.13,19.09,"98,500",105,"369,156","97,750",39.09,11.28,"97,200",129,"397,673","1,074,488","23,440",0.69,"6,500",7.66
10,HD현대중공업,"435,000",하락,"1,500",-0.34%,"5,000","50,269","21,734","437,000","386,163","7,052",44.03,"433,501","436,000","438,000","193,909",294.77,11.39,"438,500",203,"136,865","6,215",10.78,3.40,"425,000",61,"88,773","144,865","9,880",6.65,"2,090",21.08
