N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,액면가,전일거래량,시가,매도호가,자산총계,영업이익증가율,액면가,고가,매수총잔량,부채총계,당기순이익,외국인비율,액면가,저가,매도총잔량,상장주식수,매출액,주당순이익,액면가,보통주배당금
225,아이패밀리에스씨,"19,050",상승,80,+0.42%,500,"139,943","2,673","19,010","3,299",336,13.34,500,"143,785","19,150","19,050","1,223",40.16,500,"19,390",919,308,283,6.71,500,"18,900","3,947","17,320","2,049","1,428",500,118
226,에이직랜드,"30,000",상승,"1,450",+5.08%,500,"57,449","1,704","30,000","3,261",-170,-13.43,500,"25,202","28,850","30,050","1,671",-539.61,500,"30,050","2,444",828,-140,0.99,500,"28,850","3,453","10,872",941,"-2,233",500,N/A
227,미래에셋벤처투자,"6,100",상승,"1,050",+20.79%,"1,000","2,405,868","13,996","6,100","3,241",157,38.12,"1,000","280,402","5,120","6,110","10,608",-50.81,"1,000","6,160","8,116","7,089",86,1.63,"1,000","5,120","36,666","53,125","2,339",160,"1,000",85
228,대아티아이,"4,570",보합,0,0.00%,100,"1,639,076","7,507","4,570","3,221",79,18.43,100,"875,187","4,845","4,575","2,920",122.05,100,"4,870","30,132","1,584",147,9.77,100,"4,390","27,603","70,473","1,491",248,100,N/A
229,CJ프레시웨이,"27,100",상승,"1,000",+3.83%,"1,000","54,382","1,462","27,100","3,217",940,12.28,"1,000","16,615","26,500","27,200","15,644",-5.27,"1,000","27,300",334,"11,490",274,13.82,"1,000","26,100","5,257","11,872","32,248","2,207","1,000",450
230,에스티아이,"20,300",상승,470,+2.37%,500,"155,467","3,163","20,300","3,213",273,12.30,500,"107,801","20,200","20,350","3,688",13.95,500,"20,700","19,926","1,080",271,3.91,500,"20,100","8,244","15,830","3,340","1,650",500,200
231,에코아이,"10,840",상승,660,+6.48%,500,"711,548","7,611","10,830","3,212",2,-492.73,500,"1,964,973","10,450","10,840","1,498",-98.91,500,"11,020","13,038",213,23,1.18,500,"10,310","11,479","29,631",258,-22,500,167
232,지노믹트리,"13,150",하락,140,-1.05%,500,"68,527",909,"13,150","3,206",-153,-30.51,500,"124,132","13,350","13,210","1,307",11.50,500,"13,470","11,372",64,-104,1.12,500,"13,150","7,714","24,377",24,-431,500,0
233,넵튠,"6,850",상승,10,+0.15%,500,"98,283",676,"6,850","3,199",96,-24.73,500,"198,415","6,850","6,860","4,075",345.59,500,"6,960","10,989",370,48,1.54,500,"6,800","4,397","46,702","1,216",-277,500,0
234,토모큐브,"24,100",하락,350,-1.43%,500,"221,716","5,378","24,100","3,174",-88,-32.01,500,"262,265","24,800","24,150",436,-30.40,500,"24,850","17,361",16,-83,7.41,500,"24,000","2,813","13,171",59,-753,500,0
235,중앙첨단소재,"3,110",상승,40,+1.30%,500,"862,547","2,713","3,105","3,166",-78,-4.52,500,"688,320","3,115","3,110","1,245","-13,814.06",500,"3,195","29,142",278,-768,5.72,500,"3,090","5,720","101,802",187,-688,500,0
236,월덱스,"18,910",상승,240,+1.29%,500,"48,437",919,"18,910","3,122",703,5.02,500,"55,767","18,830","18,920","3,918",8.45,500,"19,200",803,843,650,4.48,500,"18,810",999,"16,511","3,068","3,768",500,60
237,KG에코솔루션,"6,540",상승,450,+7.39%,500,"467,901","2,995","6,530","3,113","2,265",4.83,500,"199,653","6,240","6,540","62,134",-26.87,500,"6,620","5,988","32,544","2,142",3.90,500,"6,100","14,061","47,603","72,849","1,353",500,120
238,듀켐바이오,"10,940",상승,320,+3.01%,500,"29,676",323,"10,920","3,113",51,37.08,500,"41,241","10,810","10,940",652,N/A,500,"11,030",369,222,80,1.17,500,"10,620","2,722","28,455",356,295,500,N/A
239,다원시스,"8,120",상승,180,+2.27%,500,"114,031",927,"8,110","3,099",76,-15.95,500,"147,146","8,230","8,120","7,457",-60.32,500,"8,240","3,999","4,868",119,7.93,500,"8,010","4,900","38,163","3,015",-509,500,N/A
240,가비아,"22,750",상승,550,+2.48%,500,"51,819","1,162","22,700","3,079",351,21.88,500,"34,210","22,350","22,750","6,345",-17.59,500,"22,750","4,351","2,878",286,36.65,500,"21,800","9,883","13,536","2,824","1,040",500,80
241,NHN KCP,"7,660",상승,150,+2.00%,500,"88,944",679,"7,650","3,076",438,7.25,500,"36,990","7,660","7,660","5,703",4.35,500,"7,700","4,351","3,051",453,15.18,500,"7,570","14,574","40,161","11,053","1,057",500,100
242,CMG제약,"2,145",상승,5,+0.23%,500,"714,577","1,534","2,145","3,069",10,-268.12,500,"845,830","2,145","2,150","3,034",-66.40,500,"2,165","171,513","1,139",27,4.07,500,"2,135","272,438","143,057",991,-8,500,0
243,바텍,"20,650",상승,300,+1.47%,500,"10,087",206,"20,500","3,067",540,6.04,500,"5,075","20,400","20,650","6,503",-15.74,500,"20,650","1,990","1,798",553,26.60,500,"20,350","5,420","14,854","3,852","3,418",500,100
244,피아이이,"8,550",상승,50,+0.59%,100,"1,001,396","8,623","8,540","3,063",94,26.23,100,"1,904,703","8,550","8,550",980,136.17,100,"8,750","37,571",462,99,1.99,100,"8,470","22,724","35,826","1,240",326,100,N/A
245,예스티,"14,610",상승,110,+0.76%,500,"48,005",701,"14,610","3,060",113,28.93,500,"44,428","14,520","14,650","2,044","2,839.92",500,"14,930","4,857",786,112,1.96,500,"14,400","1,161","20,945","1,001",505,500,0
246,제이브이엠,"25,250",보합,0,0.00%,500,"29,054",733,"25,200","3,053",307,10.76,500,"35,623","25,300","25,300","2,848",3.04,500,"25,500","6,411",825,288,11.99,500,"24,800","1,225","12,090","1,594","2,346",500,500
247,에이스침대,"27,500",상승,200,+0.73%,"1,000","5,553",152,"27,500","3,050",662,4.95,"1,000","4,177","27,550","27,550","7,824",16.14,"1,000","27,550","2,445",757,659,1.14,"1,000","27,100","1,653","11,090","3,260","5,551","1,000","1,450"
248,매일유업,"38,700",상승,"1,650",+4.45%,500,"21,865",840,"38,650","3,035",703,7.56,500,"4,097","37,900","38,700","10,263",-2.62,500,"38,800",295,"4,510",455,12.45,500,"37,350","5,075","7,844","18,114","5,120",500,"1,250"
249,대화제약,"16,200",상승,40,+0.25%,500,"194,245","3,171","16,200","3,016",67,172.34,500,"1,571,312","16,590","16,220","2,059",241.83,500,"16,790","6,022","1,295",8,0.00,500,"16,160","4,479","18,617","1,494",94,500,150
250,브이엠,"12,500",상승,260,+2.12%,100,"71,705",915,"12,480","3,009",-86,304.88,100,"41,285","12,730","12,500","1,657",21.56,100,"12,920","3,286",414,-35,3.31,100,"12,460","1,654","24,076",703,41,100,N/A
251,에이치브이엠,"25,250",상승,150,+0.60%,500,"90,124","2,284","25,200","3,005",-68,-34.78,500,"92,966","25,050","25,250","1,196",-282.11,500,"25,750","5,980",535,-84,1.29,500,"25,000","5,032","11,902",451,-726,500,N/A
252,아주IB투자,"2,480",상승,170,+7.36%,500,"2,166,704","5,299","2,480","2,999",84,35.94,500,"371,456","2,315","2,485","3,417",-52.70,500,"2,510","49,573",806,83,0.62,500,"2,300","79,918","120,945",656,69,500,50
253,프레스티지바이오로직스,"3,870",상승,5,+0.13%,500,"51,592",198,"3,860","2,996",-334,-8.20,500,"100,751","3,875","3,870","2,894",24.39,500,"3,890","15,206","2,177",-294,41.61,500,"3,815","6,470","77,418",22,-472,500,0
254,한양이엔지,"16,540",상승,260,+1.60%,500,"52,312",855,"16,520","2,977",862,4.75,500,"18,456","16,210","16,540","9,087",1.27,500,"16,540","2,231","3,067",764,14.10,500,"16,190","1,344","18,000","11,863","3,481",500,650
255,비보존 제약,"5,930",상승,150,+2.60%,"2,500","113,517",671,"5,930","2,971",29,-22.72,"2,500","115,043","5,800","5,940","1,844",10.36,"2,500","6,020","21,795",780,-100,1.08,"2,500","5,780","4,368","50,105",876,-261,"2,500",N/A
256,마녀공장,"18,030",상승,120,+0.67%,100,"91,783","1,652","18,020","2,953",186,18.23,100,"82,715","18,140","18,030","1,295",16.99,100,"18,150","2,636",157,164,0.75,100,"17,890","3,421","16,378","1,279",989,100,N/A
257,제이오,"9,180",상승,260,+2.91%,100,"110,604","1,013","9,150","2,939",-55,-29.05,100,"154,991","9,000","9,180","2,226",-145.39,100,"9,270","4,069",442,-89,1.56,100,"8,990","2,655","32,018",829,-316,100,N/A
258,제닉,"36,800",하락,700,-1.87%,500,"222,655","8,014","36,800","2,932",60,24.18,500,"224,024","36,750","36,850",382,249.72,500,"36,950","1,992",160,76,3.97,500,"34,050","1,818","7,969",499,"1,522",500,N/A
259,클리오,"16,200",상승,250,+1.57%,500,"122,004","1,969","16,200","2,928",246,14.32,500,"96,535","16,060","16,210","2,954",-27.23,500,"16,240","3,427",615,272,4.27,500,"15,990","7,867","18,071","3,514","1,131",500,400
260,신성에스티,"32,350",상승,"1,650",+5.37%,500,"34,477","1,100","32,350","2,924",88,42.73,500,"75,160","31,200","32,400","1,444",5.16,500,"32,500","1,128",419,71,1.71,500,"30,900","2,353","9,040","1,270",757,500,200
261,에이유브랜즈,"20,650",상승,550,+2.74%,100,"178,036","3,650","20,650","2,924",124,25.59,100,"173,179","20,100","20,700",448,-23.35,100,"21,250","4,747",122,101,1.93,100,"19,410","6,230","14,160",446,807,100,0
262,폰드그룹,"9,010",하락,130,-1.42%,500,"369,887","3,307","9,000","2,914",413,11.08,500,"432,402","9,140","9,010","4,227","6,089.52",500,"9,350","2,249","1,850",272,0.62,500,"8,630","6,209","32,344","3,687",813,500,250
263,바이오비쥬,"19,350",하락,140,-0.72%,500,"2,676,652","51,260","19,350","2,911",92,N/A,500,"12,946,147","19,250","19,360",378,N/A,500,"19,790","12,283",68,72,0.63,500,"18,450","14,216","15,044",296,N/A,500,0
264,오픈엣지테크놀로지,"13,210",상승,"1,540",+13.20%,100,"318,567","4,061","13,200","2,907",-246,-11.86,100,"45,179","11,900","13,210",867,-55.15,100,"13,440","2,323",260,-273,6.07,100,"11,840","2,412","22,003",153,"-1,114",100,0
265,폴라리스오피스,"5,820",상승,180,+3.19%,500,"671,511","3,890","5,820","2,894",48,45.83,500,"579,461","5,800","5,830","5,198",-23.14,500,"5,880","40,614",857,186,0.91,500,"5,680","47,951","49,725","2,763",127,500,N/A
266,티에프이,"25,400",상승,450,+1.80%,100,"62,412","1,577","25,350","2,891",44,120.95,100,"75,854","25,000","25,400","1,267",-52.40,100,"25,600","1,192",483,15,1.89,100,"24,550","4,162","11,381",736,210,100,N/A
267,우주일렉트로,"31,250",상승,250,+0.81%,500,"19,501",608,"31,200","2,888",201,13.78,500,"18,782","31,100","31,250","3,277",151.12,500,"31,500","2,146",814,198,7.06,500,"30,800","7,963","9,240","1,762","2,268",500,300
268,한국정보통신,"7,710",상승,20,+0.26%,500,"9,614",74,"7,700","2,887",391,6.43,500,"10,967","7,720","7,710","4,629",9.66,500,"7,730","9,304","1,564",435,62.86,500,"7,630","2,833","37,444","7,910","1,199",500,N/A
269,필에너지,"13,400",상승,160,+1.21%,500,"34,025",458,"13,400","2,865",142,35.08,500,"60,736","13,420","13,410","2,121",-7.25,500,"13,570","2,131",691,134,1.70,500,"13,380","1,973","21,378","2,854",382,500,67
270,JTC,"5,500",하락,260,-4.51%,0,"500,270","2,768","5,480","2,846",219,8.73,0,"301,251","5,770","5,500","2,635",246.06,0,"5,790","23,992","1,818",205,10.00,0,"5,400","15,279","51,746","1,500",630,0,0
271,석경에이티,"51,900",상승,"1,700",+3.39%,500,"12,111",625,"51,800","2,831",20,48.87,500,"7,044","51,000","51,900",492,-42.34,500,"52,100",849,94,43,0.96,500,"50,500","2,323","5,455",138,"1,062",500,N/A
272,에스앤디,"97,500",상승,"6,300",+6.91%,500,"112,204","10,727","97,200","2,820",201,15.58,500,"44,595","91,400","97,500",930,56.19,500,"97,700",420,250,170,3.63,500,"91,400","5,024","2,893","1,161","6,259",500,800
273,쿠콘,"27,500",상승,"5,400",+24.43%,500,"2,620,222","68,873","27,500","2,820",166,15.43,500,"387,779","24,500","27,550","2,629",0.02,500,"28,650","7,178","1,161",158,2.52,500,"22,450","15,349","10,255",730,"1,782",500,150
274,에스에이엠티,"2,815",상승,30,+1.08%,500,"259,251",730,"2,815","2,815",674,5.60,500,"125,903","2,780","2,820","8,330",25.83,500,"2,830","79,996","4,024",544,5.48,500,"2,780","68,722","99,995","28,895",503,500,200
275,오상헬스케어,"19,360",상승,350,+1.84%,500,"238,068","4,426","19,360","2,809",-248,-32.05,500,"138,408","19,010","19,500","2,950",-117.35,500,"19,690","2,651",90,-114,1.18,500,"17,110","2,035","14,509",805,-604,500,500
276,웹케시,"20,550",상승,"2,390",+13.16%,500,"16,023,141","326,805","20,550","2,802",139,35.68,500,"9,249,230","21,000","20,600","1,259",N/A,500,"22,050","74,395",236,72,0.92,500,"17,130","17,985","13,636",742,576,500,100
277,HLB이노베이션,"1,937",하락,50,-2.52%,500,"345,962",676,"1,937","2,795",-119,-15.50,500,"184,029","1,980","1,938","2,680",N/A,500,"1,998","36,057",160,-124,2.11,500,"1,930","1,448","144,304",254,-125,500,N/A
278,아이티센글로벌,"12,030",상승,"1,000",+9.07%,500,"1,230,875","14,875","12,030","2,792",586,23.77,500,"755,090","11,300","12,050","9,454",91.90,500,"12,420","8,690","6,229",361,2.91,500,"11,230","13,251","23,205","49,618",506,500,N/A
279,씨메스,"23,950",상승,950,+4.13%,500,"73,500","1,751","23,900","2,780",-143,-17.08,500,"42,500","23,750","23,950",810,-43.04,500,"24,150","5,503",67,-135,2.37,500,"23,350","4,146","11,608",69,"-1,402",500,N/A
280,샘씨엔에스,"4,735",상승,200,+4.41%,500,"90,727",427,"4,730","2,765",52,72.85,500,"67,582","4,605","4,735","2,222",278.57,500,"4,765","4,343",782,33,0.87,500,"4,595","7,387","58,388",533,65,500,N/A
281,슈어소프트테크,"5,250",상승,40,+0.77%,100,"214,045","1,117","5,250","2,762",79,25.74,100,"186,068","5,240","5,270","1,624",-31.22,100,"5,280","17,822",563,101,1.63,100,"5,150","18,114","52,619",888,204,100,N/A
282,유진기업,"3,550",상승,115,+3.35%,500,"623,283","2,203","3,550","2,745",550,-4.35,500,"102,856","3,450","3,555","23,749",-34.86,500,"3,575","21,398","13,482","-1,007",4.09,500,"3,450","132,192","77,311","13,933",-817,500,170
283,디오,"18,280",상승,60,+0.33%,500,"81,249","1,460","18,260","2,739",-407,-6.17,500,"26,311","18,290","18,280","3,433",-294.94,500,"18,340",748,"1,392",-413,13.37,500,"17,670","3,316","14,982","1,196","-2,963",500,0
284,오리엔탈정공,"5,950",하락,80,-1.33%,500,"600,328","3,553","5,950","2,712",249,9.38,500,"481,039","6,150","5,960","2,157",94.84,500,"6,160","33,724","1,056",261,7.25,500,"5,770","22,778","45,574","2,073",634,500,100
285,뉴로메카,"23,800",상승,700,+3.03%,500,"43,773","1,041","23,800","2,698",-190,-13.79,500,"40,616","23,450","23,850",952,-28.26,500,"24,050","3,908",844,-168,0.69,500,"23,300","3,352","11,338",253,"-1,726",500,0
286,아이티엠반도체,"11,890",상승,490,+4.30%,500,"26,204",311,"11,890","2,697",24,-50.38,500,"16,828","11,400","11,900","5,952",116.15,500,"11,960",370,"4,008",12,2.30,500,"11,400",868,"22,683","6,479",-236,500,N/A
287,상아프론테크,"16,850",상승,460,+2.81%,500,"85,957","1,433","16,840","2,694",58,52.49,500,"77,413","16,550","16,850","3,622",-34.70,500,"16,890",940,"1,612",62,3.47,500,"16,390","2,270","15,989","1,718",321,500,200
288,인탑스,"15,600",상승,400,+2.63%,500,"83,539","1,305","15,590","2,683",38,20.88,500,"31,492","15,280","15,600","9,007",-79.33,500,"15,800",887,"1,289",234,6.11,500,"15,280","11,880","17,200","6,147",747,500,200
289,LS증권,"4,810",상승,335,+7.49%,"5,000","1,398,091","6,760","4,805","2,669",218,19.79,"5,000","150,738","4,520","4,810","87,797",-34.30,"5,000","5,090","3,365","79,083",166,1.53,"5,000","4,520","8,439","55,481","16,537",243,"5,000",100
290,슈프리마,"36,750",상승,100,+0.27%,500,"39,520","1,455","36,750","2,667",233,7.74,500,"67,883","36,900","36,800","2,601",39.76,500,"37,200","1,837",235,325,19.24,500,"36,350","2,864","7,257","1,082","4,747",500,0
291,툴젠,"31,050",상승,50,+0.16%,500,"8,777",270,"31,000","2,665",-218,37.68,500,"18,716","31,050","31,050",755,-27.57,500,"31,500",845,170,62,1.11,500,"30,300","1,250","8,583",9,824,500,0
292,원익머트리얼즈,"21,100",상승,750,+3.69%,500,"57,240","1,203","21,000","2,660",519,7.66,500,"28,979","20,600","21,100","5,833",110.29,500,"21,400","3,173","1,021",318,16.81,500,"20,600","5,472","12,608","3,107","2,755",500,350
293,에코마케팅,"8,450",상승,160,+1.93%,100,"60,811",514,"8,450","2,659",470,9.62,100,"27,420","8,330","8,460","4,038",-14.75,100,"8,510","12,789","1,213",362,11.23,100,"8,300","17,483","31,468","3,572",878,100,500
294,더블유씨피,"7,850",상승,100,+1.29%,500,"307,804","2,440","7,850","2,657",-709,-2.43,500,"398,556","7,840","7,860","18,102",-252.91,500,"8,100","16,022","8,415",-722,3.82,500,"7,810","5,202","33,843","3,221","-3,229",500,N/A
295,한국정보인증,"6,230",상승,270,+4.53%,500,"4,926,660","30,288","6,230","2,644",189,25.53,500,"3,516,025","6,100","6,240","4,053",35.02,500,"6,420","40,488","1,731",124,1.54,500,"5,820","91,077","42,441","1,219",244,500,150
296,인선이엔티,"5,580",상승,110,+2.01%,500,"72,710",402,"5,570","2,598",232,-11.12,500,"63,914","5,470","5,580","4,957",-10.18,500,"5,580","5,970","1,731",-189,5.54,500,"5,440","18,977","46,564","2,088",-502,500,N/A
297,큐브엔터,"17,300",상승,120,+0.70%,500,"120,906","2,081","17,290","2,595",166,19.24,500,"108,301","17,410","17,300","2,700",7.42,500,"17,550","2,951","1,117",166,5.69,500,"17,000","3,163","15,002","2,183",899,500,N/A
298,AP시스템,"16,940",상승,430,+2.60%,500,"47,701",804,"16,920","2,589",472,5.64,500,"27,352","16,730","16,940","5,998",-21.51,500,"16,940","1,861","2,632",518,9.86,500,"16,600","3,113","15,281","5,167","3,002",500,530
299,프로텍,"23,500",상승,800,+3.52%,500,"25,349",596,"23,450","2,585",134,9.55,500,"11,513","23,500","23,500","3,768",-22.89,500,"23,700",806,540,127,2.44,500,"23,200","2,500","11,000","1,703","2,462",500,400
300,KG이니시스,"9,370",상승,390,+4.34%,500,"120,895","1,118","9,360","2,582",610,7.08,500,"35,348","9,070","9,370","18,664",-42.61,500,"9,410","1,228","11,128",447,6.15,500,"9,070","9,357","27,554","13,543","1,324",500,500
301,뷰노,"18,330",상승,"1,130",+6.57%,100,"104,785","1,894","18,320","2,567",-125,-20.55,100,"46,306","17,650","18,330",502,20.58,100,"18,600","4,152",195,-130,2.42,100,"17,500","2,464","14,002",259,-892,100,0
302,로보스타,"26,300",상승,"1,500",+6.05%,500,"179,395","4,640","26,300","2,564",1,-974.07,500,"54,533","25,000","26,350","1,126",-86.92,500,"26,400","6,014",206,22,2.21,500,"24,950","8,463","9,750",891,-27,500,N/A
303,비덴트,"3,320",보합,0,0.00%,500,0,0,0,"2,563",-111,5.25,500,0,0,0,"7,408",-11.76,500,0,0,"1,026",672,1.42,500,0,0,"77,202",96,632,500,N/A
304,에치에프알,"19,160",하락,780,-3.91%,500,"95,591","1,868","19,160","2,550",-202,-23.74,500,"91,897","19,940","19,170","2,711",-140.39,500,"20,400","6,580","1,123",-185,6.17,500,"19,120","2,071","13,309","1,571",-807,500,N/A
305,이지홀딩스,"3,945",상승,210,+5.62%,500,"406,022","1,591","3,940","2,545","1,234",18.70,500,"154,402","3,780","3,945","28,559",18.90,500,"3,985","40,921","16,493",351,4.48,500,"3,775","26,737","64,516","32,850",211,500,250
306,엠아이텍,"7,850",보합,0,0.00%,500,"67,634",531,"7,840","2,541",176,13.75,500,"180,002","7,860","7,850","1,185",24.96,500,"7,910","6,259",97,183,7.13,500,"7,800","7,720","32,366",538,571,500,100
307,티엑스알로보틱스,"16,440",상승,730,+4.65%,500,"636,061","10,603","16,440","2,540",53,50.58,500,"96,737","15,980","16,450",732,46.50,500,"17,300","5,878",433,38,0.61,500,"15,970","1,486","15,451",572,325,500,N/A
308,아미코젠,"4,595",상승,195,+4.43%,500,"648,627","2,940","4,585","2,528",-71,-4.77,500,"945,047","4,365","4,595","2,942",-442.93,500,"4,635","6,217","1,711",-509,6.43,500,"4,365","89,929","55,018","1,736",-963,500,N/A
309,한솔아이원스,"8,820",상승,100,+1.15%,500,"95,491",841,"8,810","2,522",231,7.70,500,"169,032","8,800","8,820","2,319",180.71,500,"8,960","5,289",497,311,5.53,500,"8,700","6,444","28,593","1,571","1,146",500,0
310,자람테크놀로지,"40,650",상승,"1,500",+3.83%,500,"43,814","1,772","40,650","2,519",4,-272.82,500,"49,361","39,800","40,700",784,117.07,500,"41,050","1,329",359,20,1.57,500,"39,350","3,758","6,198",222,-149,500,N/A
311,인트로메딕,"5,850",보합,0,0.00%,100,0,0,0,"2,515",-15,-42.39,100,0,0,0,105,58.32,100,0,0,48,-70,0.76,100,0,0,"42,998",104,-138,100,0
312,이스트소프트,"21,450",상승,800,+3.87%,500,"362,644","7,682","21,400","2,498",-135,-25.54,500,"298,987","21,500","21,450","1,991",-51.08,500,"21,550","10,182","1,106",-146,2.01,500,"20,500","45,934","11,647","1,025",-840,500,0
313,진성티이씨,"11,110",하락,10,-0.09%,500,"409,257","4,454","11,110","2,498",244,11.07,500,"349,143","11,130","11,120","4,554",-38.26,500,"11,160","8,703","1,931",210,8.22,500,"10,550","8,078","22,482","3,905","1,004",500,200
314,GRT,"3,085",상승,40,+1.31%,0,"399,787","1,246","3,080","2,494","1,470",3.17,0,"276,631","3,090","3,085","16,913",86.68,0,"3,195","23,306","7,628","1,105",80.41,0,"3,040","28,977","80,850","8,424",974,0,2
315,유니슨,"1,457",하락,93,-6.00%,500,"4,900,030","7,537","1,457","2,484",-125,-13.01,500,"2,719,699","1,633","1,458","2,490",36.06,500,"1,697","124,141","1,828",-225,2.43,500,"1,454","23,351","170,462",257,-112,500,0
316,아이씨티케이,"18,400",하락,530,-2.80%,500,"654,271","12,102","18,390","2,469",-67,-36.87,500,"476,509","19,060","18,400",458,N/A,500,"19,110","15,221",28,-58,1.27,500,"18,200","6,318","13,421",67,-499,500,0
317,엣지파운드리,"3,150",상승,25,+0.80%,500,"847,990","2,600","3,150","2,467",-51,-150.00,500,"648,742","3,125","3,160","1,316",-4.87,500,"3,255","13,531",547,-180,0.51,500,"2,990","3,945","78,307",373,-21,500,0
318,동신건설,"29,350",하락,"6,950",-19.15%,500,"555,686","17,278","29,350","2,465",6,165.82,500,"151,259","37,900","29,400","1,126",-90.76,500,"38,500","5,391",139,30,0.88,500,"28,250","2,291","8,400",690,177,500,250
319,제테마,"6,870",상승,60,+0.88%,500,"64,862",444,"6,860","2,463",41,-101.03,500,"95,435","6,870","6,870","2,227",56.09,500,"6,960","34,108","1,513",-26,0.90,500,"6,800","8,198","35,859",685,-68,500,0
320,골프존홀딩스,"5,740",상승,370,+6.89%,500,"299,349","1,685","5,730","2,459",394,5.04,500,"203,354","5,380","5,740","10,503",-26.50,500,"5,760","46,745","3,037",436,3.01,500,"5,380","28,025","42,837","3,862","1,139",500,250
321,이트론,271,보합,0,0.00%,200,0,0,0,"2,456",-56,24.64,200,0,0,0,"1,195",0.61,200,0,0,235,-23,3.54,200,0,0,"906,131",163,11,200,0
322,한중엔시에스,"27,100",상승,900,+3.44%,500,"89,818","2,423","27,050","2,455",96,13.31,500,"137,354","26,700","27,100","1,668",175.55,500,"27,350","2,895",864,154,0.61,500,"26,450","6,561","9,058","1,773","2,036",500,N/A
323,앱클론,"12,820",하락,350,-2.66%,500,"263,853","3,353","12,800","2,448",-156,-13.68,500,"151,045","13,000","12,820",482,-33.87,500,"13,170","3,061",188,-163,7.68,500,"12,270","3,740","19,093",23,-937,500,0
324,미래나노텍,"7,850",상승,220,+2.88%,500,"116,314",913,"7,840","2,434",249,7.95,500,"73,387","7,740","7,850","5,976",81.41,500,"7,910","5,458","2,802",258,3.68,500,"7,680","17,214","31,010","6,223",987,500,50
325,제이에스링크,"9,010",하락,270,-2.91%,500,"84,798",760,"9,000","2,431",-91,-12.55,500,"164,647","9,280","9,010",544,-109.85,500,"9,360","10,046",294,-108,0.76,500,"8,780","5,131","26,978",159,-718,500,0
326,해성산업,"7,420",상승,150,+2.06%,500,"126,317",945,"7,410","2,416",714,-154.58,500,"17,591","7,280","7,420","25,920",-32.81,500,"7,600","3,462","12,440",-34,1.15,500,"7,270","6,106","32,557","22,204",-48,500,225
327,에스오에스랩,"13,650",하락,150,-1.09%,100,"705,841","9,533","13,640","2,414",-128,-16.89,100,"1,420,434","13,660","13,650",391,-54.09,100,"13,900","6,292",71,-120,3.22,100,"13,110","4,025","17,682",49,-808,100,N/A
328,KH바텍,"10,180",상승,40,+0.39%,500,"45,324",462,"10,180","2,410",219,10.52,500,"49,535","10,140","10,190","3,871",-34.96,500,"10,330","4,313","1,248",213,7.87,500,"10,130","1,162","23,677","3,110",968,500,330
329,동원개발,"2,650",상승,100,+3.92%,500,"194,106",511,"2,645","2,406",210,94.64,500,"133,032","2,560","2,650","13,783",-29.97,500,"2,655","14,174","3,320",183,2.93,500,"2,560","41,631","90,808","5,204",28,500,80
330,시너지이노베이션,"2,730",상승,50,+1.87%,500,"143,749",389,"2,725","2,405",161,59.35,500,"263,734","2,690","2,730","3,141",7.51,500,"2,730","21,310",790,181,12.20,500,"2,680","24,760","88,100",906,46,500,0
331,아이스크림미디어,"18,190",상승,"1,160",+6.81%,500,"122,390","2,203","18,180","2,397",461,7.30,500,"342,280","17,670","18,190","2,229",35.41,500,"18,520","1,081",396,311,7.38,500,"17,400",933,"13,177","1,522","2,493",500,738
332,다날,"3,455",상승,100,+2.98%,500,"505,205","1,732","3,450","2,382",14,38.82,500,"355,427","3,425","3,455","7,456",-60.17,500,"3,460","22,210","4,356",29,5.24,500,"3,390","31,052","68,949","2,609",89,500,N/A
333,토비스,"14,810",하락,40,-0.27%,500,"144,209","2,141","14,810","2,380",584,4.36,500,"110,272","15,010","14,830","5,281",127.52,500,"15,060","5,847","2,636",613,12.49,500,"14,740","6,228","16,067","6,238","3,400",500,300
334,디아이티,"12,580",상승,320,+2.61%,100,"54,202",685,"12,530","2,378",241,7.86,100,"45,203","12,450","12,580","2,409",178.68,100,"12,840","1,234",280,289,4.34,100,"12,410","3,346","18,900","1,167","1,601",100,380
335,씨어스테크놀로지,"18,810",하락,740,-3.79%,500,"98,571","1,852","18,810","2,368",-87,-33.83,500,"87,295","19,600","18,820",281,11.44,500,"19,850","1,382",67,-89,3.34,500,"18,300",705,"12,591",81,-556,500,N/A
336,네오팜,"14,770",하락,170,-1.14%,500,"73,368","1,080","14,770","2,367",247,9.83,500,"152,865","14,940","14,780","1,924",-2.58,500,"14,950","1,495",156,231,13.65,500,"14,610","2,975","16,028","1,190","1,503",500,600
337,티로보틱스,"12,570",상승,"1,160",+10.17%,500,"1,055,397","13,011","12,570","2,361",-70,-71.42,500,"132,603","11,630","12,580","1,070",14.71,500,"12,710","12,655",755,-8,0.83,500,"11,600","10,607","18,782",607,-176,500,0
338,셀비온,"18,330",상승,"1,070",+6.20%,500,"135,650","2,453","18,330","2,349",-71,-29.42,500,"84,079","17,850","18,340",344,-41.51,500,"18,480",848,48,-73,4.66,500,"17,630","2,249","12,816",23,-623,500,0
339,휴림로봇,"2,130",상승,85,+4.16%,500,"3,927,224","8,284","2,130","2,348",-49,-106.50,500,"1,115,879","2,060","2,135","3,349",-165.20,500,"2,145","252,904","1,225",-94,1.63,500,"2,060","279,111","110,238","1,331",-20,500,N/A
