N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
36,LG화학,"217,500",상승,"6,000",+2.84%,"5,000","51,209","11,077","213,000","153,538","9,168",-18.21,"173,180","213,000","215,000","938,578",-63.75,-2.11,"218,500","4,878","458,623","5,150",30.55,0.60,"212,000","9,074","70,592","489,161","-11,946",0.51,"1,000",-11.46
37,기업은행,"18,650",상승,390,+2.14%,"5,000","187,027","3,476","18,630","148,720","35,941",5.57,"1,113,926","18,430","18,620","4,722,198",4.71,8.06,"18,700","1,811","4,379,887","26,543",14.17,0.58,"18,320","8,641","797,426","324,300","3,351",0.44,"1,065",13.30
38,삼성중공업,"16,880",상승,120,+0.72%,"1,000","821,385","13,858","16,870","148,544","5,027",101.69,"8,343,891","16,880","16,880","171,946",115.43,1.77,"17,010","26,391","134,452",539,31.59,0.33,"16,730","6,859","880,000","99,031",166,3.74,N/A,23.64
39,카카오뱅크,"30,850",상승,850,+2.83%,"5,000","431,225","13,195","30,200","147,151","6,069",31.54,"2,805,349","30,100","30,250","628,053",26.83,6.95,"30,900","24,099","562,652","4,401",16.92,0.75,"30,050","21,385","476,989","29,456",978,2.26,360,18.11
40,KT,"56,500",상승,800,+1.44%,"5,000","42,891","2,403","55,800","142,392","8,095",22.50,"1,000,960","55,800","55,900","418,800",-50.93,2.85,"56,500","9,149","238,834","4,171",49.00,0.99,"55,700","11,871","252,022","264,312","2,511",0.83,"2,000",0.21
41,삼성SDI,"174,000",상승,"1,200",+0.69%,"5,000","62,479","10,870","173,400","140,219","3,633",119.10,"414,084","173,400","173,700","405,973",-76.49,3.13,"175,200",831,"190,301","5,755",27.73,1.54,"172,300","1,446","80,586","165,922","1,461",0.61,973,-22.60
42,LG,"85,100",상승,"5,500",+6.91%,"5,000","148,409","12,487","83,100","133,821","9,668",16.84,"312,042","81,400","83,300","316,393",-39.16,2.16,"85,800","1,452","35,066","7,905",34.67,2.55,"81,400","4,599","157,251","71,755","5,053",0.48,"3,100",-3.62
43,삼성에스디에스,"170,500",상승,900,+0.53%,500,"24,700","4,204","170,200","131,929","9,111",17.41,"362,309","169,900","170,300","132,383",12.73,8.42,"171,000","1,240","35,329","7,895",18.96,6.18,"169,100","1,597","77,378","138,282","9,791",1.41,"2,900",4.15
44,미래에셋증권,"22,750",상승,"1,300",+6.06%,"5,000","1,136,501","25,520","22,050","129,747","11,881",16.68,"3,234,887","22,100","22,100","1,371,770",128.02,7.94,"22,900","43,495","1,249,133","9,255",12.21,0.69,"21,900","89,902","570,316","222,342","1,364",1.09,250,9.22
45,하이브,"311,000",상승,"2,000",+0.65%,500,"22,366","6,931","310,500","129,538","1,840",247.61,"192,357","311,000","311,000","54,792",-37.75,0.31,"312,000","1,777","19,654",-34,19.43,-0.06,"308,000","2,697","41,652","22,556","1,256",3.93,200,3.56
46,LG전자,"75,400",상승,"1,600",+2.17%,"5,000","76,097","5,708","74,600","123,390","34,197",19.71,"422,420","74,300","74,700","656,296",-6.40,1.81,"75,600","7,741","404,179","5,914",29.34,0.94,"74,200","7,657","163,648","877,282","3,825",0.62,"1,000",6.64
47,SK텔레콤,"57,100",상승,400,+0.71%,100,"66,592","3,798","56,900","122,645","18,234",9.72,"741,639","57,000","57,000","305,153",4.00,10.83,"57,200","27,030","186,876","13,871",39.98,4.58,"56,800","19,184","214,790","179,406","5,874",1.03,"3,540",1.89
48,LIG넥스원,"547,000",상승,"7,000",+1.30%,"5,000","27,674","15,217","555,000","120,340","2,298",49.05,"119,318","553,000","555,000","61,253",23.29,19.59,"563,000",987,"48,878","2,166",31.55,4.36,"541,000","1,241","22,000","32,763","11,153",9.60,"2,400",41.92
49,한화시스템,"59,500",상승,"1,500",+2.59%,"5,000","330,896","19,841","60,800","112,407","2,193",25.53,"953,770","59,200","60,900","57,240",78.95,19.63,"61,000","7,254","33,076","4,454",8.21,8.73,"59,200","16,037","188,919","28,037","2,331",3.31,350,14.32
50,두산,"673,000",상승,"17,000",+2.59%,"5,000","20,629","13,767","661,000","111,205","10,038",-69.45,"204,167","660,000","663,000","301,431",-30.11,-14.57,"676,000",748,"182,536","3,022",13.07,1.03,"655,000","1,105","16,524","181,329","-9,690",8.03,"2,000",-5.21
51,HD현대,"135,400",상승,"5,900",+4.56%,"1,000","151,926","20,203","132,400","106,957","29,832",20.37,"277,399","133,500","132,700","738,667",46.84,6.36,"136,100","1,127","474,816","19,302",22.48,2.72,"129,200",665,"78,993","677,656","6,647",1.03,"3,600",10.49
52,카카오페이,"79,200",상승,"2,500",+3.26%,500,"856,435","66,699","74,500","106,680",-575,"-2,554.84","3,927,621","77,200","74,600","44,147",-1.59,-0.73,"79,500","20,680","25,039",-215,37.26,-0.51,"74,400","3,280","134,697","7,662",-31,5.69,0,24.52
53,삼양식품,"1,401,000",상승,"6,000",+0.43%,"5,000","6,384","8,906","1,383,000","105,538","3,446",34.65,"70,693","1,413,000","1,385,000","15,948",133.58,39.37,"1,423,000",80,"7,667","2,713",19.83,19.62,"1,382,000",251,"7,533","17,280","40,436",11.57,"3,300",44.86
54,현대글로비스,"138,000",상승,"3,200",+2.37%,500,"24,703","3,405","137,400","103,500","17,529",8.72,"155,065","135,800","137,600","168,491",12.80,13.24,"139,100",439,"80,398","10,995",49.62,6.96,"135,100","2,094","75,000","284,074","15,834",1.16,"3,700",10.61
55,삼성전기,"136,900",상승,"2,200",+1.63%,"5,000","41,246","5,626","135,500","102,256","7,350",16.87,"222,339","136,000","135,600","127,924",11.27,8.16,"137,200","1,537","37,765","7,032",32.46,5.75,"135,400","2,340","74,694","102,941","8,115",1.17,"1,800",15.76
56,포스코퓨처엠,"126,100",하락,300,-0.24%,500,"28,468","3,594","125,400","97,681",7,-45.13,"320,831","126,600","125,900","79,325",-97.99,-7.98,"127,800","1,251","46,120","-2,313",10.06,-3.24,"125,100",295,"77,463","36,999","-2,794",3.24,0,-22.27
57,한미반도체,"101,400",하락,600,-0.59%,100,"109,775","11,079","101,100","96,647","2,554",71.31,"911,057","100,800","101,200","7,109",638.74,27.43,"101,600","13,148","1,700","1,526",7.49,21.27,"100,500","2,842","95,312","5,589","1,422",18.44,720,251.50
58,HD현대마린솔루션,"213,500",상승,"8,000",+3.89%,500,"43,231","9,225","213,500","95,710","2,717",38.21,"91,692","207,000","214,000","11,522",34.87,44.98,"216,000","1,233","3,787","2,279",29.60,25.20,"206,500","5,028","44,829","17,455","5,588",13.37,"3,150",22.02
59,현대건설,"82,100",상승,"3,600",+4.59%,"5,000","777,320","64,289","81,800","91,423","-12,634",-45.31,"1,103,979","79,000","81,900","270,054",-260.86,-2.09,"83,900","4,471","173,360","-7,662",23.55,-3.02,"78,800","17,998","111,356","326,703","-1,812",1.14,600,10.18
60,DB손해보험,"127,900",상승,"4,600",+3.73%,500,"44,593","5,706","126,300","90,553","24,249",5.32,"229,286","124,400","126,600","665,061",8.50,18.98,"129,800",422,"571,149","18,532",46.21,2.93,"124,200","1,273","70,800","218,350","24,043",0.95,"6,800",10.49
61,한국항공우주,"92,100",상승,"2,300",+2.56%,"5,000","166,759","15,284","90,900","89,775","2,407",54.24,"392,577","89,700","90,600","80,255",-2.74,10.42,"92,800","4,965","62,984","1,709",33.60,2.25,"89,700","5,374","97,475","36,337","1,698",5.32,500,-4.86
62,LS ELECTRIC,"298,500",하락,500,-0.17%,"5,000","42,598","12,747","298,000","89,550","3,897",38.90,"278,915","302,000","298,500","44,852",19.96,13.44,"302,000","3,662","25,951","2,422",24.06,5.90,"296,500","1,465","30,000","45,518","7,673",4.84,"2,900",7.60
63,포스코인터내셔널,"49,950",상승,250,+0.50%,"5,000","58,421","2,921","50,000","87,873","11,169",16.33,"573,432","50,400","50,100","173,363",-3.97,8.14,"50,400","15,312","99,869","5,034",6.06,2.97,"49,700","12,081","175,923","323,408","3,058",1.32,"1,550",-2.39
64,KODEX CD금리액티브(합성),"1,073,470",상승,70,+0.01%,0,"29,467","31,631","1,073,465","84,859",N/A,N/A,"189,957","1,073,465","1,073,470",N/A,N/A,N/A,"1,073,470","707,646",N/A,N/A,0.00,N/A,"1,073,465","717,960","7,905",N/A,N/A,N/A,N/A,N/A
65,효성중공업,"909,000",상승,"18,000",+2.02%,"5,000","7,189","6,525","901,000","84,760","3,625",27.96,"60,680","906,000","902,000","62,188",40.59,14.90,"916,000",311,"41,632","2,229",22.71,4.06,"894,000",130,"9,325","48,950","32,509",4.31,"5,000",13.82
66,대한항공,"23,000",상승,100,+0.44%,"5,000","212,526","4,875","23,000","84,691","21,102",6.92,"2,077,008","22,900","23,050","470,121",17.88,13.17,"23,100","101,767","360,489","13,819",16.22,3.57,"22,850","35,903","368,221","178,707","3,322",0.81,750,10.92
67,HD현대미포,"211,000",보합,0,0.00%,"5,000","54,211","11,506","214,000","84,278",885,55.21,"407,987","214,500","214,500","51,089",157.89,5.25,"216,000","3,013","30,024","1,132",22.80,2.26,"209,500","5,761","39,942","46,300","3,822",4.07,710,14.63
68,유한양행,"104,600",상승,400,+0.38%,"1,000","34,463","3,602","104,600","83,647",549,127.41,"270,783","104,000","104,700","29,420",-3.77,3.41,"104,900","4,648","7,914",552,17.65,1.92,"103,900","3,305","79,968","20,678",821,3.79,500,11.23
69,TIGER 미국S&P500,"20,835",상승,10,+0.05%,0,"513,389","10,690","20,830","82,559",N/A,N/A,"5,144,796","20,835","20,830",N/A,N/A,N/A,"20,840","232,166",N/A,N/A,0.09,N/A,"20,812","140,837","396,250",N/A,N/A,N/A,N/A,N/A
70,아모레퍼시픽,"140,100",상승,"3,400",+2.49%,500,"64,182","8,946","138,300","81,948","2,205",15.47,"303,461","138,800","138,500","67,835",103.83,11.69,"141,000","2,336","14,575","6,016",23.29,9.50,"137,900","3,296","58,493","38,851","9,057",1.83,"1,125",5.75
71,한국금융지주,"146,600",상승,"7,000",+5.01%,"5,000","57,454","8,359","143,800","81,694","11,997",7.80,"239,041","141,800","144,200","1,092,202",46.24,11.54,"147,800",569,"994,857","10,459",37.12,1.02,"141,800",776,"55,726","211,741","18,792",0.86,"3,980",1.34
72,한진칼,"122,100",상승,"3,900",+3.30%,"2,500","16,517","2,001","119,700","81,517",492,17.90,"84,369","118,400","120,300","42,072",14.82,16.75,"122,700",667,"8,940","5,122",20.85,12.82,"118,400",474,"66,762","2,922","6,822",2.52,360,5.96
73,한화,"108,200",상승,"13,900",+14.74%,"5,000","876,533","91,412","99,500","81,105","24,161",10.34,"792,427","100,900","99,700","2,520,370",0.17,7.19,"109,000","6,905","2,124,752","16,904",15.79,0.73,"98,500","4,549","74,959","556,468","10,464",0.97,800,4.73
74,LG씨엔에스,"79,000",상승,"3,900",+5.19%,500,"425,025","33,307","76,300","76,540","5,129",17.19,"3,969,826","77,000","76,500","45,045",10.52,18.32,"79,600","8,387","23,817","3,649",4.19,8.54,"76,100","9,342","96,886","59,826","4,597",2.92,"1,672",6.73
75,SK바이오팜,"92,400",상승,400,+0.43%,500,"15,966","1,475","92,300","72,361",963,28.80,"132,065","92,400","92,600","10,368",356.75,58.01,"92,700","3,946","4,628","2,270",11.06,25.79,"92,100","2,421","78,313","5,476","3,208",12.75,N/A,54.30
76,코웨이,"99,800",상승,"3,000",+3.10%,500,"72,211","7,107","96,400","71,765","7,954",12.72,"238,675","95,700","96,500","57,616",8.77,19.38,"100,800","1,220","25,654","5,655",61.37,10.66,"95,000","1,243","71,909","43,101","7,843",2.28,"2,630",8.66
77,LS,"214,000",상승,"17,000",+8.63%,"5,000","125,197","26,281","202,000","68,908","10,729",24.26,"387,510","206,500","203,000","205,279",19.26,5.09,"216,000","6,890","136,468","3,915",14.78,2.02,"201,000","3,397","32,200","275,447","8,821",1.20,"1,650",12.52
78,삼성증권,"76,600",상승,"3,000",+4.08%,"5,000","116,509","8,808","74,600","68,404","12,058",7.65,"532,979","73,900","74,900","622,739",62.69,12.89,"76,900","5,230","549,497","8,990",28.35,1.51,"73,900","3,198","89,300","134,666","10,015",0.94,"3,500",2.26
79,S-Oil,"60,400",상승,500,+0.83%,"2,500","32,443","1,947","59,700","68,000","4,222",-17.44,"617,609","60,100","59,800","244,514",-68.83,-2.18,"60,500","8,941","157,558","-1,930",73.32,-0.84,"59,500","4,568","112,583","366,370","-3,463",0.81,125,2.55
80,KODEX 200,"42,465",상승,765,+1.83%,0,"1,983,117","83,780","42,045","67,243",N/A,N/A,"9,792,586","41,890","42,055",N/A,N/A,N/A,"42,500","268,933",N/A,N/A,33.51,N/A,"41,890","274,606","158,350",N/A,N/A,N/A,N/A,N/A
81,NH투자증권,"20,400",상승,410,+2.05%,"5,000","130,848","2,657","20,200","66,114","9,011",10.56,"604,627","20,200","20,300","624,271",24.16,8.73,"20,500","10,866","543,077","6,866",15.97,1.15,"20,100","19,222","324,086","100,343","1,932",0.88,950,-3.25
82,KODEX 머니마켓액티브,"103,192",상승,2,0.00%,0,"28,265","2,916","103,190","64,945",N/A,N/A,"216,341","103,195","103,195",N/A,N/A,N/A,"103,195","1,240,020",N/A,N/A,0.00,N/A,"103,190","995,062","62,936",N/A,N/A,N/A,N/A,N/A
83,LG유플러스,"14,270",하락,30,-0.21%,"5,000","54,599",779,"14,250","62,304","8,631",15.23,"1,334,842","14,280","14,280","197,077",-13.52,4.40,"14,320","8,360","109,394","3,146",37.48,1.58,"14,230","4,446","436,611","146,252",937,0.72,650,1.76
84,에이피알,"156,200",상승,"2,000",+1.30%,100,"41,165","6,423","155,700","59,425","1,227",44.44,"472,720","156,100","155,900","5,651",17.77,41.34,"157,400","1,528","2,416","1,076",23.96,25.24,"154,200",982,"38,044","7,228","3,515",16.66,0,37.98
85,키움증권,"237,000",상승,"8,000",+3.49%,"5,000","51,670","12,076","230,000","59,352","10,982",8.13,"143,366","230,000","232,000","556,884",94.50,15.98,"239,500","1,822","500,565","8,349",24.14,1.55,"229,000","2,751","25,043","112,803","29,164",1.12,"7,500",18.18
86,삼성카드,"50,700",상승,"1,300",+2.63%,"5,000","10,842",545,"49,900","58,740","8,854",8.75,"103,158","49,400","50,100","294,941",9.31,8.00,"50,900",521,"210,079","6,646",6.30,2.28,"49,400",679,"115,859","43,832","5,793",0.65,"2,800",9.47
87,한화솔루션,"33,950",상승,"2,350",+7.44%,"5,000","2,503,635","85,027","33,700","58,358","-3,002",-5.98,"1,743,417","33,150","33,900","300,368",-151.83,-15.99,"34,500","17,373","194,300","-13,690",13.00,-4.99,"32,950","89,928","171,893","123,940","-5,673",0.63,300,-5.23
88,두산밥캣,"59,750",상승,"1,550",+2.66%,500,"67,680","4,027","59,600","57,274","8,714",12.97,"624,914","58,700","59,700","120,096",-37.31,8.77,"59,800","2,392","51,151","5,634",33.94,5.03,"58,700","4,061","95,856","85,512","4,606",0.83,"1,600",-12.38
89,현대차2우B,"161,500",상승,"2,600",+1.64%,"5,000","26,816","4,305","159,200","56,467",N/A,3.52,"134,822","159,400","160,000",N/A,N/A,N/A,"161,800","2,180",N/A,N/A,60.01,N/A,"159,200",686,"34,964",N/A,"45,880",0.38,N/A,N/A
90,맥쿼리인프라,"11,550",상승,70,+0.61%,0,"132,717","1,532","11,530","55,315",N/A,N/A,"1,240,656","11,480","11,540",N/A,N/A,N/A,"11,570","9,092",N/A,N/A,8.84,N/A,"11,480","26,586","478,922",N/A,N/A,N/A,N/A,N/A
91,넷마블,"62,200",상승,200,+0.32%,100,"18,409","1,143","61,900","53,463","2,156",52.58,"332,411","62,100","62,200","81,771",414.93,0.49,"62,700","1,313","27,032",32,25.06,0.04,"61,500",696,"85,954","26,638","1,183",0.94,417,6.46
92,TIGER 미국나스닥100,"136,070",상승,80,+0.06%,0,"21,307","2,897","136,010","51,108",N/A,N/A,"238,180","136,055","136,045",N/A,N/A,N/A,"136,090","3,364",N/A,N/A,0.03,N/A,"135,910","1,569","37,560",N/A,N/A,N/A,N/A,N/A
93,LG생활건강,"324,500",상승,"5,000",+1.56%,"5,000","12,744","4,121","323,000","50,681","4,590",31.80,"73,441","322,000","323,500","74,058",-5.74,3.44,"325,500",996,"17,199","2,039",28.07,2.79,"321,000",988,"15,618","68,119","10,204",0.97,"3,500",0.10
94,CJ,"172,000",상승,"11,500",+7.17%,"5,000","93,046","15,756","165,800","50,184","25,475",61.76,"167,989","165,000","165,900","474,970",24.93,1.83,"172,300",551,"297,506","1,512",10.93,0.32,"164,100","1,785","29,177","436,467","2,785",1.06,"3,000",5.55
95,한국타이어앤테크놀로지,"40,500",상승,750,+1.89%,500,"55,713","2,246","40,000","50,169","17,623",4.65,"273,279","39,950","40,100","158,497",32.71,10.79,"40,600","2,775","46,549","11,311",35.78,7.91,"39,950","3,613","123,875","94,119","8,704",0.44,"2,000",5.28
96,TIGER CD금리투자KIS(합성),"56,235",보합,0,0.00%,0,"16,647",936,"56,235","48,237",N/A,N/A,"165,681","56,235","56,240",N/A,N/A,N/A,"56,240","1,291,202",N/A,N/A,0.03,N/A,"56,235","1,351,199","85,778",N/A,N/A,N/A,N/A,N/A
97,현대오토에버,"173,500",상승,"2,900",+1.70%,500,"11,782","2,038","172,800","47,581","2,244",28.84,"275,390","172,100","173,000","33,495",23.71,10.40,"173,900",269,"16,190","1,752",2.55,5.66,"170,700",294,"27,424","37,136","6,016",2.83,"1,780",21.16
