N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
341,동아쏘시오홀딩스,"111,000",하락,500,-0.45%,"5,000",835,93,"111,500","7,255",821,10.66,"1,381,006","37,250","37,070",N/A,N/A,N/A,"37,380",35,N/A,N/A,1.23,N/A,"37,040",217,"19,550",N/A,N/A,N/A,N/A,N/A
342,한화리츠,"4,035",상승,15,+0.37%,500,"15,642",63,"4,050","7,247",191,39.95,"11,111","113,000","127,000","20,305",6.78,5.63,"113,000",3,"9,665",576,13.94,2.89,"110,800",74,"6,536","13,332","10,412",0.67,"1,797",17.78
343,PLUS 200,"42,320",상승,215,+0.51%,0,"32,316","1,369","42,020","7,237",N/A,N/A,"600,599","4,030","4,080","15,864",54.05,0.83,"4,040",271,"12,576",28,0.70,0.24,"4,020","1,482","179,600",335,101,1.03,135,43.99
344,KG모빌리티,"3,560",상승,40,+1.14%,"1,000","7,146",25,"3,520","7,205",14,-40.92,"204,423","3,550","3,525","31,045",-88.58,2.70,"3,580",926,"16,839",338,23.14,1.18,"3,545",568,"202,375","39,051",-87,0.49,0,4.52
345,KODEX 26-12 회사채(AA-이상)액티브,"10,805",하락,5,-0.05%,0,"35,412",382,"10,800","7,189",N/A,N/A,"42,332","10,805","10,805",N/A,N/A,N/A,"10,805","25,000",N/A,N/A,0.00,N/A,"10,805","20,776","66,530",N/A,N/A,N/A,N/A,N/A
346,LX홀딩스,"9,420",상승,80,+0.86%,"1,000","10,257",96,"9,420","7,186","1,560",4.02,"311,806","9,430","9,440","19,050",113.21,9.08,"9,480",590,357,"1,603",12.47,8.90,"9,410",47,"76,281","1,945","2,346",0.38,290,64.67
347,ACE 미국빅테크TOP7 Plus,"17,950",상승,235,+1.33%,0,"32,984",590,"17,720","7,162",N/A,N/A,"736,804","17,880","17,805",N/A,N/A,N/A,"17,950",245,N/A,N/A,0.01,N/A,"17,865","2,324","39,900",N/A,N/A,N/A,N/A,N/A
348,보령,"8,240",상승,40,+0.49%,500,"3,152",25,"8,200","7,069",705,13.35,"103,047","8,250","8,250","11,641",3.23,10.45,"8,290",18,"3,796",696,6.91,6.70,"8,200",388,"85,787","10,171",617,0.89,100,18.32
349,덴티움,"63,100",상승,100,+0.16%,500,"1,087",68,"63,500","6,984",985,10.18,"39,012","63,800","63,700","8,944",-28.77,14.27,"64,000",11,"3,409",724,14.89,8.68,"63,000",85,"11,069","4,078","6,198",0.97,600,3.72
350,TIGER 리츠부동산인프라,"4,225",하락,10,-0.24%,0,"88,002",372,"4,235","6,899",N/A,N/A,"1,202,540","4,235","4,240",N/A,N/A,N/A,"4,240","9,512",N/A,N/A,0.06,N/A,"4,220","5,391","163,300",N/A,N/A,N/A,N/A,N/A
351,신한알파리츠,"5,700",상승,40,+0.71%,"1,000","15,496",88,"5,660","6,894",451,67.86,"262,409","5,670","5,670","26,622",40.12,1.65,"5,720","2,256","18,343",124,10.50,0.53,"5,670",26,"120,940",686,84,1.09,175,28.47
352,KODEX MSCI Korea TR,"13,655",상승,75,+0.55%,0,46,0,"13,585","6,841",N/A,N/A,"5,181","13,650","13,650",N/A,N/A,N/A,"13,655","10,161",N/A,N/A,1.30,N/A,"13,650","2,004","50,100",N/A,N/A,N/A,N/A,N/A
353,KODEX 미국빅테크10(H),"52,155",상승,485,+0.94%,0,"21,219","1,106","51,845","6,838",N/A,N/A,"215,887","52,020","51,850",N/A,N/A,N/A,"52,215",207,N/A,N/A,0.18,N/A,"52,020",3,"13,110",N/A,N/A,N/A,N/A,N/A
354,TKG휴켐스,"16,720",상승,180,+1.09%,"1,000","3,789",63,"16,400","6,835",808,11.08,"74,093","16,650","16,450","11,682",-33.35,9.09,"16,720","1,265","2,933",775,8.74,6.83,"16,540",243,"40,879","11,882","1,509",0.76,"1,000",12.88
355,TIGER Fn반도체TOP10,"11,905",하락,70,-0.58%,0,"96,445","1,149","11,980","6,822",N/A,N/A,"1,962,327","12,050","11,990",N/A,N/A,N/A,"12,050",331,N/A,N/A,0.13,N/A,"11,870","7,669","57,300",N/A,N/A,N/A,N/A,N/A
356,현대홈쇼핑,"56,700",상승,300,+0.53%,"5,000",581,32,"56,900","6,804","1,301",8.17,"21,265","56,900","57,000","51,751",117.05,7.43,"56,900",25,"13,396","1,742",14.05,4.05,"56,500",12,"12,000","38,535","6,942",0.28,"2,800",86.66
357,한화손해보험,"5,780",상승,80,+1.40%,"5,000","23,942",137,"5,700","6,748","4,357",2.47,"432,362","5,700","5,730","198,342",42.15,10.36,"5,790","2,685","168,811","3,160",14.48,1.67,"5,700","1,035","116,739","65,973","2,336",0.32,0,8.64
358,KODEX 인버스,"3,610",하락,35,-0.96%,0,"2,986,723","10,812","3,665","6,725",N/A,N/A,"26,476,085","3,620","3,670",N/A,N/A,N/A,"3,630","521,125",N/A,N/A,2.18,N/A,"3,610","191,962","186,300",N/A,N/A,N/A,N/A,N/A
359,한국단자,"65,400",하락,200,-0.30%,500,968,63,"64,900","6,615","1,713",5.04,"42,369","65,000","65,000","15,643",53.31,14.16,"65,500",10,"4,880","1,425",24.16,9.54,"64,900","1,266","10,115","15,098","12,988",0.62,"2,200",16.41
360,아이에스동서,"21,650",상승,250,+1.17%,500,"2,312",49,"21,750","6,535","1,697",-3.63,"21,099","21,500","22,100","35,540",-50.17,-10.19,"21,700",16,"19,968","-1,602",4.50,-4.11,"21,500",95,"30,187","15,146","-5,961",0.48,"1,000",-25.37
361,세진중공업,"11,450",상승,110,+0.97%,500,"30,972",354,"11,470","6,509",360,29.90,"305,833","11,400","11,490","6,209",7.23,6.16,"11,480","3,053","3,715",220,5.75,3.78,"11,350","1,262","56,849","3,524",383,3.43,200,-8.43
362,키움 CD금리투자 ETN,"103,950",상승,10,+0.01%,0,2,0,"103,950","6,466",N/A,N/A,"51,793","103,955","103,955",N/A,N/A,N/A,"103,955","190,000",N/A,N/A,0.00,N/A,"103,950","180,000","6,220",N/A,N/A,N/A,N/A,N/A
363,KODEX 미국30년국채타겟커버드콜(합성 H),"8,675",하락,40,-0.46%,0,"67,155",582,"8,675","6,454",N/A,N/A,"777,663","8,680","8,680",N/A,N/A,N/A,"8,680","1,834",N/A,N/A,0.12,N/A,"8,670","56,824","74,400",N/A,N/A,N/A,N/A,N/A
364,풍산홀딩스,"44,750",하락,800,-1.76%,"5,000","13,827",624,"45,550","6,452","1,047",6.34,"182,660","45,600","45,800","13,191",54.41,9.41,"45,650",172,"2,037","1,000",14.64,7.95,"44,250",238,"14,417","4,494","7,062",0.57,"1,400",10.49
365,HJ중공업,"7,670",하락,290,-3.64%,"5,000","119,696",929,"8,000","6,387",73,-187.07,"1,790,539","7,950","8,010","22,044",106.67,1.56,"7,950",798,"18,610",52,2.43,0.21,"7,610",862,"83,274","18,860",-41,1.83,N/A,-12.77
366,1Q 머니마켓액티브,"52,370",보합,0,0.00%,0,670,35,"52,365","6,361",N/A,N/A,"82,008","52,370","52,375",N/A,N/A,N/A,"52,375","120,295",N/A,N/A,0.00,N/A,"52,370","130,160","12,146",N/A,N/A,N/A,N/A,N/A
367,아세아,"305,000",하락,"3,500",-1.13%,"5,000",46,14,"308,500","6,357","1,724",12.15,"1,710","308,500","309,000","33,343",-28.28,5.58,"308,500",17,"13,044","1,084",7.92,3.28,"305,000",23,"2,084","20,074","25,096",0.43,"5,330",-5.13
368,ACE 미국배당다우존스,"11,697",상승,32,+0.27%,0,"20,409",238,"11,665","6,340",N/A,N/A,"495,011","11,690","11,675",N/A,N/A,N/A,"11,700","2,550",N/A,N/A,0.01,N/A,"11,680","10,132","54,200",N/A,N/A,N/A,N/A,N/A
369,금양,"9,900",보합,0,0.00%,500,0,0,0,"6,333",-560,-4.09,0,0,0,"12,569",-283.36,-40.88,0,0,"7,624","-1,861",5.60,-18.99,0,0,"63,967","1,537","-2,420",1.27,0,1.12
370,LG전자우,"36,800",상승,100,+0.27%,"5,000","5,276",193,"36,750","6,324",N/A,9.62,"80,412","36,750","37,350",N/A,N/A,N/A,"36,950",142,N/A,N/A,44.56,N/A,"36,400",237,"17,186",N/A,"3,825",0.30,N/A,N/A
371,콜마홀딩스,"18,250",상승,520,+2.93%,500,"326,805","5,916","17,970","6,259",381,31.91,"10,019,186","18,150","17,980","12,914",125.94,4.09,"18,350",36,"4,763",334,19.94,2.59,"17,820",64,"34,296","6,767",572,1.05,200,6.18
372,코오롱,"49,200",하락,"4,300",-8.04%,"5,000","132,196","6,516","50,200","6,212",-896,4.30,"2,706,594","50,200","50,300","70,405",-190.15,12.49,"50,300",232,"46,926","1,576",4.67,2.57,"48,300",344,"12,626","60,284","11,430",0.41,550,2.55
373,카프로,"3,660",보합,0,0.00%,500,0,0,0,"6,185",-324,17.43,0,0,0,"2,392",17.95,102.36,0,0,"1,510",332,0.08,14.56,0,0,"169,000",71,210,7.77,N/A,-90.64
374,KG스틸,"6,170",상승,80,+1.31%,"5,000","5,471",33,"5,840","6,171","2,060",3.51,"79,764","6,090","5,910","33,414",-26.53,6.93,"6,170","1,144","13,812","1,325",6.69,4.05,"6,090",216,"100,009","33,010","1,757",0.30,250,-3.76
375,KODEX 단기채권,"113,520",상승,10,+0.01%,0,297,33,"113,515","6,164",N/A,N/A,"8,378","113,515","113,525",N/A,N/A,N/A,"113,525","20,299",N/A,N/A,0.01,N/A,"113,515","15,000","5,430",N/A,N/A,N/A,N/A,N/A
376,유니드,"90,400",상승,"2,700",+3.08%,"5,000","3,438",308,"88,000","6,118",954,7.96,"47,695","89,700","88,700","13,648",197.62,7.96,"90,400",81,"3,525",762,9.91,5.81,"89,000",48,"6,768","11,116","11,360",0.59,"1,800",-1.95
377,넥센타이어,"6,140",보합,0,0.00%,500,"7,532",46,"6,140","5,997","1,721",5.10,"190,791","6,170","6,180","45,745",-7.94,7.10,"6,180",94,"27,029","1,267",6.71,2.88,"6,090",15,"97,668","28,479","1,203",0.33,130,5.41
378,일진하이솔루스,"16,160",상승,200,+1.25%,500,"3,729",60,"15,920","5,868",-95,734.55,"58,927","15,960","15,950","3,443",2.89,0.57,"16,260",159,268,18,4.17,0.53,"15,960",952,"36,313",793,22,1.85,N/A,0.71
