N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
22,하나금융지주,"77,900",하락,600,-0.76%,"5,000","111,980","8,777","77,700","221,800","48,552",5.88,"1,644,675","79,100","77,900","6,378,475",3.45,9.11,"79,700","10,721","5,942,706","37,685",67.67,0.61,"77,700","2,252","284,724","816,143","13,252",0.50,"3,600",17.10
23,현대로템,"193,700",상승,"6,900",+3.69%,"5,000","414,204","79,729","192,300","211,409","4,566",41.53,"2,117,509","193,200","192,400","52,854",117.36,21.85,"194,300","5,015","32,763","4,053",32.29,7.70,"188,100","4,614","109,142","43,766","4,664",9.67,200,22.00
24,POSCO홀딩스,"257,000",하락,"7,000",-2.65%,"5,000","54,336","13,985","256,500","207,998","21,736",24.99,"418,295","260,500","257,000","1,034,042",-38.45,2.00,"261,000","15,080","419,538","9,476",29.37,0.93,"255,000","4,619","80,933","726,881","10,286",0.35,"10,000",-5.76
25,삼성화재,"434,000",하락,"2,500",-0.57%,500,"8,472","3,711","435,000","199,688","26,496",11.08,"131,674","443,000","435,500","872,695",12.40,13.11,"445,500",653,"716,673","20,768",55.94,2.41,"433,000",241,"46,011","226,570","39,171",1.20,"19,000",8.80
26,메리츠금융지주,"109,200",하락,900,-0.82%,500,"31,569","3,477","109,300","196,576","31,889",8.94,"369,535","110,700","109,400","1,155,782",8.71,23.44,"111,600","1,313","1,046,482","23,334",16.02,2.14,"109,000","1,342","180,014","465,745","12,216",1.99,"1,350",-20.47
27,SK스퀘어,"139,400",상승,600,+0.43%,100,"102,207","14,225","138,700","184,762","39,126",3.76,"820,927","138,800","138,800","219,211",267.23,21.70,"140,800","1,061","23,356","36,505",52.26,18.30,"138,400","2,796","132,541","61,385","37,069",0.90,0,169.41
28,한국전력,"27,500",상승,50,+0.18%,"5,000","670,758","18,484","27,600","176,540","83,647",3.36,"6,291,719","27,350","27,650","2,468,078",284.18,9.22,"27,850","30,286","2,054,450","36,220",19.55,1.49,"27,300","64,093","641,964","933,989","8,191",0.42,213,5.87
29,크래프톤,"366,500",보합,0,0.00%,100,"10,527","3,870","366,500","173,679","11,825",13.24,"160,781","370,000","367,000","79,195",53.96,21.10,"370,000","2,526","10,903","13,026",42.87,18.14,"365,500","1,528","47,389","27,098","27,686",2.31,0,41.83
30,HD현대일렉트릭,"444,500",상승,"14,500",+3.37%,"5,000","78,939","34,863","442,500","160,230","6,690",28.53,"241,642","434,000","443,000","37,955",112.23,39.34,"447,000","1,790","22,880","4,984",33.98,14.87,"433,500","5,555","36,047","33,223","15,581",10.64,"5,350",22.92
31,고려아연,"772,000",하락,"16,000",-2.03%,"5,000","4,175","3,241","776,000","159,829","7,235",64.87,"20,653","796,000","777,000","147,923",9.63,2.28,"797,000",394,"71,969","1,948",12.10,1.45,"764,000",200,"20,703","120,529","11,900",1.90,"17,500",24.20
32,삼성중공업,"17,640",하락,50,-0.28%,"1,000","1,355,788","24,015","17,700","155,232","5,027",106.27,"6,763,155","17,630","17,710","171,946",115.43,1.77,"17,830","29,087","134,452",539,32.06,0.33,"17,500","39,373","880,000","99,031",166,3.91,N/A,23.64
33,우리금융지주,"20,400",하락,150,-0.73%,"5,000","323,587","6,615","20,350","151,489","42,552",5.26,"2,927,534","20,550","20,400","5,257,533",21.61,9.39,"20,700","144,174","4,898,581","31,715",46.18,0.62,"20,250","56,862","742,592","466,167","3,877",0.45,"1,200",11.03
34,KT&G,"122,300",하락,900,-0.73%,"5,000","28,805","3,543","122,800","149,282","11,888",13.77,"375,743","124,500","122,900","139,252",1.84,12.66,"124,700","3,413","45,668","11,650",43.62,8.73,"122,100","1,355","122,062","59,088","8,881",1.46,"5,400",0.79
35,LG화학,"203,000",하락,"5,500",-2.64%,"5,000","41,244","8,422","202,500","143,302","9,168",-16.99,"298,877","208,000","203,000","938,578",-63.75,-2.11,"208,500","10,907","458,623","5,150",30.25,0.60,"201,500","3,515","70,592","489,161","-11,946",0.48,"1,000",-11.46
36,SK,"191,700",상승,"1,100",+0.58%,200,"67,954","12,932","189,800","138,988","23,553",15.61,"318,177","190,100","189,900","2,149,778",-50.46,-5.64,"192,000","1,125","1,346,902","5,288",23.72,0.25,"188,000","1,115","72,503","1,246,904","12,281",0.39,"7,000",-3.19
37,SK이노베이션,"91,500",하락,"1,100",-1.19%,"5,000","103,718","9,623","91,900","138,197","3,155",-4.52,"985,684","94,700","92,100","1,105,301",-83.43,-9.65,"95,100","3,218","708,812","-23,725",13.72,-2.48,"91,100","1,462","151,035","747,170","-20,236",0.57,"2,000",-3.33
38,기업은행,"16,970",상승,10,+0.06%,"5,000","161,426","2,740","16,910","135,323","35,941",5.06,"1,270,130","17,070","16,920","4,722,198",4.71,8.06,"17,110","48,379","4,379,887","26,543",14.14,0.58,"16,890","6,535","797,426","324,300","3,351",0.40,"1,065",13.30
39,삼성SDI,"167,300",하락,"4,800",-2.79%,"5,000","170,637","28,757","167,800","134,820","3,633",114.51,"666,710","170,900","167,900","405,973",-76.49,3.13,"171,200","8,008","190,301","5,755",28.41,1.54,"166,700","1,165","80,586","165,922","1,461",0.59,973,-22.60
40,카카오뱅크,"27,500",하락,300,-1.08%,"5,000","316,951","8,824","27,800","131,172","6,069",28.12,"2,099,070","27,700","27,850","628,053",26.83,6.95,"28,200","8,721","562,652","4,401",17.22,0.75,"27,350","20,427","476,989","29,456",978,2.01,360,18.11
41,KT,"51,600",보합,0,0.00%,"5,000","35,928","1,860","51,700","130,043","8,095",20.55,"564,264","52,200","51,800","418,800",-50.93,2.85,"52,200","13,461","238,834","4,171",49.00,0.99,"51,400","12,557","252,022","264,312","2,511",0.76,"2,000",0.21
42,하이브,"298,000",상승,"2,000",+0.68%,500,"41,377","12,352","297,000","124,123","1,840",237.26,"273,190","296,500","297,500","54,792",-37.75,0.31,"301,500","2,737","19,654",-34,18.40,-0.06,"296,000","5,678","41,652","22,556","1,256",3.77,200,3.56
43,LIG넥스원,"551,000",상승,"25,000",+4.75%,"5,000","73,457","40,091","543,000","121,220","2,298",49.40,"629,467","548,000","544,000","61,253",23.29,19.59,"554,000","3,095","48,878","2,166",31.33,4.36,"535,000","2,435","22,000","32,763","11,153",9.67,"2,400",41.92
44,한화시스템,"62,400",상승,"8,000",+14.71%,"5,000","3,869,514","235,689","59,600","117,886","2,193",26.77,"4,903,978","58,100","59,700","57,240",78.95,19.63,"63,500","63,942","33,076","4,454",8.20,8.73,"57,100","37,358","188,919","28,037","2,331",3.47,350,14.32
45,SK텔레콤,"54,800",상승,200,+0.37%,100,"169,459","9,295","54,700","117,705","18,234",9.33,"1,841,643","55,100","54,800","305,153",4.00,10.83,"55,200","41,382","186,876","13,871",40.03,4.58,"54,500","51,293","214,790","179,406","5,874",0.99,"3,540",1.89
46,LG,"74,100",하락,700,-0.94%,"5,000","27,517","2,041","73,900","116,523","9,668",14.66,"279,741","74,800","74,000","316,393",-39.16,2.16,"74,900","8,469","35,066","7,905",35.08,2.55,"73,800","2,397","157,251","71,755","5,053",0.42,"3,100",-3.62
47,LG전자,"70,900",하락,"1,300",-1.80%,"5,000","110,855","7,876","70,800","116,026","34,197",18.54,"931,983","71,400","70,900","656,296",-6.40,1.81,"71,700","46,468","404,179","5,914",29.43,0.94,"70,600","7,681","163,648","877,282","3,825",0.58,"1,000",6.64
48,삼성에스디에스,"141,700",상승,"4,500",+3.28%,500,"49,848","7,039","140,900","109,644","9,111",14.47,"121,230","140,400","141,000","132,383",12.73,8.42,"142,900",382,"35,329","7,895",19.34,6.18,"139,600","2,191","77,378","138,282","9,791",1.17,"2,900",4.15
49,미래에셋증권,"19,120",상승,60,+0.31%,"5,000","531,115","10,118","18,990","109,044","11,881",14.02,"2,993,826","19,000","19,000","1,371,770",128.02,7.94,"19,230","9,707","1,249,133","9,255",13.29,0.69,"18,720","1,198","570,316","222,342","1,364",0.92,250,9.22
50,HD현대,"127,200",상승,"5,300",+4.35%,"1,000","85,832","10,706","124,200","100,479","29,832",19.14,"390,970","121,100","124,300","738,667",46.84,6.36,"128,000",485,"474,816","19,302",22.22,2.72,"121,100","2,342","78,993","677,656","6,647",0.97,"3,600",10.49
51,두산,"588,000",상승,"19,000",+3.34%,"5,000","51,156","29,726","579,000","97,160","10,038",-60.68,"254,445","566,000","580,000","301,431",-30.11,-14.57,"594,000",859,"182,536","3,022",12.62,1.03,"564,000","2,546","16,524","181,329","-9,690",7.01,"2,000",-5.21
52,한국항공우주,"99,200",상승,"1,500",+1.54%,"5,000","826,664","81,221","96,700","96,695","2,407",58.42,"2,899,469","101,400","96,800","80,255",-2.74,10.42,"101,800","12,850","62,984","1,709",34.98,2.25,"96,100","2,727","97,475","36,337","1,698",5.73,500,-4.86
53,포스코인터내셔널,"53,400",상승,"3,300",+6.59%,"5,000","379,111","19,929","51,500","93,943","11,169",17.46,"551,032","51,500","51,600","173,363",-3.97,8.14,"54,100","6,412","99,869","5,034",6.46,2.97,"50,700","19,693","175,923","323,408","3,058",1.41,"1,550",-2.39
54,삼성전기,"125,300",하락,"2,100",-1.65%,"5,000","61,481","7,732","125,400","93,591","7,350",15.44,"381,735","127,200","125,500","127,924",11.27,8.16,"127,300","10,637","37,765","7,032",32.69,5.75,"125,100","3,060","74,694","102,941","8,115",1.07,"1,800",15.76
55,포스코퓨처엠,"120,300",하락,"2,900",-2.35%,500,"61,282","7,388","119,600","93,188",7,-41.71,"480,065","122,300","119,700","79,325",-97.99,-7.98,"123,500","4,777","46,120","-2,313",9.92,-3.24,"119,300","2,064","77,463","36,999","-2,884",3.09,0,-22.27
56,삼양식품,"1,236,000",상승,"40,000",+3.34%,"5,000","15,244","18,688","1,216,000","93,108","3,446",30.57,"61,322","1,219,000","1,219,000","15,948",133.58,39.37,"1,240,000",403,"7,667","2,713",19.71,19.62,"1,213,000",233,"7,533","17,280","40,436",10.21,"3,300",44.86
57,한진칼,"134,900",하락,"5,500",-3.92%,"2,500","45,891","6,201","134,000","90,062",492,19.77,"244,152","140,500","134,100","42,072",14.82,16.75,"140,500",900,"8,940","5,122",20.62,12.82,"132,700",411,"66,762","2,922","6,822",2.78,360,5.96
58,현대글로비스,"119,000",상승,"1,400",+1.19%,500,"33,690","3,987","117,800","89,250","17,529",7.52,"351,595","118,000","117,900","168,491",12.80,13.24,"119,100","1,051","80,398","10,995",49.42,6.96,"117,100","1,115","75,000","284,074","15,834",1.00,"3,700",10.61
59,HD현대마린솔루션,"199,000",하락,800,-0.40%,500,"37,056","7,293","196,500","89,210","2,717",35.61,"511,213","198,200","196,700","11,522",34.87,44.98,"200,000",707,"3,787","2,279",28.95,25.20,"194,900",667,"44,829","17,455","5,588",12.47,"3,150",22.02
60,유한양행,"106,700",상승,200,+0.19%,"1,000","67,229","7,211","106,900","85,326",549,129.96,"467,882","106,400","107,000","29,420",-3.77,3.41,"108,300","2,500","7,914",552,17.86,1.92,"106,000","3,347","79,968","20,678",821,3.87,500,11.23
61,현대건설,"76,000",상승,"2,400",+3.26%,"5,000","421,380","31,707","74,900","84,630","-12,634",-41.94,"2,012,681","74,200","75,000","270,054",-260.86,-2.09,"76,200","12,982","173,360","-7,662",23.78,-3.02,"74,200","11,124","111,356","326,703","-1,812",1.06,600,10.18
62,KODEX CD금리액티브(합성),"1,072,310",상승,85,+0.01%,0,"56,374","60,450","1,072,305","83,558",N/A,N/A,"222,418","1,072,305","1,072,310",N/A,N/A,N/A,"1,072,310","617,229",N/A,N/A,0.00,N/A,"1,072,305","614,457","7,792",N/A,N/A,N/A,N/A,N/A
63,한미반도체,"85,400",하락,"1,400",-1.61%,100,"137,265","11,698","85,200","82,509","2,554",60.06,"1,410,001","85,500","85,300","7,109",638.74,27.43,"85,900","27,138","1,700","1,526",7.59,21.27,"84,600","9,218","96,614","5,589","1,422",15.53,720,251.50
64,LS ELECTRIC,"272,000",상승,"14,000",+5.43%,"5,000","101,963","27,425","269,000","81,600","3,897",35.45,"167,942","260,000","269,500","44,852",19.96,13.44,"274,000","3,100","25,951","2,422",23.95,5.90,"259,500","7,860","30,000","45,518","7,673",4.41,"2,900",7.60
65,TIGER 미국S&P500,"20,305",상승,45,+0.22%,0,"502,462","10,209","20,320","81,423",N/A,N/A,"3,641,324","20,305","20,325",N/A,N/A,N/A,"20,360","205,728",N/A,N/A,0.13,N/A,"20,280","234,257","401,000",N/A,N/A,N/A,N/A,N/A
66,DB손해보험,"115,000",상승,"2,100",+1.86%,500,"21,575","2,480","115,000","81,420","24,249",4.78,"415,905","114,400","115,100","665,061",8.50,18.98,"116,100",271,"571,149","18,532",46.29,2.93,"113,300",819,"70,800","218,350","24,043",0.86,"6,800",10.49
67,카카오페이,"58,800",하락,"1,600",-2.65%,500,"933,651","56,743","61,400","79,200",-575,"-1,896.77","2,697,452","60,500","61,500","44,147",-1.59,-0.73,"62,750","13,263","25,039",-215,38.07,-0.51,"58,600","15,059","134,694","7,662",-31,4.22,0,24.52
68,대한항공,"21,250",하락,200,-0.93%,"5,000","278,607","5,901","21,200","78,247","21,102",6.40,"3,035,209","21,300","21,250","470,121",17.88,13.17,"21,450","192,289","360,489","13,819",16.75,3.57,"21,050","30,267","368,221","178,707","3,322",0.75,750,10.92
69,아모레퍼시픽,"132,300",보합,0,0.00%,500,"47,114","6,217","132,400","77,386","2,205",14.61,"379,216","130,000","132,300","67,835",103.83,11.69,"133,250",528,"14,575","6,016",23.22,9.50,"130,000","2,895","58,493","38,851","9,057",1.73,"1,125",5.75
70,HD현대미포,"184,700",상승,700,+0.38%,"5,000","118,879","22,324","187,200","73,773",885,48.33,"634,967","183,900","187,300","51,089",157.89,5.25,"190,600","2,105","30,024","1,132",22.07,2.26,"183,600",478,"39,942","46,300","3,822",3.56,710,14.63
71,S-Oil,"63,300",하락,400,-0.63%,"2,500","349,057","22,109","62,200","71,265","4,222",-18.28,"2,229,859","65,600","62,400","244,514",-68.83,-2.18,"65,700","21,071","157,558","-1,930",73.34,-0.84,"62,000","6,944","112,583","366,370","-3,463",0.85,125,2.55
72,SK바이오팜,"90,400",상승,100,+0.11%,500,"30,095","2,746","90,700","70,795",963,28.18,"229,045","90,700","90,800","10,368",356.75,58.01,"92,100","4,231","4,628","2,270",10.98,25.79,"90,200",669,"78,313","5,476","3,208",12.47,N/A,54.30
73,효성중공업,"742,000",상승,"62,000",+9.12%,"5,000","40,246","29,012","725,000","69,188","3,625",22.82,"47,272","692,000","726,000","62,188",40.59,14.90,"744,000",458,"41,632","2,229",22.95,4.06,"690,000","2,146","9,325","48,950","32,509",3.52,"5,000",13.82
74,한화,"92,200",상승,"3,400",+3.83%,"5,000","241,142","21,998","91,200","69,112","24,161",8.81,"1,286,901","89,200","91,300","2,520,370",0.17,7.19,"92,600","6,040","2,124,752","16,904",15.85,0.73,"89,100","11,132","74,959","556,468","10,464",0.82,800,4.73
75,KODEX 머니마켓액티브,"103,082",상승,2,0.00%,0,"58,201","5,999","103,080","68,049",N/A,N/A,"533,533","103,085","103,085",N/A,N/A,N/A,"103,085","1,326,361",N/A,N/A,0.00,N/A,"103,080","1,047,702","66,014",N/A,N/A,N/A,N/A,N/A
76,한국금융지주,"121,600",상승,"1,000",+0.83%,"5,000","38,479","4,677","121,000","67,763","11,997",6.47,"273,049","120,600","121,100","1,092,202",46.24,11.54,"123,000","1,596","994,857","10,459",37.60,1.02,"120,400","1,079","55,726","211,741","18,792",0.72,"3,980",1.34
77,코웨이,"94,100",상승,400,+0.43%,500,"15,924","1,498","93,300","67,666","7,954",12.00,"214,386","95,000","93,400","57,616",8.77,19.38,"95,000",931,"25,654","5,655",61.35,10.66,"93,100",906,"71,909","43,101","7,843",2.15,"2,630",8.66
78,KODEX 200,"38,925",상승,60,+0.15%,0,"2,039,798","79,442","38,855","64,771",N/A,N/A,"8,973,193","39,000","38,860",N/A,N/A,N/A,"39,160","323,856",N/A,N/A,31.43,N/A,"38,745","274,131","166,400",N/A,N/A,N/A,N/A,N/A
79,LG씨엔에스,"64,700",상승,800,+1.25%,500,"1,599,322","104,410","65,000","62,685","5,129",14.07,"7,959,500","64,500","65,100","45,045",10.52,18.32,"66,800","35,111","23,817","3,649",2.11,8.54,"63,900","15,232","96,886","59,826","4,597",2.39,"1,672",6.73
80,한화솔루션,"35,650",상승,250,+0.71%,"5,000","850,597","30,657","36,000","61,280","-3,002",-6.28,"3,617,903","36,150","36,050","300,368",-151.83,-15.99,"36,500","58,664","194,300","-13,690",13.89,-4.99,"35,450","60,768","171,893","123,940","-5,673",0.66,300,-5.23
81,NH투자증권,"18,260",보합,0,0.00%,"5,000","80,839","1,479","18,200","59,178","9,011",9.45,"863,156","18,200","18,220","624,271",24.16,8.73,"18,450","6,155","543,077","6,866",16.13,1.15,"18,190","3,116","324,086","100,343","1,932",0.79,950,-3.25
82,삼성증권,"65,200",상승,700,+1.09%,"5,000","103,584","6,789","65,100","58,224","12,058",6.51,"611,987","64,400","65,200","622,739",62.69,12.89,"66,200","7,879","549,497","8,990",29.21,1.51,"64,300","8,636","89,300","134,666","10,015",0.80,"3,500",2.26
83,LS,"179,200",상승,"6,300",+3.64%,"5,000","67,509","11,893","174,800","57,702","10,729",20.32,"265,975","171,300","175,000","205,279",19.26,5.09,"179,500",958,"136,468","3,915",14.63,2.02,"170,900","1,962","32,200","275,447","8,821",1.00,"1,650",12.52
84,LG유플러스,"13,150",상승,30,+0.23%,"5,000","121,397","1,599","13,170","57,414","8,631",14.03,"1,218,880","13,250","13,180","197,077",-13.52,4.40,"13,260","8,199","109,394","3,146",37.09,1.58,"13,100","14,237","436,611","146,252",937,0.66,650,1.76
85,삼성카드,"49,500",상승,300,+0.61%,"5,000","7,202",356,"49,250","57,350","8,854",8.54,"73,796","49,650","49,300","294,941",9.31,8.00,"49,750","1,052","210,079","6,646",6.27,2.28,"49,100","1,507","115,859","43,832","5,793",0.63,"2,800",9.47
86,맥쿼리인프라,"11,740",상승,30,+0.26%,0,"232,108","2,723","11,730","56,225",N/A,N/A,"1,343,339","11,730","11,740",N/A,N/A,N/A,"11,750","56,787",N/A,N/A,9.11,N/A,"11,700","106,456","478,922",N/A,N/A,N/A,N/A,N/A
87,현대차2우B,"154,100",상승,800,+0.52%,"5,000","36,077","5,536","153,200","53,879",N/A,3.36,"221,064","153,100","153,400",N/A,N/A,N/A,"154,200","3,192",N/A,N/A,59.94,N/A,"152,900","2,301","34,964",N/A,"45,880",0.36,N/A,N/A
88,LG생활건강,"334,750",상승,250,+0.07%,"5,000","3,892","1,307","335,000","52,282","4,590",32.81,"40,887","338,500","335,500","74,058",-5.74,3.44,"339,000",402,"17,199","2,039",28.63,2.79,"332,500",867,"15,618","68,119","10,204",1.00,"3,500",0.10
89,TIGER 미국나스닥100,"131,465",상승,530,+0.40%,0,"41,512","5,459","131,445","49,707",N/A,N/A,"309,088","131,480","131,485",N/A,N/A,N/A,"131,735","1,585",N/A,N/A,0.23,N/A,"131,190","11,518","37,810",N/A,N/A,N/A,N/A,N/A
90,에이피알,"130,000",하락,"1,000",-0.76%,100,"69,188","8,996","130,100","49,197","1,227",36.98,"536,455","129,000","130,100","5,651",17.77,41.34,"131,400","1,216","2,416","1,076",23.75,25.24,"128,200","1,734","37,844","7,228","3,515",13.86,0,37.98
91,두산밥캣,"51,100",상승,500,+0.99%,500,"22,584","1,152","50,900","48,982","8,714",11.09,"281,659","50,900","50,900","120,096",-37.31,8.77,"51,500","2,518","51,151","5,634",36.27,5.03,"50,600","3,679","95,856","85,512","4,606",0.71,"1,600",-12.38
92,키움증권,"199,500",상승,"4,500",+2.31%,"5,000","54,731","10,963","200,000","48,831","10,982",6.84,"207,679","196,000","200,500","556,884",94.50,15.98,"203,500","1,251","500,565","8,349",24.84,1.55,"195,900","5,856","24,477","112,803","29,164",0.94,"7,500",18.18
93,넷마블,"56,600",하락,"1,500",-2.58%,100,"23,451","1,339","57,100","48,650","2,156",47.84,"324,754","57,700","57,200","81,771",414.93,0.49,"58,400","5,874","27,032",32,24.68,0.04,"56,400","3,814","85,954","26,638","1,183",0.86,417,6.46
94,한국타이어앤테크놀로지,"38,750",하락,300,-0.77%,500,"46,570","1,802","38,600","48,002","17,623",4.45,"486,908","39,150","38,650","158,497",32.71,10.79,"39,150","11,572","46,549","11,311",35.91,7.91,"38,500","3,035","123,875","94,119","8,704",0.42,"2,000",5.28
95,TIGER CD금리투자KIS(합성),"56,185",상승,5,+0.01%,0,"23,633","1,327","56,180","47,554",N/A,N/A,"186,185","56,180","56,185",N/A,N/A,N/A,"56,185","1,288,056",N/A,N/A,0.01,N/A,"56,180","1,279,255","84,638",N/A,N/A,N/A,N/A,N/A
96,삼성E&A,"23,300",상승,200,+0.87%,"5,000","254,764","5,915","23,200","45,668","9,716",6.13,"1,335,612","22,850","23,250","100,133",-2.17,19.65,"23,550","13,505","61,176","6,387",45.03,7.17,"22,850","29,807","196,000","99,666","3,804",1.06,660,-6.20
97,GS,"47,550",상승,100,+0.21%,"5,000","85,057","4,053","47,350","44,181","30,602",10.93,"477,052","48,300","47,400","350,634",-17.78,4.12,"48,500","5,630","165,930","8,635",16.98,2.48,"46,700","3,017","92,915","252,975","4,351",0.32,"2,700",-2.62
