N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
42,ISC,"60,300",상승,500,+0.84%,500,"39,970","2,413","59,900","12,782",448,27.97,"155,114","61,000","60,000","5,829",317.11,10.98,"61,100","2,009",597,549,17.92,9.76,"59,700","2,116","21,197","1,745","2,156",2.41,810,24.43
43,브이티,"35,450",상승,150,+0.42%,500,"133,160","4,695","35,450","12,690","1,109",12.17,"725,842","35,700","35,400","3,596",143.48,56.07,"35,800","10,623","1,189","1,040",9.37,33.75,"34,750","5,157","35,798","4,317","2,914",5.11,N/A,46.09
44,디앤디파마텍,"115,700",하락,"2,800",-2.36%,500,"30,286","3,525","115,900","12,520",-250,-36.67,"329,327","118,300","116,100",975,-85.50,-49.03,"118,300","1,043",279,-295,6.44,-33.37,"115,100",445,"10,821",114,"-3,155",19.38,0,-38.77
45,티씨케이,"106,700",하락,700,-0.65%,500,"1,961",210,"107,100","12,457",807,16.41,"35,436","107,400","107,300","5,635",21.06,14.78,"108,400",91,473,720,64.33,13.60,"106,200",545,"11,675","2,757","6,503",2.42,"1,410",21.65
46,테크윙,"33,100",하락,250,-0.75%,500,"42,602","1,411","33,200","12,364",234,-88.50,"369,474","33,200","33,250","5,062",640.74,-10.25,"33,400","6,890","3,179",-220,9.08,-4.43,"32,950","2,646","37,354","1,855",-374,6.45,130,38.85
47,서진시스템,"21,950",상승,800,+3.78%,500,"107,087","2,354","21,950","12,346","1,087",24.94,"162,392","21,400","22,100","21,032",121.85,12.32,"22,350","3,914","12,276",839,7.36,4.63,"21,350","12,304","56,248","12,138",880,1.42,N/A,55.87
48,지아이이노베이션,"19,860",하락,890,-4.29%,500,"161,552","3,232","20,150","12,274",-483,-18.41,"1,349,512","20,250","20,250",458,9.46,-116.69,"20,400","5,454",167,-588,5.69,-92.49,"19,500","7,046","61,803",0,"-1,079",9.77,0,-99.54
49,HK이노엔,"42,500",하락,300,-0.70%,500,"14,048",599,"42,800","12,040",882,17.57,"90,711","42,900","42,850","18,896",33.82,5.02,"42,900","3,983","6,382",616,9.57,3.30,"42,450","1,915","28,330","8,971","2,419",0.96,350,8.23
50,엔켐,"56,600",상승,700,+1.25%,500,"23,003","1,292","56,100","11,996",-653,-5.51,"154,790","56,400","56,200","11,269","-2,244.05",-156.31,"57,000","1,826","6,601","-5,712",6.85,-57.41,"55,700","1,687","21,194","3,657","-10,265",2.29,N/A,-13.89
51,하이젠알앤엠,"38,450",보합,0,0.00%,500,"29,976","1,155","38,600","11,876",-4,-302.76,"194,699","38,900","38,650","1,202",-108.52,-1.92,"38,900","3,595",518,-11,1.29,-0.96,"38,200","3,152","30,888",759,-127,16.45,N/A,-1.76
52,카페24,"48,550",상승,200,+0.41%,500,"76,858","3,780","49,400","11,775",319,39.67,"191,701","49,300","49,450","3,423","1,978.14",13.40,"49,850","1,688","1,267",235,21.80,7.08,"48,500","9,362","24,253","3,025","1,224",5.36,N/A,11.58
53,메지온,"38,350",상승,300,+0.79%,500,"8,417",322,"38,200","11,508",-143,-50.20,"51,364","38,100","38,250",740,1.31,-36.23,"38,650","1,130",279,-195,22.22,-23.45,"37,900",231,"30,007",86,-764,26.60,N/A,17.62
54,위메이드,"33,850",하락,350,-1.02%,500,"33,067","1,120","33,850","11,492",71,5.18,"186,682","33,950","33,900","18,757",106.40,55.57,"34,150","4,521","10,438","1,816",7.79,11.03,"33,750","1,498","33,948","7,119","6,530",2.74,0,-72.85
55,하림지주,"10,210",상승,640,+6.69%,100,"535,913","5,422","10,000","11,436","7,655",11.94,"948,618","9,960","10,030","160,790",34.88,0.90,"10,360","6,590","101,370","1,748",10.08,1.19,"9,870","5,364","112,006","122,730",855,0.32,120,1.75
56,오스코텍,"29,000",상승,350,+1.22%,500,"12,882",374,"28,950","11,092",-27,"2,900.00","138,280","28,750","29,200","1,708",91.63,0.77,"29,300","1,546",384,-16,9.81,-1.05,"28,750","2,092","38,248",340,10,9.11,N/A,586.89
57,고영,"16,120",상승,70,+0.44%,100,"80,355","1,293","16,060","11,067",33,65.26,"601,402","16,090","16,070","3,779",-83.69,6.68,"16,160","5,581",548,210,15.34,5.64,"16,030","5,907","68,655","2,025",247,3.38,140,-10.24
58,대주전자재료,"71,000",하락,600,-0.84%,500,"37,740","2,678","71,300","10,991",294,28.96,"457,138","71,800","71,400","6,230",372.76,19.30,"72,000","3,621","3,927",364,17.87,7.02,"70,200","1,840","15,481","2,193","2,452",4.59,100,18.56
59,LS마린솔루션,"32,550",상승,"1,100",+3.50%,"1,000","139,503","4,578","32,400","10,634",124,73.81,"337,654","32,750","32,500","2,543",N/A,N/A,"33,400","11,834",461,132,2.13,N/A,"32,250","3,819","32,669","1,303",441,4.95,140,N/A
60,SOOP,"90,800",하락,400,-0.44%,500,"4,473",406,"90,800","10,437","1,135",10.10,"35,486","91,200","91,100","7,157",25.69,30.21,"91,200","1,020","3,333","1,024",35.71,15.83,"90,300",272,"11,495","4,132","8,990",2.48,"1,500",20.10
61,원텍,"11,080",하락,370,-3.23%,100,"193,862","2,156","11,210","9,969",348,28.19,"1,031,975","11,390","11,220","1,779",-24.43,25.76,"11,390","3,908",511,291,8.75,17.58,"11,000","1,375","89,969","1,153",393,7.37,50,-0.32
62,제이앤티씨,"17,200",하락,"1,240",-6.72%,500,"195,188","3,407","17,750","9,950",-461,-11.88,"1,741,979","17,830","17,790","6,397",-261.51,-9.65,"18,000","3,685","3,026",-334,1.81,-5.16,"17,100","2,083","57,848","2,732","-1,448",3.08,N/A,-15.52
63,로보티즈,"72,400",하락,600,-0.82%,500,"82,562","5,996","72,300","9,567",-30,"1,419.61","630,553","73,100","72,600","1,002",43.88,-3.31,"73,400","8,231",42,-30,5.92,-2.82,"72,000","4,981","13,214",300,51,9.43,0,3.13
64,유일로보틱스,"81,800",상승,600,+0.74%,500,"15,802","1,287","81,000","9,393",4,178.21,"195,817","81,400","81,100","1,174",106.14,-13.94,"82,400","1,252",224,-91,15.75,-8.91,"80,800","3,712","11,483",352,459,9.73,N/A,19.40
65,넥슨게임즈,"14,140",상승,240,+1.73%,500,"22,791",320,"14,000","9,313",387,29.71,"156,702","13,930","14,040","4,872",222.40,10.93,"14,150","2,940","1,745",314,4.63,7.36,"13,930","4,453","65,860","2,561",476,2.85,N/A,32.49
66,아난티,"10,480",상승,100,+0.96%,100,"207,264","2,175","10,500","9,288",8,-56.04,"2,497,101","10,470","10,510","16,224",-99.70,-4.56,"10,560","8,695","9,110",-324,5.56,-2.04,"10,400","21,931","88,629","2,852",-187,1.31,N/A,-68.22
67,덕산네오룩스,"36,600",상승,"1,050",+2.95%,200,"46,755","1,712","36,050","9,088",525,20.04,"94,173","35,550","36,100","4,523",59.39,12.17,"37,000","1,411",533,458,8.29,10.68,"35,400","3,694","24,831","2,123","1,826",2.21,N/A,29.66
68,국일제지,800,보합,0,0.00%,100,0,0,0,"9,019",-13,-88.89,0,0,0,"1,424",19.80,-9.98,0,0,194,-130,0.84,-7.09,0,0,"1,127,406",564,-9,7.32,N/A,6.08
69,코나아이,"61,600",상승,600,+0.98%,500,"21,261","1,301","60,700","8,971",334,26.91,"191,231","61,200","60,800","4,131",-0.80,16.19,"61,700","3,690","2,153",302,1.65,6.90,"60,600","1,513","14,563","2,363","2,289",4.54,680,-15.67
70,유진테크,"38,900",하락,200,-0.51%,500,"9,394",364,"38,650","8,914",612,13.74,"70,516","38,750","38,750","5,395",151.49,16.85,"39,000","1,472","1,038",654,31.76,13.40,"38,550",516,"22,916","3,381","2,831",2.12,230,22.25
71,솔브레인홀딩스,"41,700",상승,900,+2.21%,500,"11,556",477,"41,350","8,742",853,18.48,"77,874","41,250","41,400","19,966",-29.47,4.62,"41,800",556,"5,055",557,4.46,2.95,"40,700",715,"20,964","5,154","2,257",0.65,220,-22.10
72,에스앤에스텍,"40,100",하락,100,-0.25%,500,"9,391",378,"40,100","8,602",295,24.77,"140,288","40,050","40,300","2,970",17.73,13.07,"40,450","1,823",502,303,9.90,10.95,"39,950",914,"21,451","1,760","1,619",3.28,150,17.09
73,필옵틱스,"37,575",하락,225,-0.60%,500,"36,198","1,361","37,700","8,599",138,170.02,"215,023","37,950","37,800","3,827",34.40,3.51,"37,950","3,567","1,441",129,0.12,3.11,"37,350","4,434","22,886","4,109",221,5.60,0,36.96
74,에스에프에이,"23,600",상승,50,+0.21%,500,"2,040",48,"23,550","8,474",-484,-10.28,"63,894","23,400","23,650","24,796",-154.44,-7.49,"23,600","1,434","9,572",-321,9.09,-1.21,"23,400","4,717","35,909","20,454","-2,296",0.76,270,9.95
75,차바이오텍,"10,940",상승,180,+1.67%,500,"42,499",463,"10,900","8,361",-597,-48.84,"390,950","10,860","10,910","21,944",-523.82,-2.85,"10,970","5,509","14,755",-146,9.33,-0.74,"10,820","2,160","76,426","10,450",-224,2.41,0,9.55
76,우리기술,"5,050",상승,50,+1.00%,500,"5,314,199","27,110","5,090","8,359",6,-109.78,"38,135,999","5,170","5,110","2,655",-91.71,-3.33,"5,240","519,803","1,534",-44,7.92,-1.93,"5,000","184,160","165,531",713,-46,7.41,0,12.80
77,와이씨,"10,170",상승,140,+1.40%,100,"61,384",624,"10,130","8,344",106,97.79,"245,623","10,100","10,150","5,769",23.66,3.48,"10,260","2,915","1,586",129,0.87,2.45,"10,020","1,377","82,045","2,112",104,2.52,N/A,-17.22
78,태성,"26,850",하락,200,-0.74%,100,"34,542",925,"26,800","8,189",60,312.21,"410,185","26,900","26,900",796,980.50,16.61,"27,250","11,786",386,60,1.78,8.74,"26,600","11,979","30,501",592,86,6.33,0,77.61
79,하나마이크론,"12,220",상승,270,+2.26%,500,"102,319","1,242","12,090","8,098","1,068",-86.06,"544,159","12,000","12,110","19,446",84.43,-6.99,"12,270","2,905","13,388",-112,11.54,-0.61,"11,980","4,938","66,272","12,507",-142,2.21,70,29.21
80,성광벤드,"30,100",상승,250,+0.84%,500,"42,211","1,263","29,700","7,994",420,21.95,"330,754","29,850","29,750","5,631",-6.35,8.01,"30,300","3,881",443,410,23.94,7.36,"29,650","1,658","26,557","2,277","1,371",1.53,50,17.77
81,레이크머티리얼즈,"12,160",상승,70,+0.58%,100,"32,774",398,"12,130","7,993",222,43.27,"257,964","12,120","12,150","3,513",-24.93,17.38,"12,210","1,997","2,200",210,6.59,6.46,"12,060","1,611","65,731","1,387",281,6.21,200,-10.61
82,SAMG엔터,"89,900",하락,"2,000",-2.18%,500,"16,185","1,467","92,000","7,945",-61,-106.77,"111,907","91,900","92,300",974,35.14,-52.24,"92,700",880,666,-194,20.00,-19.62,"89,500","2,482","8,837","1,164",-842,20.48,0,22.41
83,동성화인텍,"26,450",상승,200,+0.76%,500,"32,086",844,"26,250","7,932",540,19.99,"324,121","26,400","26,300","4,555",35.13,21.07,"26,550","9,555","2,530",393,18.45,9.60,"26,100","1,174","29,989","5,974","1,323",3.71,350,11.92
84,동국제약,"17,480",상승,130,+0.75%,500,"42,129",737,"17,320","7,846",804,13.63,"186,439","17,340","17,370","9,532",20.26,10.66,"17,660","1,702","2,742",623,13.89,6.95,"17,220",854,"44,884","8,122","1,282",1.29,200,11.10
85,심텍,"24,200",상승,100,+0.41%,500,"58,692","1,420","24,300","7,709",-470,-15.20,"429,552","24,450","24,400","14,433",46.70,-6.63,"24,450","5,857","9,948",-310,5.32,-2.37,"23,850","12,777","31,854","12,314","-1,592",1.89,100,18.19
86,피에스케이홀딩스,"35,550",상승,300,+0.85%,500,"26,544",938,"35,100","7,665",885,8.29,"83,180","35,200","35,250","5,136",228.07,24.80,"35,700","5,257",821,958,3.82,20.94,"34,900","2,574","21,562","2,155","4,289",1.78,700,127.53
87,안랩,"68,700",상승,400,+0.59%,500,"3,169",217,"68,500","7,644",277,20.53,"40,062","68,600","68,600","4,647",4.77,10.40,"69,000","1,800",959,324,32.22,7.71,"68,300",802,"11,127","2,606","3,346",1.85,"1,300",8.93
88,코미코,"72,400",상승,100,+0.14%,500,"5,757",418,"72,700","7,574","1,125",13.20,"72,610","72,800","72,800","8,003",240.50,23.36,"72,900",677,"4,246",878,19.42,12.60,"72,300",309,"10,461","5,071","5,483",2.75,"1,000",65.05
89,LS머트리얼즈,"11,190",상승,190,+1.73%,500,"53,475",595,"11,100","7,570",62,243.26,"213,047","10,950","11,110","2,531",-54.33,3.11,"11,190","6,447",460,57,3.74,2.19,"10,930","3,355","67,653","1,421",46,4.12,N/A,3.79
90,펌텍코리아,"60,600",하락,900,-1.46%,500,"5,717",346,"60,000","7,514",484,21.09,"88,179","61,400","60,200","4,076",37.15,12.99,"61,500",811,869,383,15.82,10.04,"59,800",156,"12,400","3,375","2,873",2.78,420,18.63
91,인카금융서비스,"14,540",하락,90,-0.62%,100,"46,195",677,"14,570","7,471",863,11.48,"429,899","14,630","14,620","7,074",85.22,50.62,"14,760","1,214","5,602",620,5.49,10.30,"14,520","2,314","51,380","8,323","1,267",4.44,100,49.47
92,한글과컴퓨터,"30,750",상승,200,+0.65%,500,"39,678","1,223","30,900","7,435",404,47.82,"392,542","30,950","30,950","6,819",18.37,4.06,"31,050","9,516","1,963",140,7.56,2.13,"30,600","5,718","24,180","3,048",643,2.12,410,12.42
93,피엔티,"31,150",상승,200,+0.65%,500,"21,700",673,"31,000","7,396","1,632",6.76,"101,834","31,050","31,100","16,203",112.19,26.52,"31,250","3,150","9,957","1,422",4.02,8.83,"30,750","3,754","23,743","10,351","4,605",1.26,100,89.78
94,우리기술투자,"8,660",하락,130,-1.48%,500,"199,954","1,729","8,640","7,274","1,757",4.73,"1,402,892","8,750","8,670","8,038",14.13,24.89,"8,750","16,273","1,376","1,477",2.46,20.59,"12,400","116,378","58,419",582,602,7.41,20,36.86
95,비올,"12,410",보합,0,0.00%,100,"5,199",64,"12,400","7,250",361,20.61,"190,781","12,400","12,410",981,61.62,44.73,"12,410","1,677,030",92,326,1.36,40.31,"8,550","8,276","84,000","1,923","1,830",0.99,100,3.09
96,RFHIC,"27,300",상승,50,+0.18%,500,"62,441","1,702","27,200","7,230",15,95.79,"482,359","27,350","27,250","4,829",404.84,8.60,"27,550","1,686","1,250",197,12.25,3.97,"26,700","1,885","26,484","1,149",285,2.24,N/A,12.60
97,제룡전기,"44,800",상승,"1,200",+2.75%,500,"331,099","15,115","45,900","7,196",978,9.87,"419,026","45,750","45,950","2,418",39.48,49.72,"47,150","8,199",451,799,9.18,39.92,"44,800","4,414","16,062","2,627","4,539",3.68,"1,000",42.84
98,아이쓰리시스템,"100,200",상승,"2,100",+2.14%,500,"7,816",781,"100,000","7,121",148,44.59,"30,800","99,600","100,200","1,468",20.94,15.31,"100,900",721,411,150,5.30,10.77,"99,000",508,"7,107","1,207","2,247",6.24,400,-0.69
99,올릭스,"35,950",상승,"1,150",+3.30%,500,"53,305","1,894","35,300","7,118",-309,-13.89,"276,239","36,200","35,400",712,-70.02,-120.11,"36,200","3,713",528,-407,4.58,-46.71,"35,100","1,578","19,799",57,"-2,589",28.07,0,-66.73
100,다우데이타,"18,340",상승,"1,270",+7.44%,500,"171,311","3,071","17,510","7,024","12,059",4.85,"157,572","17,250","17,560","577,571",80.54,12.96,"18,440","1,069","512,862","8,659",11.68,1.55,"17,220","2,193","38,300","121,361","3,783",0.51,450,17.44
101,시노펙스,"7,960",상승,450,+5.99%,500,"1,054,890","8,345","7,880","6,983",212,26.98,"1,665,357","8,080","7,890","2,354",-12.19,18.58,"8,080","86,769",678,280,1.10,12.82,"7,790","9,314","87,720","2,383",295,4.03,0,-9.09
102,엘앤씨바이오,"27,750",보합,0,0.00%,500,"21,021",585,"27,700","6,832",25,4.53,"289,555","27,350","27,750","4,756",-68.73,65.41,"28,100","2,144","1,809","1,410",10.21,38.21,"27,350",967,"24,619",721,"6,131",2.22,50,9.35
103,현대힘스,"19,200",상승,660,+3.56%,500,"49,424",939,"18,870","6,802",215,38.10,"165,118","18,750","18,880","3,265",48.99,8.07,"19,200",989,930,166,0.48,5.74,"18,720","5,462","35,425","2,232",504,2.89,100,17.96
104,위메이드맥스,"8,080",상승,10,+0.12%,500,"25,112",202,"8,120","6,771",-81,-32.19,"251,700","8,020","8,130","5,976",-315.03,-3.29,"8,130","3,079",962,-157,10.90,-4.31,"7,900","1,983","83,803",750,-251,1.35,0,7.49
105,엠로,"53,200",상승,400,+0.76%,500,"19,719","1,041","52,900","6,562",86,32.90,"68,045","52,800","53,100","1,024",84.58,31.88,"53,200","6,937",134,186,2.36,19.17,"52,500","2,611","12,335",795,"1,617",7.24,0,25.77
