종목명,현재가,기준월,배당금,수익률(%),배당성향(%),ROE(%),PER(배),PBR(배),과거3년배당금_Max,1년전,2년전,3년전
스카이라이프,4815,24.12,350,7.27,012.18,021.72,01.65,0.41,350,350,350,350
신한서부티엔디리츠,3415,24.12,248,7.26,70.82,3.96,18.71,0.74,89,290,316,89
케이카,15940,24.12,1150,7.22,126.03,19.09,14.04,2.73,760,760,760,750
HS애드,7700,25.03,550,7.14,39.29,11.77,4.63,0.51,450,450,400,350
케이탑리츠,953,24.12,68,7.14,62.35,5.07,8.86,0.44,95,95,108,38
이지스레지던스리츠,4200,24.12,297,7.08,59.56,3.30,13.26,0.45,262,262,262,258
에스에이엠티,2830,24.12,200,7.07,35.89,13.46,4.79,0.59,230,200,230,200
푸른저축은행,9210,24.12,650,7.06,96.74,2.50,16.25,0.32,650,650,650,650
세아특수강,14180,24.12,1000,7.05,76.09,3.34,10.24,0.33,1200,1000,1000,1200
SK네트웍스,4285,25.04,300,7.00,121.68,2.29,19.43,0.39,200,200,120,120
서울보증보험,40950,25.04,2865,7.00,93.87,4.12,0,0.00,4048,2983,4048,3282
한화리츠,3880,25.04,270,6.97,0,0,0,0,270,270,112,0
유안타증권우,3605,25.03,250,6.93,57.14,4.52,7.65,0.33,230,230,160,230
AJ네트웍스,3900,24.12,270,6.92,55.55,5.04,8.96,0.43,270,270,270,270
스톰테크,3765,24.12,260,6.91,47.35,0,5.79,0.93,150,150,0,0
SGC에너지,24700,24.12,1700,6.88,37.67,8.80,5.47,0.47,1700,1700,1700,1500
KPX케미칼,47350,24.12,3250,6.86,24.07,9.66,3.31,0.30,3000,3000,2750,2750
씨유테크,3380,24.12,231,6.83,30.06,12.45,3.73,0.43,64,16,64,260
코람코더원리츠,5130,25.02,350,6.82,119.17,1.59,60.31,0.97,331,331,312,124
기아,95500,25.03,6500,6.81,26.18,19.09,4.12,0.71,5600,5600,3500,3000
LX인터내셔널,29400,25.02,2000,6.80,40.94,7.12,5.97,0.37,3000,1200,3000,2300
KISCO홀딩스,26600,24.12,1800,6.77,70.13,2.82,9.94,0.21,900,900,600,400
대신증권2우B,17800,25.03,1200,6.74,68.52,4.57,10.00,0.35,1400,1200,1200,1400
현대엘리베이터,81900,24.12,5500,6.72,108.40,14.42,11.18,1.51,800,4000,500,800
강원랜드,17420,25.04,1170,6.72,51.32,12.08,7.48,0.82,930,930,350,0
디지털대성,7460,24.12,500,6.70,86.41,10.45,12.59,1.36,300,200,200,300
KZ정밀,12090,24.12,800,6.62,65.63,4.69,10.29,0.41,600,600,400,350
삼현철강,4595,24.12,300,6.53,84.11,2.83,12.76,0.35,300,300,300,300
대신증권우,19220,25.03,1250,6.50,68.52,4.57,10.00,0.35,1450,1250,1250,1450
윈스테크넷,12310,24.12,800,6.50,44.53,10.86,8.41,0.76,500,500,500,500
엔브이에이치코리아,2310,24.12,150,6.49,53.31,5.35,8.30,0.42,93,150,112,93
대덕,7730,25.03,500,6.47,77.70,3.68,10.25,0.37,400,400,400,300
맥쿼리인프라,11750,24.12,759,6.46,0,0,0,0,770,770,762,741
GS우,42600,25.02,2750,6.45,45.10,4.12,6.56,0.26,2550,2550,2550,2050
무학,8060,24.12,520,6.45,28.44,8.72,3.72,0.29,230,230,230,230
SK텔레콤,54900,25.02,3540,6.45,60.28,10.83,9.50,1.00,3540,3540,3320,2660
대창스틸,2330,24.12,150,6.44,414.72,0.51,57.93,0.30,150,150,150,150
한솔로지스틱스,2335,25.03,150,6.42,48.64,7.00,6.71,0.45,70,100,70,60
ESR켄달스퀘어리츠,4275,24.11,274,6.41,810.80,0.33,282.50,0.94,272,272,270,262
유화증권우,2665,24.12,170,6.38,55.40,3.50,9.16,0.26,140,130,120,140
동국제강,9420,25.03,600,6.37,85.34,2.04,11.39,0.23,700,700,0,0
이노션,18590,25.03,1175,6.32,46.88,10.48,7.74,0.77,900,1175,1075,900
KPX홀딩스,67500,24.12,4250,6.30,21.48,8.02,2.86,0.21,3500,3500,3000,3000
NH투자증권우,15920,25.03,1000,6.28,47.96,8.73,7.06,0.59,850,850,750,1100
지엠비코리아,3985,24.12,250,6.27,31.03,5.76,4.55,0.26,80,150,80,80
신한알파리츠,5510,25.03,346,6.27,0,0,0,0,817,817,367,347
기업은행,16980,25.03,1065,6.27,32.11,8.06,4.32,0.34,984,984,960,780
제일기획,19660,24.12,1230,6.26,60.03,15.12,9.40,1.18,990,1110,1150,990
진양폴리,4010,24.12,250,6.23,79.02,9.74,20.99,2.03,250,250,200,175
TKG휴켐스,16110,24.12,1000,6.21,49.41,9.09,8.98,0.75,1000,1000,1000,1000
코오롱인더우,21750,24.12,1350,6.21,40.06,3.06,8.34,0.23,1350,1350,1350,1350
세화피앤씨,807,24.12,50,6.20,62.68,8.22,10.24,0.82,17,17,10,15
네오티스,3240,24.12,200,6.17,55.12,9.38,9.04,0.80,250,200,250,250
한국쉘석유,439000,24.12,27000,6.15,95.76,28.93,11.30,3.25,25000,25000,18000,19000
서호전기,40650,24.12,2500,6.15,100.04,12.69,9.25,1.06,1500,1500,1500,1000
진양홀딩스,3260,24.12,200,6.14,72.95,4.21,11.23,0.47,200,200,200,170
SJM홀딩스,3680,24.12,225,6.11,32.21,5.88,5.10,0.26,225,225,150,175
이지홀딩스,4095,24.12,250,6.11,94.80,2.70,10.55,0.26,75,120,75,50
창해에탄올,9840,24.12,600,6.10,36.37,9.71,6.60,0.51,600,600,500,600
현대차,197300,25.02,12000,6.08,25.13,12.43,4.60,0.51,7000,11400,7000,5000
교보증권,8240,25.03,500,6.07,6.93,6.09,5.38,0.32,500,250,200,500
대덕1우,8340,25.03,505,6.05,77.70,3.68,10.25,0.37,405,405,405,305
한세예스24홀딩스,4135,25.03,250,6.05,215.62,0.90,37.15,0.33,250,250,250,250
삼성FN리츠,4530,25.01,274,6.04,254.07,0.66,159.99,1.00,266,266,0,0
골프존,66300,24.12,4000,6.03,48.23,11.62,8.24,0.89,4500,4500,4500,3500
효성ITX,12450,24.12,750,6.02,75.93,16.71,12.90,2.06,750,750,750,750
SK디앤디,9980,25.03,600,6.01,25.26,6.64,3.20,0.24,800,800,800,800
맵스리얼티1,4420,24.12,265,5.99,0,0,0,0,265,265,250,250
서원인텍,5850,24.12,350,5.98,36.88,8.40,5.76,0.47,400,400,400,350
동국홀딩스,8390,25.03,500,5.96,132.42,0.72,19.96,0.14,600,600,500,400
피에스텍,4210,24.12,250,5.94,72.75,4.36,13.46,0.50,250,250,200,150
삼성화재우,320500,25.03,19005,5.93,38.95,13.11,8.74,0.98,16005,16005,13805,12005
디씨엠,13570,24.12,800,5.89,36.69,7.54,6.87,0.38,900,150,900,900
부국증권우,26300,25.04,1550,5.89,43.63,4.05,11.79,0.32,1650,1550,1550,1650
DB손해보험,115500,25.03,6800,5.89,22.05,18.98,3.93,0.66,5300,5300,4600,3500
우리금융지주,20400,25.02,1200,5.88,28.87,9.38,3.71,0.33,900,1000,1130,900
에코마케팅,8520,24.12,500,5.87,52.30,12.87,10.68,1.30,310,200,310,310
화인써키트,5990,24.12,350,5.84,91.46,10.18,15.42,1.51,431,400,431,35
진로발효,18860,24.12,1100,5.83,71.02,12.59,10.92,1.29,650,650,450,1150
SK리츠,4600,25.03,268,5.83,0,0,0,0,311,311,261,186
한솔제지,8600,25.03,500,5.81,039.12,04.31,06.74,0.30,700,500,700,600
한양증권우,17210,24.12,1000,5.81,32.39,0,4.01,0.30,950,850,850,950
멀티캠퍼스,36150,24.12,2100,5.81,40.06,15.16,5.70,0.82,800,1600,800,600
유화증권,2755,24.12,160,5.81,55.40,3.50,9.16,0.26,130,120,110,130
동양생명,6890,24.04,400,5.81,26.01,6.18,3.05,0.25,620,0,620,220
에이블씨엔씨,7110,25.03,411,5.78,73.50,16.26,12.48,1.99,1427,1427,0,0
유수홀딩스,6090,25.04,350,5.75,55.36,4.87,8.43,0.41,400,350,400,400
유안타증권,3480,25.03,200,5.75,57.14,4.52,7.65,0.33,180,180,110,180
KB오토시스,3480,24.12,200,5.75,78.12,2.58,12.34,0.31,150,150,150,120
삼화페인트,6100,25.02,350,5.74,56.16,4.87,10.80,0.47,400,400,250,100
원풍,4365,24.12,250,5.73,37.67,7.87,6.72,0.47,220,220,200,170
TJ미디어,5590,24.12,320,5.72,96.04,5.42,14.09,0.77,60,320,230,60
롯데리츠,3735,24.12,213,5.70,304.94,0.95,74.32,0.75,300,200,300,292
GS,47400,25.02,2700,5.70,45.10,4.12,6.56,0.26,2500,2500,2500,2000
모토닉,10560,24.12,600,5.68,40.10,7.07,8.61,0.39,450,450,400,400
한국컴퓨터,4935,24.12,280,5.67,27.35,9.28,5.83,0.43,300,300,250,180
삼성카드,49500,25.03,2800,5.66,44.96,8.00,6.88,0.50,2500,2500,2500,2300
LX하우시스우,18600,25.02,1050,5.64,22.64,5.20,7.20,0.37,350,1750,250,350
KCC글라스,31900,25.02,1800,5.64,77.66,2.48,16.25,0.40,2400,2200,2400,2400
한국토지신탁,1250,24.12,70,5.60,091.60,01.68,015.34,0.23,90,70,90,100
안국약품,7880,24.12,440,5.58,29.69,10.60,5.06,0.45,220,220,220,220
삼일기업공사,3600,24.12,200,5.56,42.43,8.71,8.25,0.70,175,175,125,100
링네트,4350,24.12,240,5.52,29.76,12.67,7.02,0.71,81,81,0,0
한국주철관,7270,24.12,400,5.50,63.05,3.88,10.36,0.38,400,400,400,400
BNK금융지주,11860,25.02,650,5.48,28.46,6.96,4.56,0.31,625,510,625,560
한국앤컴퍼니,18270,25.03,1000,5.47,27.01,8.28,4.58,0.36,700,700,650,600
이퓨쳐,4572,25.02,250,5.47,39.57,10.69,8.01,0.66,0,0,0,0
포스코스틸리온,39650,25.03,2160,5.45,37.77,9.24,5.06,0.45,875,1615,875,1000
한양증권,17460,24.12,950,5.44,32.39,0,4.01,0.30,900,800,800,900
모나리자,2760,24.03,150,5.43,59.97,11.51,10.50,1.18,75,50,0,75
한일시멘트,18420,24.12,1000,5.43,37.63,11.13,5.46,0.58,800,800,580,540
에스텍,15820,24.12,850,5.37,15.45,25.76,2.48,0.43,500,500,300,0
삼성증권,65500,24.12,3500,5.34,34.76,12.89,4.32,0.53,3800,2200,1700,3800
현대에이치티,7550,24.12,400,5.30,22.30,14.89,3.78,0.48,350,130,130,350
YW,3780,24.12,200,5.29,37.63,5.31,9.62,0.36,200,200,150,100
세아베스틸지주,22900,25.03,1200,5.24,190.45,1.04,35.02,0.37,1500,1200,1200,1500
현대홈쇼핑,53500,25.04,2800,5.23,20.33,7.42,3.46,0.24,2800,2800,2600,2400
NH투자증권,18300,25.03,950,5.19,47.96,8.73,7.06,0.59,800,800,700,1050
LG우,61000,25.03,3150,5.16,83.20,2.16,20.08,0.41,3150,3150,3050,2850
한국타이어앤테크놀로지,38750,25.03,2000,5.16,21.89,10.79,4.27,0.42,800,1300,800,700
대덕전자1우,7850,25.03,405,5.16,86.76,2.72,33.60,0.91,405,305,405,305
삼양사우,34950,24.12,1800,5.15,14.47,7.53,4.19,0.28,1800,1800,1300,1300
SJM,3410,24.12,175,5.13,13.13,10.21,2.16,0.21,175,175,100,150
극동유화,3900,24.12,200,5.13,74.94,4.40,13.89,0.58,200,200,200,160
코리안리,10050,25.04,515,5.12,28.74,9.44,4.89,0.41,458,458,311,324
한일현대시멘트,17580,24.12,900,5.12,28.97,14.60,4.36,0.61,700,700,600,1200
롯데쇼핑,74300,25.03,3800,5.11,011.10,07.74,01.58,0.10,3800,3800,3300,2800
대상우,16870,25.03,860,5.10,32.18,6.94,7.26,0.49,810,810,810,810
에이스침대,28600,24.12,1450,5.07,21.22,9.70,4.22,0.37,1400,1400,1330,1330
신라교역,9870,24.12,500,5.07,19.93,6.75,3.79,0.25,500,500,500,500
웅진씽크빅,1778,24.12,90,5.06,052.12,06.44,09.30,0.60,130,0,110,130
경동제약,5950,24.12,300,5.04,147.77,2.44,34.48,0.75,500,400,400,500
대한제당우,2485,24.12,125,5.03,55.31,3.68,12.53,0.45,125,120,125,115
한일홀딩스,18600,24.12,930,5.00,24.14,7.56,3.63,0.26,800,800,800,514
지역난방공사,77700,25.04,3879,4.99,21.37,9.65,2.28,0.21,797,0,0,797
동아엘텍,3010,24.12,150,4.98,08.81,021.43,02.45,0.51,75,75,100,75
HL홀딩스,40200,25.03,2000,4.97,94.35,1.91,17.50,0.30,2000,2000,2000,2000
SB성보,2720,24.12,135,4.96,076.82,02.66,014.42,0.39,135,135,135,120
HDC랩스,9080,25.03,450,4.96,54.48,7.23,11.78,0.74,450,450,450,450
태원물산,4040,24.12,200,4.95,8.40,47.06,1.61,0.60,55,140,50,55
LG유플러스,13190,25.03,650,4.93,74.61,4.40,12.04,0.52,650,650,650,550
DB증권,8160,25.03,400,4.90,32.04,4.94,4.38,0.20,500,200,170,500
JB금융지주,20300,25.02,995,4.90,28.00,12.80,4.69,0.55,855,855,835,599
피제이메탈,3065,24.12,150,4.89,131.71,4.03,26.47,1.07,150,150,135,150
인천도시가스,25550,24.12,1250,4.89,26.74,8.85,5.58,0.45,1250,1250,1250,1250
나무가,13300,24.12,650,4.89,36.57,16.64,8.23,1.16,0,0,0,0
KG이니시스,10250,24.12,500,4.88,32.27,8.63,5.98,0.49,420,420,400,400
진양산업,5780,24.12,281,4.86,36.36,16.55,11.19,1.75,250,250,200,175
우리손에프앤지,1441,24.12,70,4.86,32.17,5.32,5.74,0.27,50,25,50,50
미원화학,82700,24.12,4000,4.84,29.79,17.55,6.44,0.98,3500,3500,2500,2500
롯데칠성우,70600,25.03,3405,4.82,57.85,3.99,19.05,0.75,3405,3405,3305,3005
대신증권,24925,25.03,1200,4.81,68.52,4.57,10.00,0.35,1400,1200,1200,1400
세보엠이씨,11430,24.12,550,4.81,15.57,15.50,3.04,0.41,550,550,500,250
예스24,4170,24.12,200,4.80,345.11,0.72,79.16,0.63,200,200,200,200
한국금융지주우,84400,25.02,4042,4.79,22.39,11.54,4.22,0.43,6212,2712,2362,6212
동방아그로,6270,24.12,300,4.78,38.13,6.01,8.62,0.46,350,300,250,350
한세실업,10510,25.03,500,4.76,33.93,8.58,9.77,0.79,500,500,500,500
MH에탄올,5290,24.12,250,4.73,051.51,04.63,013.17,0.55,350,250,250,350
위너스,14520,24.12,686,4.72,141.62,9.82,0,0.00,588,588,392,392
하이트진로2우B,15890,24.12,750,4.72,51.01,8.63,14.51,1.21,850,1000,1000,850
태경산업,5320,24.12,250,4.70,35.80,6.63,7.02,0.46,300,270,300,270
대현,1922,24.12,90,4.68,25.07,5.99,6.50,0.38,90,100,110,90
파트론,6410,24.12,300,4.68,28.33,10.93,7.63,0.69,350,250,300,350
쇼박스,3210,25.02,150,4.67,34.15,23.14,7.19,1.49,0,0,0,0
유진기업,3640,25.03,170,4.67,020.20,06.18,04.42,0.26,170,170,170,170
KX,4085,24.12,190,4.65,9.83,27.09,1.67,0.37,200,200,167,0
무림페이퍼,2155,25.03,100,4.64,10.23,9.39,2.10,0.19,75,75,50,25
HS화성,10780,24.12,500,4.64,39.48,3.17,8.21,0.24,500,500,500,1000
호전실업,8650,24.12,400,4.62,15.11,14.35,3.23,0.39,300,300,300,250
한화생명,3245,24.03,150,4.62,14.86,5.43,3.24,0.16,30,0,0,30
하나금융지주,78050,25.02,3600,4.61,27.17,9.11,4.41,0.37,3400,3400,3350,3100
한전KPS,53800,24.12,2469,4.59,64.43,13.26,11.51,1.49,2158,2158,1305,1199
일성아이에스,21800,24.12,1000,4.59,52.05,3.41,15.74,0.27,4000,1500,4000,150
케이프,6560,24.12,300,4.57,52.75,7.46,11.30,0.75,300,300,100,100
텔코웨어,14000,24.12,640,4.57,66.42,4.48,18.62,0.46,640,640,600,500
나눔테크,2190,24.12,100,4.57,16.56,13.48,3.09,0.39,50,50,0,0
씨피시스템,1314,25.03,60,4.57,018.31,029.60,05.52,1.42,29,0,29,0
비비씨,8770,25.03,400,4.56,54.39,5.30,10.57,0.56,400,400,200,0
다우기술,30750,25.03,1400,4.55,16.98,13.16,2.25,0.27,700,700,600,600
삼아제약,17590,24.12,800,4.55,22.11,10.50,4.82,0.46,750,750,400,250
효성,66000,24.12,3000,4.55,11.07,19.62,1.95,0.36,6500,3000,4500,6500
SK케미칼우,26450,25.03,1200,4.54,250.79,0.41,97.08,0.39,700,700,1550,3050
한섬,16600,25.04,750,4.52,36.08,3.18,7.77,0.22,750,750,750,600
위닉스,6640,24.12,300,4.52,010.68,023.45,01.86,0.43,500,300,400,500
DN오토모티브,22150,25.02,1000,4.51,18.26,19.78,3.41,0.54,600,600,500,400
스톤브릿지벤처스,4465,24.12,200,4.48,151.72,2.63,29.73,0.76,400,300,400,0
위츠,6700,24.12,300,4.48,243.68,4.66,66.78,2.99,0,0,0,0
지에이이노더스,5590,24.12,250,4.47,7.33,17.38,1.87,0.25,100,100,100,100
삼영무역,15710,24.12,700,4.46,21.74,10.70,4.14,0.40,600,600,600,550
SK우,158900,25.04,7050,4.44,029.83,05.64,07.46,0.29,8050,5050,5050,8050
삼원강재,2485,24.12,110,4.43,33.01,5.37,7.08,0.37,110,110,105,105
경농,10170,24.12,450,4.43,46.74,6.97,10.22,0.64,450,450,400,350
제이에스코퍼레이션,11300,24.12,500,4.43,12.22,23.41,1.95,0.41,450,450,425,300
KT&G,122100,25.02,5400,4.42,50.48,12.66,11.93,1.25,5200,5200,5000,4800
KT나스미디어,15890,24.12,700,4.41,0122.67,03.13,024.92,0.79,700,700,638,664
골프존홀딩스,5690,24.12,250,4.39,23.23,6.02,3.40,0.19,167,167,163,140
고려신용정보,10260,24.12,450,4.39,47.34,26.86,10.92,2.66,380,380,330,300
삼성화재,435000,25.03,19000,4.37,38.95,13.11,8.74,0.98,16000,16000,13800,12000
케이디켐,11450,24.12,500,4.37,34.76,5.38,8.43,0.42,500,500,430,500
세아제강,160300,25.03,7000,4.37,14.30,0,2.50,0.30,8000,8000,6000,3500
넥센타이어1우B,3095,25.04,135,4.36,10.59,7.10,4.95,0.33,120,120,105,110
E1,79300,25.02,3450,4.35,31.73,3.82,7.50,0.24,5150,5150,3600,2200
DL우,24150,24.12,1050,4.35,25.40,2.25,8.01,0.17,1950,1050,1050,1950
아이에스동서,23000,24.12,1000,4.35,020.03,010.19,04.26,0.46,1500,1500,0,1200
iM금융지주,11500,25.02,500,4.35,38.72,3.60,6.44,0.23,650,550,650,630
성도이엔지,4605,24.12,200,4.34,15.01,6.83,4.00,0.24,150,100,100,150
오리콤,6230,25.04,270,4.33,32.03,8.13,8.44,0.65,270,270,270,220
아시아나IDT,11540,24.12,500,4.33,47.17,7.06,11.34,0.79,500,500,500,500
하나투어,53200,25.01,2300,4.32,43.74,47.19,10.69,4.81,5000,5000,0,0
메쎄이상,2325,24.12,100,4.30,31.65,21.04,6.32,1.22,50,50,0,0
화승인더,4655,24.12,200,4.30,25.22,11.72,6.29,0.62,188,188,188,188
SK디스커버리우,40800,25.03,1750,4.29,128.60,0.88,31.10,0.26,1750,1750,1750,1550
경동도시가스,20400,24.12,875,4.29,18.01,6.61,3.65,0.23,875,875,875,875
금화피에스시,32700,24.12,1400,4.28,20.65,11.58,3.68,0.40,1300,1300,1300,1300
코오롱글로벌,9350,24.12,400,4.28,32.67,4.15,7.19,0.29,500,400,400,500
삼지전자,10540,24.12,450,4.27,11.21,16.21,2.29,0.32,450,450,450,400
라이온켐텍,2345,24.12,100,4.26,17.39,6.77,10.25,0.68,100,100,100,100
신영증권,118000,25.03,5000,4.24,0,0,0,0,4500,4500,4000,4000
새론오토모티브,3310,24.12,140,4.23,27.74,4.08,6.50,0.26,140,140,140,140
삼호개발,3565,25.03,150,4.21,63.77,2.33,14.57,0.31,190,190,190,190
NPC우,2620,24.12,110,4.20,5.31,18.88,2.38,0.37,105,105,105,105
LG,73900,25.03,3100,4.20,83.20,2.16,20.08,0.41,3100,3100,3000,2800
하나제약,12160,24.12,510,4.19,41.52,7.24,9.12,0.61,510,510,510,510
CJ제일제당 우,144600,25.02,6050,4.18,64.92,1.97,28.25,0.52,5550,5550,5550,5050
서울가스,60000,24.12,2500,4.17,29.01,3.14,7.35,0.18,2250,2250,1750,1750
동인기연,14880,24.12,620,4.17,21.03,12.39,6.44,0.72,800,560,800,400
삼양홀딩스우,85300,24.12,3550,4.16,95.87,1.38,20.55,0.24,3550,3550,3550,3050
크리스에프앤씨,4810,25.03,200,4.16,016.60,06.89,05.61,0.35,500,300,250,500
네오팜,14490,24.12,600,4.14,40.69,13.69,8.23,1.05,384,384,358,358
도화엔지니어링,6770,24.12,280,4.14,0176.69,02.00,041.80,0.85,280,280,280,280
영원무역홀딩스,129700,25.04,5350,4.12,18.59,13.17,3.40,0.36,3970,3970,3050,2000
한국내화,2430,24.12,100,4.11,64.37,2.84,16.04,0.42,45,45,45,35
한국캐피탈,729,24.12,30,4.11,11.56,12.62,2.13,0.25,35,28,28,35
흥국,5350,24.12,220,4.11,23.15,10.12,6.21,0.54,240,240,220,200
KTis,2920,24.12,120,4.11,30.98,5.76,7.66,0.38,120,120,120,100
JW생명과학,12180,24.12,500,4.11,17.60,24.45,3.92,0.84,500,500,500,500
더네이쳐홀딩스,12200,24.12,500,4.10,43.93,4.91,8.59,0.38,400,400,400,200
롯데지주,29300,25.03,1200,4.10,08.43,015.56,02.26,0.25,1500,1500,1500,1500
자이에스앤디,3670,25.02,150,4.09,439.24,0.31,95.15,0.29,300,150,300,200
고스트스튜디오,11710,24.12,477,4.07,72.53,5.63,13.94,0.77,945,678,1307,945
한국자산신탁,2460,25.03,100,4.07,32.70,3.60,9.23,0.33,220,220,220,220
삼진제약,19690,24.12,800,4.06,24.99,14.89,6.40,0.85,800,800,800,800
LF,17240,25.03,700,4.06,25.46,4.87,6.01,0.27,700,700,700,600
효성티앤씨,247000,24.12,10000,4.05,32.08,9.84,7.69,0.71,50000,10000,10000,50000
한독크린텍,6180,24.12,250,4.05,53.29,6.36,14.12,0.83,250,250,250,200
KG스틸,6190,25.03,250,4.04,18.22,6.93,4.15,0.28,200,200,150,100
대한제당,2977,24.12,120,4.03,55.31,3.68,12.53,0.45,120,115,120,110
LX세미콘,59600,25.02,2400,4.03,29.91,12.69,7.09,0.86,5400,1800,4500,5400
딜리,994,25.03,40,4.02,23.11,7.96,5.12,0.37,40,0,40,40
이지바이오,4970,24.12,200,4.02,33.75,26.72,7.34,1.66,75,100,75,75
NICE,12430,25.03,500,4.02,36.83,6.27,8.57,0.50,451,451,410,375
SIMPAC,4985,24.12,200,4.01,39.53,4.62,8.95,0.34,200,100,200,200
다올투자증권,3750,25.03,150,4.00,023.38,07.82,04.51,0.34,250,150,150,250
금호석유화학우,56300,24.12,2250,4.00,16.44,5.88,8.00,0.39,5450,2950,5450,10050
KB발해인프라,8150,24.12,325,3.99,0,0,0,0,0,0,0,0
KSS해운,10080,24.12,400,3.97,15.73,12.09,3.52,0.37,350,350,350,350
기신정기,2520,25.03,100,3.97,0,0,0,0,150,120,150,150
코오롱인더,32800,24.12,1300,3.96,40.06,3.06,8.34,0.23,1300,1300,1300,1300
세아홀딩스,101300,25.03,4000,3.95,42.00,1.53,11.50,0.17,4000,4000,4000,2750
한국가구,5200,24.12,205,3.94,19.23,8.92,3.74,0.32,175,175,175,175
이엘씨,8400,24.12,330,3.93,01444.13,00.15,0223.65,0.32,300,300,300,300
삼양홀딩스,89100,24.12,3500,3.93,95.87,1.38,20.55,0.24,3500,3500,3500,3000
에스엘,30550,24.12,1200,3.93,15.00,17.42,3.80,0.60,900,900,600,500
대상,21650,25.03,850,3.93,32.18,6.94,7.26,0.49,800,800,800,800
파이오링크,7660,24.12,300,3.92,36.75,0,11.13,0.70,300,300,300,250
바이오노트,5110,25.03,200,3.91,36.68,3.46,8.70,0.29,534,200,490,534
현대코퍼레이션홀딩스,12790,24.12,500,3.91,10.34,15.22,2.20,0.31,500,500,500,500
