N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,액면가,전일거래량,시가,매도호가,자산총계,영업이익증가율,액면가,고가,매수총잔량,부채총계,당기순이익,외국인비율,액면가,저가,매도총잔량,상장주식수,매출액,주당순이익,액면가,보통주배당금
409,KCC글라스,"31,200",상승,800,+2.63%,"1,000","49,762","1,541","31,150","4,983",572,29.94,"1,000","30,007","30,450","31,200","24,943",-39.82,"1,000","31,200","2,035","10,054",370,9.32,"1,000","30,450","5,213","15,971","19,033","1,042","1,000","1,800"
410,진에어,"9,510",상승,100,+1.06%,"1,000","99,191",941,"9,470","4,964","1,631",6.79,"1,000","50,020","9,450","9,510","12,271",-10.46,"1,000","9,570","4,099","9,959",957,4.23,"1,000","9,400","10,323","52,200","14,613","1,401","1,000",N/A
411,일진하이솔루스,"13,660",상승,450,+3.41%,500,"96,435","1,325","13,650","4,960",-95,620.91,500,"89,174","13,780","13,660","3,443",2.89,500,"14,100",98,268,18,3.99,500,"13,310","1,012","36,313",793,22,500,N/A
412,대신증권우,"19,040",상승,340,+1.82%,"5,000","159,906","3,064","19,040","4,950",N/A,11.85,"5,000","130,696","18,870","19,060",N/A,N/A,"5,000","19,340","2,238",N/A,N/A,13.97,"5,000","18,870","5,133","26,000",N/A,"1,607","5,000",N/A
413,KODEX 미국AI전력핵심인프라,"14,025",상승,490,+3.62%,0,"1,414,383","19,896","14,025","4,944",N/A,N/A,0,"677,221","13,980","14,030",N/A,N/A,0,"14,140","91,096",N/A,N/A,0.65,0,"13,980","57,323","35,250",N/A,N/A,0,N/A
414,풀무원,"12,950",상승,500,+4.02%,500,"173,330","2,238","12,950","4,937",918,15.79,500,"72,499","12,570","12,970","23,312",48.16,500,"13,100","4,877","17,477",344,3.63,500,"12,500","3,106","38,121","32,137",820,500,102
415,신도리코,"48,750",상승,"2,200",+4.73%,"5,000","31,509","1,529","48,550","4,914",202,7.53,"5,000","26,908","46,500","48,750","11,436",-33.06,"5,000","49,900",298,793,732,11.70,"5,000","46,450",360,"10,080","3,410","6,476","5,000","1,500"
416,KODEX 26-12 회사채(AA-이상)액티브,"10,800",상승,5,+0.05%,0,"16,289",175,"10,795","4,903",N/A,N/A,0,"24,801","10,800","10,800",N/A,N/A,0,"10,800","129,339",N/A,N/A,0.00,0,"10,795","163,406","45,400",N/A,N/A,0,N/A
417,TIGER 200 IT,"27,615",상승,990,+3.72%,0,"109,351","3,016","27,590","4,871",N/A,N/A,0,"14,519","27,165","27,615",N/A,N/A,0,"27,830","33,054",N/A,N/A,0.10,0,"27,165","25,476","17,640",N/A,N/A,0,N/A
418,후성,"4,480",상승,285,+6.79%,500,"1,241,327","5,631","4,475","4,805",-96,-7.65,500,"182,675","4,250","4,480","8,263",79.23,500,"4,645","10,507","4,935",-834,6.26,500,"4,250","12,968","107,255","4,378",-586,500,N/A
419,엠씨넥스,"26,700",하락,550,-2.02%,500,"74,813","2,004","26,700","4,800",444,7.09,500,"38,910","27,800","26,750","5,741",143.55,500,"27,800","15,763","2,019",636,11.96,500,"26,575","4,316","17,978","10,571","3,768",500,800
420,고려제강,"17,720",상승,310,+1.78%,"1,000","19,194",339,"17,720","4,784",261,31.03,"1,000","20,720","17,600","17,750","26,090",-53.64,"1,000","17,780",774,"6,819",329,5.83,"1,000","17,470","2,653","27,000","17,396",571,"1,000",324
421,SPC삼립,"55,300",상승,"2,200",+4.14%,"5,000","31,464","1,728","55,200","4,772",950,5.49,"5,000","16,946","53,400","55,300","12,408",3.53,"5,000","55,800","2,320","7,610",865,4.74,"5,000","53,300","1,326","8,629","34,279","10,076","5,000","1,800"
422,TIGER 우량회사채액티브,"117,005",하락,365,-0.31%,0,"40,684","4,766","117,000","4,770",N/A,N/A,0,"13,921","117,400","117,005",N/A,N/A,0,"117,400","14,101",N/A,N/A,0.00,0,"116,970","14,047","4,077",N/A,N/A,0,N/A
423,TIGER 미국달러SOFR금리액티브(합성),"56,695",하락,105,-0.18%,0,"9,560",543,"56,670","4,764",N/A,N/A,0,"7,031","56,800","56,695",N/A,N/A,0,"56,970","24,514",N/A,N/A,0.01,0,"56,695","29,338","8,402",N/A,N/A,0,N/A
424,아모레퍼시픽우,"45,000",상승,600,+1.35%,500,"52,135","2,341","45,000","4,751",N/A,4.97,500,"71,045","44,450","45,050",N/A,N/A,500,"45,550","2,258",N/A,N/A,47.61,500,"44,300","1,131","10,558",N/A,"9,057",500,N/A
425,TIGER 미국테크TOP10타겟커버드콜,"12,665",상승,185,+1.48%,0,"238,731","3,030","12,660","4,749",N/A,N/A,0,"134,560","12,670","12,665",N/A,N/A,0,"12,720","138,623",N/A,N/A,0.01,0,"12,665","207,715","37,500",N/A,N/A,0,N/A
426,화승엔터프라이즈,"7,750",상승,20,+0.26%,500,"129,771","1,006","7,750","4,696",826,13.48,500,"109,355","7,790","7,770","15,376",537.00,500,"7,840","21,887","9,739",344,6.66,500,"7,710","6,598","60,589","16,096",575,500,45
427,한국금융지주우,"79,300",상승,"3,800",+5.03%,"5,000","62,193","4,924","79,300","4,646",N/A,4.70,"5,000","57,030","76,200","79,400",N/A,N/A,"5,000","79,900","1,210",N/A,N/A,14.84,"5,000","76,200","11,646","5,858",N/A,"16,883","5,000",N/A
428,TIMEFOLIO 글로벌AI인공지능액티브,"26,660",상승,"1,195",+4.69%,0,"310,019","8,269","26,655","4,602",N/A,N/A,0,"139,250","26,415","26,660",N/A,N/A,0,"26,735","2,452",N/A,N/A,0.09,0,"26,415","40,453","17,260",N/A,N/A,0,N/A
429,남양유업,"74,900",상승,"1,200",+1.63%,500,"17,444","1,298","74,900","4,592",-98,94.69,500,"8,991","74,000","75,100","7,242",86.28,500,"75,600",256,924,2,7.50,500,"73,000","1,056","6,131","9,528",791,500,100
430,아세아시멘트,"12,290",상승,670,+5.77%,500,"153,321","1,849","12,280","4,590","1,408",7.19,500,"63,022","11,670","12,290","21,954",-4.18,500,"12,290",520,"10,890",801,6.31,500,"11,670","5,335","37,347","11,103","1,709",500,260
431,삼성 레버리지 WTI원유 선물 ETN,"1,134",상승,27,+2.44%,0,"3,202,737","3,640","1,133","4,581",N/A,N/A,0,"8,532,463","1,138","1,134",N/A,N/A,0,"1,140","5,992,506",N/A,N/A,0.00,0,"1,130","9,208,032","404,000",N/A,N/A,0,N/A
432,현대차증권,"7,390",상승,420,+6.03%,"5,000","1,111,221","8,244","7,390","4,569",547,9.09,"5,000","479,080","7,090","7,400","119,920",-16.08,"5,000","7,570","25,552","106,899",362,4.45,"5,000","7,090","18,191","61,833","17,956",813,"5,000",153
433,KODEX 미국반도체,"23,325",상승,"1,025",+4.60%,0,"156,387","3,654","23,320","4,560",N/A,N/A,0,"145,640","23,420","23,325",N/A,N/A,0,"23,430","60,747",N/A,N/A,0.09,0,"23,300","111,071","19,550",N/A,N/A,0,N/A
434,코오롱,"36,100",상승,"2,100",+6.18%,"5,000","929,150","33,394","36,050","4,558",-896,3.16,"5,000","496,823","35,100","36,100","70,405",-190.15,"5,000","38,000","3,119","46,926","1,576",6.07,"5,000","34,600","20,440","12,626","60,284","11,430","5,000",550
435,KODEX 200타겟위클리커버드콜,"10,085",상승,235,+2.39%,0,"2,095,614","21,050","10,080","4,538",N/A,N/A,0,"1,654,918","9,970","10,085",N/A,N/A,0,"10,090","202,603",N/A,N/A,0.02,0,"9,955","156,928","45,000",N/A,N/A,0,N/A
436,TCC스틸,"17,230",상승,200,+1.17%,"1,000","86,920","1,512","17,230","4,517",123,21.04,"1,000","85,714","17,130","17,250","5,740",9.08,"1,000","17,700","3,321","3,149",202,8.26,"1,000","17,130",889,"26,214","5,821",819,"1,000",100
437,KODEX 코스피,"28,315",상승,790,+2.87%,0,"433,460","12,176","28,295","4,516",N/A,N/A,0,"268,860","27,870","28,315",N/A,N/A,0,"28,315","18,769",N/A,N/A,0.42,0,"27,820","14,948","15,950",N/A,N/A,0,N/A
438,동아에스티,"48,150",상승,150,+0.31%,"5,000","13,991",673,"48,100","4,503",-250,-566.47,"5,000","15,548","48,300","48,150","13,917",-323.66,"5,000","48,400","2,419","6,829",-232,17.92,"5,000","47,850","1,268","9,353","6,979",-85,"5,000",785
439,DS단석,"25,450",상승,550,+2.21%,500,"111,947","2,858","25,450","4,475",122,-81.05,500,"84,140","25,350","25,500","7,358",-84.01,500,"25,850","7,040","4,528",-103,1.95,500,"25,200","11,961","17,584","9,617",-314,500,N/A
440,ACE 200,"37,280",상승,"1,020",+2.81%,0,"112,929","4,197","37,280","4,474",N/A,N/A,0,"160,629","36,805","37,285",N/A,N/A,0,"37,315","7,092",N/A,N/A,10.94,0,"36,805","39,823","12,000",N/A,N/A,0,N/A
441,동국제강,"9,010",상승,200,+2.27%,"5,000","149,120","1,344","9,010","4,470","1,025",54.94,"5,000","157,941","8,750","9,020","31,940",-56.49,"5,000","9,130","1,797","14,922",348,26.31,"5,000","8,740","9,515","49,608","35,275",164,"5,000",600
442,디아이,"15,720",상승,800,+5.36%,500,"529,628","8,407","15,710","4,449",31,56.96,500,"341,391","15,350","15,720","3,196",-49.81,500,"16,200","7,999","1,519",28,8.94,500,"15,340","14,220","28,300","2,140",276,500,100
443,콜마홀딩스,"12,950",상승,820,+6.76%,500,"862,489","11,108","12,950","4,441",381,22.64,500,"294,484","12,620","12,960","12,914",125.94,500,"13,300","6,054","4,763",334,19.17,500,"12,400","12,060","34,296","6,767",572,500,200
444,세아제강,"156,500",상승,"4,600",+3.03%,"5,000","38,061","5,931","156,500","4,439","2,029",3.64,"5,000","91,957","151,000","156,800","18,238",N/A,"5,000","158,900",199,"7,113","1,371",8.80,"5,000","151,000",218,"2,836","18,094","43,046","5,000","7,000"
445,NICE,"11,890",하락,20,-0.17%,500,"283,377","3,407","11,890","4,415","1,743",9.03,500,"57,168","12,100","11,900","35,219",79.68,500,"12,300","4,711","21,291","1,009",11.40,500,"11,860","5,799","37,128","30,383","1,317",500,500
446,KODEX 자동차,"17,130",상승,170,+1.00%,0,"188,029","3,217","17,130","4,402",N/A,N/A,0,"413,633","16,995","17,155",N/A,N/A,0,"17,190","37,896",N/A,N/A,0.16,0,"16,995","20,708","25,700",N/A,N/A,0,N/A
447,티웨이항공,"2,040",상승,5,+0.25%,500,"321,293",655,"2,035","4,394",-123,-2.77,500,"330,516","2,010","2,040","15,624",-108.80,500,"2,060","134,603","14,802",-659,1.45,500,"2,010","61,064","215,379","15,368",-736,500,N/A
448,부국증권,"42,200",상승,"7,800",+22.67%,"5,000","543,349","23,267","42,150","4,376",367,18.23,"5,000","32,381","35,050","42,200","16,514",-46.93,"5,000","44,700","1,034","8,811",310,1.54,"5,000","35,050","1,366","10,370","7,792","2,315","5,000","1,500"
449,명신산업,"8,320",상승,210,+2.59%,500,"86,997",713,"8,300","4,366","1,481",4.06,500,"95,343","8,050","8,320","12,103",-28.83,500,"8,320","2,256","5,128","1,291",7.20,500,"8,050","2,057","52,470","15,738","2,048",500,150
450,쏘카,"13,290",하락,210,-1.56%,100,"7,447",99,"13,290","4,365",-98,-24.52,100,"3,873","13,500","13,340","6,315",-1.14,100,"13,520","1,036","4,480",-310,0.98,100,"13,280",321,"32,842","4,318",-542,100,N/A
451,한세실업,"10,900",상승,180,+1.68%,500,"169,148","1,843","10,900","4,360","1,422",8.83,500,"184,409","10,760","10,910","14,245",-15.47,500,"10,960","8,290","7,149",584,3.62,500,"10,760","3,124","40,000","17,978","1,235",500,500
452,KODEX 인도Nifty50,"13,440",하락,90,-0.67%,0,"212,576","2,866","13,435","4,355",N/A,N/A,0,"128,894","13,530","13,440",N/A,N/A,0,"13,530","15,886",N/A,N/A,0.04,0,"13,430","43,995","32,400",N/A,N/A,0,N/A
453,신성통상,"3,025",상승,60,+2.02%,500,"559,581","1,679","3,015","4,347","1,218",6.66,500,"590,266","3,010","3,025","11,626",-15.22,500,"3,060","39,396","6,780",737,0.66,500,"2,925","78,029","143,708","15,079",454,500,N/A
454,스틱인베스트먼트,"10,400",상승,210,+2.06%,500,"141,415","1,442","10,390","4,335",134,46.43,500,"137,278","10,100","10,400","2,647",-59.46,500,"10,500","2,185",159,93,26.31,500,"10,030","10,866","41,678",795,224,500,250
455,KODEX 미국나스닥100(H),"16,850",상승,370,+2.25%,0,"186,217","3,136","16,845","4,314",N/A,N/A,0,"216,442","16,845","16,850",N/A,N/A,0,"16,870","98,032",N/A,N/A,0.34,0,"16,820","118,905","25,600",N/A,N/A,0,N/A
456,RISE KIS국고채30년Enhanced,"80,100",하락,"2,890",-3.48%,0,"118,050","9,493","80,090","4,299",N/A,N/A,0,"24,446","82,665","80,100",N/A,N/A,0,"82,665","6,263",N/A,N/A,0.02,0,"79,640","17,675","5,367",N/A,N/A,0,N/A
457,TIGER 27-04회사채(A+이상)액티브,"53,285",하락,25,-0.05%,0,"22,859","1,218","53,280","4,296",N/A,N/A,0,"14,918","53,310","53,285",N/A,N/A,0,"53,330","71,573",N/A,N/A,0.02,0,"53,270","98,434","8,062",N/A,N/A,0,N/A
458,코람코라이프인프라리츠,"4,405",하락,10,-0.23%,500,"232,521","1,030","4,400","4,288",356,11.38,500,"87,483","4,470","4,405","12,792",96.73,500,"4,475","12,818","7,776",238,1.35,500,"4,395","24,733","97,335",485,387,500,418
459,TIGER 미국S&P500(H),"14,220",상승,240,+1.72%,0,"96,574","1,373","14,215","4,287",N/A,N/A,0,"92,850","14,250","14,220",N/A,N/A,0,"14,255","30,817",N/A,N/A,0.09,0,"14,200","27,093","30,150",N/A,N/A,0,N/A
460,RISE 미국30년국채엔화노출(합성 H),"8,205",하락,75,-0.91%,0,"899,018","7,395","8,200","4,254",N/A,N/A,0,"931,937","8,280","8,205",N/A,N/A,0,"8,285","394,294",N/A,N/A,0.05,0,"8,190","270,664","51,850",N/A,N/A,0,N/A
461,삼성FN리츠,"4,655",상승,35,+0.76%,500,"124,194",576,"4,645","4,238",78,160.52,500,"54,156","4,620","4,655","8,768",24.55,500,"4,670","6,827","4,607",26,0.16,500,"4,610","18,628","91,050",115,29,500,73
462,YG PLUS,"6,630",상승,200,+3.11%,500,"1,591,687","10,442","6,630","4,205",-7,52.20,500,"1,520,618","6,550","6,640","2,378",-103.45,500,"6,730","42,227",686,20,2.29,500,"6,400","54,703","63,429","1,849",127,500,N/A
463,BGF,"4,365",상승,245,+5.95%,"1,000","658,502","2,847","4,365","4,178",552,4.80,"1,000","455,307","4,225","4,370","23,010",-8.82,"1,000","4,415","5,549","3,199",948,2.16,"1,000","4,190","31,887","95,717","4,341",909,"1,000",130
464,드림텍,"6,060",상승,100,+1.68%,100,"108,511",661,"6,060","4,175",236,-356.47,100,"102,018","5,990","6,100","9,081",-30.82,100,"6,160","12,651","3,930",127,57.10,100,"5,990","11,920","68,890","11,727",-17,100,200
465,비에이치,"12,090",상승,120,+1.00%,500,"116,139","1,408","12,090","4,167",871,15.28,500,"216,247","12,090","12,100","13,199",2.67,500,"12,210","13,534","5,790",776,10.67,500,"12,060","5,399","34,464","17,544",791,500,250
466,KB스타리츠,"4,100",상승,100,+2.50%,500,"243,572",988,"4,095","4,158",266,21.93,500,"77,032","3,995","4,100","10,667",-50.14,500,"4,135","4,825","6,842",190,0.28,500,"3,995","19,109","101,414",382,187,500,180
467,신대양제지,"10,300",상승,580,+5.97%,500,"98,314",998,"10,280","4,151",293,14.21,500,"50,338","9,740","10,300","8,759",-49.95,500,"10,400","1,408","1,838",333,2.78,500,"9,740","4,450","40,298","6,585",725,500,200
468,KIWOOM 종합채권(AA-이상)액티브,"108,935",하락,565,-0.52%,0,173,18,"108,890","4,110",N/A,N/A,0,225,"109,295","108,920",N/A,N/A,0,"109,295","10,025",N/A,N/A,0.00,0,"108,850","12,000","3,773",N/A,N/A,0,N/A
469,조광피혁,"61,600",상승,"4,000",+6.94%,"5,000","15,080",921,"61,300","4,096",72,35.20,"5,000","3,273","58,500","61,600","6,188",13.90,"5,000","62,700",421,754,126,0.53,"5,000","58,500","1,072","6,649",902,"1,750","5,000",N/A
470,세아홀딩스,"102,300",상승,"3,700",+3.75%,"5,000","2,707",273,"101,500","4,092",992,12.77,"5,000","1,865","98,700","102,300","61,055",-50.60,"5,000","102,500",186,"29,554",342,1.17,"5,000","98,600",273,"4,000","60,168","8,013","5,000","4,000"
471,KODEX 국고채10년액티브,"113,460",하락,825,-0.72%,0,"40,271","4,572","113,440","4,057",N/A,N/A,0,"51,221","114,055","113,460",N/A,N/A,0,"114,055","18,070",N/A,N/A,0.00,0,"113,300","18,001","3,576",N/A,N/A,0,N/A
472,맵스리얼티1,"4,360",상승,10,+0.23%,0,"97,922",426,"4,360","4,048",N/A,N/A,0,"89,407","4,350","4,375",N/A,N/A,0,"4,375","28,923",N/A,N/A,2.56,0,"4,335","30,778","92,834",N/A,N/A,0,N/A
473,TIGER 2차전지소재Fn,"3,250",상승,50,+1.56%,0,"2,231,283","7,324","3,250","4,025",N/A,N/A,0,"2,111,303","3,255","3,255",N/A,N/A,0,"3,345","134,933",N/A,N/A,0.57,0,"3,235","186,863","123,850",N/A,N/A,0,N/A
474,KODEX 미국배당커버드콜액티브,"11,255",상승,80,+0.72%,0,"604,578","6,828","11,250","4,018",N/A,N/A,0,"444,801","11,185","11,255",N/A,N/A,0,"11,345","100,399",N/A,N/A,0.01,0,"11,175","72,697","35,700",N/A,N/A,0,N/A
475,넥스틸,"15,420",상승,230,+1.51%,500,"936,054","14,463","15,410","4,010",632,7.34,500,"1,341,707","14,720","15,420","6,918",-59.83,500,"15,900","3,505","2,269",347,0.91,500,"14,700","14,691","26,002","5,524","2,100",500,250
476,영진약품,"2,190",상승,20,+0.92%,500,"256,928",560,"2,190","4,005",87,-219.00,500,"286,896","2,195","2,195","2,343",179.79,500,"2,200","66,767","1,445",12,3.02,500,"2,160","25,086","182,893","2,520",-10,500,N/A
477,애경산업,"15,080",상승,80,+0.53%,"1,000","39,918",600,"15,060","3,983",468,11.69,"1,000","48,651","15,110","15,080","4,994",-24.40,"1,000","15,190","1,893",987,425,3.05,"1,000","14,920",770,"26,410","6,791","1,290","1,000",580
478,대한제강,"16,950",상승,240,+1.44%,"1,000","13,120",221,"16,840","3,969",103,10.92,"1,000","21,400","16,950","16,950","11,498",-90.62,"1,000","17,060",978,"2,538",400,4.58,"1,000","16,760","2,126","23,414","12,245","1,552","1,000",500
479,더본코리아,"26,900",상승,550,+2.09%,500,"45,888","1,235","26,850","3,964",360,10.38,500,"38,149","26,750","26,900","3,527",40.75,500,"27,200","2,974",851,310,0.80,500,"26,550","10,755","14,737","4,642","2,591",500,300
480,사조대림,"43,000",상승,"3,000",+7.50%,"5,000","67,381","2,847","42,950","3,941","1,330",5.59,"5,000","38,385","41,000","43,000","21,236",3.41,"5,000","43,400",770,"12,850",958,2.67,"5,000","40,650","2,205","9,164","26,430","7,690","5,000",300
481,HL홀딩스,"41,900",상승,"2,250",+5.67%,"5,000","69,213","2,861","41,850","3,940",904,-20.04,"5,000","39,113","39,900","41,900","23,708",-1.88,"5,000","42,100",638,"13,062",198,10.16,"5,000","39,900","2,673","9,404","13,711","-2,091","5,000","2,000"
482,KODEX 미국AI테크TOP10타겟커버드콜,"10,160",상승,200,+2.01%,0,"313,751","3,195","10,155","3,912",N/A,N/A,0,"243,508","10,125","10,160",N/A,N/A,0,"10,200","235,116",N/A,N/A,0.02,0,"10,125","293,296","38,500",N/A,N/A,0,N/A
483,신한 레버리지 WTI원유 선물 ETN(H),782,상승,20,+2.62%,0,"1,572,217","1,228",781,"3,910",N/A,N/A,0,"2,912,854",782,782,N/A,N/A,0,785,"5,743,607",N/A,N/A,0.00,0,778,"6,708,690","500,000",N/A,N/A,0,N/A
484,KIWOOM 200,"37,055",상승,"1,040",+2.89%,0,"167,709","6,160","37,035","3,891",N/A,N/A,0,"154,678","36,555","37,055",N/A,N/A,0,"37,065","21,213",N/A,N/A,0.00,0,"36,545","22,100","10,500",N/A,N/A,0,N/A
485,흥아해운,"1,617",상승,38,+2.41%,500,"1,736,904","2,794","1,617","3,888",275,10.17,500,"3,823,671","1,586","1,618","4,436",12.12,500,"1,620","72,487","2,095",400,1.76,500,"1,586","105,418","240,425","1,880",159,500,N/A
486,신세계인터내셔날,"10,860",상승,380,+3.63%,"1,000","170,530","1,837","10,860","3,838",268,15.78,"1,000","164,606","10,550","10,870","13,331",-44.93,"1,000","10,890","4,591","4,866",327,5.79,"1,000","10,480","3,267","35,343","13,086",688,"1,000",400
487,대상홀딩스,"10,570",상승,480,+4.76%,"1,000","480,992","5,027","10,570","3,828","1,840",30.29,"1,000","220,484","10,260","10,580","44,186",60.56,"1,000","10,650","35,553","27,476",799,7.52,"1,000","10,130","12,365","36,213","53,579",349,"1,000",270
488,TIGER 은행고배당플러스TOP10,"16,800",상승,905,+5.69%,0,"1,147,506","18,957","16,795","3,788",N/A,N/A,0,"1,139,165","16,035","16,800",N/A,N/A,0,"16,800","77,616",N/A,N/A,0.08,0,"16,035","1,056","22,550",N/A,N/A,0,N/A
489,TIGER 미국나스닥100커버드콜(합성),"9,770",상승,70,+0.72%,0,"161,757","1,582","9,770","3,786",N/A,N/A,0,"112,360","9,795","9,775",N/A,N/A,0,"9,805","33,561",N/A,N/A,0.00,0,"9,715","86,424","38,750",N/A,N/A,0,N/A
490,수산인더스트리,"26,450",하락,400,-1.49%,200,"127,029","3,335","26,400","3,779",435,9.64,200,"234,062","26,000","26,450","6,238",-13.40,200,"26,850","10,101","1,054",394,2.79,200,"25,600","4,589","14,286","3,168","2,745",200,800
491,한섬,"16,780",상승,750,+4.68%,500,"230,991","3,842","16,760","3,765",635,10.05,500,"80,522","16,100","16,780","17,462",-36.83,500,"16,820","1,101","3,401",433,23.29,500,"16,000","8,002","22,438","14,853","1,670",500,750
492,RISE 200위클리커버드콜,"8,440",상승,160,+1.93%,0,"1,325,616","11,153","8,435","3,735",N/A,N/A,0,"727,051","8,370","8,440",N/A,N/A,0,"8,440","103,131",N/A,N/A,0.01,0,"8,370","225,279","44,250",N/A,N/A,0,N/A
493,현대코퍼레이션,"28,150",상승,"1,800",+6.83%,"5,000","174,777","4,864","28,150","3,724","1,335",3.38,"5,000","67,740","26,800","28,200","20,623",34.43,"5,000","28,450","1,400","14,070","1,210",12.61,"5,000","26,250","10,672","13,229","69,957","8,330","5,000",700
494,한전산업,"11,400",상승,80,+0.71%,500,"165,218","1,865","11,390","3,716",161,32.39,500,"118,701","11,320","11,400","2,200",-38.00,500,"11,500","5,847","1,044",116,2.53,500,"11,120","2,283","32,600","3,675",352,500,367
495,ACE 미국S&P500채권혼합액티브,"12,545",상승,50,+0.40%,0,"127,296","1,600","12,535","3,713",N/A,N/A,0,"198,308","12,495","12,545",N/A,N/A,0,"12,615","36,146",N/A,N/A,0.01,0,"12,495","47,311","29,600",N/A,N/A,0,N/A
496,지누스,"16,650",하락,90,-0.54%,500,"134,874","2,220","16,600","3,705",-54,14.66,500,"87,378","16,700","16,650","11,922",-129.69,500,"16,790","1,130","5,195",-68,10.15,500,"16,220","2,304","22,255","9,204","1,136",500,90
497,제주은행,"9,720",상승,450,+4.85%,"5,000","262,117","2,525","9,720","3,674",114,30.00,"5,000","192,237","9,360","9,730","74,448",335.46,"5,000","9,730","5,742","68,547",104,2.42,"5,000","9,340","22,552","37,799","3,797",324,"5,000",100
498,엘브이엠씨홀딩스,"1,899",상승,43,+2.32%,0,"504,312",953,"1,899","3,670",164,271.29,0,"359,159","1,880","1,900","7,388",205.09,0,"1,918","9,095","2,678",42,11.09,0,"1,852","6,656","193,240","2,957",7,0,0
499,HANARO 200,"37,230",상승,"1,030",+2.85%,0,"245,737","9,055","37,225","3,667",N/A,N/A,0,"37,593","36,635","37,230",N/A,N/A,0,"37,230","53,751",N/A,N/A,20.57,0,"36,635","74,495","9,850",N/A,N/A,0,N/A
500,남해화학,"7,380",상승,70,+0.96%,"1,000","355,152","2,641","7,380","3,666",363,14.82,"1,000","202,648","7,490","7,390","7,738",228.08,"1,000","7,540","14,130","2,391",215,3.61,"1,000","7,290","5,575","49,679","15,191",498,"1,000",80
