N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
16,에스엠,"135,300",상승,300,+0.22%,500,"18,930","2,545","134,900","30,977",873,12.43,"161,661","135,600","135,000","14,191",-23.06,2.64,"136,300","1,514","5,900",8,25.80,0.06,"133,200",405,"22,895","9,897","10,881",3.41,400,2.98
17,젬백스,"69,700",상승,300,+0.43%,500,"31,532","2,221","70,900","28,860",-383,-45.29,"121,378","69,600","71,000","1,507",-387.24,-127.30,"71,600","1,404","1,217",-872,6.34,-61.01,"69,100","5,025","41,406",627,"-1,539",68.25,0,-13.18
18,펄어비스,"42,350",하락,450,-1.05%,100,"31,967","1,353","42,200","27,209",-123,56.62,"262,019","42,800","42,250","11,428",24.82,7.88,"43,000","2,275","3,368",603,7.60,5.12,"42,100","2,721","64,248","3,424",748,3.22,N/A,2.67
19,JYP Ent.,"75,200",하락,400,-0.53%,500,"55,796","4,202","75,600","26,720","1,283",19.73,"301,041","75,700","75,700","6,788",-24.30,22.41,"76,100","10,009","1,959",977,22.60,15.63,"74,700","6,748","35,532","6,018","3,811",4.68,534,6.23
20,HPSP,"28,100",하락,100,-0.35%,500,"65,675","1,856","28,400","23,463",939,29.15,"415,271","28,500","28,450","3,199",-1.32,31.09,"28,550","9,674",420,863,21.90,26.94,"28,000","6,716","83,499","1,814",964,9.19,600,1.29
21,셀트리온제약,"50,600",상승,"1,000",+2.02%,500,"50,868","2,586","50,900","22,101",372,80.70,"53,821","49,700","51,000","6,695",3.19,5.68,"51,500","3,805","2,725",220,4.62,3.35,"49,700","9,061","43,679","4,778",627,5.47,24,22.90
22,신성델타테크,"72,100",하락,"1,100",-1.50%,500,"69,677","5,127","73,600","19,816",272,"-1,567.39","251,213","73,700","73,800","7,741",-9.01,-0.48,"75,400","3,109","4,568",74,6.76,1.02,"71,700","2,522","27,484","9,097",-46,9.35,120,9.12
23,파크시스템스,"281,500",보합,0,0.00%,500,"2,807",792,"282,000","19,677",385,35.72,"25,425","283,500","282,500","2,743",39.80,25.83,"284,500",473,864,428,33.23,17.99,"279,500",436,"6,990","1,751","7,881",9.73,500,20.89
24,이오테크닉스,"155,000",상승,"1,400",+0.91%,500,"22,721","3,519","154,600","19,095",312,40.95,"85,814","154,400","154,700","6,530",0.84,7.43,"156,400",426,500,427,20.48,6.75,"152,600",708,"12,320","3,209","3,785",3.09,500,1.46
25,보로노이,"99,100",상승,"4,400",+4.65%,500,"45,093","4,365","96,100","18,223",-179,-44.80,"133,955","94,900","96,300",640,-65.09,-96.66,"99,800",245,297,-199,4.25,-38.23,"92,700","1,083","18,388",98,"-2,212",33.61,0,-33.93
26,씨젠,"33,900",상승,100,+0.30%,500,"44,166","1,499","34,150","17,705",-165,166.18,"292,278","33,850","34,200","12,053",45.17,-2.03,"34,300","4,117","2,238",-203,16.53,-1.65,"33,600","10,021","52,226","4,143",204,1.56,800,12.76
27,네이처셀,"27,300",상승,300,+1.11%,500,"111,955","3,076","27,250","17,591",6,"-9,100.00","330,668","27,000","27,300",720,105.82,1.95,"28,000","5,327",74,12,7.41,1.75,"26,800","5,070","64,435",323,-3,27.66,0,67.09
28,CJ ENM,"78,400",하락,"1,400",-1.75%,"5,000","23,413","1,869","79,600","17,192","1,045",-3.12,"167,153","81,900","79,900","93,166",815.59,-16.69,"81,900","1,757","56,386","-5,808",17.07,-6.03,"78,400","1,411","21,929","52,314","-25,100",0.60,N/A,19.76
29,와이지엔터테인먼트,"89,500",보합,0,0.00%,500,"20,350","1,816","89,500","16,728",-206,71.66,"342,746","89,300","89,600","7,343",-123.65,3.90,"90,200","1,660","1,311",200,15.44,2.71,"88,500","1,389","18,691","3,649","1,249",3.42,250,-35.88
30,케어젠,"30,700",상승,450,+1.49%,100,"9,495",290,"30,600","16,490",342,52.84,"78,038","30,300","30,750","2,407",-15.18,14.35,"30,800","2,395",177,323,5.05,13.24,"29,900",721,"53,715",826,581,7.08,640,4.26
31,스튜디오드래곤,"54,200",하락,500,-0.91%,500,"28,996","1,580","54,200","16,292",364,104.03,"227,115","55,500","54,300","9,255",-34.86,4.63,"56,000","1,747","1,859",335,12.84,3.32,"53,900","1,117","30,058","5,501",521,2.21,N/A,-26.96
32,에스티팜,"80,200",상승,"2,900",+3.75%,500,"58,373","4,676","79,800","16,163",277,53.86,"55,054","78,600","79,900","7,219",-17.36,7.82,"81,800","1,533","2,189",325,5.94,4.65,"78,500","3,481","20,153","2,738","1,489",3.27,500,-3.94
33,동진쎄미켐,"30,850",하락,50,-0.16%,500,"36,113","1,115","30,900","15,861","2,082",10.33,"353,889","30,950","30,950","20,170",18.19,17.17,"31,100","8,733","9,966","1,435",9.81,7.92,"30,650","11,882","51,414","14,081","2,986",1.55,200,7.50
34,디앤디파마텍,"142,200",하락,300,-0.21%,500,"92,087","13,235","144,800","15,283",-250,-45.07,"459,689","146,900","145,100",975,-85.50,-49.03,"147,800",452,279,-295,4.43,-33.37,"140,000",524,"10,747",114,"-3,155",23.82,0,-38.77
35,주성엔지니어링,"31,550",하락,100,-0.32%,500,"48,569","1,543","31,900","14,913",972,12.67,"262,929","31,900","32,000","9,868",235.88,19.76,"32,150","6,287","4,202","1,068",17.32,11.92,"31,450","12,134","47,268","4,094","2,491",2.48,287,43.78
36,지아이이노베이션,"24,200",상승,500,+2.11%,500,"143,621","3,494","24,500","14,911",-483,-22.43,"998,060","24,500","24,550",458,9.46,-116.69,"24,900","12,590",167,-588,4.98,-92.49,"23,750","21,146","61,614",0,"-1,079",11.90,0,-99.54
37,카카오게임즈,"17,710",상승,150,+0.85%,100,"229,228","4,154","17,960","14,676",191,-11.03,"439,913","18,470","18,000","31,732",-74.60,-7.96,"18,480","2,343","16,949","-1,281",11.05,-3.86,"17,710","1,664","82,866","6,272","-1,606",1.10,N/A,-13.58
38,브이티,"39,450",상승,"1,000",+2.60%,500,"377,825","14,895","39,300","14,122","1,109",13.54,"647,893","39,100","39,350","3,596",143.48,56.07,"39,950","11,732","1,189","1,040",10.50,33.75,"38,800","20,908","35,798","4,317","2,914",5.69,N/A,46.09
39,루닛,"46,950",하락,100,-0.21%,500,"223,370","10,620","48,600","13,686",-677,-19.64,"593,243","46,950","48,650","4,350",-60.30,-41.21,"48,850","8,289","2,702",-824,8.81,-23.45,"45,500","4,465","29,150",542,"-2,390",7.92,0,116.03
40,비에이치아이,"43,600",하락,"2,200",-4.80%,500,"261,570","11,504","44,100","13,492",219,60.56,"547,414","45,350","44,200","5,248",45.34,20.64,"45,350","11,795","4,083",196,16.80,4.12,"42,675","3,882","30,944","4,047",720,10.85,N/A,10.16
41,디어유,"56,700",상승,300,+0.53%,500,"29,129","1,637","56,600","13,460",254,65.17,"339,024","56,800","56,700","2,203",N/A,N/A,"56,900","4,651",243,244,6.05,N/A,"55,700","1,171","23,738",749,870,6.83,215,N/A
42,솔브레인,"168,800",하락,500,-0.30%,500,"2,324",393,"169,500","13,130","1,679",12.68,"11,811","169,300","170,200","11,682",25.82,12.47,"170,500",122,"1,309","1,196",31.61,11.06,"168,000",156,"7,779","8,634","13,317",1.25,"2,300",2.29
43,테크윙,"34,050",상승,250,+0.74%,500,"103,252","3,530","34,500","12,719",234,-91.04,"421,963","33,950","34,550","5,062",640.74,-10.25,"34,650","5,808","3,179",-220,10.58,-4.43,"33,650","13,359","37,354","1,855",-374,6.63,130,38.85
44,원익IPS,"25,850",상승,150,+0.58%,500,"21,063",545,"25,900","12,688",106,32.97,"119,571","25,750","25,950","11,241",158.88,2.37,"26,050","6,298","2,367",207,25.15,1.88,"25,500","4,007","49,084","7,482",784,1.43,50,8.38
45,메지온,"41,700",상승,600,+1.46%,500,"45,435","1,901","41,750","12,513",-143,-54.58,"107,341","40,750","41,850",740,1.31,-36.23,"42,450",896,279,-195,21.83,-23.45,"40,750","2,557","30,007",86,-764,28.93,0,-72.85
46,카페24,"50,900",하락,"2,000",-3.78%,500,"124,023","6,366","51,900","12,345",319,41.58,"1,689,090","52,000","52,100","3,423","1,978.14",13.40,"52,300","7,885","1,267",235,22.22,7.08,"50,500","7,544","24,253","3,025","1,224",5.62,N/A,11.58
47,HK이노엔,"42,500",상승,100,+0.24%,500,"33,030","1,411","42,800","12,040",882,17.57,"162,002","42,650","42,850","18,896",33.82,5.02,"43,100","2,763","6,382",616,10.28,3.30,"42,400","5,150","28,330","8,971","2,419",0.96,350,8.23
48,메디톡스,"163,900",상승,900,+0.55%,500,"4,787",785,"164,100","11,962",203,57.07,"20,242","163,500","164,300","6,152",17.47,3.62,"165,500",220,"1,444",161,12.23,2.62,"162,700",581,"7,298","2,286","2,872",2.49,"1,100",3.39
49,엔켐,"55,800",하락,500,-0.89%,500,"61,187","3,436","56,300","11,826",-653,-5.44,"405,443","56,800","56,400","11,269","-2,244.05",-156.31,"57,000","2,019","6,601","-5,712",6.29,-57.41,"55,200","3,217","21,194","3,657","-10,265",2.26,N/A,-13.89
50,티씨케이,"99,700",하락,500,-0.50%,500,"2,667",267,"100,100","11,640",807,15.33,"17,340","99,900","100,700","5,635",21.06,14.78,"101,700",828,473,720,64.53,13.60,"98,600",323,"11,675","2,757","6,503",2.28,"1,410",21.65
51,서진시스템,"20,100",하락,250,-1.23%,500,"65,826","1,327","20,250","11,306","1,087",22.84,"168,762","20,350","20,300","21,032",121.85,12.32,"20,350","17,040","12,276",839,7.63,4.63,"20,000","36,142","56,248","12,138",880,1.30,N/A,55.87
52,ISC,"53,000",하락,500,-0.93%,500,"17,078",914,"53,900","11,234",448,24.58,"100,180","53,800","54,000","5,829",317.11,10.98,"54,100","2,846",597,549,18.38,9.76,"53,000","4,205","21,197","1,745","2,156",2.12,810,24.43
53,위메이드,"32,950",하락,"1,450",-4.22%,500,"69,523","2,315","33,300","11,186",71,5.05,"547,110","34,150","33,350","18,757",106.40,55.57,"34,200","4,918","10,438","1,816",8.43,11.03,"32,750","1,475","33,948","7,119","6,530",2.67,N/A,17.62
54,제이앤티씨,"19,170",하락,400,-2.04%,500,"73,859","1,420","19,330","11,090",-461,-13.24,"423,622","19,570","19,320","6,397",-261.51,-9.65,"19,650","2,230","3,026",-334,2.36,-5.16,"19,000","3,742","57,848","2,732","-1,448",3.43,N/A,-15.52
55,오스코텍,"28,250",상승,"1,000",+3.67%,500,"67,911","1,920","28,300","10,805",-27,"2,825.00","139,738","27,300","28,550","1,708",91.63,0.77,"35,500","1,717",518,-11,2.91,-0.96,"33,700","5,554","30,888",759,-127,15.00,N/A,-1.76
56,하이젠알앤엠,"34,950",상승,"1,100",+3.25%,500,"83,603","2,927","35,000","10,795",-4,-275.20,"102,953","33,700","35,100","1,202",-108.52,-1.92,"28,550","2,087",384,-16,10.07,-1.05,"27,300","5,115","38,248",340,10,8.87,N/A,586.89
57,고영,"15,400",상승,120,+0.79%,100,"248,475","3,836","15,430","10,573",33,62.35,"1,452,590","15,210","15,440","3,779",-83.69,6.68,"15,600","3,928",548,210,15.39,5.64,"15,160","11,464","68,655","2,025",247,3.23,140,-10.24
58,SOOP,"91,800",하락,"2,500",-2.65%,500,"14,497","1,339","92,300","10,552","1,135",10.21,"91,962","94,000","92,400","7,157",25.69,30.21,"94,000","1,697","3,333","1,024",35.87,15.83,"91,500",676,"11,495","4,132","8,990",2.50,"1,500",20.10
59,대주전자재료,"67,500",상승,400,+0.60%,500,"19,324","1,309","67,900","10,449",294,27.53,"95,429","67,200","68,000","6,230",372.76,19.30,"68,200","1,889","3,927",364,18.22,7.02,"66,900","2,171","15,481","2,193","2,452",4.36,100,18.56
60,코나아이,"70,900",하락,"10,100",-12.47%,500,"865,984","62,495","72,700","10,325",334,30.97,"822,598","71,300","72,800","4,131",-0.80,16.19,"76,200","18,147","2,153",302,2.67,6.90,"67,600","5,073","14,563","2,363","2,289",5.23,680,-15.67
61,LS마린솔루션,"31,400",상승,900,+2.95%,"1,000","1,268,849","41,717","34,850","10,258",124,62.43,"678,841","31,800","34,900","2,543",N/A,N/A,"34,950",683,461,132,3.76,N/A,"30,775","20,082","32,669","1,303",503,4.78,160,N/A
62,하림지주,"9,140",하락,70,-0.76%,100,"69,425",637,"9,160","10,237","7,655",10.69,"406,466","9,310","9,180","160,790",34.88,0.90,"9,350","7,300","101,370","1,748",9.50,1.19,"9,090","1,940","112,006","122,730",855,0.29,120,1.75
63,원텍,"10,880",하락,190,-1.72%,100,"86,630",948,"11,020","9,731",348,27.68,"676,664","11,040","11,050","1,779",-24.43,25.76,"11,060","3,414",511,291,7.97,17.58,"10,870","3,543","89,439","1,153",393,7.24,50,-0.32
64,넥슨게임즈,"14,340",하락,150,-1.04%,500,"128,561","1,849","14,490","9,444",387,30.13,"571,111","14,510","14,500","4,872",222.40,10.93,"14,540","5,313","1,745",314,4.57,7.36,"14,240","25,909","65,860","2,561",476,2.88,N/A,32.49
65,아난티,"10,620",하락,100,-0.93%,100,"404,253","4,296","10,610","9,412",8,-56.79,"4,314,630","10,620","10,640","16,224",-99.70,-4.56,"10,740","33,100","9,110",-324,6.42,-2.04,"10,540","16,132","88,629","2,852",-187,1.33,N/A,-68.22
66,필옵틱스,"40,700",하락,"1,300",-3.10%,500,"180,913","7,415","41,200","9,314",138,184.16,"626,895","41,950","41,300","3,827",34.40,3.51,"42,000","11,346","1,441",129,0.00,3.11,"40,400","1,672","22,886","4,109",221,6.07,0,36.96
67,덕산네오룩스,"36,600",상승,250,+0.69%,200,"33,631","1,226","36,300","9,088",525,20.04,"149,262","36,200","36,350","4,523",59.39,12.17,"37,050","1,803",533,458,8.76,10.68,"35,950","1,833","24,831","2,123","1,826",2.21,N/A,29.66
68,국일제지,800,보합,0,0.00%,100,0,0,0,"9,019",-13,-88.89,0,0,0,"1,424",19.80,-9.98,0,0,194,-130,0.84,-7.09,0,0,"1,127,406",564,-9,7.32,N/A,6.08
69,태성,"29,400",하락,250,-0.84%,100,"34,825","1,028","29,350","8,967",60,341.86,"304,470","29,800","29,400",796,980.50,16.61,"29,900","5,720",386,60,1.72,8.74,"29,200","5,211","30,501",592,86,6.93,0,77.61
70,유진테크,"38,100",상승,700,+1.87%,500,"38,934","1,483","38,300","8,731",612,13.46,"98,194","37,750","38,400","5,395",151.49,16.85,"38,600","1,608","1,038",654,31.29,13.40,"37,550","2,887","22,916","3,381","2,831",2.07,230,22.25
71,성광벤드,"32,400",하락,"1,150",-3.43%,500,"101,041","3,297","32,650","8,605",420,23.63,"314,016","33,200","32,850","5,631",-6.35,8.01,"33,200","5,106",443,410,23.36,7.36,"32,200","1,424","26,557","2,277","1,371",1.65,200,-10.61
72,유일로보틱스,"74,600",상승,"1,500",+2.05%,500,"48,113","3,612","75,500","8,566",4,162.53,"55,432","73,000","75,600","1,174",106.14,-13.94,"76,300","1,420",224,-91,15.82,-8.91,"72,800","1,871","11,483",352,459,8.88,N/A,19.40
73,로보티즈,"64,000",상승,"7,200",+12.68%,500,"897,546","55,749","61,500","8,456",-30,"1,254.90","706,141","57,200","61,300","1,002",43.88,-3.31,"64,900","11,688",42,-30,6.65,-2.82,"57,200","12,294","13,213",300,51,8.33,0,3.13
74,에스앤에스텍,"38,800",하락,250,-0.64%,500,"13,165",511,"38,950","8,323",295,23.97,"60,513","39,050","39,150","2,970",17.73,13.07,"39,150","1,915",502,303,9.72,10.95,"38,550","1,338","21,451","1,760","1,619",3.18,150,17.09
75,와이씨,"10,130",하락,90,-0.88%,100,"71,921",733,"10,250","8,311",106,97.40,"383,210","10,260","10,240","5,769",23.66,3.48,"10,310","8,856","1,586",129,0.93,2.45,"10,120","5,428","82,045","2,112",104,2.51,N/A,-17.22
76,솔브레인홀딩스,"39,450",하락,600,-1.50%,500,"13,886",559,"40,300","8,270",853,17.48,"109,265","40,400","40,450","19,966",-29.47,4.62,"40,950","1,095","5,055",557,4.95,2.95,"39,450",925,"20,964","5,154","2,257",0.62,220,-22.10
77,HLB테라퓨틱스,"9,710",상승,210,+2.21%,500,"162,367","1,576","9,870","8,192",-76,-29.69,"925,558","9,500","9,910","2,198",12.63,-14.34,"9,900","8,292",379,-235,5.68,-11.16,"9,400","5,078","84,371",549,-327,5.29,0,4.45
78,올릭스,"41,050",상승,50,+0.12%,500,"67,536","2,773","41,400","8,118",-309,-15.86,"569,515","41,700","41,450",712,-70.02,-120.11,"41,950","6,046",528,-407,3.25,-46.71,"40,100","2,283","19,775",57,"-2,589",32.05,0,-66.73
79,동성화인텍,"26,700",하락,500,-1.84%,500,"57,774","1,551","27,000","8,007",540,20.18,"322,911","27,100","27,050","4,555",35.13,21.07,"27,500","11,127","2,530",393,17.82,9.60,"26,500","3,807","29,989","5,974","1,323",3.74,350,11.92
80,에스에프에이,"22,200",하락,300,-1.33%,500,"21,437",480,"22,400","7,972",-484,-9.67,"121,217","22,550","22,450","24,796",-154.44,-7.49,"22,700","3,814","9,572",-321,9.12,-1.21,"22,150","4,182","35,909","20,454","-2,296",0.71,270,9.95
81,하나마이크론,"11,870",하락,30,-0.25%,500,"94,592","1,130","11,960","7,866","1,068",-83.59,"897,160","12,000","11,980","19,446",84.43,-6.99,"12,100","3,333","13,388",-112,10.83,-0.61,"11,830","10,604","66,272","12,507",-142,2.15,70,29.21
82,동국제약,"17,140",상승,110,+0.65%,500,"12,742",218,"17,120","7,693",804,13.37,"128,275","17,110","17,160","9,532",20.26,10.66,"17,190","1,687","2,742",623,14.08,6.95,"17,000","1,378","44,884","8,122","1,282",1.26,200,11.10
83,LS머트리얼즈,"11,370",하락,30,-0.26%,500,"66,839",763,"11,550","7,692",62,247.17,"200,737","11,370","11,570","2,531",-54.33,3.11,"11,570","2,964",460,57,4.17,2.19,"11,220","5,406","67,653","1,421",46,4.19,N/A,3.79
84,레이크머티리얼즈,"11,550",하락,20,-0.17%,100,"41,439",480,"11,670","7,592",222,41.10,"332,951","11,640","11,710","3,513",-24.93,17.38,"11,710","1,501","2,200",210,6.55,6.46,"11,440","4,683","65,731","1,387",281,5.89,50,17.77
85,안랩,"68,100",하락,600,-0.87%,500,"22,139","1,528","69,500","7,577",277,20.35,"205,198","69,200","69,600","4,647",4.77,10.40,"69,700","1,822",959,324,32.49,7.71,"68,100","2,274","11,127","2,606","3,346",1.83,"1,300",8.93
86,피에스케이홀딩스,"34,900",하락,600,-1.69%,500,"30,130","1,061","35,500","7,525",885,8.14,"151,257","35,550","35,650","5,136",228.07,24.80,"35,800","3,756",821,958,4.03,20.94,"34,700","3,462","21,562","2,155","4,289",1.74,700,127.53
87,한글과컴퓨터,"31,050",하락,"2,050",-6.19%,500,"307,512","9,739","31,800","7,508",404,48.29,"1,191,030","32,600","31,900","6,819",18.37,4.06,"32,650","11,652","1,963",140,6.55,2.13,"31,050","7,507","24,180","3,048",643,2.14,410,12.42
88,심텍,"23,350",상승,50,+0.21%,500,"72,619","1,710","23,600","7,438",-470,-14.67,"439,668","23,450","23,700","14,433",46.70,-6.63,"23,950","4,288","9,948",-310,5.52,-2.37,"23,100","14,093","31,854","12,314","-1,592",1.82,100,18.19
89,펌텍코리아,"58,800",상승,"2,200",+3.89%,500,"28,329","1,663","58,500","7,291",484,20.47,"48,677","57,400","58,700","4,076",37.15,12.99,"59,600",485,869,383,15.48,10.04,"57,000","1,326","12,400","3,375","2,873",2.69,420,18.63
90,피엔티,"30,600",상승,50,+0.16%,500,"33,868","1,045","30,900","7,265","1,632",6.64,"132,836","30,600","30,950","16,203",112.19,26.52,"31,050","3,240","9,957","1,422",4.01,8.83,"30,350","4,481","23,743","10,351","4,605",1.24,100,89.78
91,비올,"12,385",상승,15,+0.12%,100,"494,638","6,124","12,380","7,235",361,20.57,"3,114,818","12,370","12,390",981,61.62,44.73,"12,400","2,198,272",92,326,2.35,40.31,"12,370","365,357","58,419",582,602,7.40,20,36.86
92,SAMG엔터,"82,400",상승,"2,500",+3.13%,500,"102,958","8,611","83,400","7,227",-61,-97.86,"175,271","80,400","83,500",974,35.14,-52.24,"85,800","1,459",666,-194,18.84,-19.62,"80,400","3,139","8,771","1,164",-842,18.77,N/A,22.41
93,코미코,"68,600",하락,500,-0.72%,500,"10,086",697,"69,200","7,176","1,125",12.51,"83,579","69,600","69,300","8,003",240.50,23.36,"70,000","2,733","4,246",878,19.15,12.60,"68,400",385,"10,461","5,071","5,483",2.60,"1,000",65.05
94,우리기술투자,"8,450",하락,210,-2.42%,500,"491,636","4,207","8,650","7,098","1,757",4.62,"2,816,478","8,600","8,660","8,038",14.13,24.89,"8,800","19,118","1,376","1,477",2.43,20.59,"8,410","24,469","84,000","1,923","1,830",0.97,N/A,12.60
95,엘앤씨바이오,"28,450",상승,350,+1.25%,500,"34,086",966,"28,400","7,004",25,4.64,"449,636","28,150","28,450","4,756",-68.73,65.41,"28,650","4,211","1,809","1,410",9.41,38.21,"28,000","4,670","24,619",721,"6,131",2.28,50,9.35
96,현대힘스,"19,650",하락,400,-2.00%,500,"75,898","1,501","19,810","6,961",215,38.99,"215,442","20,150","19,850","3,265",48.99,8.07,"20,150","9,479",930,166,0.52,5.74,"19,600","1,202","35,425","2,232",504,2.95,100,17.96
97,HLB생명과학,"5,660",하락,90,-1.57%,500,"59,863",341,"5,730","6,900",-248,-3.42,"1,104,883","5,750","5,760","5,390",-1.17,1.95,"5,760","5,351","1,402",62,9.52,1.29,"5,620","11,781","121,917","1,022","-1,657",2.02,0,4.34
98,우리기술,"4,145",하락,250,-5.69%,500,"23,185,853","102,502","4,470","6,861",6,-90.11,"426,707","44,450","43,900","2,418",39.48,49.72,"44,500","8,947",451,799,9.15,39.92,"42,350","13,007","16,062","2,627","4,539",3.52,"1,000",42.84
99,제룡전기,"42,700",하락,300,-0.70%,500,"184,863","8,032","43,850","6,859",978,9.41,"107,772","60,400","60,200","2,498",15.63,18.41,"61,000","4,131",212,393,9.01,16.72,"59,600",380,"11,230","1,619","3,868",2.63,630,6.30
100,휴메딕스,"61,000",상승,"1,400",+2.35%,500,"14,476",871,"60,100","6,850",431,15.77,"135,827,480","4,500","4,475","2,655",-91.71,-3.33,"4,760","263,446","1,534",-44,6.58,-1.93,"4,030","126,030","165,531",713,-46,6.04,0,12.80
101,아이티센글로벌,"29,350",하락,650,-2.17%,500,"267,243","7,800","29,450","6,811",586,58.00,"1,605,659","29,700","29,550","9,454",91.90,5.79,"30,700","14,467","6,229",361,1.99,4.19,"28,450","3,437","23,205","49,618",506,8.44,N/A,76.26
102,코스메카코리아,"62,500",상승,"3,300",+5.57%,500,"76,351","4,804","62,700","6,675",604,16.04,"138,804","61,000","62,800","5,179",22.80,22.07,"29,850","1,604",348,513,29.27,17.86,"29,100","1,033","22,872","2,108","2,292",2.30,460,19.61
103,비츠로셀,"29,100",하락,650,-2.18%,500,"12,121",357,"29,450","6,656",519,12.70,"134,055","29,800","29,500","3,179",37.73,19.92,"64,100","2,230","2,103",537,11.08,11.30,"60,500","2,073","10,680","5,243","3,897",3.09,100,11.39
104,다우데이타,"17,010",하락,310,-1.79%,500,"56,102",960,"17,100","6,515","12,059",4.50,"281,161","17,240","17,120","577,571",80.54,12.96,"17,320","2,987","512,862","8,659",10.90,1.55,"16,960",309,"38,300","121,361","3,783",0.47,450,17.44
