종목명,현재가,기준월,배당금,수익률(%),배당성향(%),ROE(%),PER(배),PBR(배),과거3년배당금_Max,1년전,2년전,3년전
오상자이엘,3695,24.12,300,8.12,89.07,6.36,10.03,0.61,0,0,0,0
영보화학,4440,24.12,350,7.88,30.26,13.01,3.16,0.38,50,50,50,100
노바텍,17930,24.12,1409,7.86,80.44,10.80,8.95,0.87,500,500,200,143
와이솔,6390,25.03,500,7.82,125.30,3.12,12.99,0.39,250,250,250,250
동국씨엠,6410,25.03,500,7.80,23.40,6.45,2.79,0.17,100,100,0,0
현대차3우B,157000,25.02,12050,7.68,25.13,12.43,4.60,0.51,7050,11450,7050,5050
현대차우,157200,25.02,12050,7.66,25.13,12.43,4.60,0.51,7050,11450,7050,5050
CR홀딩스,5440,24.12,410,7.54,0671.46,00.39,0114.31,0.39,450,410,450,450
현대차2우B,161200,25.02,12100,7.51,25.13,12.43,4.60,0.51,7100,11500,7100,5100
블랙야크아이앤씨,3715,25.03,278,7.48,29.99,40.28,0,0.00,13,0,13,0
케이카,15410,24.12,1150,7.46,126.03,19.09,14.04,2.73,760,760,760,750
마스턴프리미어리츠,1407,25.03,104,7.40,015.23,011.60,03.53,0.45,258,234,258,0
조선내화,13520,24.12,1000,7.40,203.40,2.68,31.46,0.83,0,0,0,0
현대해상,28250,24.03,2063,7.30,28.16,7.38,4.82,0.40,1965,1965,1480,1000
HRS,5480,24.12,400,7.30,42.31,12.74,5.01,0.60,200,200,200,200
유아이엘,3705,24.12,270,7.29,28.64,16.63,3.77,0.56,0,0,0,0
광주신세계,30200,25.03,2200,7.28,36.34,5.58,4.97,0.26,2200,2200,2200,1700
메가스터디,10990,24.12,800,7.28,56.66,5.12,7.91,0.38,850,850,1050,600
아이마켓코리아,8270,24.12,600,7.26,70.04,7.66,9.92,0.70,600,600,600,600
이지스레지던스리츠,4115,24.12,297,7.23,59.56,3.30,13.26,0.45,262,262,262,258
INVENI,55800,25.02,4000,7.17,58.92,6.16,10.41,0.45,8750,8750,2500,2250
케이탑리츠,954,24.12,68,7.13,62.35,5.07,8.86,0.44,95,95,108,38
신한서부티엔디리츠,3510,24.12,248,7.07,70.82,3.96,18.71,0.74,89,290,316,89
스카이라이프,5020,24.12,350,6.97,012.18,021.72,01.65,0.41,350,350,350,350
바이오인프라,5740,24.12,400,6.97,048.94,012.92,07.80,1.13,600,600,0,0
KISCO홀딩스,25950,24.12,1800,6.94,70.13,2.82,9.94,0.21,900,900,600,400
푸른저축은행,9380,24.12,650,6.93,96.74,2.50,16.25,0.32,650,650,650,650
트윔,8680,24.09,600,6.91,122.17,2.48,31.66,0.74,0,0,0,0
HS애드,7960,25.03,550,6.91,39.29,11.77,4.63,0.51,450,450,400,350
SGC에너지,24850,24.12,1700,6.84,37.67,8.80,5.47,0.47,1700,1700,1700,1500
씨유테크,3400,24.12,231,6.79,30.06,12.45,3.73,0.43,64,16,64,260
한화리츠,3980,25.04,270,6.79,0,0,0,0,270,270,112,0
에스에이엠티,2950,24.12,200,6.78,35.89,13.46,4.79,0.59,230,200,230,200
KPX케미칼,48300,24.12,3250,6.73,24.07,9.66,3.31,0.30,3000,3000,2750,2750
디지털대성,7430,24.12,500,6.73,86.41,10.45,12.59,1.36,300,200,200,300
스톰테크,3870,24.12,260,6.72,47.35,0,5.79,0.93,150,150,0,0
코리아에셋투자증권,8230,25.07,550,6.68,45.44,8.12,4.86,0.39,700,500,200,700
세아특수강,15020,24.12,1000,6.66,76.09,3.34,10.24,0.33,1200,1000,1000,1200
유안타증권우,3770,25.03,250,6.63,57.14,4.52,7.65,0.33,230,230,160,230
기아,98600,25.03,6500,6.59,26.18,19.09,4.12,0.71,5600,5600,3500,3000
AJ네트웍스,4100,24.12,270,6.59,55.55,5.04,8.96,0.43,270,270,270,270
맥쿼리인프라,11540,24.12,759,6.58,0,0,0,0,770,770,762,741
삼현철강,4570,24.12,300,6.57,84.11,2.83,12.76,0.35,300,300,300,300
서울보증보험,43700,25.04,2865,6.56,93.87,4.12,0,0.00,4048,2983,4048,3282
유화증권우,2610,24.12,170,6.51,55.40,3.50,9.16,0.26,140,130,120,140
SK네트웍스,4615,25.04,300,6.50,121.68,2.29,19.43,0.39,200,200,120,120
코람코더원리츠,5400,25.02,350,6.48,119.17,1.59,60.31,0.97,331,331,312,124
ESR켄달스퀘어리츠,4235,24.11,274,6.47,810.80,0.33,282.50,0.94,272,272,270,262
무학,8040,24.12,520,6.47,28.44,8.72,3.72,0.29,230,230,230,230
서호전기,38750,24.12,2500,6.45,100.04,12.69,9.25,1.06,1500,1500,1500,1000
KZ정밀,12430,24.12,800,6.44,65.63,4.69,10.29,0.41,600,600,400,350
대신증권2우B,18750,25.03,1200,6.40,68.52,4.57,10.00,0.35,1400,1200,1200,1400
엔브이에이치코리아,2350,24.12,150,6.38,53.31,5.35,8.30,0.42,93,150,112,93
한국쉘석유,427500,24.12,27000,6.32,95.76,28.93,11.30,3.25,25000,25000,18000,19000
강원랜드,18540,25.04,1170,6.31,51.32,12.08,7.48,0.82,930,930,350,0
동국제강,9510,25.03,600,6.31,85.34,2.04,11.39,0.23,700,700,0,0
윈스테크넷,12690,24.12,800,6.30,44.53,10.86,8.41,0.76,500,500,500,500
현대엘리베이터,87300,24.12,5500,6.30,108.40,14.42,11.18,1.51,800,4000,500,800
LX인터내셔널,31800,25.02,2000,6.29,40.94,7.12,5.97,0.37,3000,1200,3000,2300
진양폴리,3985,24.12,250,6.27,79.02,9.74,20.99,2.03,250,250,200,175
이지홀딩스,3985,24.12,250,6.27,94.80,2.70,10.55,0.26,75,120,75,50
대창스틸,2395,24.12,150,6.26,414.72,0.51,57.93,0.30,150,150,150,150
대덕,8020,25.03,500,6.23,77.70,3.68,10.25,0.37,400,400,400,300
SJM홀딩스,3615,24.12,225,6.22,32.21,5.88,5.10,0.26,225,225,150,175
대신증권우,20150,25.03,1250,6.20,68.52,4.57,10.00,0.35,1450,1250,1250,1450
SK텔레콤,57100,25.02,3540,6.20,60.28,10.83,9.50,1.00,3540,3540,3320,2660
GS우,44400,25.02,2750,6.19,45.10,4.12,6.56,0.26,2550,2550,2550,2050
진양홀딩스,3230,24.12,200,6.19,72.95,4.21,11.23,0.47,200,200,200,170
KPX홀딩스,68700,24.12,4250,6.19,21.48,8.02,2.86,0.21,3500,3500,3000,3000
지엠비코리아,4045,24.12,250,6.18,31.03,5.76,4.55,0.26,80,150,80,80
SK디앤디,9730,25.03,600,6.17,25.26,6.64,3.20,0.24,800,800,800,800
삼성FN리츠,4455,25.01,274,6.14,254.07,0.66,159.99,1.00,266,266,0,0
신한알파리츠,5640,25.03,346,6.13,230.63,1.65,65.88,1.04,817,817,367,347
제일기획,20100,24.12,1230,6.12,60.03,15.12,9.40,1.18,990,1110,1150,990
창해에탄올,9820,24.12,600,6.11,36.37,9.71,6.60,0.51,600,600,500,600
서원인텍,5740,24.12,350,6.10,36.88,8.40,5.76,0.47,400,400,400,350
맵스리얼티1,4350,24.12,265,6.09,0,0,0,0,265,265,250,250
네오티스,3285,24.12,200,6.09,55.12,9.38,9.04,0.80,250,200,250,250
동국홀딩스,8240,25.03,500,6.07,132.42,0.72,19.96,0.14,600,600,500,400
부국증권우,25950,25.04,1550,5.97,43.63,4.05,11.79,0.32,1650,1550,1550,1650
세화피앤씨,838,24.12,50,5.97,62.68,8.22,10.24,0.82,17,17,10,15
대덕1우,8510,25.03,505,5.93,77.70,3.68,10.25,0.37,405,405,405,305
골프존,67500,24.12,4000,5.93,48.23,11.62,8.24,0.89,4500,4500,4500,3500
멀티캠퍼스,35450,24.12,2100,5.92,40.06,15.16,5.70,0.82,800,1600,800,600
피에스텍,4230,24.12,250,5.91,72.75,4.36,13.46,0.50,250,250,200,150
TKG휴켐스,16940,24.12,1000,5.90,49.41,9.09,8.98,0.75,1000,1000,1000,1000
이노션,20050,25.03,1175,5.86,46.88,10.48,7.74,0.77,900,1175,1075,900
유화증권,2745,24.12,160,5.83,55.40,3.50,9.16,0.26,130,120,110,130
진로발효,18870,24.12,1100,5.83,71.02,12.59,10.92,1.29,650,650,450,1150
SK리츠,4605,25.03,268,5.82,1957.72,0.08,1360.96,1.15,311,311,261,186
화인써키트,6020,24.12,350,5.81,91.46,10.18,15.42,1.51,431,400,431,35
한솔로지스틱스,2590,25.03,150,5.79,48.64,7.00,6.71,0.45,70,100,70,60
현대차,207250,25.02,12000,5.79,25.13,12.43,4.60,0.51,7000,11400,7000,5000
디씨엠,13840,24.12,800,5.78,36.69,7.54,6.87,0.38,900,150,900,900
KB오토시스,3460,24.12,200,5.78,78.12,2.58,12.34,0.31,150,150,150,120
유수홀딩스,6060,25.04,350,5.78,55.36,4.87,8.43,0.41,400,350,400,400
모토닉,10420,24.12,600,5.76,40.10,7.07,8.61,0.39,450,450,400,400
삼성화재우,330500,25.03,19005,5.75,38.95,13.11,8.74,0.98,16005,16005,13805,12005
원풍,4350,24.12,250,5.75,37.67,7.87,6.72,0.47,220,220,200,170
극동유화,3480,24.12,200,5.75,74.94,4.40,13.89,0.58,200,200,200,160
교보증권,8710,25.03,500,5.74,6.93,6.09,5.38,0.32,500,250,200,500
한세예스24홀딩스,4360,25.03,250,5.73,215.62,0.90,37.15,0.33,250,250,250,250
기업은행,18710,25.03,1065,5.69,32.11,8.06,4.32,0.34,984,984,960,780
삼화페인트,6150,25.02,350,5.69,56.16,4.87,10.80,0.47,400,400,250,100
동양생명,7040,24.04,400,5.68,26.01,6.18,3.05,0.25,620,0,620,220
한솔제지,8850,25.03,500,5.65,039.12,04.31,06.74,0.30,700,500,700,600
한국토지신탁,1241,24.12,70,5.64,091.60,01.68,015.34,0.23,90,70,90,100
롯데리츠,3780,24.12,213,5.64,304.94,0.95,74.32,0.75,300,200,300,292
한양증권우,17760,24.12,1000,5.63,32.39,0,4.01,0.30,950,850,850,950
한국주철관,7110,24.12,400,5.63,63.05,3.88,10.36,0.38,400,400,400,400
삼일기업공사,3575,24.12,200,5.59,42.43,8.71,8.25,0.70,175,175,125,100
LX하우시스우,18790,25.02,1050,5.59,22.64,5.20,7.20,0.37,350,1750,250,350
삼성카드,50500,25.03,2800,5.55,44.96,8.00,6.88,0.50,2500,2500,2500,2300
안국약품,7980,24.12,440,5.51,29.69,10.60,5.06,0.45,220,220,220,220
한국컴퓨터,5080,24.12,280,5.51,27.35,9.28,5.83,0.43,300,300,250,180
코오롱인더우,24500,24.12,1350,5.51,40.06,3.06,8.34,0.23,1350,1350,1350,1350
NH투자증권우,18170,25.03,1000,5.50,47.96,8.73,7.06,0.59,850,850,750,1100
이퓨쳐,4545,25.02,250,5.50,39.57,10.69,8.01,0.66,0,0,0,0
GS,49100,25.02,2700,5.50,45.10,4.12,6.56,0.26,2500,2500,2500,2000
모나리자,2740,24.03,150,5.47,59.97,11.51,10.50,1.18,75,50,0,75
에코마케팅,9140,24.12,500,5.47,52.30,12.87,10.68,1.30,310,200,310,310
포스코스틸리온,39500,25.03,2160,5.47,37.77,9.24,5.06,0.45,875,1615,875,1000
효성ITX,13770,24.12,750,5.45,75.93,16.71,12.90,2.06,750,750,750,750
KCC글라스,33350,25.02,1800,5.40,77.66,2.48,16.25,0.40,2400,2200,2400,2400
링네트,4470,24.12,240,5.37,29.76,12.67,7.02,0.71,81,81,0,0
한일시멘트,18750,24.12,1000,5.33,37.63,11.13,5.46,0.58,800,800,580,540
TJ미디어,6020,24.12,320,5.32,96.04,5.42,14.09,0.77,60,320,230,60
유안타증권,3790,25.03,200,5.28,57.14,4.52,7.65,0.33,180,180,110,180
에이블씨엔씨,7790,25.03,411,5.28,73.50,16.26,12.48,1.99,1427,1427,0,0
YW,3795,24.12,200,5.27,37.63,5.31,9.62,0.36,200,200,150,100
DB손해보험,129200,25.03,6800,5.26,22.05,18.98,3.93,0.66,5300,5300,4600,3500
우리금융지주,22800,25.02,1200,5.26,28.87,9.38,3.71,0.33,900,1000,1130,900
현대에이치티,7630,24.12,400,5.24,22.30,14.89,3.78,0.48,350,130,130,350
한양증권,18190,24.12,950,5.22,32.39,0,4.01,0.30,900,800,800,900
SJM,3380,24.12,175,5.18,13.13,10.21,2.16,0.21,175,175,100,150
태원물산,3885,24.12,200,5.15,8.40,47.06,1.61,0.60,55,140,50,55
한일홀딩스,18080,24.12,930,5.14,24.14,7.56,3.63,0.26,800,800,800,514
한국앤컴퍼니,19490,25.03,1000,5.13,27.01,8.28,4.58,0.36,700,700,650,600
쇼박스,2930,25.02,150,5.12,34.15,23.14,7.19,1.49,0,0,0,0
BNK금융지주,12760,25.02,650,5.09,28.46,6.96,4.56,0.31,625,510,625,560
대한제당우,2470,24.12,125,5.06,55.31,3.68,12.53,0.45,125,120,125,115
동아엘텍,2965,24.12,150,5.06,08.81,021.43,02.45,0.51,75,75,100,75
미원화학,79200,24.12,4000,5.05,29.79,17.55,6.44,0.98,3500,3500,2500,2500
롯데쇼핑,75300,25.03,3800,5.05,011.10,07.74,01.58,0.10,3800,3800,3300,2800
경동제약,5955,24.12,300,5.04,147.77,2.44,34.48,0.75,500,400,400,500
대상우,17200,25.03,860,5.00,32.18,6.94,7.26,0.49,810,810,810,810
진양산업,5640,24.12,281,4.98,36.36,16.55,11.19,1.75,250,250,200,175
코리안리,10370,25.04,515,4.97,28.74,9.44,4.89,0.41,458,458,311,324
에이스침대,29250,24.12,1450,4.96,21.22,9.70,4.22,0.37,1400,1400,1330,1330
삼양사우,36400,24.12,1800,4.95,14.47,7.53,4.19,0.28,1800,1800,1300,1300
한국타이어앤테크놀로지,40450,25.03,2000,4.94,21.89,10.79,4.27,0.42,800,1300,800,700
피제이메탈,3035,24.12,150,4.94,131.71,4.03,26.47,1.07,150,150,135,150
현대홈쇼핑,56700,25.04,2800,4.94,20.33,7.42,3.46,0.24,2800,2800,2600,2400
신라교역,10140,24.12,500,4.93,19.93,6.75,3.79,0.25,500,500,500,500
대덕전자1우,8240,25.03,405,4.91,86.76,2.72,33.60,0.91,405,305,405,305
SB성보,2755,24.12,135,4.90,076.82,02.66,014.42,0.39,135,135,135,120
웅진씽크빅,1846,24.12,90,4.88,052.12,06.44,09.30,0.60,130,0,110,130
인천도시가스,25750,24.12,1250,4.85,26.74,8.85,5.58,0.45,1250,1250,1250,1250
LG우,65000,25.03,3150,4.85,83.20,2.16,20.08,0.41,3150,3150,3050,2850
HL홀딩스,41600,25.03,2000,4.81,94.35,1.91,17.50,0.30,2000,2000,2000,2000
HDC랩스,9400,25.03,450,4.79,54.48,7.23,11.78,0.74,450,450,450,450
동방아그로,6280,24.12,300,4.78,38.13,6.01,8.62,0.46,350,300,250,350
에스텍,17830,24.12,850,4.77,15.45,25.76,2.48,0.43,500,500,300,0
대신증권,25200,25.03,1200,4.76,68.52,4.57,10.00,0.35,1400,1200,1200,1400
DB증권,8400,25.03,400,4.76,32.04,4.94,4.38,0.20,500,200,170,500
JB금융지주,20900,25.02,995,4.76,28.00,12.80,4.69,0.55,855,855,835,599
태경산업,5260,24.12,250,4.75,35.80,6.63,7.02,0.46,300,270,300,270
한세실업,10530,25.03,500,4.75,33.93,8.58,9.77,0.79,500,500,500,500
나무가,13710,24.12,650,4.74,36.57,16.64,8.23,1.16,0,0,0,0
대현,1902,24.12,90,4.73,25.07,5.99,6.50,0.38,90,100,110,90
한일현대시멘트,19050,24.12,900,4.72,28.97,14.60,4.36,0.61,700,700,600,1200
유진기업,3605,25.03,170,4.72,020.20,06.18,04.42,0.26,170,170,170,170
MH에탄올,5310,24.12,250,4.71,051.51,04.63,013.17,0.55,350,250,250,350
하이트진로2우B,15950,24.12,750,4.70,51.01,8.63,14.51,1.21,850,1000,1000,850
케이프,6400,24.12,300,4.69,52.75,7.46,11.30,0.75,300,300,100,100
고스트스튜디오,10210,24.12,477,4.67,72.53,5.63,13.94,0.77,945,678,1307,945
파트론,6430,24.12,300,4.67,28.33,10.93,7.63,0.69,350,250,300,350
무림페이퍼,2145,25.03,100,4.66,10.23,9.39,2.10,0.19,75,75,50,25
NH투자증권,20450,25.03,950,4.64,47.96,8.73,7.06,0.59,800,800,700,1050
지에이이노더스,5390,24.12,250,4.64,7.33,17.38,1.87,0.25,100,100,100,100
비비씨,8640,25.03,400,4.63,54.39,5.30,10.57,0.56,400,400,200,0
호전실업,8660,24.12,400,4.62,15.11,14.35,3.23,0.39,300,300,300,250
지역난방공사,84500,25.04,3879,4.59,21.37,9.65,2.28,0.21,797,0,0,797
삼아제약,17430,24.12,800,4.59,22.11,10.50,4.82,0.46,750,750,400,250
롯데칠성우,74200,25.03,3405,4.59,57.85,3.99,19.05,0.75,3405,3405,3305,3005
삼성증권,76300,24.12,3500,4.59,34.76,12.89,4.32,0.53,3800,2200,1700,3800
나눔테크,2180,24.12,100,4.59,16.56,13.48,3.09,0.39,50,50,0,0
KG이니시스,10910,24.12,500,4.58,32.27,8.63,5.98,0.49,420,420,400,400
아이에스동서,21900,24.12,1000,4.57,020.03,010.19,04.26,0.46,1500,1500,0,1200
우리손에프앤지,1533,24.12,70,4.57,32.17,5.32,5.74,0.27,50,25,50,50
LG유플러스,14280,25.03,650,4.55,74.61,4.40,12.04,0.52,650,650,650,550
씨피시스템,1319,25.03,60,4.55,018.31,029.60,05.52,1.42,29,0,29,0
위너스,15180,24.12,686,4.52,141.62,9.82,0,0.00,588,588,392,392
스톤브릿지벤처스,4440,24.12,200,4.51,151.72,2.63,29.73,0.76,400,300,400,0
세아제강,155500,25.03,7000,4.50,14.30,0,2.50,0.30,8000,8000,6000,3500
KX,4245,24.12,190,4.48,9.83,27.09,1.67,0.37,200,200,167,0
위츠,6710,24.12,300,4.47,243.68,4.66,66.78,2.99,0,0,0,0
경농,10100,24.12,450,4.45,46.74,6.97,10.22,0.64,450,450,400,350
예스24,4490,24.12,200,4.45,345.11,0.72,79.16,0.63,200,200,200,200
고려신용정보,10140,24.12,450,4.44,47.34,26.86,10.92,2.66,380,380,330,300
라이온켐텍,2255,24.12,100,4.43,17.39,6.77,10.25,0.68,100,100,100,100
HS화성,11290,24.12,500,4.43,39.48,3.17,8.21,0.24,500,500,500,1000
한섬,16990,25.04,750,4.41,36.08,3.18,7.77,0.22,750,750,750,600
DN오토모티브,22750,25.02,1000,4.40,18.26,19.78,3.41,0.54,600,600,500,400
한화생명,3430,24.03,150,4.37,14.86,5.43,3.24,0.16,30,0,0,30
삼영무역,16010,24.12,700,4.37,21.74,10.70,4.14,0.40,600,600,600,550
케이디켐,11440,24.12,500,4.37,34.76,5.38,8.43,0.42,500,500,430,500
위닉스,6870,24.12,300,4.37,010.68,023.45,01.86,0.43,500,300,400,500
제이에스코퍼레이션,11470,24.12,500,4.36,12.22,23.41,1.95,0.41,450,450,425,300
일성아이에스,23000,24.12,1000,4.35,52.05,3.41,15.74,0.27,4000,1500,4000,150
메쎄이상,2300,24.12,100,4.35,31.65,21.04,6.32,1.22,50,50,0,0
세보엠이씨,12655,24.12,550,4.35,15.57,15.50,3.04,0.41,550,550,500,250
한국금융지주우,93100,25.02,4042,4.34,22.39,11.54,4.22,0.43,6212,2712,2362,6212
삼호개발,3465,25.03,150,4.33,63.77,2.33,14.57,0.31,190,190,190,190
오리콤,6240,25.04,270,4.33,32.03,8.13,8.44,0.65,270,270,270,220
골프존홀딩스,5800,24.12,250,4.31,23.23,6.02,3.40,0.19,167,167,163,140
삼원강재,2560,24.12,110,4.30,33.01,5.37,7.08,0.37,110,110,105,105
서울가스,58300,24.12,2500,4.29,29.01,3.14,7.35,0.18,2250,2250,1750,1750
화승인더,4695,24.12,200,4.26,25.22,11.72,6.29,0.62,188,188,188,188
삼진제약,18810,24.12,800,4.25,24.99,14.89,6.40,0.85,800,800,800,800
성도이엔지,4725,24.12,200,4.23,15.01,6.83,4.00,0.24,150,100,100,150
KT&G,127600,25.02,5400,4.23,50.48,12.66,11.93,1.25,5200,5200,5000,4800
KTis,2840,24.12,120,4.22,30.98,5.76,7.66,0.38,120,120,120,100
하나제약,12080,24.12,510,4.22,41.52,7.24,9.12,0.61,510,510,510,510
삼성화재,450500,25.03,19000,4.22,38.95,13.11,8.74,0.98,16000,16000,13800,12000
하나투어,54600,25.01,2300,4.21,43.74,47.19,10.69,4.81,5000,5000,0,0
NPC우,2615,24.12,110,4.21,5.31,18.88,2.38,0.37,105,105,105,105
E1,82000,25.02,3450,4.21,31.73,3.82,7.50,0.24,5150,5150,3600,2200
텔코웨어,15220,24.12,640,4.20,66.42,4.48,18.62,0.46,640,640,600,500
경동도시가스,20900,24.12,875,4.19,18.01,6.61,3.65,0.23,875,875,875,875
아시아나IDT,11950,24.12,500,4.18,47.17,7.06,11.34,0.79,500,500,500,500
네오팜,14350,24.12,600,4.18,40.69,13.69,8.23,1.05,384,384,358,358
도화엔지니어링,6710,24.12,280,4.17,0176.69,02.00,041.80,0.85,280,280,280,280
SK케미칼우,28850,25.03,1200,4.16,250.79,0.41,97.08,0.39,700,700,1550,3050
한국내화,2415,24.12,100,4.14,64.37,2.84,16.04,0.42,45,45,45,35
대한제당,2900,24.12,120,4.14,55.31,3.68,12.53,0.45,120,115,120,110
보광산업,3630,24.12,150,4.13,104.04,5.38,32.64,1.71,300,300,150,150
JW생명과학,12100,24.12,500,4.13,17.60,24.45,3.92,0.84,500,500,500,500
KSS해운,9690,24.12,400,4.13,15.73,12.09,3.52,0.37,350,350,350,350
삼양홀딩스우,86100,24.12,3550,4.12,95.87,1.38,20.55,0.24,3550,3550,3550,3050
아바코,12130,24.12,500,4.12,27.06,13.70,6.85,0.85,300,200,300,300
자이에스앤디,3640,25.02,150,4.12,439.24,0.31,95.15,0.29,300,150,300,200
금화피에스시,34000,24.12,1400,4.12,20.65,11.58,3.68,0.40,1300,1300,1300,1300
더네이쳐홀딩스,12150,24.12,500,4.11,43.93,4.91,8.59,0.38,400,400,400,200
한전KPS,60100,24.12,2469,4.11,64.43,13.26,11.51,1.49,2158,2158,1305,1199
넥센타이어1우B,3290,25.04,135,4.10,10.59,7.10,4.95,0.33,120,120,105,110
KT나스미디어,17060,24.12,700,4.10,0122.67,03.13,024.92,0.79,700,700,638,664
롯데지주,29350,25.03,1200,4.09,08.43,015.56,02.26,0.25,1500,1500,1500,1500
새론오토모티브,3425,24.12,140,4.09,27.74,4.08,6.50,0.26,140,140,140,140
DL우,25750,24.12,1050,4.08,25.40,2.25,8.01,0.17,1950,1050,1050,1950
한독크린텍,6130,24.12,250,4.08,53.29,6.36,14.12,0.83,250,250,250,200
한국캐피탈,736,24.12,30,4.08,11.56,12.62,2.13,0.25,35,28,28,35
흥국,5410,24.12,220,4.07,23.15,10.12,6.21,0.54,240,240,220,200
남화산업,4925,24.12,200,4.06,37.66,5.97,9.66,0.57,300,200,300,200
신원,1725,24.12,70,4.06,83.42,2.81,23.88,0.48,70,70,100,50
다올투자증권,3715,25.03,150,4.04,023.38,07.82,04.51,0.34,250,150,150,250
KG스틸,6200,25.03,250,4.03,18.22,6.93,4.15,0.28,200,200,150,100
KG모빌리언스,5460,24.12,220,4.03,82.62,2.84,18.95,0.51,220,220,220,220
SIMPAC,4970,24.12,200,4.02,39.53,4.62,8.95,0.34,200,100,200,200
신영증권,124300,25.03,5000,4.02,36.90,6.45,11.37,0.33,4500,4500,4000,4000
CJ제일제당 우,150400,25.02,6050,4.02,64.92,1.97,28.25,0.52,5550,5550,5550,5050
LB인베스트먼트,4975,24.12,200,4.02,53.62,7.32,8.62,0.62,200,200,0,0
이지바이오,4975,24.12,200,4.02,33.75,26.72,7.34,1.66,75,100,75,75
하나금융지주,89600,25.02,3600,4.02,27.17,9.11,4.41,0.37,3400,3400,3350,3100
KB발해인프라,8090,24.12,325,4.02,0,0,0,0,0,0,0,0
크리스에프앤씨,4990,25.03,200,4.01,016.60,06.89,05.61,0.35,500,300,250,500
쿠쿠홀딩스,30100,24.12,1200,3.99,27.16,12.08,5.96,0.60,800,1100,800,700
한국기업평가,99600,25.02,3954,3.97,72.19,21.69,16.24,3.28,5131,5131,5100,3397
SK디스커버리우,44200,25.03,1750,3.96,128.60,0.88,31.10,0.26,1750,1750,1750,1550
동인기연,15660,24.12,620,3.96,21.03,12.39,6.44,0.72,800,560,800,400
SK우,178300,25.04,7050,3.95,029.83,05.64,07.46,0.29,8050,5050,5050,8050
코오롱글로벌,10150,24.12,400,3.94,32.67,4.15,7.19,0.29,500,400,400,500
한국자산신탁,2540,25.03,100,3.94,32.70,3.60,9.23,0.33,220,220,220,220
삼지전자,11450,24.12,450,3.93,11.21,16.21,2.29,0.32,450,450,450,400
엠투아이,5600,24.12,220,3.93,55.82,8.79,14.37,1.20,250,220,250,250
경남스틸,3055,24.12,120,3.93,43.43,6.77,16.45,1.09,130,120,130,100
한네트,4595,24.12,180,3.92,60.73,9.24,15.10,1.38,150,150,150,100
기신정기,2555,25.03,100,3.91,93.79,1.25,20.82,0.26,150,120,150,150
바이오노트,5110,25.03,200,3.91,36.68,3.46,8.70,0.29,534,200,490,534
에스원,69200,24.12,2700,3.90,51.65,10.85,12.73,1.21,2700,2700,2500,2500
다우기술,35900,25.03,1400,3.90,16.98,13.16,2.25,0.27,700,700,600,600
와토스코리아,5130,24.12,200,3.90,67.79,2.61,18.51,0.47,200,200,200,200
동일금속,8220,24.12,320,3.89,37.39,4.76,10.18,0.44,400,400,400,250
이노진,2055,24.12,80,3.89,101.22,5.79,18.85,1.07,30,30,0,0
삼양홀딩스,90000,24.12,3500,3.89,95.87,1.38,20.55,0.24,3500,3500,3500,3000
iM금융지주,12860,25.02,500,3.89,38.72,3.60,6.44,0.23,650,550,650,630
화신정공,1287,24.12,50,3.88,66.48,2.34,16.96,0.40,50,50,40,30
금호석유화학우,58000,24.12,2250,3.88,16.44,5.88,8.00,0.39,5450,2950,5450,10050
