N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
1,알테오젠,"402,500",상승,"9,500",+2.42%,500,"146,672","59,316","396,000","215,196",254,172.23,"385,590","398,500","396,500","4,090",360.91,29.52,"410,500","7,684","1,349",607,14.55,18.25,"395,500","10,456","53,465","1,029","2,337",58.79,0,6.56
2,에코프로비엠,"95,200",상승,"3,000",+3.25%,500,"145,174","13,825","95,000","93,107",-341,-100.32,"349,959","93,000","95,500","43,237",-121.86,-6.26,"96,700","1,171","23,466",-585,11.32,-1.35,"93,000","8,548","97,801","27,668",-949,5.50,N/A,-59.91
3,HLB,"52,600",상승,100,+0.19%,500,"51,380","2,710","52,800","69,130","-1,185",-36.60,"440,889","53,000","53,000","8,874",5.21,-16.33,"53,400","10,792","2,353","-1,080",20.71,-13.22,"52,400","11,371","131,425",681,"-1,437",13.43,0,58.80
4,에코프로,"44,450",상승,250,+0.57%,100,"197,064","8,836","45,050","60,352","-2,930",-34.40,"535,924","44,550","45,150","81,383",-198.28,-12.57,"45,350","4,571","42,998","-2,954",20.97,-3.76,"44,200","14,763","135,776","31,279","-1,292",3.80,100,-56.92
5,파마리서치,"531,000",상승,"11,000",+2.12%,500,"7,803","4,133","527,000","55,806","1,261",52.78,"84,979","526,000","529,000","8,557",36.63,18.93,"534,000",878,"2,863",889,17.83,12.79,"523,000",440,"10,510","3,501","10,061",10.88,"1,100",34.14
6,레인보우로보틱스,"283,000",상승,"1,000",+0.35%,500,"12,136","3,428","282,000","54,902",-30,"6,902.44","168,718","283,500","282,500","1,399",93.32,1.62,"284,000","4,824",71,21,7.69,1.57,"281,500","1,655","19,400",193,41,41.60,N/A,26.80
7,펩트론,"197,100",상승,"4,600",+2.39%,500,"97,306","19,060","195,100","45,919",-165,-199.70,"1,494,010","198,300","195,200","1,689",-4.05,-23.46,"199,500","2,404",172,-220,6.64,-19.91,"193,300",349,"23,297",32,-987,30.85,N/A,-5.68
8,휴젤,"367,000",상승,"3,500",+0.96%,500,"10,540","3,876","368,000","45,156","1,662",31.87,"107,622","365,500","368,500","9,394",41.13,17.51,"370,500",744,986,"1,431",55.01,15.32,"364,500","1,494","12,304","3,730","11,517",4.70,0,16.69
9,리가켐바이오,"113,500",상승,900,+0.80%,500,"51,081","5,792","112,500","41,553",-209,166.91,"278,009","113,600","112,600","7,384",74.12,2.04,"114,300","2,249","1,224",78,11.26,1.68,"111,600",421,"36,610","1,259",680,7.05,N/A,268.71
10,에이비엘바이오,"80,600",상승,"1,900",+2.41%,500,"146,998","11,806","78,700","39,114",-594,-58.79,"586,292","79,500","78,900","2,320","-2,168.82",-46.01,"81,300","8,107",647,-555,14.72,-28.32,"78,200","2,640","48,528",334,"-1,371",30.83,N/A,-49.04
