종목명,현재가,기준월,배당금,수익률(%),배당성향(%),ROE(%),PER(배),PBR(배),과거3년배당금_Max,1년전,2년전,3년전
오상자이엘,3860,24.12,300,7.77,89.07,6.36,10.03,0.61,0,0,0,0
영보화학,4565,24.12,350,7.67,30.26,13.01,3.16,0.38,50,50,50,100
노바텍,18410,24.12,1409,7.65,80.44,10.80,8.95,0.87,500,500,200,143
동국씨엠,6540,25.03,500,7.64,23.40,6.45,2.79,0.17,100,100,0,0
광주신세계,29100,25.03,2200,7.56,36.34,5.58,4.97,0.26,2200,2200,2200,1700
서울보증보험,37900,25.04,2865,7.56,93.87,4.12,0,0.00,4048,2983,4048,3282
조선내화,13270,24.12,1000,7.54,203.40,2.68,31.46,0.83,0,0,0,0
와이솔,6660,25.03,500,7.51,125.30,3.12,12.99,0.39,250,250,250,250
유아이엘,3630,24.12,270,7.44,28.64,16.63,3.77,0.56,0,0,0,0
CR홀딩스,5550,24.12,410,7.39,0671.46,00.39,0114.31,0.39,450,410,450,450
트윔,8180,24.09,600,7.34,122.17,2.48,31.66,0.74,0,0,0,0
HRS,5460,24.12,400,7.33,42.31,12.74,5.01,0.60,200,200,200,200
스카이라이프,4780,24.12,350,7.32,012.18,021.72,01.65,0.41,350,350,350,350
아이마켓코리아,8200,24.12,600,7.32,70.04,7.66,9.92,0.70,600,600,600,600
케이카,15750,24.12,1150,7.30,126.03,19.09,14.04,2.73,760,760,760,750
INVENI,54900,25.02,4000,7.29,58.92,6.16,10.41,0.45,8750,8750,2500,2250
메가스터디,11050,24.12,800,7.24,56.66,5.12,7.91,0.38,850,850,1050,600
HS애드,7640,25.03,550,7.20,39.29,11.77,4.63,0.51,450,450,400,350
블랙야크아이앤씨,3865,25.03,278,7.19,29.99,40.28,0,0.00,13,0,13,0
케이탑리츠,950,24.12,68,7.16,62.35,5.07,8.86,0.44,95,95,108,38
한화리츠,3780,24.10,270,7.14,398.43,0.83,109.82,0.94,248,248,0,0
유안타증권우,3520,25.03,250,7.10,57.14,4.52,7.65,0.33,230,230,160,230
이지스레지던스리츠,4230,24.12,297,7.03,59.56,3.30,13.26,0.45,262,262,262,258
세아특수강,14250,24.12,1000,7.02,76.09,3.34,10.24,0.33,1200,1000,1000,1200
에스에이엠티,2850,24.12,200,7.02,35.89,13.46,4.79,0.59,230,200,230,200
LX인터내셔널,28550,25.02,2000,7.01,40.94,7.12,5.97,0.37,3000,1200,3000,2300
현대엘리베이터,79500,24.12,5500,6.92,108.40,14.42,11.18,1.51,800,4000,500,800
바이오인프라,5800,24.12,400,6.90,048.94,012.92,07.80,1.13,600,600,0,0
코람코더원리츠,5080,25.02,350,6.89,119.17,1.59,60.31,0.97,331,331,312,124
씨유테크,3360,24.12,231,6.88,30.06,12.45,3.73,0.43,64,16,64,260
SK네트웍스,4370,25.04,300,6.86,121.68,2.29,19.43,0.39,200,200,120,120
푸른저축은행,9490,24.12,650,6.85,96.74,2.50,16.25,0.32,650,650,650,650
기아,95300,25.03,6500,6.82,26.18,19.09,4.12,0.71,5600,5600,3500,3000
신한서부티엔디리츠,3650,24.12,248,6.80,70.82,3.96,18.71,0.74,89,290,316,89
코리아에셋투자증권,7360,24.07,500,6.79,55.00,6.40,5.75,0.36,700,200,700,450
SGC에너지,25100,24.12,1700,6.77,37.67,8.80,5.47,0.47,1700,1700,1700,1500
KPX케미칼,48050,24.12,3250,6.76,24.07,9.66,3.31,0.30,3000,3000,2750,2750
AJ네트웍스,4000,24.12,270,6.75,55.55,5.04,8.96,0.43,270,270,270,270
강원랜드,17390,25.04,1170,6.73,51.32,12.08,7.48,0.82,930,930,350,0
스톰테크,3865,24.12,260,6.73,47.35,0,5.79,0.93,150,150,0,0
디지털대성,7450,24.12,500,6.71,86.41,10.45,12.59,1.36,300,200,200,300
SK텔레콤,53100,25.02,3540,6.67,60.28,10.83,9.50,1.00,3540,3540,3320,2660
KZ정밀,12030,24.12,800,6.65,65.63,4.69,10.29,0.41,600,600,400,350
KISCO홀딩스,27100,24.12,1800,6.64,70.13,2.82,9.94,0.21,900,900,600,400
대신증권2우B,18070,25.03,1200,6.64,68.52,4.57,10.00,0.35,1400,1200,1200,1400
대신증권우,19010,25.03,1250,6.57,68.52,4.57,10.00,0.35,1450,1250,1250,1450
제일기획,18810,24.12,1230,6.54,60.03,15.12,9.40,1.18,990,1110,1150,990
유화증권우,2610,24.12,170,6.51,55.40,3.50,9.16,0.26,140,130,120,140
삼현철강,4645,24.12,300,6.46,84.11,2.83,12.76,0.35,300,300,300,300
윈스테크넷,12390,24.12,800,6.46,44.53,10.86,8.41,0.76,500,500,500,500
맥쿼리인프라,11780,24.12,759,6.44,0,0,0,0,770,770,762,741
동국제강,9320,25.03,600,6.44,85.34,2.04,11.39,0.23,700,700,0,0
GS우,42750,25.02,2750,6.43,45.10,4.12,6.56,0.26,2550,2550,2550,2050
한솔로지스틱스,2335,25.03,150,6.42,48.64,7.00,6.71,0.45,70,100,70,60
한국쉘석유,420500,24.12,27000,6.42,95.76,28.93,11.30,3.25,25000,25000,18000,19000
대창스틸,2340,24.12,150,6.41,414.72,0.51,57.93,0.30,150,150,150,150
기업은행,16770,25.03,1065,6.35,32.11,8.06,4.32,0.34,984,984,960,780
무학,8190,24.12,520,6.35,28.44,8.72,3.72,0.29,230,230,230,230
동양생명,6310,24.04,400,6.34,26.01,6.18,3.05,0.25,620,0,620,220
이노션,18630,25.03,1175,6.31,46.88,10.48,7.74,0.77,900,1175,1075,900
엔브이에이치코리아,2380,24.12,150,6.30,53.31,5.35,8.30,0.42,93,150,112,93
이지홀딩스,3970,24.12,250,6.30,94.80,2.70,10.55,0.26,75,120,75,50
DB손해보험,108300,25.03,6800,6.28,22.05,18.98,3.93,0.66,5300,5300,4600,3500
대덕,7970,25.03,500,6.27,77.70,3.68,10.25,0.37,400,400,400,300
ESR켄달스퀘어리츠,4370,24.11,274,6.27,810.80,0.33,282.50,0.94,272,272,270,262
지엠비코리아,3995,24.12,250,6.26,31.03,5.76,4.55,0.26,80,150,80,80
코오롱인더우,21600,24.12,1350,6.25,40.06,3.06,8.34,0.23,1350,1350,1350,1350
네오티스,3215,24.12,200,6.22,55.12,9.38,9.04,0.80,250,200,250,250
교보증권,8080,25.03,500,6.19,6.93,6.09,5.38,0.32,500,250,200,500
NH투자증권우,16200,25.03,1000,6.17,47.96,8.73,7.06,0.59,850,850,750,1100
TKG휴켐스,16230,24.12,1000,6.16,49.41,9.09,8.98,0.75,1000,1000,1000,1000
서원인텍,5690,24.12,350,6.15,36.88,8.40,5.76,0.47,400,400,400,350
진양폴리,4080,24.12,250,6.13,79.02,9.74,20.99,2.03,250,250,200,175
SK디앤디,9810,25.03,600,6.12,25.26,6.64,3.20,0.24,800,800,800,800
세화피앤씨,818,24.12,50,6.11,62.68,8.22,10.24,0.82,17,17,10,15
신한알파리츠,5670,25.03,346,6.10,0,0,0,0,817,817,367,347
멀티캠퍼스,34500,24.12,2100,6.09,40.06,15.16,5.70,0.82,800,1600,800,600
진양홀딩스,3290,24.12,200,6.08,72.95,4.21,11.23,0.47,200,200,200,170
KPX홀딩스,70000,24.12,4250,6.07,21.48,8.02,2.86,0.21,3500,3500,3000,3000
현대차,197800,25.02,12000,6.07,25.13,12.43,4.60,0.51,7000,11400,7000,5000
삼성화재우,313500,25.03,19005,6.06,38.95,13.11,8.74,0.98,16005,16005,13805,12005
서호전기,41250,24.12,2500,6.06,100.04,12.69,9.25,1.06,1500,1500,1500,1000
창해에탄올,9910,24.12,600,6.05,36.37,9.71,6.60,0.51,600,600,500,600
피에스텍,4150,24.12,250,6.02,72.75,4.36,13.46,0.50,250,250,200,150
맵스리얼티1,4400,24.12,265,6.02,0,0,0,0,265,265,250,250
대덕1우,8400,25.03,505,6.01,77.70,3.68,10.25,0.37,405,405,405,305
효성ITX,12500,24.12,750,6.00,75.93,16.71,12.90,2.06,750,750,750,750
부국증권우,25850,25.04,1550,6.00,43.63,4.05,11.79,0.32,1650,1550,1550,1650
동국홀딩스,8370,25.03,500,5.97,132.42,0.72,19.96,0.14,600,600,500,400
진로발효,18590,24.12,1100,5.92,71.02,12.59,10.92,1.29,650,650,450,1150
삼성카드,47500,25.03,2800,5.89,44.96,8.00,6.88,0.50,2500,2500,2500,2300
삼성FN리츠,4645,25.01,274,5.89,254.07,0.66,159.99,1.00,266,266,0,0
골프존,67900,24.12,4000,5.89,48.23,11.62,8.24,0.89,4500,4500,4500,3500
한양증권우,17000,24.12,1000,5.88,32.39,0,4.01,0.30,950,850,850,950
SJM홀딩스,3835,24.12,225,5.87,32.21,5.88,5.10,0.26,225,225,150,175
디씨엠,13650,24.12,800,5.86,36.69,7.54,6.87,0.38,900,150,900,900
고스트스튜디오,8140,24.12,477,5.86,72.53,5.63,13.94,0.77,945,678,1307,945
우리금융지주,20500,25.02,1200,5.85,28.87,9.38,3.71,0.33,900,1000,1130,900
유화증권,2750,24.12,160,5.82,55.40,3.50,9.16,0.26,130,120,110,130
TJ미디어,5530,24.12,320,5.79,96.04,5.42,14.09,0.77,60,320,230,60
한세예스24홀딩스,4325,25.03,250,5.78,215.62,0.90,37.15,0.33,250,250,250,250
BNK금융지주,11250,25.02,650,5.78,28.46,6.96,4.56,0.31,625,510,625,560
롯데리츠,3720,24.12,213,5.73,304.94,0.95,74.32,0.75,300,200,300,292
원풍,4365,24.12,250,5.73,37.67,7.87,6.72,0.47,220,220,200,170
에코마케팅,8760,24.12,500,5.71,52.30,12.87,10.68,1.30,310,200,310,310
화인써키트,6140,24.12,350,5.70,91.46,10.18,15.42,1.51,431,400,431,35
에이블씨엔씨,7220,25.03,411,5.69,73.50,16.26,12.48,1.99,1427,1427,0,0
KB오토시스,3520,24.12,200,5.68,78.12,2.58,12.34,0.31,150,150,150,120
GS,47550,25.02,2700,5.68,45.10,4.12,6.56,0.26,2500,2500,2500,2000
극동유화,3530,24.12,200,5.67,74.94,4.40,13.89,0.58,200,200,200,160
SK리츠,4740,25.03,268,5.65,0,0,0,0,311,311,261,186
삼화페인트,6200,25.02,350,5.64,56.16,4.87,10.80,0.47,400,400,250,100
한솔제지,8860,25.03,500,5.64,039.12,04.31,06.74,0.30,700,500,700,600
유안타증권,3545,25.03,200,5.64,57.14,4.52,7.65,0.33,180,180,110,180
한국컴퓨터,4990,24.12,280,5.61,27.35,9.28,5.83,0.43,300,300,250,180
포스코스틸리온,38550,25.03,2160,5.60,37.77,9.24,5.06,0.45,875,1615,875,1000
에스텍,15180,24.12,850,5.60,15.45,25.76,2.48,0.43,500,500,300,0
KCC글라스,32150,25.02,1800,5.60,77.66,2.48,16.25,0.40,2400,2200,2400,2400
한일현대시멘트,16090,24.12,900,5.59,28.97,14.60,4.36,0.61,700,700,600,1200
이퓨쳐,4485,25.02,250,5.57,39.57,10.69,8.01,0.66,0,0,0,0
LX하우시스우,18870,25.02,1050,5.56,22.64,5.20,7.20,0.37,350,1750,250,350
유수홀딩스,6300,25.04,350,5.56,55.36,4.87,8.43,0.41,400,350,400,400
삼일기업공사,3605,24.12,200,5.55,42.43,8.71,8.25,0.70,175,175,125,100
한전KPS,44500,24.12,2469,5.55,64.43,13.26,11.51,1.49,2158,2158,1305,1199
링네트,4335,24.12,240,5.54,29.76,12.67,7.02,0.71,81,81,0,0
한국주철관,7230,24.12,400,5.53,63.05,3.88,10.36,0.38,400,400,400,400
삼성증권,63500,24.12,3500,5.51,34.76,12.89,4.32,0.53,3800,2200,1700,3800
모토닉,10920,24.12,600,5.49,40.10,7.07,8.61,0.39,450,450,400,400
안국약품,8010,24.12,440,5.49,29.69,10.60,5.06,0.45,220,220,220,220
한국토지신탁,1300,24.12,70,5.39,091.60,01.68,015.34,0.23,90,70,90,100
한양증권,17660,24.12,950,5.38,32.39,0,4.01,0.30,900,800,800,900
한일시멘트,18680,24.12,1000,5.35,37.63,11.13,5.46,0.58,800,800,580,540
한국앤컴퍼니,18870,25.03,1000,5.30,27.01,8.28,4.58,0.36,700,700,650,600
모나리자,2840,24.03,150,5.28,59.97,11.51,10.50,1.18,75,50,0,75
NH투자증권,18050,25.03,950,5.26,47.96,8.73,7.06,0.59,800,800,700,1050
JB금융지주,18960,25.02,995,5.25,28.00,12.80,4.69,0.55,855,855,835,599
세아베스틸지주,22900,25.03,1200,5.24,190.45,1.04,35.02,0.37,1500,1200,1200,1500
대덕전자1우,7730,25.03,405,5.24,86.76,2.72,33.60,0.91,405,305,405,305
YW,3835,24.12,200,5.22,37.63,5.31,9.62,0.36,200,200,150,100
코리안리,9930,25.04,515,5.19,28.74,9.44,4.89,0.41,458,458,311,324
SJM,3400,24.12,175,5.15,13.13,10.21,2.16,0.21,175,175,100,150
웅진씽크빅,1750,24.12,90,5.14,052.12,06.44,09.30,0.60,130,0,110,130
삼양사우,35000,24.12,1800,5.14,14.47,7.53,4.19,0.28,1800,1800,1300,1300
LG우,61900,25.03,3150,5.09,83.20,2.16,20.08,0.41,3150,3150,3050,2850
에이스침대,28550,24.12,1450,5.08,21.22,9.70,4.22,0.37,1400,1400,1330,1330
태원물산,3955,24.12,200,5.06,8.40,47.06,1.61,0.60,55,140,50,55
SB성보,2670,24.12,135,5.06,076.82,02.66,014.42,0.39,135,135,135,120
한국타이어앤테크놀로지,39700,25.03,2000,5.04,21.89,10.79,4.27,0.42,800,1300,800,700
대상우,17110,25.03,860,5.03,32.18,6.94,7.26,0.49,810,810,810,810
KG이니시스,9960,24.12,500,5.02,32.27,8.63,5.98,0.49,420,420,400,400
LG유플러스,12990,25.03,650,5.00,74.61,4.40,12.04,0.52,650,650,650,550
신라교역,10020,24.12,500,4.99,19.93,6.75,3.79,0.25,500,500,500,500
한국금융지주우,81000,25.02,4042,4.99,22.39,11.54,4.22,0.43,6212,2712,2362,6212
DB증권,8020,25.03,400,4.99,32.04,4.94,4.38,0.20,500,200,170,500
미원화학,80200,24.12,4000,4.99,29.79,17.55,6.44,0.98,3500,3500,2500,2500
텔코웨어,12900,24.12,640,4.96,66.42,4.48,18.62,0.46,640,640,600,500
경동제약,6070,24.12,300,4.94,147.77,2.44,34.48,0.75,500,400,400,500
대한제당우,2550,24.12,125,4.90,55.31,3.68,12.53,0.45,125,120,125,115
인천도시가스,25500,24.12,1250,4.90,26.74,8.85,5.58,0.45,1250,1250,1250,1250
현대에이치티,8160,24.12,400,4.90,22.30,14.89,3.78,0.48,350,130,130,350
피제이메탈,3065,24.12,150,4.89,131.71,4.03,26.47,1.07,150,150,135,150
세보엠이씨,11260,24.12,550,4.89,15.57,15.50,3.04,0.41,550,550,500,250
동아엘텍,3080,24.12,150,4.87,08.81,021.43,02.45,0.51,75,75,100,75
다우기술,28800,25.03,1400,4.86,16.98,13.16,2.25,0.27,700,700,600,600
롯데칠성우,70400,25.03,3405,4.84,57.85,3.99,19.05,0.75,3405,3405,3305,3005
현대홈쇼핑,58000,25.04,2800,4.83,20.33,7.42,3.46,0.24,2800,2800,2600,2400
한일홀딩스,19300,24.12,930,4.82,24.14,7.56,3.63,0.26,800,800,800,514
나무가,13520,24.12,650,4.81,36.57,16.64,8.23,1.16,0,0,0,0
진양산업,5870,24.12,281,4.79,36.36,16.55,11.19,1.75,250,250,200,175
씨피시스템,1255,25.03,60,4.78,018.31,029.60,05.52,1.42,29,0,29,0
동방아그로,6280,24.12,300,4.78,38.13,6.01,8.62,0.46,350,300,250,350
HDC랩스,9420,25.03,450,4.78,54.48,7.23,11.78,0.74,450,450,450,450
한화생명,3155,24.03,150,4.75,14.86,5.43,3.24,0.16,30,0,0,30
HL홀딩스,42200,25.03,2000,4.74,94.35,1.91,17.50,0.30,2000,2000,2000,2000
MH에탄올,5290,24.12,250,4.73,051.51,04.63,013.17,0.55,350,250,250,350
대신증권,25400,25.03,1200,4.72,68.52,4.57,10.00,0.35,1400,1200,1200,1400
나눔테크,2120,24.12,100,4.72,16.56,13.48,3.09,0.39,50,50,0,0
KX,4040,24.12,190,4.70,9.83,27.09,1.67,0.37,200,200,167,0
하이트진로2우B,15980,24.12,750,4.69,51.01,8.63,14.51,1.21,850,1000,1000,850
우리손에프앤지,1505,24.12,70,4.65,32.17,5.32,5.74,0.27,50,25,50,50
지역난방공사,83500,25.04,3879,4.65,21.37,9.65,2.28,0.21,797,0,0,797
하나금융지주,77600,25.02,3600,4.64,27.17,9.11,4.41,0.37,3400,3400,3350,3100
유진기업,3670,25.03,170,4.63,020.20,06.18,04.42,0.26,170,170,170,170
지에이이노더스,5400,24.12,250,4.63,7.33,17.38,1.87,0.25,100,100,100,100
SK케미칼우,26000,25.03,1200,4.61,250.79,0.41,97.08,0.39,700,700,1550,3050
태경산업,5420,24.12,250,4.61,35.80,6.63,7.02,0.46,300,270,300,270
한세실업,10900,25.03,500,4.59,33.93,8.58,9.77,0.79,500,500,500,500
HS화성,10910,24.12,500,4.58,39.48,3.17,8.21,0.24,500,500,500,1000
KG모빌리언스,4800,24.12,220,4.58,82.62,2.84,18.95,0.51,220,220,220,220
케이프,6550,24.12,300,4.58,52.75,7.46,11.30,0.75,300,300,100,100
대현,1967,24.12,90,4.57,25.07,5.99,6.50,0.38,90,100,110,90
롯데쇼핑,83100,25.03,3800,4.57,011.10,07.74,01.58,0.10,3800,3800,3300,2800
일성아이에스,21900,24.12,1000,4.57,52.05,3.41,15.74,0.27,4000,1500,4000,150
경농,9860,24.12,450,4.56,46.74,6.97,10.22,0.64,450,450,400,350
삼아제약,17540,24.12,800,4.56,22.11,10.50,4.82,0.46,750,750,400,250
무림페이퍼,2195,25.03,100,4.56,10.23,9.39,2.10,0.19,75,75,50,25
쇼박스,3300,25.02,150,4.55,34.15,23.14,7.19,1.49,0,0,0,0
비비씨,8840,25.03,400,4.53,54.39,5.30,10.57,0.56,400,400,200,0
파트론,6640,24.12,300,4.52,28.33,10.93,7.63,0.69,350,250,300,350
효성,66500,24.12,3000,4.51,11.07,19.62,1.95,0.36,6500,3000,4500,6500
SK우,156800,25.04,7050,4.50,029.83,05.64,07.46,0.29,8050,5050,5050,8050
삼영무역,15580,24.12,700,4.49,21.74,10.70,4.14,0.40,600,600,600,550
고려신용정보,10060,24.12,450,4.47,47.34,26.86,10.92,2.66,380,380,330,300
세아제강,156600,25.03,7000,4.47,14.30,0,2.50,0.30,8000,8000,6000,3500
E1,77200,25.02,3450,4.47,31.73,3.82,7.50,0.24,5150,5150,3600,2200
한섬,16790,25.04,750,4.47,36.08,3.18,7.77,0.22,750,750,750,600
위너스,15430,24.12,686,4.45,141.62,9.82,0,0.00,588,588,392,392
위닉스,6760,24.12,300,4.44,010.68,023.45,01.86,0.43,500,300,400,500
호전실업,9030,24.12,400,4.43,15.11,14.35,3.23,0.39,300,300,300,250
DN오토모티브,22600,25.02,1000,4.43,18.26,19.78,3.41,0.54,600,600,500,400
예스24,4520,24.12,200,4.43,345.11,0.72,79.16,0.63,200,200,200,200
금화피에스시,31650,24.12,1400,4.42,20.65,11.58,3.68,0.40,1300,1300,1300,1300
위츠,6810,24.12,300,4.41,243.68,4.66,66.78,2.99,0,0,0,0
라이온켐텍,2275,24.12,100,4.40,17.39,6.77,10.25,0.68,100,100,100,100
iM금융지주,11380,25.02,500,4.39,38.72,3.60,6.44,0.23,650,550,650,630
케이디켐,11380,24.12,500,4.39,34.76,5.38,8.43,0.42,500,500,430,500
경동도시가스,19940,24.12,875,4.39,18.01,6.61,3.65,0.23,875,875,875,875
한국캐피탈,684,24.12,30,4.39,11.56,12.62,2.13,0.25,35,28,28,35
삼원강재,2510,24.12,110,4.38,33.01,5.37,7.08,0.37,110,110,105,105
KT&G,123300,25.02,5400,4.38,50.48,12.66,11.93,1.25,5200,5200,5000,4800
메쎄이상,2285,24.12,100,4.38,31.65,21.04,6.32,1.22,50,50,0,0
NPC우,2515,24.12,110,4.37,5.31,18.88,2.38,0.37,105,105,105,105
제이에스코퍼레이션,11450,24.12,500,4.37,12.22,23.41,1.95,0.41,450,450,425,300
스톤브릿지벤처스,4600,24.12,200,4.35,151.72,2.63,29.73,0.76,400,300,400,0
SK디스커버리우,40400,25.03,1750,4.33,128.60,0.88,31.10,0.26,1750,1750,1750,1550
하나투어,53100,25.01,2300,4.33,43.74,47.19,10.69,4.81,5000,5000,0,0
오리콤,6300,25.04,270,4.29,32.03,8.13,8.44,0.65,270,270,270,220
삼성화재,444500,25.03,19000,4.27,38.95,13.11,8.74,0.98,16000,16000,13800,12000
삼진제약,18760,24.12,800,4.26,24.99,14.89,6.40,0.85,800,800,800,800
DL우,24700,24.12,1050,4.25,25.40,2.25,8.01,0.17,1950,1050,1050,1950
코오롱글로벌,9410,24.12,400,4.25,32.67,4.15,7.19,0.29,500,400,400,500
하나제약,12000,24.12,510,4.25,41.52,7.24,9.12,0.61,510,510,510,510
아시아나IDT,11780,24.12,500,4.24,47.17,7.06,11.34,0.79,500,500,500,500
영원무역홀딩스,126100,25.04,5350,4.24,18.59,13.17,3.40,0.36,3970,3970,3050,2000
성도이엔지,4745,24.12,200,4.22,15.01,6.83,4.00,0.24,150,100,100,150
CJ제일제당 우,143700,25.02,6050,4.21,64.92,1.97,28.25,0.52,5550,5550,5550,5050
골프존홀딩스,5940,24.12,250,4.21,23.23,6.02,3.40,0.19,167,167,163,140
한국내화,2395,24.12,100,4.18,64.37,2.84,16.04,0.42,45,45,45,35
아이에스동서,24000,24.12,1000,4.17,020.03,010.19,04.26,0.46,1500,1500,0,1200
삼호개발,3605,25.03,150,4.16,63.77,2.33,14.57,0.31,190,190,190,190
도화엔지니어링,6740,24.12,280,4.15,0176.69,02.00,041.80,0.85,280,280,280,280
새론오토모티브,3370,24.12,140,4.15,27.74,4.08,6.50,0.26,140,140,140,140
넥센타이어1우B,3260,25.04,135,4.14,10.59,7.10,4.95,0.33,120,120,105,110
한화손해보험,4845,24.03,200,4.13,14.81,6.68,2.53,0.19,0,0,0,0
서울가스,60600,24.12,2500,4.12,29.01,3.14,7.35,0.18,2250,2250,1750,1750
다올투자증권,3655,25.03,150,4.10,023.38,07.82,04.51,0.34,250,150,150,250
삼지전자,10970,24.12,450,4.10,11.21,16.21,2.29,0.32,450,450,450,400
흥국,5370,24.12,220,4.10,23.15,10.12,6.21,0.54,240,240,220,200
LG,75700,25.03,3100,4.09,83.20,2.16,20.08,0.41,3100,3100,3000,2800
더네이쳐홀딩스,12220,24.12,500,4.09,43.93,4.91,8.59,0.38,400,400,400,200
삼양홀딩스우,86800,24.12,3550,4.09,95.87,1.38,20.55,0.24,3550,3550,3550,3050
대한제당,2935,24.12,120,4.09,55.31,3.68,12.53,0.45,120,115,120,110
KT나스미디어,17120,24.12,700,4.09,0122.67,03.13,024.92,0.79,700,700,638,664
동인기연,15250,24.12,620,4.07,21.03,12.39,6.44,0.72,800,560,800,400
딜리,984,25.03,40,4.07,23.11,7.96,5.12,0.37,40,0,40,40
KTis,2955,24.12,120,4.06,30.98,5.76,7.66,0.38,120,120,120,100
JW생명과학,12330,24.12,500,4.05,17.60,24.45,3.92,0.84,500,500,500,500
한독크린텍,6200,24.12,250,4.03,53.29,6.36,14.12,0.83,250,250,250,200
효성티앤씨,248000,24.12,10000,4.03,32.08,9.84,7.69,0.71,50000,10000,10000,50000
KB발해인프라,8070,24.12,325,4.03,0,0,0,0,0,0,0,0
KSS해운,9990,24.12,400,4.00,15.73,12.09,3.52,0.37,350,350,350,350
SIMPAC,5000,24.12,200,4.00,39.53,4.62,8.95,0.34,200,100,200,200
삼양홀딩스,87600,24.12,3500,3.99,95.87,1.38,20.55,0.24,3500,3500,3500,3000
이엘씨,8260,24.12,330,3.99,01444.13,00.15,0223.65,0.32,300,300,300,300
크리스에프앤씨,5020,25.03,200,3.98,016.60,06.89,05.61,0.35,500,300,250,500
한솔홀딩스,3015,25.03,120,3.98,243.39,0.36,48.79,0.17,120,100,120,120
풍산홀딩스,35300,25.02,1400,3.97,19.66,9.41,3.75,0.33,947,947,879,947
LF,17700,25.03,700,3.95,25.46,4.87,6.01,0.27,700,700,700,600
롯데지주,30350,25.03,1200,3.95,08.43,015.56,02.26,0.25,1500,1500,1500,1500
KT,50600,25.02,2000,3.95,104.53,2.85,23.70,0.66,1960,1960,1960,1910
동일금속,8100,24.12,320,3.95,37.39,4.76,10.18,0.44,400,400,400,250
네오팜,15200,24.12,600,3.95,40.69,13.69,8.23,1.05,384,384,358,358
한국기업평가,100200,25.02,3954,3.95,72.19,21.69,16.24,3.28,5131,5131,5100,3397
바이오노트,5070,25.03,200,3.94,36.68,3.46,8.70,0.29,534,200,490,534
풍산,66000,25.02,2600,3.94,30.09,11.33,5.93,0.62,1200,1200,1000,1000
남화산업,5080,24.12,200,3.94,37.66,5.97,9.66,0.57,300,200,300,200
파이오링크,7630,24.12,300,3.93,36.75,0,11.13,0.70,300,300,300,250
NICE,12720,25.03,500,3.93,36.83,6.27,8.57,0.50,451,451,410,375
코오롱인더,33150,24.12,1300,3.92,40.06,3.06,8.34,0.23,1300,1300,1300,1300
금호석유화학우,57400,24.12,2250,3.92,16.44,5.88,8.00,0.39,5450,2950,5450,10050
키움증권,191400,24.12,7500,3.92,24.63,15.98,3.97,0.55,3500,3000,3000,3500
KG스틸,6390,25.03,250,3.91,18.22,6.93,4.15,0.28,200,200,150,100
화승인더,5130,24.12,200,3.90,25.22,11.72,6.29,0.62,188,188,188,188
