N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
1,삼성전자,"59,600",상승,100,+0.17%,100,"1,682,682","100,876",0,"3,528,104","327,260",11.55,"17,755,115","60,200",0,"5,145,319",398.34,9.03,"60,200",0,"1,123,399","344,514",49.82,7.10,"59,500",0,"5,919,638","3,008,709","5,162",1.01,"1,446",16.20
2,SK하이닉스,"240,000",상승,"4,500",+1.91%,"5,000","263,620","63,316",0,"1,747,206","234,673",6.73,"4,994,238","240,500",0,"1,198,552",403.58,31.06,"241,000",0,"459,395","197,969",55.19,17.98,"239,000",0,"728,002","661,930","35,682",2.03,"2,204",102.02
3,삼성바이오로직스,"1,027,000",하락,"2,000",-0.19%,"2,500","4,911","5,054",0,"730,957","13,201",57.13,"96,797","1,030,000",0,"173,363",18.53,10.45,"1,035,000",0,"64,316","10,833",12.92,6.49,"1,025,000",0,"71,174","45,473","17,977",6.48,0,23.08
4,LG에너지솔루션,"297,500",하락,"6,500",-2.14%,500,"19,115","5,703",0,"696,150","5,754",-59.81,"555,229","300,000",0,"603,068",-73.40,-4.93,"300,000",0,"293,402","3,386",4.06,0.64,"297,000",0,"234,000","256,196","-4,974",3.29,N/A,-24.08
5,한화에어로스페이스,"940,000",하락,"13,000",-1.36%,"5,000","21,471","20,163",0,"444,584","17,319",19.01,"442,140","944,000",0,"433,369",191.41,53.94,"952,000",0,"319,726","25,399",45.73,8.08,"928,000",0,"47,296","112,401","49,447",10.92,"3,500",42.47
6,KB금융,"107,200",상승,"1,300",+1.23%,"5,000","165,847","17,624",0,"408,927","80,453",7.44,"2,261,184","105,900",0,"7,578,455",26.00,8.86,"107,200",0,"6,980,304","50,286",78.16,0.68,"105,800",0,"381,462","850,764","14,416",0.68,"3,174",9.77
7,현대차,"198,800",하락,"2,700",-1.34%,"5,000","88,548","17,606",0,"407,058","142,396",4.33,"885,521","199,400",0,"3,397,984",-5.87,12.43,"199,400",0,"2,195,225","132,299",36.01,4.25,"198,000",0,"204,758","1,752,312","45,880",0.47,"12,000",7.73
8,삼성전자우,"49,000",상승,200,+0.41%,100,"103,855","5,115",0,"399,828",N/A,9.49,"1,365,803","49,300",0,N/A,N/A,N/A,"49,500",0,N/A,N/A,73.78,N/A,"49,000",0,"815,975",N/A,"5,162",0.83,N/A,N/A
9,HD현대중공업,"436,500",상승,"17,000",+4.05%,"5,000","62,522","27,313",0,"387,495","7,052",44.18,"287,057","423,500",0,"193,909",294.77,11.39,"442,000",0,"136,865","6,215",10.74,3.40,"423,000",0,"88,773","144,865","9,880",6.67,"2,090",21.08
10,기아,"97,200",하락,"1,200",-1.22%,"5,000","149,554","14,591",0,"386,538","126,671",4.15,"1,768,683","98,000",0,"927,559",9.13,19.09,"98,100",0,"369,156","97,750",38.79,11.28,"96,900",0,"397,673","1,074,488","23,440",0.68,"6,500",7.66
11,셀트리온,"162,200",하락,"1,700",-1.04%,"1,000","43,775","7,114",0,"360,775","4,920",75.06,"747,962","162,300",0,"210,552",-24.48,2.46,"163,700",0,"34,752","4,189",21.44,2.04,"162,200",0,"222,426","35,573","2,161",2.10,735,63.45
12,두산에너빌리티,"54,600",보합,0,0.00%,"5,000","870,011","47,879",0,"349,746","10,176",-343.40,"16,430,444","55,300",0,"263,148",-30.65,1.52,"55,400",0,"146,537","3,947",26.26,1.55,"54,500",0,"640,561","162,331",-159,4.62,N/A,-7.71
13,NAVER,"204,000",상승,"5,100",+2.56%,100,"151,679","31,007",0,"323,211","19,793",17.81,"624,703","203,500",0,"381,679",32.94,7.90,"206,000",0,"111,670","19,320",48.56,5.23,"203,000",0,"158,437","107,377","11,452",1.15,"1,130",11.03
14,신한지주,"59,000",상승,400,+0.68%,"5,000","129,374","7,614",0,"292,547","64,587",6.48,"1,955,484","58,500",0,"7,397,643",5.87,8.11,"59,300",0,"6,809,432","45,582",58.81,0.64,"58,500",0,"495,842","419,028","9,108",0.51,"2,160",6.26
15,삼성물산,"168,600",상승,500,+0.30%,100,"41,605","7,016",0,"286,580","29,834",13.46,"1,023,195","169,000",0,"619,904",3.95,6.83,"169,600",0,"247,319","27,720",26.86,4.33,"167,600",0,"169,977","421,032","12,523",0.86,"2,600",0.50
16,현대모비스,"288,000",상승,"3,500",+1.23%,"5,000","42,677","12,164",0,"267,826","30,735",6.35,"328,418","284,500",0,"665,969",33.90,9.35,"288,500",0,"204,787","40,602",42.02,6.49,"282,000",0,"92,995","572,370","45,380",0.55,"6,000",-3.41
17,한화오션,"83,200",하락,800,-0.95%,"5,000","260,014","21,701",0,"254,936","2,379",36.80,"11,376,916","84,000",0,"178,438",221.06,11.52,"84,000",0,"129,805","5,282",12.70,3.32,"83,000",0,"306,413","107,760","2,261",5.03,N/A,45.46
18,삼성생명,"126,600",상승,"4,000",+3.26%,500,"54,263","6,764",0,"253,200","24,998",11.94,"536,093","122,700",0,"3,122,188",4.23,6.18,"126,700",0,"2,794,809","22,603",21.90,0.72,"122,700",0,"200,000","337,860","10,600",0.77,"4,500",9.21
19,HD한국조선해양,"352,500",상승,"12,000",+3.52%,"5,000","33,016","11,581",0,"249,475","14,341",16.87,"369,930","343,500",0,"367,191",408.07,11.16,"356,000",0,"225,633","14,546",32.73,4.22,"343,500",0,"70,773","255,386","20,895",2.19,"5,100",19.92
20,HMM,"23,150",상승,150,+0.65%,"5,000","290,033","6,761",0,"237,297","35,128",4.56,"2,912,115","23,550",0,"338,486",500.72,15.35,"23,600",0,"59,930","37,821",7.51,12.70,"23,050",0,"1,025,039","117,002","5,073",0.73,600,39.27
21,카카오,"52,700",상승,"2,200",+4.36%,100,"716,931","38,122",0,"232,811","4,602",152.31,"4,071,665","53,700",0,"257,730",-0.14,0.56,"53,700",0,"118,301","-1,619",28.72,-0.64,"52,100",0,"441,767","78,717",346,2.21,68,4.16
22,하나금융지주,"78,100",상승,900,+1.17%,"5,000","128,158","9,974",0,"222,369","48,552",5.89,"2,180,729","77,900",0,"6,378,475",3.45,9.11,"78,400",0,"5,942,706","37,685",67.56,0.61,"77,400",0,"284,724","816,143","13,252",0.50,"3,600",17.10
23,POSCO홀딩스,"264,250",하락,"1,250",-0.47%,"5,000","29,402","7,748",0,"213,865","21,736",25.69,"424,600","265,000",0,"1,034,042",-38.45,2.00,"265,000",0,"419,538","9,476",29.22,0.93,"262,000",0,"80,933","726,881","10,286",0.36,"10,000",-5.76
24,메리츠금융지주,"112,100",하락,100,-0.09%,500,"16,522","1,846",0,"201,796","31,889",9.18,"694,130","111,200",0,"1,155,782",8.71,23.44,"112,400",0,"1,046,482","23,334",16.03,2.14,"111,100",0,"180,014","465,745","12,216",2.04,"1,350",-20.47
25,삼성화재,"431,000",하락,"8,000",-1.82%,500,"13,550","5,800",0,"198,308","26,496",11.00,"270,622","429,500",0,"872,695",12.40,13.11,"432,000",0,"716,673","20,768",55.94,2.41,"424,500",0,"46,011","226,570","39,171",1.19,"19,000",8.80
26,현대로템,"180,100",상승,400,+0.22%,"5,000","103,743","18,809",0,"196,565","4,566",38.61,"1,475,368","183,300",0,"52,854",117.36,21.85,"183,300",0,"32,763","4,053",32.31,7.70,"179,000",0,"109,142","43,766","4,664",9.00,200,22.00
27,SK스퀘어,"142,400",상승,"1,800",+1.28%,100,"42,846","6,042",0,"188,738","39,126",3.84,"902,609","140,000",0,"219,211",267.23,21.70,"143,100",0,"23,356","36,505",52.23,18.30,"140,000",0,"132,541","61,385","37,069",0.92,0,169.41
28,한국전력,"28,800",상승,350,+1.23%,"5,000","147,011","4,247",0,"184,886","83,647",3.52,"5,562,903","28,850",0,"2,468,078",284.18,9.22,"28,950",0,"2,054,450","36,220",19.45,1.49,"28,775",0,"641,964","933,989","8,191",0.44,213,5.87
29,크래프톤,"374,500",하락,"7,500",-1.96%,100,"13,667","5,155",0,"177,471","11,825",13.53,"220,064","378,500",0,"79,195",53.96,21.10,"382,500",0,"10,903","13,026",42.92,18.14,"373,000",0,"47,389","27,098","27,686",2.36,0,41.83
30,고려아연,"780,000",하락,"3,000",-0.38%,"5,000","1,715","1,329",0,"161,486","7,235",65.55,"41,648","776,000",0,"147,923",9.63,2.28,"784,000",0,"71,969","1,948",12.08,1.45,"769,000",0,"20,703","120,529","11,900",1.92,"17,500",24.20
31,삼성중공업,"17,750",상승,170,+0.97%,"1,000","535,535","9,538",0,"156,200","5,027",106.93,"10,040,856","17,700",0,"171,946",115.43,1.77,"17,930",0,"134,452",539,32.03,0.33,"17,610",0,"880,000","99,031",166,3.93,N/A,23.64
32,HD현대일렉트릭,"427,500",하락,"6,500",-1.50%,"5,000","14,902","6,418",0,"154,102","6,690",27.44,"318,834","434,500",0,"37,955",112.23,39.34,"435,000",0,"22,880","4,984",34.02,14.87,"426,500",0,"36,047","33,223","15,581",10.22,"5,350",22.92
33,우리금융지주,"20,675",상승,125,+0.61%,"5,000","165,980","3,424",0,"153,531","42,552",5.33,"3,270,182","20,550",0,"5,257,533",21.61,9.39,"20,800",0,"4,898,581","31,715",46.05,0.62,"20,550",0,"742,592","466,167","3,877",0.45,"1,200",11.03
34,KT&G,"124,600",상승,"2,400",+1.96%,"5,000","29,990","3,722",0,"152,090","11,888",14.03,"382,836","123,100",0,"139,252",1.84,12.66,"125,100",0,"45,668","11,650",43.54,8.73,"122,800",0,"122,062","59,088","8,881",1.48,"5,400",0.79
35,LG화학,"211,000",상승,500,+0.24%,"5,000","19,851","4,187",0,"148,950","9,168",-17.66,"446,626","211,000",0,"938,578",-63.75,-2.11,"212,500",0,"458,623","5,150",30.24,0.60,"209,500",0,"70,592","489,161","-11,946",0.50,"1,000",-11.46
