N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
1,삼성전자,"60,600",하락,700,-1.14%,100,"6,595,292","400,568","60,500","3,587,301","327,260",11.74,"23,933,612","61,300","60,600","5,145,319",398.34,9.03,"61,300","1,428,876","1,123,399","344,514",49.78,7.10,"60,200","552,398","5,919,638","3,008,709","5,162",1.03,"1,446",16.20
2,SK하이닉스,"294,500",상승,"8,500",+2.97%,"5,000","1,787,244","527,154","294,500","2,143,967","234,673",8.25,"5,466,598","294,500","295,000","1,198,552",403.58,31.06,"298,500","120,177","459,395","197,969",55.61,17.98,"292,500","188,400","728,002","661,930","35,682",2.50,"2,204",102.02
3,삼성바이오로직스,"1,007,000",상승,"3,000",+0.30%,"2,500","8,017","8,060","1,005,000","716,722","13,201",56.02,"57,537","1,007,000","1,006,000","173,363",18.53,10.45,"1,010,000","3,286","64,316","10,833",12.88,6.49,"1,003,000","2,227","71,174","45,473","17,977",6.35,0,23.08
4,LG에너지솔루션,"296,500",하락,"1,500",-0.50%,500,"45,011","13,436","299,500","693,810","5,754",-59.61,"185,031","299,000","300,000","603,068",-73.40,-4.93,"300,500","9,233","293,402","3,386",4.13,0.64,"296,500","9,520","234,000","256,196","-4,974",3.28,N/A,-24.08
5,현대차,"212,000",하락,"5,000",-2.30%,"5,000","235,836","50,041","210,500","434,086","142,396",4.62,"1,789,517","214,500","211,000","3,397,984",-5.87,12.43,"215,000","52,395","2,195,225","132,299",36.42,4.25,"210,000","19,330","204,758","1,752,312","45,880",0.50,"12,000",7.73
6,두산에너빌리티,"66,050",상승,250,+0.38%,"5,000","4,701,851","309,452","65,700","423,091","10,176",-415.41,"11,308,003","63,800","65,800","263,148",-30.65,1.52,"66,900","59,021","146,537","3,947",24.35,1.55,"63,800","235,817","640,561","162,331",-159,5.56,N/A,-7.71
7,NAVER,"265,000",하락,"18,500",-6.53%,100,"1,454,684","390,213","266,500","419,858","19,793",23.14,"2,862,461","270,000","267,000","381,679",32.94,7.90,"275,000","74,957","111,670","19,320",46.81,5.23,"263,000","22,865","158,437","107,377","11,452",1.49,"1,130",11.03
8,KB금융,"108,800",하락,700,-0.64%,"5,000","317,187","34,777","109,100","415,031","80,453",7.55,"1,685,148","111,200","109,200","7,578,455",26.00,8.86,"111,300","17,025","6,980,304","50,286",78.18,0.68,"108,700","8,110","381,462","850,764","14,416",0.69,"3,174",9.77
9,삼성전자우,"50,400",보합,0,0.00%,100,"1,181,076","59,812","50,400","411,251",N/A,9.76,"2,075,146","50,900","50,500",N/A,N/A,N/A,"51,200","173,237",N/A,N/A,73.73,N/A,"50,300","190,964","815,975",N/A,"5,162",0.85,N/A,N/A
10,한화에어로스페이스,"868,000",상승,"12,000",+1.40%,"5,000","89,813","78,589","875,000","410,531","17,319",17.55,"313,167","871,000","876,000","433,369",191.41,53.94,"885,000","2,898","319,726","25,399",44.82,8.08,"862,000","3,474","47,296","112,401","49,447",10.04,"3,500",42.47
11,기아,"99,700",하락,"1,400",-1.38%,"5,000","361,354","36,369","100,000","396,480","126,671",4.25,"2,778,238","100,700","100,100","927,559",9.13,19.09,"102,500","38,640","369,156","97,750",39.19,11.28,"99,600","9,266","397,673","1,074,488","23,440",0.70,"6,500",7.66
12,HD현대중공업,"428,000",하락,"9,000",-2.06%,"5,000","88,696","38,396","428,500","379,949","7,052",43.32,"318,755","439,500","429,000","193,909",294.77,11.39,"443,000","6,096","136,865","6,215",10.93,3.40,"426,000","1,355","88,773","144,865","9,880",6.54,"2,090",21.08
13,셀트리온,"160,100",하락,400,-0.25%,"1,000","78,554","12,613","160,400","356,104","4,920",74.09,"380,643","161,500","160,500","210,552",-24.48,2.46,"161,600","11,826","34,752","4,189",21.43,2.04,"160,000","5,214","222,426","35,573","2,161",2.07,735,63.45
14,신한지주,"60,400",하락,200,-0.33%,"5,000","492,213","30,021","60,500","299,489","64,587",6.63,"12,851,355","60,800","60,600","7,397,643",5.87,8.11,"61,900","28,434","6,809,432","45,582",58.96,0.64,"60,200","24,134","495,842","419,028","9,108",0.52,"2,160",6.26
15,카카오,"63,700",하락,"5,700",-8.21%,100,"3,545,110","232,052","65,000","281,405","4,602",184.10,"6,399,440","67,500","65,100","257,730",-0.14,0.56,"67,600","119,424","118,301","-1,619",28.29,-0.64,"63,600","39,188","441,767","78,717",346,2.69,68,4.16
16,삼성물산,"159,100",하락,"6,000",-3.63%,100,"246,255","38,991","158,400","270,433","29,834",12.70,"714,792","163,600","158,600","619,904",3.95,6.83,"163,600","4,008","247,319","27,720",26.98,4.33,"156,000","2,178","169,977","421,032","12,523",0.82,"2,600",0.50
17,현대모비스,"293,000",하락,"4,500",-1.51%,"5,000","56,861","16,780","295,000","268,960","30,735",6.46,"397,717","294,500","295,500","665,969",33.90,9.35,"297,500","7,420","204,787","40,602",42.97,6.49,"293,000","9,206","91,795","572,370","45,380",0.56,"6,000",-3.41
18,HD한국조선해양,"364,500",상승,500,+0.14%,"5,000","89,310","32,545","362,500","257,968","14,341",17.44,"434,574","361,000","363,000","367,191",408.07,11.16,"370,000","3,852","225,633","14,546",33.04,4.22,"360,000","1,643","70,773","255,386","20,895",2.27,"5,100",19.92
19,SK스퀘어,"193,200",상승,"1,000",+0.52%,100,"314,346","60,391","191,100","256,069","39,126",5.21,"1,169,212","190,000","191,200","219,211",267.23,21.70,"195,100","1,759","23,356","36,505",51.93,18.30,"189,200","1,881","132,541","61,385","37,069",1.24,0,169.41
20,삼성생명,"125,300",하락,"3,700",-2.87%,500,"82,521","10,449","127,100","250,600","24,998",11.82,"289,015","127,600","127,300","3,122,188",4.23,6.18,"128,850","3,181","2,794,809","22,603",21.94,0.72,"125,000",674,"200,000","337,860","10,600",0.76,"4,500",9.21
21,한화오션,"80,800",하락,"1,700",-2.06%,"5,000","941,253","76,869","81,000","247,582","2,379",35.74,"3,391,991","83,000","81,100","178,438",221.06,11.52,"83,500","52,889","129,805","5,282",12.63,3.32,"80,300","19,886","306,413","107,760","2,261",4.87,N/A,45.46
22,한국전력,"36,900",하락,950,-2.51%,"5,000","3,573,238","131,807","36,750","236,885","83,647",4.50,"19,546,586","36,600","36,800","2,468,078",284.18,9.22,"37,500","144,701","2,054,450","36,220",19.58,1.49,"36,350","39,792","641,964","933,989","8,191",0.56,213,5.87
23,HMM,"23,100",상승,250,+1.09%,"5,000","1,233,486","28,732","23,300","236,784","35,128",4.55,"1,816,170","23,000","23,350","338,486",500.72,15.35,"23,700","76,512","59,930","37,821",7.00,12.70,"22,850","147,915","1,025,039","117,002","5,073",0.73,600,39.27
24,하나금융지주,"83,000",하락,200,-0.24%,"5,000","165,677","13,794","83,100","236,321","48,552",6.26,"1,020,020","82,800","83,300","6,378,475",3.45,9.11,"84,200","9,775","5,942,706","37,685",67.78,0.61,"82,600","19,949","284,724","816,143","13,252",0.53,"3,600",17.10
25,POSCO홀딩스,"267,500",하락,"2,000",-0.74%,"5,000","79,214","21,342","269,500","216,496","21,736",26.01,"383,736","272,000","270,000","1,034,042",-38.45,2.00,"272,500","13,413","419,538","9,476",29.56,0.93,"267,000","11,700","80,933","726,881","10,286",0.36,"10,000",-5.76
26,현대로템,"197,450",상승,"5,650",+2.95%,"5,000","551,780","109,099","198,600","215,501","4,566",42.33,"1,551,571","195,500","198,700","52,854",117.36,21.85,"202,000","11,507","32,763","4,053",32.07,7.70,"195,100","1,783","109,142","43,766","4,664",9.86,200,22.00
27,메리츠금융지주,"113,300",하락,"1,000",-0.87%,500,"53,252","6,065","114,100","203,956","31,889",9.27,"330,528","113,300","114,300","1,155,782",8.71,23.44,"114,700","1,845","1,046,482","23,334",16.04,2.14,"112,900","6,130","180,014","465,745","12,216",2.06,"1,350",-20.47
28,삼성화재,"431,500",하락,"9,000",-2.04%,500,"18,584","8,074","433,500","198,538","26,496",11.02,"88,585","440,000","435,500","872,695",12.40,13.11,"442,500","1,566","716,673","20,768",55.94,2.41,"430,500","1,015","46,011","226,570","39,171",1.19,"19,000",8.80
29,HD현대일렉트릭,"488,000",하락,"9,000",-1.81%,"5,000","54,890","26,999","489,000","175,910","6,690",31.32,"243,200","493,000","490,000","37,955",112.23,39.34,"498,000","3,367","22,880","4,984",34.73,14.87,"485,500",896,"36,047","33,223","15,581",11.68,"5,350",22.92
30,크래프톤,"355,500",하락,"1,500",-0.42%,100,"21,610","7,731","358,000","168,474","11,825",12.84,"171,881","355,000","358,500","79,195",53.96,21.10,"360,000","2,544","10,903","13,026",43.12,18.14,"355,000","4,305","47,391","27,098","27,686",2.24,0,41.83
31,우리금융지주,"22,450",하락,50,-0.22%,"5,000","619,462","13,944","22,450","166,712","42,552",5.79,"3,278,835","22,500","22,500","5,257,533",21.61,9.39,"22,800","124,646","4,898,581","31,715",46.92,0.62,"22,350","119,656","742,592","466,167","3,877",0.49,"1,200",11.03
32,고려아연,"793,000",상승,"3,000",+0.38%,"5,000","5,722","4,512","793,000","164,177","7,235",66.64,"25,148","794,000","794,000","147,923",9.63,2.28,"798,000",315,"71,969","1,948",11.95,1.45,"782,000",180,"20,703","120,529","11,900",1.95,"17,500",24.20
33,카카오뱅크,"33,050",하락,"3,550",-9.70%,"5,000","658,628","22,242","34,150","157,645","6,069",33.79,"2,833,709","35,200","34,200","628,053",26.83,6.95,"35,200","14,147","562,652","4,401",17.12,0.75,"33,050","162,961","476,989","29,456",978,2.42,360,18.11
34,KT&G,"125,600",상승,300,+0.24%,"5,000","42,864","5,354","125,000","153,310","11,888",14.14,"317,989","124,600","125,100","139,252",1.84,12.66,"125,800","4,004","45,668","11,650",43.76,8.73,"124,200","4,165","122,062","59,088","8,881",1.49,"5,400",0.79
35,SK이노베이션,"99,800",하락,"1,200",-1.19%,"5,000","83,899","8,391","100,000","150,733","3,155",-4.93,"330,462","100,300","100,100","1,105,301",-83.43,-9.65,"100,900","21,789","708,812","-23,725",13.74,-2.48,"99,500","5,530","151,035","747,170","-20,236",0.62,"2,000",-3.33
36,LG화학,"213,250",상승,750,+0.35%,"5,000","105,033","22,584","216,500","150,538","9,168",-17.85,"178,210","213,500","217,000","938,578",-63.75,-2.11,"218,000","6,579","458,623","5,150",30.65,0.60,"211,000","15,512","70,592","489,161","-11,946",0.50,"1,000",-11.46
37,기업은행,"18,650",하락,140,-0.75%,"5,000","579,369","10,866","18,780","148,720","35,941",5.57,"1,683,146","18,840","18,790","4,722,198",4.71,8.06,"18,980","10,569","4,379,887","26,543",14.22,0.58,"18,590","11,731","797,426","324,300","3,351",0.44,"1,065",13.30
38,SK,"200,500",하락,"2,000",-0.99%,200,"144,601","29,511","202,000","145,368","23,553",16.33,"417,497","202,500","202,500","2,149,778",-50.46,-5.64,"209,000","7,458","1,346,902","5,288",23.91,0.25,"200,000","6,757","72,503","1,246,904","12,281",0.41,"7,000",-3.19
39,삼성중공업,"16,240",하락,290,-1.75%,"1,000","2,449,368","40,115","16,300","142,912","5,027",97.83,"7,951,547","16,660","16,310","171,946",115.43,1.77,"16,660","104,963","134,452",539,31.67,0.33,"16,190","15,663","880,000","99,031",166,3.60,N/A,23.64
40,삼성SDI,"175,500",상승,100,+0.06%,"5,000","170,817","30,181","176,700","141,428","3,633",120.12,"421,667","177,000","176,800","405,973",-76.49,3.13,"178,700","5,978","190,301","5,755",28.25,1.54,"174,900","3,878","80,586","165,922","1,461",0.62,973,-22.60
41,삼성에스디에스,"172,500",하락,"7,600",-4.22%,500,"213,931","37,421","173,900","133,477","9,111",17.62,"774,478","175,100","174,400","132,383",12.73,8.42,"178,900","1,235","35,329","7,895",18.63,6.18,"172,400",592,"77,378","138,282","9,791",1.43,"2,900",4.15
42,KT,"52,300",하락,100,-0.19%,"5,000","42,470","2,218","52,200","131,807","8,095",20.83,"476,935","52,400","52,300","418,800",-50.93,2.85,"52,500","17,220","238,834","4,171",49.00,0.99,"52,000","28,771","252,022","264,312","2,511",0.77,"2,000",0.21
43,LG,"82,000",하락,"2,000",-2.38%,"5,000","110,699","9,126","82,100","128,946","9,668",16.23,"444,346","83,700","82,200","316,393",-39.16,2.16,"83,800","9,946","35,066","7,905",34.64,2.55,"81,600","2,673","157,251","71,755","5,053",0.46,"3,100",-3.62
44,하이브,"307,500",하락,"3,000",-0.97%,500,"59,129","18,217","308,000","128,080","1,840",244.82,"243,590","310,500","308,500","54,792",-37.75,0.31,"311,000","5,991","19,654",-34,19.08,-0.06,"305,500","4,271","41,652","22,556","1,256",3.88,200,3.56
45,카카오페이,"93,800",보합,0,0.00%,500,0,0,0,"126,345",-575,"-3,025.81","12,214,811",0,0,"44,147",-1.59,-0.73,0,0,"25,039",-215,71.58,-0.51,0,0,"134,697","7,662",-31,6.74,0,24.52
