N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
1,알테오젠,"377,000",하락,"3,500",-0.92%,500,"23,525","8,866","390,000","201,563",254,161.32,"178,338","378,000","390,500","4,090",360.91,29.52,"380,500","3,683","1,349",607,14.59,18.25,"375,000",154,"53,465","1,029","2,337",55.00,0,6.56
2,에코프로비엠,"103,600",상승,"3,400",+3.39%,500,"60,925","6,254","100,200","101,322",-341,-109.17,"449,791","101,000","100,300","43,237",-121.86,-6.26,"103,600",552,"23,466",-585,12.03,-1.35,"100,900",63,"97,801","27,668",-949,5.98,N/A,-59.91
3,HLB,"47,650",하락,150,-0.31%,500,"44,042","2,103","48,050","62,627","-1,185",-33.16,"416,896","48,100","48,100","8,874",5.21,-16.33,"48,100",722,"2,353","-1,080",20.20,-13.22,"47,500",154,"131,430",681,"-1,437",12.16,0,58.80
4,에코프로,"45,750",상승,800,+1.78%,100,"79,977","3,651","44,700","62,118","-2,930",-35.41,"807,129","45,250","44,900","81,383",-198.28,-12.57,"46,000","1,151","42,998","-2,954",21.04,-3.76,"45,250",296,"135,776","31,279","-1,292",3.92,100,-56.92
5,레인보우로보틱스,"285,500",상승,"1,500",+0.53%,500,"11,702","3,359","285,500","55,387",-30,"6,963.41","152,445","288,000","287,000","1,399",93.32,1.62,"289,000",270,71,21,6.48,1.57,"285,000",130,"19,400",193,41,41.96,N/A,26.80
6,파마리서치,"487,000",상승,"1,500",+0.31%,500,"4,125","1,994","484,500","51,182","1,261",48.40,"79,272","487,000","485,000","8,557",36.63,18.93,"488,500",60,"2,863",889,15.25,12.79,"478,000",31,"10,510","3,501","10,061",9.96,"1,100",34.14
7,휴젤,"370,500",상승,"1,500",+0.41%,500,"1,570",581,"367,000","45,586","1,662",32.17,"24,955","372,500","370,000","9,394",41.13,17.51,"373,500",82,986,"1,431",55.60,15.32,"366,500",22,"12,304","3,730","11,517",4.75,0,16.69
8,펩트론,"188,400",하락,"16,600",-8.10%,500,"110,445","20,033","198,800","43,892",-165,-190.88,"81,021","198,800","199,000","1,689",-4.05,-23.46,"198,800",30,172,-220,6.35,-19.91,"160,000",114,"23,297",32,-987,29.22,N/A,-5.68
9,리가켐바이오,"114,600",하락,"2,400",-2.05%,500,"33,888","3,904","116,900","41,955",-209,168.53,"787,858","116,500","117,000","7,384",74.12,2.04,"116,500",132,"1,224",78,11.70,1.68,"114,400",75,"36,610","1,259",680,7.12,N/A,268.71
10,클래시스,"61,800",하락,200,-0.32%,100,"7,252",448,"61,700","40,482","1,224",39.39,"132,372","62,000","61,900","6,084",36.62,26.54,"62,100",374,"1,557",975,71.70,19.83,"61,600",240,"65,506","2,429","1,569",8.65,257,34.87
