종목명,현재가,기준월,배당금,수익률(%),배당성향(%),ROE(%),PER(배),PBR(배),과거3년배당금_Max,1년전,2년전,3년전
KZ정밀,12130,24.12,800,6.59,65.63,4.69,10.29,0.41,600,600,400,350
KISCO홀딩스,27300,24.12,1800,6.59,70.13,2.82,9.94,0.21,900,900,600,400
LX인터내셔널,30350,25.02,2000,6.59,40.94,7.12,5.97,0.37,3000,1200,3000,2300
대신증권2우B,18230,25.03,1200,6.58,68.52,4.57,10.00,0.35,1400,1200,1200,1400
기아,98900,25.03,6500,6.57,26.18,19.09,4.12,0.71,5600,5600,3500,3000
삼현철강,4615,24.12,300,6.50,84.11,2.83,12.76,0.35,300,300,300,300
한솔로지스틱스,2315,25.03,150,6.48,48.64,7.00,6.71,0.45,70,100,70,60
유화증권우,2630,24.12,170,6.46,55.40,3.50,9.16,0.26,140,130,120,140
맥쿼리인프라,11760,24.12,759,6.45,0,0,0,0,770,770,762,741
현대엘리베이터,85400,24.12,5500,6.44,108.40,14.42,11.18,1.51,800,4000,500,800
대창스틸,2330,24.12,150,6.44,414.72,0.51,57.93,0.30,150,150,150,150
ESR켄달스퀘어리츠,4270,24.11,274,6.42,810.80,0.33,282.50,0.94,272,272,270,262
SK텔레콤,55400,25.02,3540,6.39,60.28,10.83,9.50,1.00,3540,3540,3320,2660
윈스테크넷,12550,24.12,800,6.38,44.53,10.86,8.41,0.76,500,500,500,500
대신증권우,19610,25.03,1250,6.37,68.52,4.57,10.00,0.35,1450,1250,1250,1450
신한알파리츠,5430,25.03,346,6.36,0,0,0,0,817,817,367,347
무학,8180,24.12,520,6.36,28.44,8.72,3.72,0.29,230,230,230,230
엔브이에이치코리아,2365,24.12,150,6.34,53.31,5.35,8.30,0.42,93,150,112,93
동국제강,9470,25.03,600,6.34,85.34,2.04,11.39,0.23,700,700,0,0
GS우,43450,25.02,2750,6.33,45.10,4.12,6.56,0.26,2550,2550,2550,2050
대덕,7940,25.03,500,6.30,77.70,3.68,10.25,0.37,400,400,400,300
이노션,18810,25.03,1175,6.25,46.88,10.48,7.74,0.77,900,1175,1075,900
진양폴리,4040,24.12,250,6.19,79.02,9.74,20.99,2.03,250,250,200,175
세화피앤씨,809,24.12,50,6.18,62.68,8.22,10.24,0.82,17,17,10,15
지엠비코리아,4060,24.12,250,6.16,31.03,5.76,4.55,0.26,80,150,80,80
삼성FN리츠,4445,25.01,274,6.16,254.07,0.66,159.99,1.00,266,266,0,0
KPX홀딩스,69100,24.12,4250,6.15,21.48,8.02,2.86,0.21,3500,3500,3000,3000
기업은행,17360,25.03,1065,6.14,32.11,8.06,4.32,0.34,984,984,960,780
TKG휴켐스,16320,24.12,1000,6.13,49.41,9.09,8.98,0.75,1000,1000,1000,1000
한국쉘석유,441000,24.12,27000,6.12,95.76,28.93,11.30,3.25,25000,25000,18000,19000
코오롱인더우,22050,24.12,1350,6.12,40.06,3.06,8.34,0.23,1350,1350,1350,1350
네오티스,3270,24.12,200,6.12,55.12,9.38,9.04,0.80,250,200,250,250
진양홀딩스,3300,24.12,200,6.06,72.95,4.21,11.23,0.47,200,200,200,170
NH투자증권우,16560,25.03,1000,6.04,47.96,8.73,7.06,0.59,850,850,750,1100
창해에탄올,9940,24.12,600,6.04,36.37,9.71,6.60,0.51,600,600,500,600
골프존,66300,24.12,4000,6.03,48.23,11.62,8.24,0.89,4500,4500,4500,3500
SJM홀딩스,3730,24.12,225,6.03,32.21,5.88,5.10,0.26,225,225,150,175
창해에탄올,9960,24.12,600,6.02,36.37,9.71,6.60,0.51,600,600,500,600
서호전기,41500,24.12,2500,6.02,100.04,12.69,9.25,1.06,1500,1500,1500,1000
대덕1우,8400,25.03,505,6.01,77.70,3.68,10.25,0.37,405,405,405,305
이지홀딩스,4160,24.12,250,6.01,94.80,2.70,10.55,0.26,75,120,75,50
맵스리얼티1,4425,24.12,265,5.99,0,0,0,0,265,265,250,250
SK디앤디,10060,25.03,600,5.96,25.26,6.64,3.20,0.24,800,800,800,800
서원인텍,5870,24.12,350,5.96,36.88,8.40,5.76,0.47,400,400,400,350
피에스텍,4195,24.12,250,5.96,72.75,4.36,13.46,0.50,250,250,200,150
현대차,202500,25.02,12000,5.93,25.13,12.43,4.60,0.51,7000,11400,7000,5000
동국홀딩스,8450,25.03,500,5.92,132.42,0.72,19.96,0.14,600,600,500,400
디씨엠,13580,24.12,800,5.89,36.69,7.54,6.87,0.38,900,150,900,900
삼성화재우,324500,25.03,19005,5.86,38.95,13.11,8.74,0.98,16005,16005,13805,12005
멀티캠퍼스,35950,24.12,2100,5.84,40.06,15.16,5.70,0.82,800,1600,800,600
부국증권우,26600,25.04,1550,5.83,43.63,4.05,11.79,0.32,1650,1550,1550,1650
한세예스24홀딩스,4295,25.03,250,5.82,215.62,0.90,37.15,0.33,250,250,250,250
진로발효,18900,24.12,1100,5.82,71.02,12.59,10.92,1.29,650,650,450,1150
효성ITX,12910,24.12,750,5.81,75.93,16.71,12.90,2.06,750,750,750,750
에코마케팅,8610,24.12,500,5.81,52.30,12.87,10.68,1.30,310,200,310,310
롯데리츠,3675,24.12,213,5.80,304.94,0.95,74.32,0.75,300,200,300,292
동양생명,6900,24.04,400,5.80,26.01,6.18,3.05,0.25,620,0,620,220
DB손해보험,117500,25.03,6800,5.79,22.05,18.98,3.93,0.66,5300,5300,4600,3500
한솔제지,8670,25.03,500,5.77,039.12,04.31,06.74,0.30,700,500,700,600
화인써키트,6070,24.12,350,5.77,91.46,10.18,15.42,1.51,431,400,431,35
SK리츠,4655,25.03,268,5.76,0,0,0,0,311,311,261,186
에이블씨엔씨,7150,25.03,411,5.75,73.50,16.26,12.48,1.99,1427,1427,0,0
우리금융지주,21000,25.02,1200,5.71,28.87,9.38,3.71,0.33,900,1000,1130,900
원풍,4385,24.12,250,5.70,37.67,7.87,6.72,0.47,220,220,200,170
유화증권,2810,24.12,160,5.69,55.40,3.50,9.16,0.26,130,120,110,130
한양증권우,17620,24.12,1000,5.68,32.39,0,4.01,0.30,950,850,850,950
교보증권,8810,25.03,500,5.68,6.93,6.09,5.38,0.32,500,250,200,500
KB오토시스,3530,24.12,200,5.67,78.12,2.58,12.34,0.31,150,150,150,120
삼화페인트,6180,25.02,350,5.66,56.16,4.87,10.80,0.47,400,400,250,100
유수홀딩스,6210,25.04,350,5.64,55.36,4.87,8.43,0.41,400,350,400,400
한국토지신탁,1244,24.12,70,5.63,091.60,01.68,015.34,0.23,90,70,90,100
GS,48050,25.02,2700,5.62,45.10,4.12,6.56,0.26,2500,2500,2500,2000
극동유화,3565,24.12,200,5.61,74.94,4.40,13.89,0.58,200,200,200,160
모토닉,10700,24.12,600,5.61,40.10,7.07,8.61,0.39,450,450,400,400
TJ미디어,5710,24.12,320,5.60,96.04,5.42,14.09,0.77,60,320,230,60
삼성카드,50200,25.03,2800,5.58,44.96,8.00,6.88,0.50,2500,2500,2500,2300
한국컴퓨터,5020,24.12,280,5.58,27.35,9.28,5.83,0.43,300,300,250,180
LX하우시스우,18860,25.02,1050,5.57,22.64,5.20,7.20,0.37,350,1750,250,350
유안타증권,3595,25.03,200,5.56,57.14,4.52,7.65,0.33,180,180,110,180
삼일기업공사,3600,24.12,200,5.56,42.43,8.71,8.25,0.70,175,175,125,100
KCC글라스,32550,25.02,1800,5.53,77.66,2.48,16.25,0.40,2400,2200,2400,2400
안국약품,8010,24.12,440,5.49,29.69,10.60,5.06,0.45,220,220,220,220
한국주철관,7310,24.12,400,5.47,63.05,3.88,10.36,0.38,400,400,400,400
링네트,4435,24.12,240,5.41,29.76,12.67,7.02,0.71,81,81,0,0
포스코스틸리온,40150,25.03,2160,5.38,37.77,9.24,5.06,0.45,875,1615,875,1000
모나리자,2795,24.03,150,5.37,59.97,11.51,10.50,1.18,75,50,0,75
BNK금융지주,12110,25.02,650,5.37,28.46,6.96,4.56,0.31,625,510,625,560
한일시멘트,18800,24.12,1000,5.32,37.63,11.13,5.46,0.58,800,800,580,540
에스텍,16050,24.12,850,5.30,15.45,25.76,2.48,0.43,500,500,300,0
한국앤컴퍼니,18930,25.03,1000,5.28,27.01,8.28,4.58,0.36,700,700,650,600
한양증권,18100,24.12,950,5.25,32.39,0,4.01,0.30,900,800,800,900
이퓨쳐,4765,25.02,250,5.25,39.57,10.69,8.01,0.66,0,0,0,0
세아베스틸지주,23100,25.03,1200,5.20,190.45,1.04,35.02,0.37,1500,1200,1200,1500
YW,3850,24.12,200,5.20,37.63,5.31,9.62,0.36,200,200,150,100
대덕전자1우,7810,25.03,405,5.19,86.76,2.72,33.60,0.91,405,305,405,305
롯데쇼핑,73600,25.03,3800,5.16,011.10,07.74,01.58,0.10,3800,3800,3300,2800
현대홈쇼핑,54400,25.04,2800,5.15,20.33,7.42,3.46,0.24,2800,2800,2600,2400
현대에이치티,7790,24.12,400,5.14,22.30,14.89,3.78,0.48,350,130,130,350
삼성증권,68200,24.12,3500,5.13,34.76,12.89,4.32,0.53,3800,2200,1700,3800
LG우,61700,25.03,3150,5.11,83.20,2.16,20.08,0.41,3150,3150,3050,2850
코리안리,10090,25.04,515,5.10,28.74,9.44,4.89,0.41,458,458,311,324
한국타이어앤테크놀로지,39300,25.03,2000,5.09,21.89,10.79,4.27,0.42,800,1300,800,700
한일현대시멘트,17770,24.12,900,5.07,28.97,14.60,4.36,0.61,700,700,600,1200
SJM,3470,24.12,175,5.04,13.13,10.21,2.16,0.21,175,175,100,150
경동제약,5970,24.12,300,5.03,147.77,2.44,34.48,0.75,500,400,400,500
대한제당우,2490,24.12,125,5.02,55.31,3.68,12.53,0.45,125,120,125,115
대상우,17230,25.03,860,4.99,32.18,6.94,7.26,0.49,810,810,810,810
LG유플러스,13050,25.03,650,4.98,74.61,4.40,12.04,0.52,650,650,650,550
미원화학,80300,24.12,4000,4.98,29.79,17.55,6.44,0.98,3500,3500,2500,2500
삼양사우,36200,24.12,1800,4.97,14.47,7.53,4.19,0.28,1800,1800,1300,1300
NH투자증권,19130,25.03,950,4.97,47.96,8.73,7.06,0.59,800,800,700,1050
동아엘텍,3025,24.12,150,4.96,08.81,021.43,02.45,0.51,75,75,100,75
웅진씽크빅,1815,24.12,90,4.96,052.12,06.44,09.30,0.60,130,0,110,130
에이스침대,29300,24.12,1450,4.95,21.22,9.70,4.22,0.37,1400,1400,1330,1330
신라교역,10110,24.12,500,4.95,19.93,6.75,3.79,0.25,500,500,500,500
지역난방공사,78700,25.04,3879,4.93,21.37,9.65,2.28,0.21,797,0,0,797
태원물산,4060,24.12,200,4.93,8.40,47.06,1.61,0.60,55,140,50,55
피제이메탈,3060,24.12,150,4.90,131.71,4.03,26.47,1.07,150,150,135,150
SB성보,2760,24.12,135,4.89,076.82,02.66,014.42,0.39,135,135,135,120
인천도시가스,25600,24.12,1250,4.88,26.74,8.85,5.58,0.45,1250,1250,1250,1250
한일홀딩스,19090,24.12,930,4.87,24.14,7.56,3.63,0.26,800,800,800,514
HDC랩스,9240,25.03,450,4.87,54.48,7.23,11.78,0.74,450,450,450,450
HL홀딩스,41150,25.03,2000,4.86,94.35,1.91,17.50,0.30,2000,2000,2000,2000
나무가,13410,24.12,650,4.85,36.57,16.64,8.23,1.16,0,0,0,0
하이트진로2우B,15660,24.12,750,4.79,51.01,8.63,14.51,1.21,850,1000,1000,850
KG이니시스,10470,24.12,500,4.78,32.27,8.63,5.98,0.49,420,420,400,400
예스24,4190,24.12,200,4.77,345.11,0.72,79.16,0.63,200,200,200,200
동방아그로,6290,24.12,300,4.77,38.13,6.01,8.62,0.46,350,300,250,350
우리손에프앤지,1470,24.12,70,4.76,32.17,5.32,5.74,0.27,50,25,50,50
진양산업,5910,24.12,281,4.76,36.36,16.55,11.19,1.75,250,250,200,175
대신증권,25300,25.03,1200,4.74,68.52,4.57,10.00,0.35,1400,1200,1200,1400
JB금융지주,21100,25.02,995,4.72,28.00,12.80,4.69,0.55,855,855,835,599
DB증권,8490,25.03,400,4.71,32.04,4.94,4.38,0.20,500,200,170,500
한세실업,10680,25.03,500,4.68,33.93,8.58,9.77,0.79,500,500,500,500
대현,1931,24.12,90,4.66,25.07,5.99,6.50,0.38,90,100,110,90
롯데칠성우,73100,25.03,3405,4.66,57.85,3.99,19.05,0.75,3405,3405,3305,3005
세보엠이씨,11820,24.12,550,4.65,15.57,15.50,3.04,0.41,550,550,500,250
롯데칠성우,73200,25.03,3405,4.65,57.85,3.99,19.05,0.75,3405,3405,3305,3005
비비씨,8600,25.03,400,4.65,54.39,5.30,10.57,0.56,400,400,200,0
MH에탄올,5380,24.12,250,4.65,051.51,04.63,013.17,0.55,350,250,250,350
쇼박스,3235,25.02,150,4.64,34.15,23.14,7.19,1.49,0,0,0,0
SK케미칼우,25900,25.03,1200,4.63,250.79,0.41,97.08,0.39,700,700,1550,3050
파트론,6480,24.12,300,4.63,28.33,10.93,7.63,0.69,350,250,300,350
나눔테크,2160,24.12,100,4.63,16.56,13.48,3.09,0.39,50,50,0,0
텔코웨어,13850,24.12,640,4.62,66.42,4.48,18.62,0.46,640,640,600,500
HS화성,10900,24.12,500,4.59,39.48,3.17,8.21,0.24,500,500,500,1000
위너스,14980,24.12,686,4.58,141.62,9.82,0,0.00,588,588,392,392
무림페이퍼,2185,25.03,100,4.58,10.23,9.39,2.10,0.19,75,75,50,25
한국금융지주우,88400,25.02,4042,4.57,22.39,11.54,4.22,0.43,6212,2712,2362,6212
삼아제약,17500,24.12,800,4.57,22.11,10.50,4.82,0.46,750,750,400,250
일성아이에스,22000,24.12,1000,4.55,52.05,3.41,15.74,0.27,4000,1500,4000,150
유진기업,3740,25.03,170,4.55,020.20,06.18,04.42,0.26,170,170,170,170
지에이이노더스,5500,24.12,250,4.55,7.33,17.38,1.87,0.25,100,100,100,100
씨피시스템,1322,25.03,60,4.54,018.31,029.60,05.52,1.42,29,0,29,0
호전실업,8840,24.12,400,4.53,15.11,14.35,3.23,0.39,300,300,300,250
위닉스,6650,24.12,300,4.51,010.68,023.45,01.86,0.43,500,300,400,500
하나금융지주,80000,25.02,3600,4.50,27.17,9.11,4.41,0.37,3400,3400,3350,3100
한전KPS,55000,24.12,2469,4.49,64.43,13.26,11.51,1.49,2158,2158,1305,1199
한화생명,3350,24.03,150,4.48,14.86,5.43,3.24,0.16,30,0,0,30
세아제강,156900,25.03,7000,4.46,14.30,0,2.50,0.30,8000,8000,6000,3500
한섬,16840,25.04,750,4.45,36.08,3.18,7.77,0.22,750,750,750,600
위츠,6760,24.12,300,4.44,243.68,4.66,66.78,2.99,0,0,0,0
삼영무역,15800,24.12,700,4.43,21.74,10.70,4.14,0.40,600,600,600,550
스톤브릿지벤처스,4515,24.12,200,4.43,151.72,2.63,29.73,0.76,400,300,400,0
KT&G,122000,25.02,5400,4.43,50.48,12.66,11.93,1.25,5200,5200,5000,4800
DL우,23850,24.12,1050,4.40,25.40,2.25,8.01,0.17,1950,1050,1050,1950
고려신용정보,10245,24.12,450,4.39,47.34,26.86,10.92,2.66,380,380,330,300
케이프,6830,24.12,300,4.39,52.75,7.46,11.30,0.75,300,300,100,100
고스트스튜디오,10870,24.12,477,4.39,72.53,5.63,13.94,0.77,945,678,1307,945
삼원강재,2510,24.12,110,4.38,33.01,5.37,7.08,0.37,110,110,105,105
KX,4350,24.12,190,4.37,9.83,27.09,1.67,0.37,200,200,167,0
DN오토모티브,22900,25.02,1000,4.37,18.26,19.78,3.41,0.54,600,600,500,400
제이에스코퍼레이션,11490,24.12,500,4.35,12.22,23.41,1.95,0.41,450,450,425,300
경농,10350,24.12,450,4.35,46.74,6.97,10.22,0.64,450,450,400,350
케이디켐,11530,24.12,500,4.34,34.76,5.38,8.43,0.42,500,500,430,500
E1,79800,25.02,3450,4.32,31.73,3.82,7.50,0.24,5150,5150,3600,2200
효성,69600,24.12,3000,4.31,11.07,19.62,1.95,0.36,6500,3000,4500,6500
아이에스동서,23200,24.12,1000,4.31,020.03,010.19,04.26,0.46,1500,1500,0,1200
하나투어,53400,25.01,2300,4.31,43.74,47.19,10.69,4.81,5000,5000,0,0
오리콤,6270,25.04,270,4.31,32.03,8.13,8.44,0.65,270,270,270,220
라이온켐텍,2325,24.12,100,4.30,17.39,6.77,10.25,0.68,100,100,100,100
삼성화재,444500,25.03,19000,4.27,38.95,13.11,8.74,0.98,16000,16000,13800,12000
골프존홀딩스,5850,24.12,250,4.27,23.23,6.02,3.40,0.19,167,167,163,140
다우기술,32800,25.03,1400,4.27,16.98,13.16,2.25,0.27,700,700,600,600
경동도시가스,20500,24.12,875,4.27,18.01,6.61,3.65,0.23,875,875,875,875
아시아나IDT,11730,24.12,500,4.26,47.17,7.06,11.34,0.79,500,500,500,500
KT나스미디어,16490,24.12,700,4.24,0122.67,03.13,024.92,0.79,700,700,638,664
SK디스커버리우,41350,25.03,1750,4.23,128.60,0.88,31.10,0.26,1750,1750,1750,1550
새론오토모티브,3310,24.12,140,4.23,27.74,4.08,6.50,0.26,140,140,140,140
성도이엔지,4740,24.12,200,4.22,15.01,6.83,4.00,0.24,150,100,100,150
메쎄이상,2375,24.12,100,4.21,31.65,21.04,6.32,1.22,50,50,0,0
화승인더,4755,24.12,200,4.21,25.22,11.72,6.29,0.62,188,188,188,188
iM금융지주,11920,25.02,500,4.20,38.72,3.60,6.44,0.23,650,550,650,630
SK우,168200,25.04,7050,4.19,029.83,05.64,07.46,0.29,8050,5050,5050,8050
NPC우,2635,24.12,110,4.18,5.31,18.88,2.38,0.37,105,105,105,105
삼호개발,3605,25.03,150,4.16,63.77,2.33,14.57,0.31,190,190,190,190
넥센타이어1우B,3250,25.04,135,4.15,10.59,7.10,4.95,0.33,120,120,105,110
코오롱글로벌,9640,24.12,400,4.15,32.67,4.15,7.19,0.29,500,400,400,500
삼지전자,10850,24.12,450,4.15,11.21,16.21,2.29,0.32,450,450,450,400
하나제약,12300,24.12,510,4.15,41.52,7.24,9.12,0.61,510,510,510,510
동인기연,14960,24.12,620,4.14,21.03,12.39,6.44,0.72,800,560,800,400
한국내화,2415,24.12,100,4.14,64.37,2.84,16.04,0.42,45,45,45,35
CJ제일제당 우,146300,25.02,6050,4.14,64.92,1.97,28.25,0.52,5550,5550,5550,5050
삼진제약,19380,24.12,800,4.13,24.99,14.89,6.40,0.85,800,800,800,800
크리스에프앤씨,4850,25.03,200,4.12,016.60,06.89,05.61,0.35,500,300,250,500
더네이쳐홀딩스,12130,24.12,500,4.12,43.93,4.91,8.59,0.38,400,400,400,200
JW생명과학,12140,24.12,500,4.12,17.60,24.45,3.92,0.84,500,500,500,500
LG,75400,25.03,3100,4.11,83.20,2.16,20.08,0.41,3100,3100,3000,2800
서울가스,61000,24.12,2500,4.10,29.01,3.14,7.35,0.18,2250,2250,1750,1750
네오팜,14660,24.12,600,4.09,40.69,13.69,8.23,1.05,384,384,358,358
KTis,2945,24.12,120,4.07,30.98,5.76,7.66,0.38,120,120,120,100
흥국,5400,24.12,220,4.07,23.15,10.12,6.21,0.54,240,240,220,200
대한제당,2950,24.12,120,4.07,55.31,3.68,12.53,0.45,120,115,120,110
롯데지주,29500,25.03,1200,4.07,08.43,015.56,02.26,0.25,1500,1500,1500,1500
한독크린텍,6150,24.12,250,4.07,53.29,6.36,14.12,0.83,250,250,250,200
도화엔지니어링,6890,24.12,280,4.06,0176.69,02.00,041.80,0.85,280,280,280,280
한국캐피탈,741,24.12,30,4.05,11.56,12.62,2.13,0.25,35,28,28,35
한국자산신탁,2485,25.03,100,4.02,32.70,3.60,9.23,0.33,220,220,220,220
신영증권,124300,25.03,5000,4.02,0,0,0,0,4500,4500,4000,4000
KB발해인프라,8090,24.12,325,4.02,0,0,0,0,0,0,0,0
KSS해운,9990,24.12,400,4.00,15.73,12.09,3.52,0.37,350,350,350,350
이지바이오,4995,24.12,200,4.00,33.75,26.72,7.34,1.66,75,100,75,75
자이에스앤디,3755,25.02,150,3.99,439.24,0.31,95.15,0.29,300,150,300,200
KG스틸,6260,25.03,250,3.99,18.22,6.93,4.15,0.28,200,200,150,100
금호석유화학우,56500,24.12,2250,3.98,16.44,5.88,8.00,0.39,5450,2950,5450,10050
효성티앤씨,251500,24.12,10000,3.98,32.08,9.84,7.69,0.71,50000,10000,10000,50000
딜리,1008,25.03,40,3.97,23.11,7.96,5.12,0.37,40,0,40,40
영원무역홀딩스,134900,25.04,5350,3.97,18.59,13.17,3.40,0.36,3970,3970,3050,2000
SIMPAC,5050,24.12,200,3.96,39.53,4.62,8.95,0.34,200,100,200,200
NICE,12640,25.03,500,3.96,36.83,6.27,8.57,0.50,451,451,410,375
LF,17700,25.03,700,3.95,25.46,4.87,6.01,0.27,700,700,700,600
금화피에스시,35450,24.12,1400,3.95,20.65,11.58,3.68,0.40,1300,1300,1300,1300
삼양홀딩스우,90000,24.12,3550,3.94,95.87,1.38,20.55,0.24,3550,3550,3550,3050
한국가구,5200,24.12,205,3.94,19.23,8.92,3.74,0.32,175,175,175,175
다올투자증권,3835,25.03,150,3.91,023.38,07.82,04.51,0.34,250,150,150,250
LX세미콘,61400,25.02,2400,3.91,29.91,12.69,7.09,0.86,5400,1800,4500,5400
기신정기,2560,25.03,100,3.91,0,0,0,0,150,120,150,150
POSCO홀딩스,257000,25.02,10000,3.89,69.18,2.00,19.39,0.35,17000,10000,12000,17000
빙그레,84900,25.03,3300,3.89,28.27,15.14,7.77,1.00,2600,2600,1500,1400
삼양홀딩스,90100,24.12,3500,3.88,95.87,1.38,20.55,0.24,3500,3500,3500,3000
이엘씨,8500,24.12,330,3.88,01444.13,00.15,0223.65,0.32,300,300,300,300
삼익악기,1293,24.12,50,3.87,120.79,1.17,33.51,0.32,50,50,50,50
와토스코리아,5180,24.12,200,3.86,67.79,2.61,18.51,0.47,200,200,200,200
파이오링크,7770,24.12,300,3.86,36.75,0,11.13,0.70,300,300,300,250
바이오노트,5180,25.03,200,3.86,36.68,3.46,8.70,0.29,534,200,490,534
보광산업,3890,24.12,150,3.86,104.04,5.38,32.64,1.71,300,300,150,150
