N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
16,에스엠,"134,700",하락,"1,500",-1.10%,500,"86,377","11,766","135,000","30,839",873,12.38,"163,359","136,100","135,100","14,191",-23.06,2.64,"138,500","1,259","5,900",8,26.77,0.06,"133,300",324,"22,895","9,897","10,881",3.40,400,2.98
17,JYP Ent.,"75,100",상승,200,+0.27%,500,"263,263","19,845","75,100","26,685","1,283",19.71,"1,408,185","75,500","75,300","6,788",-24.30,22.41,"76,300","8,949","1,959",977,22.41,15.63,"74,300","25,909","35,532","6,018","3,811",4.68,534,6.23
18,이오테크닉스,"211,500",하락,"2,500",-1.17%,500,"72,285","15,390","211,000","26,056",312,55.88,"398,533","212,000","211,500","6,530",0.84,7.43,"218,000","3,595",500,427,19.16,6.75,"209,000","2,538","12,320","3,209","3,785",4.22,500,1.46
19,펄어비스,"40,200",하락,800,-1.95%,100,"98,027","3,953","40,200","25,828",-123,53.74,"107,848","40,700","40,250","11,428",24.82,7.88,"40,950","6,021","3,368",603,7.67,5.12,"39,850","1,682","64,248","3,424",748,3.06,N/A,2.67
20,젬백스,"58,100",상승,"2,300",+4.12%,500,"142,895","8,340","58,300","24,057",-383,-37.75,"102,763","56,700","58,400","1,507",-387.24,-127.30,"59,400","8,749","1,217",-872,6.86,-61.01,"56,500","1,760","41,406",627,"-1,539",56.89,0,-13.18
21,셀트리온제약,"53,600",하락,700,-1.29%,500,"50,444","2,708","53,500","23,412",372,85.49,"106,338","54,400","53,600","6,695",3.19,5.68,"54,700","10,310","2,725",220,3.96,3.35,"53,200","5,021","43,679","4,778",627,5.79,24,22.90
22,보로노이,"123,900",보합,0,0.00%,500,"67,712","8,338","122,600","22,783",-179,-56.01,"99,005","124,400","122,900",640,-65.09,-96.66,"126,500","1,343",297,-199,3.88,-38.23,"120,600",434,"18,388",98,"-2,212",42.03,0,-33.93
23,HPSP,"26,000",하락,250,-0.95%,500,"241,876","6,312","26,050","21,710",939,26.97,"451,365","26,650","26,100","3,199",-1.32,31.09,"26,750","21,107",420,863,22.10,26.94,"25,700","20,035","83,499","1,814",964,8.50,600,1.29
24,케어젠,"40,350",상승,"3,550",+9.65%,100,"379,882","15,375","40,750","21,674",342,69.45,"67,954","38,700","40,800","2,407",-15.18,14.35,"41,950","3,830",177,323,4.95,13.24,"37,250","3,850","53,715",826,581,9.31,640,4.26
25,파크시스템스,"304,500",상승,"4,000",+1.33%,500,"12,109","3,706","304,000","21,292",385,38.64,"35,634","300,000","305,000","2,743",39.80,25.83,"310,000",926,864,428,33.83,17.99,"300,000","1,898","6,992","1,751","7,881",10.54,500,20.89
26,신성델타테크,"69,200",하락,"1,600",-2.26%,500,"111,480","7,720","69,200","19,019",272,"-1,504.35","644,841","69,500","69,300","7,741",-9.01,-0.48,"70,200","9,685","4,568",74,5.41,1.02,"68,600","4,136","27,484","9,097",-46,8.97,120,9.12
27,네이처셀,"26,700",하락,900,-3.26%,500,"216,297","5,816","26,700","17,204",6,"-8,900.00","264,305","27,550","26,750",720,105.82,1.95,"27,700","43,023",74,12,7.19,1.75,"26,500","11,092","64,435",323,-3,27.05,0,67.09
28,에스티팜,"84,900",상승,"1,600",+1.92%,500,"79,349","6,644","84,600","17,110",277,57.02,"102,589","84,200","84,800","7,219",-17.36,7.82,"85,500","1,901","2,189",325,6.43,4.65,"81,900","3,655","20,153","2,738","1,489",3.46,500,-3.94
29,씨젠,"32,400",상승,150,+0.47%,500,"80,123","2,598","32,500","16,921",-165,158.82,"190,133","32,050","32,550","12,053",45.17,-2.03,"32,750","3,589","2,238",-203,17.37,-1.65,"32,050","10,581","52,226","4,143",204,1.49,800,12.76
30,와이지엔터테인먼트,"86,900",상승,400,+0.46%,500,"151,152","13,252","86,800","16,243",-206,69.58,"199,057","89,200","86,900","7,343",-123.65,3.90,"90,300","6,143","1,311",200,16.86,2.71,"86,400","2,081","18,691","3,649","1,249",3.32,250,-35.88
31,동진쎄미켐,"30,550",하락,300,-0.97%,500,"129,568","3,973","30,550","15,707","2,082",10.23,"412,630","30,900","30,600","20,170",18.19,17.17,"31,000","36,750","9,966","1,435",9.69,7.92,"30,500","16,774","51,414","14,081","2,986",1.54,200,7.50
32,CJ ENM,"69,600",상승,600,+0.87%,"5,000","21,050","1,466","69,400","15,263","1,045",-2.77,"55,527","69,200","69,500","93,166",815.59,-16.69,"70,300","3,726","56,386","-5,808",17.77,-6.03,"68,800","2,290","21,929","52,314","-25,100",0.53,N/A,19.76
33,솔브레인,"195,000",상승,300,+0.15%,500,"22,571","4,411","196,100","15,168","1,679",14.64,"60,662","191,700","196,300","11,682",25.82,12.47,"198,400",63,"1,309","1,196",31.99,11.06,"190,100",300,"7,779","8,634","13,317",1.44,"2,300",2.29
34,카카오게임즈,"17,620",하락,580,-3.19%,100,"304,211","5,389","17,510","14,601",191,-10.97,"317,434","18,220","17,520","31,732",-74.60,-7.96,"18,220","14,985","16,949","-1,281",10.01,-3.86,"17,480","4,086","82,866","6,272","-1,606",1.10,N/A,-13.58
35,스튜디오드래곤,"47,650",상승,100,+0.21%,500,"57,768","2,778","47,650","14,323",364,91.46,"110,576","48,200","47,750","9,255",-34.86,4.63,"48,800","3,055","1,859",335,12.54,3.32,"47,550","1,663","30,058","5,501",521,1.94,N/A,-26.96
36,주성엔지니어링,"30,100",보합,0,0.00%,500,"131,692","3,963","30,100","14,228",972,12.08,"471,807","30,150","30,150","9,868",235.88,19.76,"30,300","42,362","4,202","1,068",17.17,11.92,"29,950","22,295","47,268","4,094","2,491",2.37,287,43.78
37,디어유,"58,500",하락,"1,200",-2.01%,500,"59,217","3,496","58,600","13,887",254,67.24,"139,215","60,000","58,700","2,203",N/A,N/A,"60,300","5,899",243,244,7.88,N/A,"58,300",493,"23,738",749,870,7.05,215,N/A
38,원익IPS,"28,025",하락,375,-1.32%,500,"91,891","2,571","27,950","13,756",106,35.75,"416,173","28,400","28,000","11,241",158.88,2.37,"28,450","11,097","2,367",207,25.26,1.88,"27,800","4,526","49,084","7,482",784,1.55,50,8.38
39,루닛,"46,500",하락,"1,200",-2.52%,500,"175,034","8,191","46,350","13,555",-677,-19.46,"186,521","47,950","46,400","4,350",-60.30,-41.21,"48,000","23,006","2,702",-824,8.43,-23.45,"46,200","1,307","29,150",542,"-2,390",7.86,0,116.03
40,디앤디파마텍,"124,200",하락,"3,200",-2.51%,500,"163,028","20,455","124,500","13,439",-250,-39.37,"191,617","130,700","124,600",975,-85.50,-49.03,"130,800","1,363",279,-295,2.65,-33.37,"122,700","1,093","10,821",114,"-3,155",20.80,0,-38.77
41,ISC,"62,400",상승,"1,600",+2.63%,500,"148,498","9,242","62,400","13,227",448,28.94,"183,801","61,000","62,500","5,829",317.11,10.98,"63,600","7,197",597,549,17.69,9.76,"59,800","12,028","21,197","1,745","2,156",2.49,810,24.43
42,브이티,"35,150",상승,600,+1.74%,500,"298,243","10,459","35,150","12,583","1,109",12.06,"348,438","35,000","35,200","3,596",143.48,56.07,"35,400","10,966","1,189","1,040",7.52,33.75,"34,550","22,872","35,798","4,317","2,914",5.07,N/A,46.09
43,지아이이노베이션,"19,820",하락,280,-1.39%,500,"226,395","4,547","19,830","12,249",-483,-18.37,"386,157","20,150","19,840",458,9.46,-116.69,"20,450","4,192",167,-588,6.59,-92.49,"19,780","3,637","61,803",0,"-1,079",9.75,0,-99.54
44,엔켐,"57,600",하락,500,-0.86%,500,"93,046","5,362","57,200","12,249",-653,-5.61,"250,840","58,700","57,300","11,269","-2,244.05",-156.31,"60,000","10,458","6,601","-5,712",7.11,-57.41,"57,000","4,798","21,265","3,657","-10,265",2.33,0,-13.89
45,서진시스템,"21,700",하락,650,-2.91%,500,"132,004","2,888","21,700","12,206","1,087",24.66,"254,820","22,250","21,750","21,032",121.85,12.32,"22,300","37,901","12,276",839,7.50,4.63,"21,650","10,289","56,248","12,138",880,1.41,N/A,55.87
46,HK이노엔,"42,800",상승,200,+0.47%,500,"94,630","4,060","42,850","12,125",882,17.69,"153,503","42,800","42,900","18,896",33.82,5.02,"43,350","10,968","6,382",616,9.80,3.30,"42,500","7,339","28,330","8,971","2,419",0.96,350,8.23
47,오스코텍,"30,950",하락,650,-2.06%,500,"54,576","1,697","30,850","11,838",-27,"3,095.00","214,277","31,500","30,950","1,708",91.63,0.77,"31,600","9,167",384,-16,9.83,-1.05,"30,800","3,514","38,248",340,10,9.72,N/A,586.89
48,메디톡스,"160,900",하락,"2,200",-1.35%,500,"20,255","3,278","161,200","11,743",203,56.02,"55,286","163,100","161,300","6,152",17.47,3.62,"164,200","2,136","1,444",161,12.79,2.62,"160,800","1,599","7,298","2,286","2,872",2.45,"1,100",3.39
49,티씨케이,"100,200",하락,700,-0.69%,500,"18,125","1,812","100,100","11,698",807,15.41,"77,075","99,100","100,200","5,635",21.06,14.78,"100,800",519,473,720,64.93,13.60,"99,000",311,"11,675","2,757","6,503",2.28,"1,410",21.65
50,하림지주,"10,270",상승,370,+3.74%,100,"533,125","5,447","10,270","11,503","7,655",12.01,"462,253","9,950","10,280","160,790",34.88,0.90,"10,420","10,911","101,370","1,748",10.27,1.19,"9,910","7,942","112,006","122,730",855,0.32,120,1.75
51,비에이치아이,"36,350",하락,700,-1.89%,500,"199,824","7,309","36,500","11,248",219,50.49,"294,959","37,000","36,550","5,248",45.34,20.64,"37,750","10,083","4,083",196,18.33,4.12,"36,150","6,875","30,944","4,047",720,9.04,N/A,10.16
52,위메이드,"33,000",하락,350,-1.05%,500,"89,222","2,976","33,150","11,203",71,5.05,"95,840","33,900","33,200","18,757",106.40,55.57,"34,100","10,891","10,438","1,816",7.31,11.03,"32,950","2,080","33,948","7,119","6,530",2.67,N/A,17.62
53,대주전자재료,"71,800",상승,"1,000",+1.41%,500,"87,129","6,201","71,400","11,115",294,29.28,"189,650","72,000","71,600","6,230",372.76,19.30,"72,100","2,745","3,927",364,17.66,7.02,"70,300","6,303","15,481","2,193","2,452",4.64,100,18.56
54,메지온,"36,400",하락,250,-0.68%,500,"23,552",857,"36,300","10,961",-143,-47.64,"61,326","36,450","36,350",740,1.31,-36.23,"36,800","15,856",279,-195,21.86,-23.45,"36,200","3,863","30,113",86,-764,25.25,0,-72.85
55,테크윙,"29,150",하락,900,-3.00%,500,"319,683","9,393","29,100","10,889",234,-77.94,"589,820","30,000","29,150","5,062",640.74,-10.25,"30,000","40,806","3,179",-220,9.08,-4.43,"29,100","15,706","37,354","1,855",-374,5.68,130,38.85
56,카페24,"44,150",하락,"1,800",-3.92%,500,"186,182","8,292","44,200","10,708",319,36.07,"149,318","45,750","44,250","3,423","1,978.14",13.40,"45,800","19,687","1,267",235,21.64,7.08,"44,050","1,785","24,253","3,025","1,224",4.88,N/A,11.58
57,하이젠알앤엠,"34,050",하락,750,-2.16%,500,"40,639","1,393","34,050","10,517",-4,-268.11,"69,818","34,650","34,100","1,202",-108.52,-1.92,"34,900","6,974",518,-11,1.09,-0.96,"34,000","2,212","30,888",759,-127,14.57,N/A,-1.76
58,원텍,"11,660",상승,100,+0.87%,100,"156,260","1,826","11,630","10,490",348,29.67,"458,167","11,670","11,640","1,779",-24.43,25.76,"11,800","10,423",511,291,9.38,17.58,"11,560","13,067","89,969","1,153",393,7.76,50,-0.32
59,SOOP,"90,100",하락,800,-0.88%,500,"21,163","1,916","90,000","10,357","1,135",10.02,"26,845","90,900","90,100","7,157",25.69,30.21,"91,500","4,601","3,333","1,024",36.21,15.83,"89,800","1,002","11,495","4,132","8,990",2.46,"1,500",20.10
60,우리기술투자,"12,270",상승,340,+2.85%,500,"12,423,659","149,195","12,260","10,307","1,757",6.70,"23,079,867","11,890","12,320","8,038",14.13,24.89,"12,500","38,445","1,376","1,477",2.68,20.59,"11,380","46,887","84,000","1,923","1,830",1.40,N/A,12.60
61,제이앤티씨,"17,680",상승,910,+5.43%,500,"304,062","5,303","17,770","10,228",-461,-12.21,"207,102","16,900","17,800","6,397",-261.51,-9.65,"17,870","4,290","3,026",-334,1.84,-5.16,"16,750","9,901","57,848","2,732","-1,448",3.16,N/A,-15.52
62,고영,"14,850",하락,270,-1.79%,100,"338,225","5,068","14,880","10,195",33,60.12,"728,459","15,140","14,890","3,779",-83.69,6.68,"15,190","38,574",548,210,14.67,5.64,"14,850","1,937","68,655","2,025",247,3.11,140,-10.24
63,에스앤에스텍,"46,400",상승,100,+0.22%,500,"87,669","4,039","46,550","9,953",295,28.66,"246,104","46,500","46,600","2,970",17.73,13.07,"46,750","1,170",502,303,10.04,10.95,"45,500",708,"21,451","1,760","1,619",3.80,150,17.09
64,로보티즈,"72,500",상승,"1,300",+1.83%,500,"131,574","9,406","71,700","9,580",-30,"1,421.57","210,226","70,500","71,800","1,002",43.88,-3.31,"72,800","6,543",42,-30,3.95,-2.82,"70,000","8,919","13,214",300,51,9.44,0,3.13
65,유진테크,"41,150",하락,850,-2.02%,500,"52,823","2,188","41,300","9,430",612,14.54,"183,463","41,750","41,350","5,395",151.49,16.85,"42,050","3,425","1,038",654,31.69,13.40,"40,950",814,"22,916","3,381","2,831",2.24,230,22.25
66,넥슨게임즈,"14,200",하락,80,-0.56%,500,"85,831","1,212","14,110","9,352",387,29.83,"128,729","14,160","14,130","4,872",222.40,10.93,"14,240","5,096","1,745",314,4.04,7.36,"14,070",908,"65,860","2,561",476,2.86,N/A,32.49
67,차바이오텍,"12,100",하락,20,-0.17%,500,"519,926","6,372","12,110","9,248",-597,-54.02,"308,047","12,400","12,130","21,944",-523.82,-2.85,"12,680","4,830","14,755",-146,9.69,-0.74,"11,980","2,304","76,426","10,450",-224,2.66,0,9.55
68,LS마린솔루션,"28,050",하락,"1,650",-5.56%,"1,000","181,836","5,115","27,950","9,164",124,63.61,"93,336","29,200","28,000","2,543",N/A,N/A,"29,200","21,631",461,132,2.10,N/A,"27,550","9,688","32,669","1,303",441,4.27,140,N/A
69,국일제지,800,보합,0,0.00%,100,0,0,0,"9,019",-13,-88.89,0,0,0,"1,424",19.80,-9.98,0,0,194,-130,0.84,-7.09,0,0,"1,127,406",564,-9,7.32,N/A,6.08
70,에스에프에이,"25,050",상승,"1,200",+5.03%,500,"194,201","4,878","25,000","8,995",-484,-10.91,"87,025","24,900","25,100","24,796",-154.44,-7.49,"25,700","5,355","9,572",-321,9.29,-1.21,"24,550","3,797","35,909","20,454","-2,296",0.80,270,9.95
71,아난티,"9,720",하락,80,-0.82%,100,"758,838","7,488","9,700","8,615",8,-51.98,"1,893,275","9,900","9,710","16,224",-99.70,-4.56,"10,060","21,499","9,110",-324,5.26,-2.04,"9,680","6,782","88,629","2,852",-187,1.22,N/A,-68.22
72,덕산네오룩스,"33,650",상승,250,+0.75%,200,"146,969","4,959","33,650","8,356",525,18.43,"373,714","34,100","33,700","4,523",59.39,12.17,"34,600","7,751",533,458,9.91,10.68,"33,200","1,995","24,831","2,123","1,826",2.03,N/A,29.66
73,태성,"27,100",하락,350,-1.28%,100,"64,466","1,746","27,100","8,266",60,315.12,"109,025","27,300","27,150",796,980.50,16.61,"27,400","9,473",386,60,1.63,8.74,"26,900","8,585","30,501",592,86,6.39,0,77.61
74,코나아이,"56,700",하락,"2,400",-4.06%,500,"131,560","7,470","56,700","8,257",334,24.77,"123,133","57,900","56,800","4,131",-0.80,16.19,"58,200","6,447","2,153",302,0.98,6.90,"55,700","2,440","14,563","2,363","2,289",4.18,680,-15.67
75,솔브레인홀딩스,"39,300",하락,"1,200",-2.96%,500,"32,333","1,281","39,150","8,239",853,17.41,"36,371","40,500","39,200","19,966",-29.47,4.62,"40,700","4,311","5,055",557,4.08,2.95,"39,050",872,"20,964","5,154","2,257",0.61,220,-22.10
76,와이씨,"9,900",하락,90,-0.90%,100,"120,495","1,196","9,900","8,122",106,95.19,"321,914","10,000","9,910","5,769",23.66,3.48,"10,020","27,899","1,586",129,0.82,2.45,"9,890","5,840","82,045","2,112",104,2.45,N/A,-17.22
77,동국제약,"18,080",하락,50,-0.28%,500,"77,711","1,411","18,080","8,115",804,14.10,"211,387","18,130","18,100","9,532",20.26,10.66,"18,310","6,868","2,742",623,13.63,6.95,"18,010","4,455","44,884","8,122","1,282",1.33,200,11.10
78,유일로보틱스,"70,300",하락,600,-0.85%,500,"38,876","2,729","70,400","8,073",4,153.16,"80,457","70,900","70,500","1,174",106.14,-13.94,"70,900","7,675",224,-91,14.70,-8.91,"69,400","1,843","11,483",352,459,8.36,N/A,19.40
79,올릭스,"39,250",상승,250,+0.64%,500,"136,189","5,364","39,200","7,771",-309,-15.16,"208,272","39,900","39,250",712,-70.02,-120.11,"40,050","6,037",528,-407,4.79,-46.71,"38,900","4,515","19,799",57,"-2,589",30.65,0,-66.73
80,레이크머티리얼즈,"11,780",하락,120,-1.01%,100,"107,071","1,267","11,740","7,743",222,41.92,"222,998","11,980","11,750","3,513",-24.93,17.38,"12,030","14,766","2,200",210,6.35,6.46,"11,740","8,885","65,731","1,387",281,6.01,50,17.77
81,피엔티,"32,600",상승,600,+1.88%,500,"127,358","4,139","32,350","7,740","1,632",7.08,"216,901","32,750","32,450","16,203",112.19,26.52,"32,950","9,088","9,957","1,422",3.95,8.83,"32,150","8,591","23,743","10,351","4,605",1.32,100,89.78
82,펌텍코리아,"62,400",상승,"2,000",+3.31%,500,"95,541","6,055","62,300","7,738",484,21.72,"34,254","62,100","62,400","4,076",37.15,12.99,"65,200","1,357",869,383,15.89,10.04,"61,400","2,609","12,400","3,375","2,873",2.86,420,18.63
83,필옵틱스,"33,800",하락,"1,350",-3.84%,500,"239,845","8,195","33,750","7,735",138,152.94,"199,111","35,200","33,800","3,827",34.40,3.51,"35,400","21,301","1,441",129,0.00,3.11,"33,700","5,184","22,886","4,109",221,5.04,0,36.96
84,엘앤씨바이오,"31,100",하락,200,-0.64%,500,"115,183","3,569","31,050","7,656",25,5.07,"628,766","31,250","31,150","4,756",-68.73,65.41,"31,750","6,276","1,809","1,410",9.74,38.21,"30,500","5,076","24,619",721,"6,131",2.49,50,9.35
85,성광벤드,"28,750",하락,900,-3.04%,500,"121,700","3,534","28,800","7,635",420,20.97,"195,785","29,850","28,850","5,631",-6.35,8.01,"29,900","17,821",443,410,25.83,7.36,"28,650","9,312","26,557","2,277","1,371",1.46,200,-10.61
86,피에스케이홀딩스,"34,950",하락,750,-2.10%,500,"92,593","3,251","34,900","7,536",885,8.15,"259,109","35,850","34,950","5,136",228.07,24.80,"36,450","13,917",821,958,4.17,20.94,"34,750","3,468","21,562","2,155","4,289",1.75,700,127.53
87,코스메카코리아,"70,500",상승,"3,300",+4.91%,500,"165,949","11,689","71,400","7,529",604,18.09,"178,927","69,100","71,500","5,179",22.80,22.07,"71,900","2,283","2,103",537,12.27,11.30,"67,300","11,528","10,680","5,243","3,897",3.49,100,11.39
88,다우데이타,"19,470",상승,220,+1.14%,500,"164,708","3,185","19,400","7,457","12,059",5.15,"508,768","19,540","19,420","577,571",80.54,12.96,"19,750","1,325","512,862","8,659",11.88,1.55,"19,130","3,084","38,300","121,361","3,783",0.54,"1,300",8.93
89,안랩,"67,000",상승,300,+0.45%,500,"20,045","1,339","66,900","7,455",277,20.02,"95,721","66,700","67,000","4,647",4.77,10.40,"67,200","5,155",959,324,31.94,7.71,"66,500","3,065","11,127","2,606","3,346",1.80,450,17.44
90,아이쓰리시스템,"104,300",상승,300,+0.29%,500,"32,251","3,358","103,700","7,412",148,46.42,"62,220","104,200","103,900","1,468",20.94,15.31,"105,900","2,012",411,150,6.73,10.77,"102,000",889,"7,107","1,207","2,247",6.50,400,-0.69
91,비올,"12,510",상승,10,+0.08%,100,"86,594","1,083","12,500","7,308",361,20.78,"337,282","12,500","12,510",981,61.62,44.73,"12,540","179,021",92,326,0.91,40.31,"12,500","76,788","58,419",582,602,7.47,20,36.86
92,하나마이크론,"10,960",하락,490,-4.28%,500,"660,901","7,248","10,960","7,263","1,068",-77.18,"602,645","11,360","10,970","19,446",84.43,-6.99,"11,360","27,330","13,388",-112,11.14,-0.61,"10,800","9,946","66,272","12,507",-142,1.99,70,29.21
93,LS머트리얼즈,"10,620",하락,210,-1.94%,500,"123,933","1,320","10,600","7,185",62,230.87,"139,392","10,830","10,610","2,531",-54.33,3.11,"10,830","34,474",460,57,3.72,2.19,"10,600","3,958","67,653","1,421",46,3.91,N/A,3.79
94,심텍,"22,400",하락,200,-0.88%,500,"121,233","2,709","22,350","7,135",-470,-14.07,"237,520","22,600","22,400","14,433",46.70,-6.63,"22,650","20,315","9,948",-310,5.54,-2.37,"22,000","10,595","31,854","12,314","-1,592",1.75,100,18.19
95,한글과컴퓨터,"28,800",하락,450,-1.54%,500,"109,705","3,179","28,750","6,964",404,44.79,"256,139","29,100","28,800","6,819",18.37,4.06,"29,500","14,395","1,963",140,8.22,2.13,"28,600","5,786","24,180","3,048",643,1.99,410,12.42
96,RFHIC,"26,250",하락,850,-3.14%,500,"132,582","3,510","26,300","6,952",15,92.11,"192,616","26,800","26,350","4,829",404.84,8.60,"27,150","10,036","1,250",197,12.91,3.97,"26,000","6,449","26,484","1,149",285,2.16,100,3.09
97,SAMG엔터,"77,100",하락,"2,900",-3.62%,500,"103,717","8,006","77,300","6,814",-61,-91.57,"114,951","79,000","77,400",974,35.14,-52.24,"79,000","1,091",666,-194,19.70,-19.62,"76,000","1,538","8,837","1,164",-842,17.56,0,22.41
98,현대바이오,"14,030",상승,110,+0.79%,500,"2,307,227","34,250","14,100","6,737",8,-42.39,"5,336,594","14,810","14,110",677,108.08,-16.36,"15,880","12,606",283,-69,9.18,-11.50,"14,000","3,936","48,022",151,-331,5.73,0,58.73
99,코미코,"64,400",하락,"1,900",-2.87%,500,"66,158","4,283","64,400","6,737","1,125",11.75,"67,010","66,500","64,500","8,003",240.50,23.36,"66,500","13,156","4,246",878,20.61,12.60,"64,250",744,"10,461","5,071","5,483",2.45,"1,000",65.05
100,NHN KCP,"16,660",하락,"1,120",-6.30%,500,"1,216,876","20,414","16,530","6,691",438,15.76,"19,932,535","17,010","16,540","5,703",4.35,18.71,"17,010","37,047","3,051",453,9.60,8.29,"16,500","1,651","40,161","11,053","1,057",2.44,100,13.72
101,위메이드맥스,"7,790",상승,10,+0.13%,500,"51,651",403,"7,770","6,528",-81,-31.04,"76,246","7,880","7,790","5,976",-315.03,-3.29,"7,970","9,998",962,-157,10.82,-4.31,"7,730",738,"83,803",750,-251,1.31,0,7.49
102,서부T&D,"9,970",상승,30,+0.30%,500,"284,775","2,838","9,950","6,523",480,19.51,"585,556","9,980","9,960","28,945",28.91,3.70,"10,160","9,705","16,536",647,12.83,2.47,"9,730","14,622","65,427","1,875",511,0.64,100,10.83
103,큐리옥스바이오시스템즈,"40,250",하락,"3,400",-7.79%,500,"175,531","7,195","40,350","6,505",-134,-71.62,"85,341","43,900","40,450",706,-26.72,-15.94,"44,200","7,514",219,-81,15.67,-12.60,"39,950",791,"16,163",46,-562,14.25,0,-32.42
104,동성화인텍,"21,650",보합,0,0.00%,500,"374,004","8,133","21,500","6,493",540,16.36,"1,002,618","21,650","21,550","4,555",35.13,21.07,"22,100","20,535","2,530",393,20.02,9.60,"21,450","18,024","29,989","5,974","1,323",3.03,350,11.92
