종목명,현재가,기준월,배당금,수익률(%),배당성향(%),ROE(%),PER(배),PBR(배),과거3년배당금_Max,1년전,2년전,3년전
케이카,15150,24.12,1150,7.59,126.03,19.09,14.04,2.73,760,760,760,750
CR홀딩스,5420,24.12,410,7.57,0671.46,00.39,0114.31,0.39,450,410,450,450
블랙야크아이앤씨,3680,25.03,278,7.55,29.99,40.28,0,0.00,13,0,13,0
조선내화,13420,24.12,1000,7.45,203.40,2.68,31.46,0.83,0,0,0,0
유아이엘,3660,24.12,270,7.38,28.64,16.63,3.77,0.56,0,0,0,0
마스턴프리미어리츠,1415,25.03,104,7.36,015.23,011.60,03.53,0.45,258,234,258,0
INVENI,54500,25.02,4000,7.34,58.92,6.16,10.41,0.45,8750,8750,2500,2250
HRS,5470,24.12,400,7.31,42.31,12.74,5.01,0.60,200,200,200,200
광주신세계,30100,25.03,2200,7.31,36.34,5.58,4.97,0.26,2200,2200,2200,1700
메가스터디,10950,24.12,800,7.31,56.66,5.12,7.91,0.38,850,850,1050,600
아이마켓코리아,8230,24.12,600,7.29,70.04,7.66,9.92,0.70,600,600,600,600
이지스레지던스리츠,4125,24.12,297,7.21,59.56,3.30,13.26,0.45,262,262,262,258
KISCO홀딩스,25000,24.12,1800,7.20,70.13,2.82,9.94,0.21,900,900,600,400
HS애드,7720,25.03,550,7.12,39.29,11.77,4.63,0.51,450,450,400,350
케이탑리츠,955,24.12,68,7.12,62.35,5.07,8.86,0.44,95,95,108,38
바이오인프라,5650,24.12,400,7.08,048.94,012.92,07.80,1.13,600,600,0,0
신한서부티엔디리츠,3505,24.12,248,7.08,70.82,3.96,18.71,0.74,89,290,316,89
스카이라이프,4980,24.12,350,7.03,012.18,021.72,01.65,0.41,350,350,350,350
푸른저축은행,9330,24.12,650,6.97,96.74,2.50,16.25,0.32,650,650,650,650
트윔,8620,24.09,600,6.96,122.17,2.48,31.66,0.74,0,0,0,0
SGC에너지,24550,24.12,1700,6.93,37.67,8.80,5.47,0.47,1700,1700,1700,1500
코리아에셋투자증권,8030,25.07,550,6.85,45.44,8.12,4.86,0.39,700,500,200,700
세아특수강,14650,24.12,1000,6.83,76.09,3.34,10.24,0.33,1200,1000,1000,1200
에스에이엠티,2935,24.12,200,6.81,35.89,13.46,4.79,0.59,230,200,230,200
KPX케미칼,47700,24.12,3250,6.81,24.07,9.66,3.31,0.30,3000,3000,2750,2750
스톰테크,3850,24.12,260,6.75,47.35,0,5.79,0.93,150,150,0,0
디지털대성,7420,24.12,500,6.74,86.41,10.45,12.59,1.36,300,200,200,300
씨유테크,3430,24.12,231,6.74,30.06,12.45,3.73,0.43,64,16,64,260
유안타증권우,3720,25.03,250,6.72,57.14,4.52,7.65,0.33,230,230,160,230
한화리츠,4030,25.04,270,6.71,0,0,0,0,270,270,112,0
AJ네트웍스,4030,24.12,270,6.70,55.55,5.04,8.96,0.43,270,270,270,270
무학,7790,24.12,520,6.68,28.44,8.72,3.72,0.29,230,230,230,230
서울보증보험,42950,25.04,2865,6.67,93.87,4.12,0,0.00,4048,2983,4048,3282
기아,97800,25.03,6500,6.65,26.18,19.09,4.12,0.71,5600,5600,3500,3000
맥쿼리인프라,11420,24.12,759,6.64,0,0,0,0,770,770,762,741
SK네트웍스,4555,25.04,300,6.59,121.68,2.29,19.43,0.39,200,200,120,120
삼현철강,4595,24.12,300,6.53,84.11,2.83,12.76,0.35,300,300,300,300
코람코더원리츠,5380,25.02,350,6.51,119.17,1.59,60.31,0.97,331,331,312,124
엔브이에이치코리아,2315,24.12,150,6.48,53.31,5.35,8.30,0.42,93,150,112,93
대신증권2우B,18580,25.03,1200,6.46,68.52,4.57,10.00,0.35,1400,1200,1200,1400
현대엘리베이터,85400,24.12,5500,6.44,108.40,14.42,11.18,1.51,800,4000,500,800
LX인터내셔널,31150,25.02,2000,6.42,40.94,7.12,5.97,0.37,3000,1200,3000,2300
GS우,42900,25.02,2750,6.41,45.10,4.12,6.56,0.26,2550,2550,2550,2050
유화증권우,2655,24.12,170,6.40,55.40,3.50,9.16,0.26,140,130,120,140
대덕,7810,25.03,500,6.40,77.70,3.68,10.25,0.37,400,400,400,300
대창스틸,2350,24.12,150,6.38,414.72,0.51,57.93,0.30,150,150,150,150
한국쉘석유,423500,24.12,27000,6.38,95.76,28.93,11.30,3.25,25000,25000,18000,19000
ESR켄달스퀘어리츠,4300,24.11,274,6.37,810.80,0.33,282.50,0.94,272,272,270,262
서호전기,39250,24.12,2500,6.37,100.04,12.69,9.25,1.06,1500,1500,1500,1000
윈스테크넷,12570,24.12,800,6.36,44.53,10.86,8.41,0.76,500,500,500,500
이지홀딩스,3935,24.12,250,6.35,94.80,2.70,10.55,0.26,75,120,75,50
강원랜드,18500,25.04,1170,6.32,51.32,12.08,7.48,0.82,930,930,350,0
동국제강,9490,25.03,600,6.32,85.34,2.04,11.39,0.23,700,700,0,0
KZ정밀,12660,24.12,800,6.32,65.63,4.69,10.29,0.41,600,600,400,350
KPX홀딩스,67300,24.12,4250,6.32,21.48,8.02,2.86,0.21,3500,3500,3000,3000
SK텔레콤,56100,25.02,3540,6.31,60.28,10.83,9.50,1.00,3540,3540,3320,2660
진양폴리,3990,24.12,250,6.27,79.02,9.74,20.99,2.03,250,250,200,175
대신증권우,19960,25.03,1250,6.26,68.52,4.57,10.00,0.35,1450,1250,1250,1450
동국홀딩스,7990,25.03,500,6.26,132.42,0.72,19.96,0.14,600,600,500,400
SK디앤디,9610,25.03,600,6.24,25.26,6.64,3.20,0.24,800,800,800,800
진양홀딩스,3210,24.12,200,6.23,72.95,4.21,11.23,0.47,200,200,200,170
창해에탄올,9690,24.12,600,6.19,36.37,9.71,6.60,0.51,600,600,500,600
SJM홀딩스,3635,24.12,225,6.19,32.21,5.88,5.10,0.26,225,225,150,175
지엠비코리아,4040,24.12,250,6.19,31.03,5.76,4.55,0.26,80,150,80,80
삼성FN리츠,4435,25.01,274,6.17,254.07,0.66,159.99,1.00,266,266,0,0
맵스리얼티1,4300,24.12,265,6.16,0,0,0,0,265,265,250,250
서원인텍,5730,24.12,350,6.11,36.88,8.40,5.76,0.47,400,400,400,350
신한알파리츠,5700,25.03,346,6.06,230.63,1.65,65.88,1.04,817,817,367,347
네오티스,3300,24.12,200,6.06,55.12,9.38,9.04,0.80,250,200,250,250
제일기획,20300,24.12,1230,6.06,60.03,15.12,9.40,1.18,990,1110,1150,990
멀티캠퍼스,35000,24.12,2100,6.00,40.06,15.16,5.70,0.82,800,1600,800,600
세화피앤씨,835,24.12,50,5.99,62.68,8.22,10.24,0.82,17,17,10,15
부국증권우,25900,25.04,1550,5.99,43.63,4.05,11.79,0.32,1650,1550,1550,1650
TKG휴켐스,16750,24.12,1000,5.97,49.41,9.09,8.98,0.75,1000,1000,1000,1000
골프존,67100,24.12,4000,5.96,48.23,11.62,8.24,0.89,4500,4500,4500,3500
피에스텍,4200,24.12,250,5.95,72.75,4.36,13.46,0.50,250,250,200,150
한솔로지스틱스,2520,25.03,150,5.95,48.64,7.00,6.71,0.45,70,100,70,60
유수홀딩스,5920,25.04,350,5.91,55.36,4.87,8.43,0.41,400,350,400,400
유화증권,2710,24.12,160,5.90,55.40,3.50,9.16,0.26,130,120,110,130
동양생명,6790,24.04,400,5.89,26.01,6.18,3.05,0.25,620,0,620,220
모토닉,10210,24.12,600,5.88,40.10,7.07,8.61,0.39,450,450,400,400
이노션,20050,25.03,1175,5.86,46.88,10.48,7.74,0.77,900,1175,1075,900
기업은행,18230,25.03,1065,5.84,32.11,8.06,4.32,0.34,984,984,960,780
화인써키트,6000,24.12,350,5.83,91.46,10.18,15.42,1.51,431,400,431,35
진로발효,18860,24.12,1100,5.83,71.02,12.59,10.92,1.29,650,650,450,1150
한세예스24홀딩스,4290,25.03,250,5.83,215.62,0.90,37.15,0.33,250,250,250,250
교보증권,8580,25.03,500,5.83,6.93,6.09,5.38,0.32,500,250,200,500
현대차,206000,25.02,12000,5.82,25.13,12.43,4.60,0.51,7000,11400,7000,5000
KB오토시스,3435,24.12,200,5.82,78.12,2.58,12.34,0.31,150,150,150,120
삼성화재우,326500,25.03,19005,5.82,38.95,13.11,8.74,0.98,16005,16005,13805,12005
극동유화,3455,24.12,200,5.79,74.94,4.40,13.89,0.58,200,200,200,160
디씨엠,13850,24.12,800,5.78,36.69,7.54,6.87,0.38,900,150,900,900
GS,46800,25.02,2700,5.77,45.10,4.12,6.56,0.26,2500,2500,2500,2000
삼화페인트,6100,25.02,350,5.74,56.16,4.87,10.80,0.47,400,400,250,100
한국주철관,7000,24.12,400,5.71,63.05,3.88,10.36,0.38,400,400,400,400
한양증권우,17500,24.12,1000,5.71,32.39,0,4.01,0.30,950,850,850,950
SK리츠,4690,25.03,268,5.71,1957.72,0.08,1360.96,1.15,311,311,261,186
한솔제지,8760,25.03,500,5.71,039.12,04.31,06.74,0.30,700,500,700,600
한국토지신탁,1228,24.12,70,5.70,091.60,01.68,015.34,0.23,90,70,90,100
원풍,4390,24.12,250,5.70,37.67,7.87,6.72,0.47,220,220,200,170
대덕1우,8870,25.03,505,5.69,77.70,3.68,10.25,0.37,405,405,405,305
코오롱인더우,23900,24.12,1350,5.65,40.06,3.06,8.34,0.23,1350,1350,1350,1350
삼성카드,49600,25.03,2800,5.64,44.96,8.00,6.88,0.50,2500,2500,2500,2300
롯데리츠,3780,24.12,213,5.64,304.94,0.95,74.32,0.75,300,200,300,292
안국약품,7810,24.12,440,5.63,29.69,10.60,5.06,0.45,220,220,220,220
삼일기업공사,3550,24.12,200,5.63,42.43,8.71,8.25,0.70,175,175,125,100
한국컴퓨터,4970,24.12,280,5.63,27.35,9.28,5.83,0.43,300,300,250,180
LX하우시스우,18670,25.02,1050,5.62,22.64,5.20,7.20,0.37,350,1750,250,350
NH투자증권우,17800,25.03,1000,5.62,47.96,8.73,7.06,0.59,850,850,750,1100
에코마케팅,9010,24.12,500,5.55,52.30,12.87,10.68,1.30,310,200,310,310
효성ITX,13520,24.12,750,5.55,75.93,16.71,12.90,2.06,750,750,750,750
포스코스틸리온,39050,25.03,2160,5.53,37.77,9.24,5.06,0.45,875,1615,875,1000
DB손해보험,123100,25.03,6800,5.52,22.05,18.98,3.93,0.66,5300,5300,4600,3500
모나리자,2730,24.03,150,5.49,59.97,11.51,10.50,1.18,75,50,0,75
이퓨쳐,4600,25.02,250,5.43,39.57,10.69,8.01,0.66,0,0,0,0
KCC글라스,33150,25.02,1800,5.43,77.66,2.48,16.25,0.40,2400,2200,2400,2400
유안타증권,3685,25.03,200,5.43,57.14,4.52,7.65,0.33,180,180,110,180
한양증권,17570,24.12,950,5.41,32.39,0,4.01,0.30,900,800,800,900
한일시멘트,18500,24.12,1000,5.41,37.63,11.13,5.46,0.58,800,800,580,540
링네트,4450,24.12,240,5.39,29.76,12.67,7.02,0.71,81,81,0,0
우리금융지주,22375,25.02,1200,5.36,28.87,9.38,3.71,0.33,900,1000,1130,900
에이블씨엔씨,7680,25.03,411,5.35,73.50,16.26,12.48,1.99,1427,1427,0,0
한국앤컴퍼니,18850,25.03,1000,5.30,27.01,8.28,4.58,0.36,700,700,650,600
TJ미디어,6060,24.12,320,5.28,96.04,5.42,14.09,0.77,60,320,230,60
YW,3790,24.12,200,5.28,37.63,5.31,9.62,0.36,200,200,150,100
현대에이치티,7650,24.12,400,5.23,22.30,14.89,3.78,0.48,350,130,130,350
BNK금융지주,12440,25.02,650,5.22,28.46,6.96,4.56,0.31,625,510,625,560
SJM,3360,24.12,175,5.21,13.13,10.21,2.16,0.21,175,175,100,150
한일홀딩스,17870,24.12,930,5.20,24.14,7.56,3.63,0.26,800,800,800,514
쇼박스,2905,25.02,150,5.16,34.15,23.14,7.19,1.49,0,0,0,0
태원물산,3880,24.12,200,5.16,8.40,47.06,1.61,0.60,55,140,50,55
대한제당우,2460,24.12,125,5.08,55.31,3.68,12.53,0.45,125,120,125,115
동아엘텍,2960,24.12,150,5.07,08.81,021.43,02.45,0.51,75,75,100,75
대상우,17030,25.03,860,5.05,32.18,6.94,7.26,0.49,810,810,810,810
미원화학,79300,24.12,4000,5.04,29.79,17.55,6.44,0.98,3500,3500,2500,2500
경동제약,5970,24.12,300,5.03,147.77,2.44,34.48,0.75,500,400,400,500
코리안리,10250,25.04,515,5.02,28.74,9.44,4.89,0.41,458,458,311,324
롯데쇼핑,75800,25.03,3800,5.01,011.10,07.74,01.58,0.10,3800,3800,3300,2800
LG우,63000,25.03,3150,5.00,83.20,2.16,20.08,0.41,3150,3150,3050,2850
삼양사우,36000,24.12,1800,5.00,14.47,7.53,4.19,0.28,1800,1800,1300,1300
한국타이어앤테크놀로지,40050,25.03,2000,4.99,21.89,10.79,4.27,0.42,800,1300,800,700
에이스침대,29050,24.12,1450,4.99,21.22,9.70,4.22,0.37,1400,1400,1330,1330
에스텍,17040,24.12,850,4.99,15.45,25.76,2.48,0.43,500,500,300,0
신라교역,10030,24.12,500,4.99,19.93,6.75,3.79,0.25,500,500,500,500
진양산업,5650,24.12,281,4.97,36.36,16.55,11.19,1.75,250,250,200,175
피제이메탈,3040,24.12,150,4.93,131.71,4.03,26.47,1.07,150,150,135,150
대신증권,24350,25.03,1200,4.93,68.52,4.57,10.00,0.35,1400,1200,1200,1400
현대홈쇼핑,56900,25.04,2800,4.92,20.33,7.42,3.46,0.24,2800,2800,2600,2400
HL홀딩스,40650,25.03,2000,4.92,94.35,1.91,17.50,0.30,2000,2000,2000,2000
SB성보,2755,24.12,135,4.90,076.82,02.66,014.42,0.39,135,135,135,120
대덕전자1우,8290,25.03,405,4.89,86.76,2.72,33.60,0.91,405,305,405,305
인천도시가스,25600,24.12,1250,4.88,26.74,8.85,5.58,0.45,1250,1250,1250,1250
JB금융지주,20450,25.02,995,4.87,28.00,12.80,4.69,0.55,855,855,835,599
HDC랩스,9260,25.03,450,4.86,54.48,7.23,11.78,0.74,450,450,450,450
DB증권,8240,25.03,400,4.85,32.04,4.94,4.38,0.20,500,200,170,500
웅진씽크빅,1854,24.12,90,4.85,052.12,06.44,09.30,0.60,130,0,110,130
하이트진로2우B,15520,24.12,750,4.83,51.01,8.63,14.51,1.21,850,1000,1000,850
유진기업,3540,25.03,170,4.80,020.20,06.18,04.42,0.26,170,170,170,170
동방아그로,6270,24.12,300,4.78,38.13,6.01,8.62,0.46,350,300,250,350
대현,1883,24.12,90,4.78,25.07,5.99,6.50,0.38,90,100,110,90
MH에탄올,5240,24.12,250,4.77,051.51,04.63,013.17,0.55,350,250,250,350
고스트스튜디오,10010,24.12,477,4.76,72.53,5.63,13.94,0.77,945,678,1307,945
태경산업,5250,24.12,250,4.76,35.80,6.63,7.02,0.46,300,270,300,270
나무가,13650,24.12,650,4.76,36.57,16.64,8.23,1.16,0,0,0,0
한세실업,10530,25.03,500,4.75,33.93,8.58,9.77,0.79,500,500,500,500
씨피시스템,1266,25.03,60,4.74,018.31,029.60,05.52,1.42,29,0,29,0
NH투자증권,20050,25.03,950,4.74,47.96,8.73,7.06,0.59,800,800,700,1050
롯데칠성우,72000,25.03,3405,4.73,57.85,3.99,19.05,0.75,3405,3405,3305,3005
비비씨,8460,25.03,400,4.73,54.39,5.30,10.57,0.56,400,400,200,0
한일현대시멘트,19050,24.12,900,4.72,28.97,14.60,4.36,0.61,700,700,600,1200
무림페이퍼,2120,25.03,100,4.72,10.23,9.39,2.10,0.19,75,75,50,25
우리손에프앤지,1485,24.12,70,4.71,32.17,5.32,5.74,0.27,50,25,50,50
KG이니시스,10630,24.12,500,4.70,32.27,8.63,5.98,0.49,420,420,400,400
삼성증권,74600,24.12,3500,4.69,34.76,12.89,4.32,0.53,3800,2200,1700,3800
파트론,6420,24.12,300,4.67,28.33,10.93,7.63,0.69,350,250,300,350
지역난방공사,83500,25.04,3879,4.65,21.37,9.65,2.28,0.21,797,0,0,797
아이에스동서,21600,24.12,1000,4.63,020.03,010.19,04.26,0.46,1500,1500,0,1200
케이프,6480,24.12,300,4.63,52.75,7.46,11.30,0.75,300,300,100,100
지에이이노더스,5400,24.12,250,4.63,7.33,17.38,1.87,0.25,100,100,100,100
세아제강,151400,25.03,7000,4.62,14.30,0,2.50,0.30,8000,8000,6000,3500
스톤브릿지벤처스,4350,24.12,200,4.60,151.72,2.63,29.73,0.76,400,300,400,0
KX,4140,24.12,190,4.59,9.83,27.09,1.67,0.37,200,200,167,0
나눔테크,2185,24.12,100,4.58,16.56,13.48,3.09,0.39,50,50,0,0
호전실업,8750,24.12,400,4.57,15.11,14.35,3.23,0.39,300,300,300,250
위너스,15040,24.12,686,4.56,141.62,9.82,0,0.00,588,588,392,392
삼아제약,17550,24.12,800,4.56,22.11,10.50,4.82,0.46,750,750,400,250
텔코웨어,14050,24.12,640,4.55,66.42,4.48,18.62,0.46,640,640,600,500
예스24,4420,24.12,200,4.53,345.11,0.72,79.16,0.63,200,200,200,200
LG유플러스,14380,25.03,650,4.52,74.61,4.40,12.04,0.52,650,650,650,550
골프존홀딩스,5550,24.12,250,4.51,23.23,6.02,3.40,0.19,167,167,163,140
HS화성,11130,24.12,500,4.49,39.48,3.17,8.21,0.24,500,500,500,1000
DN오토모티브,22300,25.02,1000,4.48,18.26,19.78,3.41,0.54,600,600,500,400
일성아이에스,22350,24.12,1000,4.47,52.05,3.41,15.74,0.27,4000,1500,4000,150
위닉스,6720,24.12,300,4.46,010.68,023.45,01.86,0.43,500,300,400,500
한국금융지주우,90800,25.02,4042,4.45,22.39,11.54,4.22,0.43,6212,2712,2362,6212
한화생명,3375,24.03,150,4.44,14.86,5.43,3.24,0.16,30,0,0,30
라이온켐텍,2255,24.12,100,4.43,17.39,6.77,10.25,0.68,100,100,100,100
삼영무역,15790,24.12,700,4.43,21.74,10.70,4.14,0.40,600,600,600,550
위츠,6770,24.12,300,4.43,243.68,4.66,66.78,2.99,0,0,0,0
E1,78000,25.02,3450,4.42,31.73,3.82,7.50,0.24,5150,5150,3600,2200
한섬,16960,25.04,750,4.42,36.08,3.18,7.77,0.22,750,750,750,600
케이디켐,11330,24.12,500,4.41,34.76,5.38,8.43,0.42,500,500,430,500
경농,10200,24.12,450,4.41,46.74,6.97,10.22,0.64,450,450,400,350
제이에스코퍼레이션,11340,24.12,500,4.41,12.22,23.41,1.95,0.41,450,450,425,300
삼호개발,3410,25.03,150,4.40,63.77,2.33,14.57,0.31,190,190,190,190
고려신용정보,10290,24.12,450,4.37,47.34,26.86,10.92,2.66,380,380,330,300
서울가스,57300,24.12,2500,4.36,29.01,3.14,7.35,0.18,2250,2250,1750,1750
화승인더,4595,24.12,200,4.35,25.22,11.72,6.29,0.62,188,188,188,188
메쎄이상,2300,24.12,100,4.35,31.65,21.04,6.32,1.22,50,50,0,0
KT&G,124900,25.02,5400,4.32,50.48,12.66,11.93,1.25,5200,5200,5000,4800
롯데지주,27800,25.03,1200,4.32,08.43,015.56,02.26,0.25,1500,1500,1500,1500
오리콤,6260,25.04,270,4.31,32.03,8.13,8.44,0.65,270,270,270,220
세보엠이씨,12780,24.12,550,4.30,15.57,15.50,3.04,0.41,550,550,500,250
경동도시가스,20400,24.12,875,4.29,18.01,6.61,3.65,0.23,875,875,875,875
네오팜,14020,24.12,600,4.28,40.69,13.69,8.23,1.05,384,384,358,358
삼원강재,2575,24.12,110,4.27,33.01,5.37,7.08,0.37,110,110,105,105
하나금융지주,84300,25.02,3600,4.27,27.17,9.11,4.41,0.37,3400,3400,3350,3100
삼성화재,446000,25.03,19000,4.26,38.95,13.11,8.74,0.98,16000,16000,13800,12000
성도이엔지,4695,24.12,200,4.26,15.01,6.83,4.00,0.24,150,100,100,150
NPC우,2585,24.12,110,4.26,5.31,18.88,2.38,0.37,105,105,105,105
SK우,165900,25.04,7050,4.25,029.83,05.64,07.46,0.29,8050,5050,5050,8050
삼진제약,18830,24.12,800,4.25,24.99,14.89,6.40,0.85,800,800,800,800
신영증권,117700,25.03,5000,4.25,36.90,6.45,11.37,0.33,4500,4500,4000,4000
DL우,24750,24.12,1050,4.24,25.40,2.25,8.01,0.17,1950,1050,1050,1950
KTis,2835,24.12,120,4.23,30.98,5.76,7.66,0.38,120,120,120,100
KSS해운,9480,24.12,400,4.22,15.73,12.09,3.52,0.37,350,350,350,350
SK케미칼우,28450,25.03,1200,4.22,250.79,0.41,97.08,0.39,700,700,1550,3050
하나제약,12120,24.12,510,4.21,41.52,7.24,9.12,0.61,510,510,510,510
대한제당,2860,24.12,120,4.20,55.31,3.68,12.53,0.45,120,115,120,110
한국내화,2385,24.12,100,4.19,64.37,2.84,16.04,0.42,45,45,45,35
KG모빌리언스,5250,24.12,220,4.19,82.62,2.84,18.95,0.51,220,220,220,220
자이에스앤디,3580,25.02,150,4.19,439.24,0.31,95.15,0.29,300,150,300,200
삼양홀딩스우,84800,24.12,3550,4.19,95.87,1.38,20.55,0.24,3550,3550,3550,3050
다올투자증권,3585,25.03,150,4.18,023.38,07.82,04.51,0.34,250,150,150,250
도화엔지니어링,6700,24.12,280,4.18,0176.69,02.00,041.80,0.85,280,280,280,280
JW생명과학,11970,24.12,500,4.18,17.60,24.45,3.92,0.84,500,500,500,500
금화피에스시,33600,24.12,1400,4.17,20.65,11.58,3.68,0.40,1300,1300,1300,1300
아시아나IDT,12010,24.12,500,4.16,47.17,7.06,11.34,0.79,500,500,500,500
하나투어,55300,25.01,2300,4.16,43.74,47.19,10.69,4.81,5000,5000,0,0
새론오토모티브,3370,24.12,140,4.15,27.74,4.08,6.50,0.26,140,140,140,140
넥센타이어1우B,3270,25.04,135,4.13,10.59,7.10,4.95,0.33,120,120,105,110
한국캐피탈,728,24.12,30,4.12,11.56,12.62,2.13,0.25,35,28,28,35
더네이쳐홀딩스,12140,24.12,500,4.12,43.93,4.91,8.59,0.38,400,400,400,200
동인기연,15060,24.12,620,4.12,21.03,12.39,6.44,0.72,800,560,800,400
한전KPS,60000,24.12,2469,4.11,64.43,13.26,11.51,1.49,2158,2158,1305,1199
KT나스미디어,17110,24.12,700,4.09,0122.67,03.13,024.92,0.79,700,700,638,664
흥국,5380,24.12,220,4.09,23.15,10.12,6.21,0.54,240,240,220,200
CJ제일제당 우,148000,25.02,6050,4.09,64.92,1.97,28.25,0.52,5550,5550,5550,5050
보광산업,3680,24.12,150,4.08,104.04,5.38,32.64,1.71,300,300,150,150
한독크린텍,6140,24.12,250,4.07,53.29,6.36,14.12,0.83,250,250,250,200
SK디스커버리우,43150,25.03,1750,4.06,128.60,0.88,31.10,0.26,1750,1750,1750,1550
KG스틸,6170,25.03,250,4.05,18.22,6.93,4.15,0.28,200,200,150,100
SIMPAC,4950,24.12,200,4.04,39.53,4.62,8.95,0.34,200,100,200,200
아바코,12380,24.12,500,4.04,27.06,13.70,6.85,0.85,300,200,300,300
LB인베스트먼트,4955,24.12,200,4.04,53.62,7.32,8.62,0.62,200,200,0,0
이지바이오,4955,24.12,200,4.04,33.75,26.72,7.34,1.66,75,100,75,75
크리스에프앤씨,4960,25.03,200,4.03,016.60,06.89,05.61,0.35,500,300,250,500
남화산업,4960,24.12,200,4.03,37.66,5.97,9.66,0.57,300,200,300,200
다우기술,34750,25.03,1400,4.03,16.98,13.16,2.25,0.27,700,700,600,600
KB발해인프라,8080,24.12,325,4.02,0,0,0,0,0,0,0,0
NICE,12470,25.03,500,4.01,36.83,6.27,8.57,0.50,451,451,410,375
신원,1746,24.12,70,4.01,83.42,2.81,23.88,0.48,70,70,100,50
삼양홀딩스,87350,24.12,3500,4.01,95.87,1.38,20.55,0.24,3500,3500,3500,3000
삼지전자,11240,24.12,450,4.00,11.21,16.21,2.29,0.32,450,450,450,400
한국기업평가,98800,25.02,3954,4.00,72.19,21.69,16.24,3.28,5131,5131,5100,3397
효성티앤씨,250000,24.12,10000,4.00,32.08,9.84,7.69,0.71,50000,10000,10000,50000
금호석유화학우,56400,24.12,2250,3.99,16.44,5.88,8.00,0.39,5450,2950,5450,10050
iM금융지주,12560,25.02,500,3.98,38.72,3.60,6.44,0.23,650,550,650,630
효성,75400,24.12,3000,3.98,11.07,19.62,1.95,0.36,6500,3000,4500,6500
코오롱글로벌,10060,24.12,400,3.98,32.67,4.15,7.19,0.29,500,400,400,500
한네트,4530,24.12,180,3.97,60.73,9.24,15.10,1.38,150,150,150,100
엠투아이,5540,24.12,220,3.97,55.82,8.79,14.37,1.20,250,220,250,250
영원무역홀딩스,135100,25.04,5350,3.96,18.59,13.17,3.40,0.36,3970,3970,3050,2000
경남스틸,3030,24.12,120,3.96,43.43,6.77,16.45,1.09,130,120,130,100
이노진,2030,24.12,80,3.94,101.22,5.79,18.85,1.07,30,30,0,0
기신정기,2540,25.03,100,3.94,93.79,1.25,20.82,0.26,150,120,150,150
한국자산신탁,2540,25.03,100,3.94,32.70,3.60,9.23,0.33,220,220,220,220
바이오노트,5080,25.03,200,3.94,36.68,3.46,8.70,0.29,534,200,490,534
OCI,56000,24.12,2200,3.93,20.51,0,5.40,0.43,2000,2000,0,0
