N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,액면가,전일거래량,시가,매도호가,자산총계,영업이익증가율,액면가,고가,매수총잔량,부채총계,당기순이익,외국인비율,액면가,저가,매도총잔량,상장주식수,매출액,주당순이익,액면가,보통주배당금
96,한글과컴퓨터,"26,800",상승,"1,300",+5.10%,500,"1,332,268","35,490","26,750","6,480",404,41.68,500,"1,250,812","25,650","26,800","6,819",18.37,500,"27,450","16,433","1,963",140,5.85,500,"25,350","26,803","24,180","3,048",643,500,410
97,휴온스글로벌,"50,600",상승,"1,600",+3.27%,500,"62,652","3,131","50,200","6,394",970,24.54,500,"52,264","49,950","50,600","14,059",-14.88,500,"50,900",508,"4,418",671,7.80,500,"48,700","7,244","12,637","8,135","2,062",500,525
98,나노신소재,"52,000",상승,"1,800",+3.59%,500,"67,900","3,506","51,800","6,343",30,-284.15,500,"53,010","50,300","52,000","4,422",-74.88,500,"52,400",833,"1,980",-19,8.18,500,"50,000","6,779","12,198",878,-183,500,250
99,엘앤씨바이오,"26,900",하락,"1,100",-3.93%,500,"275,913","7,502","26,850","6,235",25,4.39,500,"268,531","27,650","26,900","4,756",-68.73,500,"27,900","19,123","1,809","1,410",8.08,500,"26,650","16,913","23,179",721,"6,131",500,50
100,HLB제약,"19,000",상승,210,+1.12%,500,"96,061","1,815","18,990","6,230",15,116.56,500,"145,082","18,800","19,000","1,579",107.54,500,"19,100","1,109",415,20,0.82,500,"18,730","2,883","32,791","1,371",163,500,0
101,위메이드맥스,"7,500",상승,110,+1.49%,500,"93,057",690,"7,490","6,220",-81,-29.88,500,"146,623","7,270","7,500","5,976",-315.03,500,"7,500","1,751",962,-157,11.65,500,"7,270","10,350","82,936",750,-251,500,0
102,우리기술투자,"7,310",상승,150,+2.09%,500,"637,254","4,622","7,310","6,140","1,757",4.16,500,"475,614","7,130","7,320","8,038",14.13,500,"7,400","17,983","1,376","1,477",2.37,500,"7,040","37,806","84,000","1,923","1,759",500,N/A
103,엠로,"49,200",상승,250,+0.51%,500,"96,469","4,757","49,050","6,069",86,30.43,500,"93,024","49,300","49,200","1,024",84.58,500,"50,500","3,944",134,186,4.24,500,"48,400","2,675","12,335",795,"1,617",500,0
104,아이쓰리시스템,"85,100",상승,"2,200",+2.65%,500,"54,760","4,612","85,000","6,048",148,37.87,500,"42,486","82,800","85,100","1,468",20.94,500,"86,700",359,411,150,4.56,500,"81,800","2,477","7,107","1,207","2,247",500,400
105,인카금융서비스,"11,700",하락,180,-1.52%,100,"272,944","3,207","11,690","6,011",863,9.23,100,"509,346","11,880","11,700","7,074",85.22,100,"12,050","3,084","5,602",620,4.90,100,"11,590","6,839","51,380","8,323","1,267",100,100
106,비올,"10,280",상승,130,+1.28%,100,"911,328","9,229","10,270","6,005",361,17.08,100,"1,434,134","10,140","10,280",981,61.62,100,"10,310","5,748",92,326,6.66,100,"9,940","12,981","58,419",582,602,100,20
107,RFHIC,"22,500",상승,700,+3.21%,500,"563,902","12,493","22,500","5,959",15,78.95,500,"519,783","22,100","22,600","4,829",404.84,500,"22,950","7,805","1,250",197,10.32,500,"20,900","24,783","26,484","1,149",285,500,100
108,에스피지,"26,800",상승,350,+1.32%,500,"204,312","5,411","26,750","5,944",123,43.58,500,"358,399","26,350","26,800","3,975",-22.76,500,"26,950","7,864","1,434",131,4.86,500,"25,800","23,166","22,177","3,885",615,500,150
109,솔트룩스,"47,850",상승,"5,350",+12.59%,500,"6,098,888","285,337","47,850","5,804",-66,-110.76,500,"4,273,367","42,550","47,900",932,28.63,500,"50,200","17,763",206,-59,2.16,500,"41,400","10,538","12,131",459,-432,500,N/A
110,네오위즈,"26,350",상승,50,+0.19%,500,"154,074","4,018","26,300","5,759",329,-70.64,500,"105,812","26,150","26,350","6,200",4.20,500,"26,500","1,895","1,011",-70,12.42,500,"25,400","13,018","21,857","3,668",-373,500,N/A
111,태광,"21,650",상승,"2,600",+13.65%,500,"1,497,852","31,294","21,600","5,737",399,14.74,500,"211,649","19,370","21,650","6,603",-30.93,500,"21,900","23,727",509,461,13.80,500,"19,370","42,532","26,500","2,668","1,469",500,250
112,태웅,"28,550",상승,"1,150",+4.20%,500,"599,654","16,789","28,550","5,712",228,29.28,500,"729,513","28,100","28,600","8,126",-42.28,500,"28,550","15,474","2,081",247,8.13,500,"27,250","29,017","20,007","3,863",975,500,N/A
113,시노펙스,"6,510",하락,60,-0.91%,500,"488,492","3,209","6,510","5,711",212,22.07,500,"427,112","6,580","6,520","2,354",-12.19,500,"6,630","27,956",678,280,2.31,500,"6,500","26,412","87,720","2,383",295,500,0
114,씨아이에스,"7,360",상승,70,+0.96%,100,"263,269","1,933","7,360","5,695",593,9.39,100,"274,556","7,290","7,370","7,338",52.39,100,"7,430","5,102","2,551",562,8.36,100,"7,240","23,094","77,372","5,085",784,100,N/A
115,휴메딕스,"50,700",하락,"2,900",-5.41%,500,"174,303","8,910","50,600","5,694",431,13.11,500,"75,164","53,500","50,700","2,498",15.63,500,"53,500","4,880",212,393,9.81,500,"50,000","3,892","11,230","1,619","3,868",500,630
116,피에스케이,"19,530",상승,570,+3.01%,500,"305,261","5,940","19,520","5,657",839,7.21,500,"206,776","19,230","19,530","5,694",55.08,500,"19,700","6,030",976,791,25.55,500,"18,880","5,143","28,967","3,981","2,708",500,400
117,차바이오텍,"10,000",하락,10,-0.10%,500,"430,296","4,275","9,990","5,631",-597,-44.64,500,"247,312","10,010","10,000","21,944",-523.82,500,"10,080","13,113","14,755",-146,6.26,500,"9,810","18,036","56,314","10,450",-224,500,0
118,메가스터디교육,"52,200",하락,600,-1.14%,100,"27,807","1,464","52,200","5,622","1,236",11.96,100,"24,669","52,300","52,600","8,783",-2.99,100,"53,400","1,179","4,116",502,28.99,100,"52,000","2,460","10,771","9,422","4,363",100,"1,500"
119,바이넥스,"17,190",하락,380,-2.16%,500,"478,270","8,387","17,190","5,618",-308,-21.90,500,"486,786","17,690","17,200","2,794","-3,050.79",500,"18,010","6,468",978,-352,5.86,500,"17,080","1,706","32,684","1,301",-785,500,N/A
120,인투셀,"37,750",하락,"1,350",-3.45%,500,"615,188","23,711","37,750","5,598",-98,-49.93,500,"772,909","38,100","37,800",237,43.70,500,"40,000","3,059",162,-99,0.28,500,"36,800","9,705","14,829",29,-756,500,0
121,제룡전기,"34,650",상승,150,+0.43%,500,"176,228","6,073","34,650","5,566",978,7.63,500,"160,948","34,850","34,700","2,418",39.48,500,"34,900","11,617",451,799,13.72,500,"34,100","10,850","16,062","2,627","4,539",500,"1,000"
122,넥스틴,"52,900",보합,0,0.00%,500,"118,561","6,308","52,900","5,542",470,20.70,500,"117,176","53,100","53,000","1,898",29.89,500,"54,400","6,598",322,384,12.54,500,"52,500","3,938","10,477","1,137","2,555",500,500
123,코스메카코리아,"51,200",하락,"1,000",-1.92%,500,"110,397","5,641","51,200","5,468",604,13.14,500,"107,547","51,900","51,300","5,179",22.80,500,"52,500","5,775","2,103",537,13.14,500,"50,400","3,006","10,680","5,243","3,897",500,100
124,서부T&D,"8,130",하락,220,-2.63%,500,"565,942","4,638","8,120","5,360",480,15.91,500,"690,814","8,350","8,130","28,945",28.91,500,"8,380","26,968","16,536",647,11.61,500,"8,050","15,127","65,927","1,875",511,500,100
125,파두,"10,750",상승,270,+2.58%,100,"110,916","1,195","10,750","5,314",-950,-6.07,100,"139,845","10,650","10,790","1,344",-62.28,100,"10,940","4,106",365,-915,6.19,100,"10,450","1,488","49,428",435,"-1,772",100,0
126,두산테스나,"27,400",하락,350,-1.26%,500,"303,248","8,437","27,400","5,296",379,39.14,500,"274,375","27,900","27,500","7,877",N/A,500,"28,550","11,812","3,500",368,4.72,500,"27,050","4,562","19,327","3,731",700,500,160
127,쎄트렉아이,"48,350",하락,250,-0.51%,500,"44,803","2,169","48,300","5,295",-31,43.17,500,"41,034","48,700","48,350","4,470",29.44,500,"49,050","3,606","2,230",62,6.38,500,"47,950",771,"10,951","1,713","1,120",500,190
128,현대바이오,"10,980",하락,30,-0.27%,500,"183,309","2,022","10,980","5,273",8,-33.17,500,"189,206","10,960","10,990",677,108.08,500,"11,130","15,322",283,-69,9.51,500,"10,900","11,028","48,022",151,-331,500,N/A
129,에코프로에이치엔,"25,100",상승,800,+3.29%,500,"99,526","2,480","25,100","5,265",242,24.66,500,"103,648","24,300","25,150","4,667",-42.02,500,"25,400","2,984","1,704",215,9.44,500,"24,100","9,471","20,975","2,345","1,018",500,300
130,데브시스터즈,"42,850",상승,700,+1.66%,500,"89,590","3,855","42,800","5,229",272,18.01,500,"67,666","42,900","42,850","2,604",156.64,500,"44,000","1,029","1,062",283,10.07,500,"42,300","4,295","12,203","2,362","2,379",500,0
131,SFA반도체,"3,135",상승,40,+1.29%,500,"384,859","1,210","3,130","5,156",0,-209.00,500,"336,707","3,120","3,135","6,235",99.77,500,"3,185","23,171","1,256",205,3.96,500,"3,100","22,908","164,460","4,005",-15,500,N/A
132,티앤엘,"62,800",하락,100,-0.16%,500,"47,549","2,990","62,800","5,104",570,9.25,500,"61,383","62,700","63,000","1,971",84.69,500,"63,300","4,974",256,464,14.53,500,"62,100","4,462","8,128","1,749","6,787",500,750
133,가온칩스,"44,000",상승,"3,300",+8.11%,500,"145,734","6,363","43,950","5,103",35,220.00,500,"46,087","41,950","44,000","1,127",-19.00,500,"44,600","1,975",434,75,1.04,500,"41,550","3,674","11,597",965,200,500,N/A
134,하나머티리얼즈,"25,700",상승,350,+1.38%,500,"201,842","5,230","25,600","5,083",434,15.67,500,"173,006","25,600","25,700","5,739",5.16,500,"26,400","9,473","2,201",318,19.88,500,"25,350","2,855","19,778","2,516","1,640",500,250
135,컴투스,"39,400",상승,450,+1.16%,500,"51,228","2,021","39,300","5,019",61,-4.49,500,"59,453","39,000","39,400","16,460",118.47,500,"39,900","1,702","5,961","-1,520",13.31,500,"39,000","3,021","12,738","6,939","-8,768",500,"1,300"
136,인텔리안테크,"45,950",상승,700,+1.55%,500,"111,291","5,092","45,950","4,932",-194,-40.20,500,"96,422","45,250","46,000","4,407",-281.28,500,"46,700","4,042","1,761",-30,11.71,500,"44,650","2,007","10,733","2,578","-1,143",500,100
137,웹젠,"14,130",상승,240,+1.73%,500,"51,190",729,"14,130","4,889",546,13.12,500,"102,268","13,900","14,230","7,509",9.32,500,"14,400","2,180",783,568,29.93,500,"13,900","1,404","34,601","2,147","1,077",500,300
138,테스,"24,600",상승,"1,900",+8.37%,500,"448,337","11,016","24,600","4,863",385,9.42,500,"104,560","23,000","24,650","3,812",756.34,500,"25,250","4,846",506,427,7.03,500,"22,750","11,743","19,768","2,401","2,611",500,600
139,큐리옥스바이오시스템즈,"30,050",상승,50,+0.17%,500,"86,140","2,611","30,050","4,853",-134,-53.47,500,"127,486","29,900","30,100",706,-26.72,500,"31,500","6,178",219,-81,14.22,500,"29,750","12,402","16,149",46,-562,500,0
140,현대무벡스,"4,075",하락,15,-0.37%,100,"270,343","1,098","4,075","4,802",246,21.68,100,"606,109","4,130","4,085","2,989",493.03,100,"4,130","11,585","1,267",269,2.97,100,"4,010","18,858","117,846","3,414",188,100,50
141,감성코퍼레이션,"5,190",하락,140,-2.63%,500,"1,839,350","9,459","5,190","4,749",361,15.92,500,"967,559","5,240","5,200","1,543",11.82,500,"5,290","14,161",419,293,12.93,500,"5,010","28,327","91,500","2,204",326,500,0
142,제주반도체,"13,730",상승,320,+2.39%,500,"733,813","10,058","13,730","4,729",96,28.60,500,"380,596","13,500","13,740","2,254",-46.29,500,"13,920","15,150",412,194,0.00,500,"13,360","9,186","34,443","1,623",480,500,N/A
143,포스코엠텍,"11,350",상승,210,+1.89%,500,"107,375","1,219","11,330","4,726",14,-270.24,500,"101,582","11,210","11,350","1,498",-68.30,500,"11,480","7,165",379,6,6.26,500,"11,140","3,475","41,643","3,466",-42,500,20
144,에스티큐브,"6,930",상승,190,+2.82%,500,"312,019","2,161","6,910","4,711",-226,-19.14,500,"171,531","6,740","6,930","1,119",13.15,500,"7,140","11,055",176,-214,3.79,500,"6,670","4,578","67,983",113,-362,500,N/A
145,유바이오로직스,"12,820",하락,270,-2.06%,500,"155,841","2,008","12,820","4,695",343,12.19,500,"247,463","13,130","12,850","2,021",345.78,500,"13,150","12,399",701,190,8.00,500,"12,750","6,065","36,624",960,"1,052",500,0
146,대명에너지,"27,500",상승,"3,450",+14.35%,100,"2,127,744","56,470","27,450","4,689",97,39.57,100,"441,907","23,500","27,500","3,699",-42.03,100,"28,150","8,542","2,412",78,0.36,100,"23,350","19,186","17,050",678,695,100,N/A
147,지엔씨에너지,"28,500",하락,"1,100",-3.72%,500,"421,426","12,249","28,500","4,688",317,9.75,500,"712,749","30,250","28,550","2,652",187.62,500,"30,400","11,477","1,038",389,7.05,500,"28,500","17,174","16,449","2,263","2,924",500,100
148,성우하이텍,"5,750",상승,120,+2.13%,500,"385,388","2,205","5,740","4,600","2,059",3.10,500,"284,445","5,670","5,750","45,631",-19.81,500,"5,790","9,411","27,210","1,351",6.19,500,"5,630","39,335","80,000","42,451","1,855",500,150
149,원익홀딩스,"5,920",하락,210,-3.43%,500,"6,883,249","40,983","5,920","4,572",306,-10.71,500,"31,526,840","6,150","5,930","18,901",-33.12,500,"6,150","274,393","6,416",-611,4.21,500,"5,850","104,412","77,238","6,455",-553,500,N/A
150,바이오다인,"15,360",하락,530,-3.34%,500,"145,221","2,238","15,360","4,572",-17,"-2,194.29",500,"99,472","15,810","15,370",443,15.65,500,"15,910","3,117",11,0,3.78,500,"15,180","2,498","29,764",53,-7,500,N/A
151,원익QnC,"17,390",상승,420,+2.47%,500,"260,581","4,563","17,380","4,571",906,9.13,500,"160,105","17,150","17,390","15,347",9.19,500,"17,750","6,669","9,654",615,5.10,500,"16,970","1,146","26,288","8,915","1,905",500,100
152,이녹스첨단소재,"22,600",상승,350,+1.57%,500,"114,144","2,601","22,550","4,571",868,6.01,500,"90,288","22,300","22,600","8,260",105.88,500,"23,250","9,411","3,574",701,14.78,500,"22,150","4,935","20,228","4,228","3,759",500,350
153,이엔에프테크놀로지,"31,850",상승,"1,900",+6.34%,500,"279,370","8,806","31,800","4,551",593,11.33,500,"138,360","29,900","31,850","7,236",148.52,500,"32,150","1,292","3,222",297,6.76,500,"29,400","9,468","14,288","5,824","2,810",500,150
154,티에스이,"41,050",상승,"1,100",+2.75%,500,"66,200","2,708","41,000","4,541",399,9.86,500,"46,650","40,000","41,050","5,194","1,776.34",500,"41,400",529,"1,197",450,5.92,500,"39,750","5,768","11,061","3,481","4,165",500,400
155,콜마비앤에이치,"15,390",하락,50,-0.32%,500,"88,576","1,359","15,380","4,527",246,35.71,500,"103,225","15,490","15,390","6,909",-18.62,500,"15,520",765,"2,956",172,2.82,500,"15,130","3,003","29,416","6,156",431,500,308
156,신라젠,"3,265",하락,65,-1.95%,500,"586,272","1,915","3,265","4,510",-268,-16.08,500,"492,420","3,300","3,270","1,490",-25.40,500,"3,310","42,346",172,-265,2.49,500,"3,225","20,395","138,130",39,-203,500,0
157,미코,"13,440",하락,410,-2.96%,500,"474,869","6,570","13,440","4,491",946,15.47,500,"629,585","14,270","13,450","13,927",216.51,500,"14,340","5,506","8,598",765,11.63,500,"13,350","2,234","33,417","5,405",869,500,N/A
158,아이센스,"16,130",하락,250,-1.53%,500,"40,801",661,"16,100","4,470",27,413.59,500,"108,709","16,220","16,130","5,909",-75.68,500,"16,480","2,872","2,479",-20,25.90,500,"16,030","2,512","27,715","2,911",39,500,100
159,클로봇,"18,100",하락,80,-0.44%,500,"363,755","6,571","18,090","4,462",-75,-57.83,500,"520,671","18,250","18,100",695,-29.94,500,"18,250","9,964",95,-67,0.41,500,"17,920","18,291","24,651",334,-313,500,N/A
160,한국기업평가,"98,200",상승,"1,800",+1.87%,"5,000","6,691",652,"97,900","4,459",327,17.69,"5,000","3,303","96,500","98,200","1,753",26.48,"5,000","98,600",466,405,286,80.81,"5,000","96,300",542,"4,541","1,041","5,552","5,000","3,954"
161,한텍,"39,500",하락,150,-0.38%,"5,000","699,350","28,358","39,500","4,393",168,13.25,"5,000","342,701","41,250","39,550","2,075",10.40,"5,000","42,400","5,977",958,263,3.78,"5,000","38,600","6,672","11,121","1,559","2,981","5,000",450
162,케이엠더블유,"11,030",하락,300,-2.65%,500,"222,717","2,441","11,000","4,392",-455,-12.92,500,"536,084","11,190","11,030","2,690",27.65,500,"11,270","6,262","1,254",-386,6.17,500,"10,760","9,326","39,821",874,-854,500,N/A
163,삼현,"13,840",상승,80,+0.58%,500,"161,382","2,227","13,830","4,388",55,49.08,500,"152,409","13,900","13,840","1,403",N/A,500,"13,920","7,899",251,83,0.80,500,"13,600","9,470","31,708","1,004",282,500,50
164,동화기업,"8,620",상승,70,+0.82%,200,"89,039",768,"8,620","4,358",167,-19.68,200,"137,243","8,580","8,630","23,972",200.80,200,"8,720","5,660","14,194",-162,50.46,200,"8,510","3,479","50,557","9,180",-438,200,N/A
165,코엔텍,"8,940",보합,0,0.00%,500,0,0,0,"4,343",305,16.93,500,0,0,0,"2,335",-11.33,500,0,0,514,263,7.64,500,0,0,"48,581",805,528,500,0
166,아스테라시스,"11,840",하락,860,-6.77%,100,"684,511","8,262","11,830","4,340",67,68.44,100,"324,795","12,700","11,840",247,328.57,100,"12,900","4,458",51,54,3.42,100,"11,570","6,654","36,655",288,173,100,32
167,이뮨온시아,"5,900",하락,200,-3.28%,500,"1,724,322","10,304","5,890","4,307",-126,N/A,500,"1,863,133","6,010","5,900",262,-6.80,500,"6,110","128,407",68,-57,0.19,500,"5,870","36,598","73,004",7,N/A,500,0
168,쏠리드,"6,990",상승,80,+1.16%,500,"491,288","3,430","6,990","4,271",351,13.90,500,"910,635","7,010","7,000","4,968",-3.11,500,"7,020","25,363","1,740",462,9.84,500,"6,930","39,869","61,095","3,311",503,500,50
169,코난테크놀로지,"37,100",상승,"3,450",+10.25%,500,"1,625,387","59,830","37,050","4,254",-141,-36.84,500,"1,201,778","34,950","37,100",444,-28.30,500,"39,400","9,430",248,-136,0.67,500,"33,800","3,414","11,467",263,"-1,007",500,N/A
170,에코앤드림,"23,800",상승,500,+2.15%,500,"74,217","1,754","23,750","4,233",5,26.89,500,"123,119","23,400","23,800","4,058",116.42,500,"23,950","4,313","1,841",135,0.90,500,"23,050","14,789","17,786","1,049",885,500,N/A
171,서희건설,"1,841",상승,35,+1.94%,500,"759,835","1,401","1,840","4,231","2,357",3.84,500,"631,358","1,811","1,841","15,406",3.30,500,"1,874","34,974","5,668","1,593",5.37,500,"1,811","44,797","229,808","14,736",479,500,45
172,네오셈,"9,630",상승,170,+1.80%,100,"279,412","2,705","9,630","4,225",165,24.26,100,"194,987","9,510","9,640","1,419",103.63,100,"9,810","8,899",260,192,0.00,100,"9,460","10,792","43,869","1,052",397,100,60
173,제우스,"13,610",상승,470,+3.58%,500,"306,490","4,163","13,600","4,221",492,10.66,500,"167,374","13,250","13,610","6,409",588.24,500,"13,780","6,898","2,586",431,4.30,500,"13,080","5,226","31,017","4,908","1,277",500,100
174,글로벌텍스프리,"5,970",하락,110,-1.81%,500,"932,208","5,603","5,970","4,196",218,35.33,500,"736,437","6,080","5,980","1,745",121.88,500,"6,140","40,700",462,63,15.91,500,"5,935","19,486","70,283","1,297",169,500,N/A
175,골프존,"66,300",상승,100,+0.15%,500,"16,261","1,076","66,300","4,161",958,8.30,500,"16,185","66,100","66,500","6,655",-16.34,500,"66,900",686,"2,188",420,22.54,500,"65,800","2,142","6,275","6,200","7,991",500,"4,000"
176,큐로셀,"28,950",하락,250,-0.86%,500,"29,517",854,"28,950","4,147",-106,-11.52,500,"37,282","29,200","29,000",515,-138.14,500,"29,250","3,428",490,-77,0.97,500,"28,750","27,247","14,324",0,"-2,512",500,0
177,유티아이,"22,950",하락,350,-1.50%,500,"49,580","1,162","22,900","4,120",-322,-15.21,500,"60,552","23,500","22,950","1,606",-63.41,500,"24,100","2,336",861,-227,13.05,500,"22,800","4,042","17,953",186,"-1,509",500,N/A
178,바이오플러스,"6,780",하락,210,-3.00%,500,"596,130","4,088","6,780","4,102",237,21.06,500,"446,870","6,990","6,790","2,643",-15.55,500,"7,020","67,855","1,166",175,8.38,500,"6,750","12,040","60,500",664,322,500,50
179,큐렉소,"9,980",상승,50,+0.50%,500,"231,734","2,307","9,970","4,101",-58,-56.07,500,"338,710","10,190","9,980","1,026",-612.71,500,"10,190","11,836",92,-88,2.88,500,"9,810","13,333","41,090",555,-178,500,N/A
180,성일하이텍,"33,600",상승,850,+2.60%,500,"24,553",818,"33,550","4,091",-714,-3.52,500,"36,885","32,800","33,600","6,795",-756.19,500,"33,700","1,325","4,547","-1,125",2.45,500,"32,400","5,995","12,176","1,362","-9,553",500,0
181,케이아이엔엑스,"83,800",상승,"3,400",+4.23%,500,"36,206","2,999","83,800","4,089",237,23.83,500,"16,459","81,100","83,900","3,368",-10.67,500,"84,000","1,409","1,068",183,28.82,500,"80,600","5,167","4,880","1,389","3,516",500,600
182,유진로봇,"10,880",하락,370,-3.29%,500,"646,688","7,075","10,880","4,081",-42,-83.69,500,"1,709,172","11,150","10,890",547,20.92,500,"11,150","36,401",190,-32,13.24,500,"10,850","11,613","37,512",260,-130,500,N/A
183,바이오니아,"15,810",하락,170,-1.06%,500,"140,546","2,231","15,810","4,081",-134,-20.53,500,"110,692","16,020","15,820","3,322","-1,794.54",500,"16,080","11,959","1,053",-190,7.35,500,"15,760","1,163","25,810","2,940",-770,500,N/A
184,셀바스AI,"15,160",상승,410,+2.78%,500,"927,540","13,844","15,160","4,080",8,-66.20,500,"1,545,182","14,750","15,170","3,121",-80.43,500,"15,190","7,965",492,-10,2.71,500,"14,540","21,371","26,915","1,125",-229,500,N/A
185,동운아나텍,"19,470",하락,20,-0.10%,500,"71,758","1,407","19,450","4,071",175,30.00,500,"62,634","19,510","19,470",988,-30.43,500,"19,820","2,996",275,247,5.56,500,"19,330","1,502","20,910","1,383",649,500,109
186,인벤티지랩,"37,200",하락,"1,800",-4.62%,500,"583,402","22,219","37,150","3,975",-190,-13.12,500,"651,100","39,400","37,200",723,-18.81,500,"40,400","2,079",397,-170,1.65,500,"36,400","4,231","10,684",18,"-2,835",500,0
187,서울반도체,"6,790",상승,80,+1.19%,500,"111,687",760,"6,790","3,959",8,-14.67,500,"143,150","6,710","6,800","12,612",101.61,500,"6,840","17,814","5,602",-19,9.21,500,"6,710","24,352","58,305","10,905",-463,500,N/A
188,에프에스티,"17,810",상승,300,+1.71%,500,"81,003","1,444","17,770","3,910",23,46.26,500,"65,572","17,710","17,810","5,061",121.21,500,"18,090","2,467","2,620",-16,5.00,500,"17,450","2,571","21,956","2,374",385,500,5
189,코미팜,"5,280",하락,80,-1.49%,100,"83,447",443,"5,270","3,825",62,30.17,100,"79,800","5,430","5,280","1,228",198.72,100,"5,430","17,357",572,147,5.00,100,"5,240","10,739","72,440",588,175,100,0
190,덕산테코피아,"18,650",상승,580,+3.21%,500,"96,764","1,801","18,640","3,819",-302,-6.41,500,"110,330","18,250","18,650","6,630",-385.42,500,"18,980","1,772","4,572",-726,4.47,500,"18,010",695,"20,477",997,"-2,911",500,N/A
191,천보,"37,900",상승,"1,250",+3.41%,500,"27,265","1,029","37,850","3,790",-228,-132.52,500,"24,391","36,400","37,900","10,079",-182.81,500,"38,200","1,007","5,929",-323,3.97,500,"36,350","2,490","10,000","1,449",-286,500,N/A
192,에이프릴바이오,"16,810",하락,30,-0.18%,"1,000","154,948","2,639","16,810","3,787",169,16.43,"1,000","206,265","17,300","16,820",996,226.00,"1,000","17,480","7,155",86,200,5.37,"1,000","16,690","1,238","22,528",275,"1,023","1,000",0
193,파트론,"6,640",상승,20,+0.30%,500,"152,823","1,015","6,630","3,785",617,8.37,500,"196,776","6,620","6,640","7,433",48.05,500,"6,670","66,640","1,878",559,16.16,500,"6,600","33,887","57,000","14,864",793,500,300
194,바디텍메드,"16,040",상승,150,+0.94%,"1,000","84,986","1,362","16,040","3,767",262,13.51,"1,000","107,843","15,910","16,100","2,547",-8.17,"1,000","16,230","7,404",316,272,2.83,"1,000","15,880","1,747","23,487","1,382","1,187","1,000",150
195,켐트로닉스,"24,550",상승,"1,500",+6.51%,500,"602,427","14,604","24,500","3,765",373,20.41,500,"147,067","23,650","24,550","6,417",95.24,500,"24,800","10,042","4,066",214,8.00,500,"23,500","30,817","15,334","5,752","1,203",500,200
196,우리기술,"2,280",상승,90,+4.11%,500,"19,411,164","44,915","2,280","3,755",6,-49.57,500,"6,952,912","2,415","2,285","2,655",-91.71,500,"2,420","670,295","1,534",-44,2.20,500,"2,245","530,563","164,677",713,-46,500,N/A
197,인화정공,"38,600",상승,450,+1.18%,500,"15,696",603,"38,600","3,712",103,-23.86,500,"25,323","38,100","38,650","4,303",110.01,500,"39,400","1,998","1,703",400,1.17,500,"37,850",735,"9,616",928,"-1,618",500,700
198,퓨쳐켐,"16,710",하락,370,-2.17%,500,"128,732","2,174","16,710","3,693",-95,-37.22,500,"107,741","17,100","16,740",744,-12.55,500,"17,160","7,197",199,-94,3.51,500,"16,690",868,"22,102",173,-449,500,N/A
199,하이록코리아,"30,000",상승,"1,650",+5.82%,500,"196,405","5,805","30,000","3,689",501,8.62,500,"48,325","28,450","30,050","4,727",-3.39,500,"30,200","1,904",367,480,26.86,500,"28,250","8,499","12,295","1,905","3,480",500,"1,150"
200,갤럭시아머니트리,"9,350",상승,340,+3.77%,500,"4,594,748","43,242","9,350","3,668",132,173.15,500,"1,975,421","8,900","9,370","3,646",43.07,500,"9,860","48,460","2,525",6,2.14,500,"8,760","14,051","39,230","1,288",54,500,45
201,쿠콘,"35,750",상한가,"8,250",+30.00%,500,"8,994,354","294,374","35,750","3,666",166,20.06,500,"2,692,116","27,500",0,"2,629",0.02,500,"35,750","82,984","1,161",158,2.81,500,"26,350",0,"10,255",730,"1,782",500,150
202,에코아이,"12,320",상승,"1,480",+13.65%,500,"4,325,896","52,793","12,320","3,651",2,-560.00,500,"720,148","10,980","12,330","1,498",-98.91,500,"12,680","11,854",213,23,1.51,500,"10,910","6,094","29,631",258,-22,500,167
203,선익시스템,"38,100",상승,400,+1.06%,500,"57,828","2,220","38,100","3,634",79,-15.92,500,"63,526","37,600","38,150","3,029",294.87,500,"38,950","5,134","2,565",-281,1.65,500,"37,550","2,106","9,537","1,129","-2,393",500,N/A
204,엔젤로보틱스,"23,850",상승,150,+0.63%,500,"36,255",858,"23,800","3,621",-108,-34.92,500,"48,715","23,700","23,850",439,-66.88,500,"23,900","5,064",35,-100,2.34,500,"23,350","3,203","15,183",42,-683,500,0
205,오름테라퓨틱,"17,020",하락,80,-0.47%,100,"201,566","3,468","17,020","3,586",-83,-46.76,100,"557,423","17,200","17,030","1,538",-108.72,100,"17,500","6,439",321,-57,2.52,100,"17,020",640,"21,069",209,-364,100,0
206,넥스트바이오메디컬,"43,800",하락,"1,750",-3.84%,500,"110,949","4,873","43,750","3,560",-36,113.47,500,"82,236","45,350","43,800",588,31.60,500,"45,350","2,914",137,29,6.84,500,"43,200","2,784","8,127",95,386,500,0
207,코오롱생명과학,"28,600",하락,400,-1.38%,500,"54,075","1,604","28,600","3,553",-221,-4.47,500,"37,315","29,000","28,650","4,196",8.35,500,"30,550","1,023","2,702",-931,2.66,500,"28,450","1,642","12,423","1,614","-6,402",500,N/A
208,스피어,"9,210",하락,290,-3.05%,500,"317,957","3,043","9,210","3,546",-64,-16.59,500,"348,127","9,520","9,240",446,29.77,500,"9,930","6,539",134,-170,0.99,500,"9,210","5,642","38,501",26,-555,500,0
