N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,액면가,전일거래량,시가,매도호가,자산총계,영업이익증가율,액면가,고가,매수총잔량,부채총계,당기순이익,외국인비율,액면가,저가,매도총잔량,상장주식수,매출액,주당순이익,액면가,보통주배당금
209,GST,"19,060",상승,120,+0.63%,500,"237,483","4,550","19,060","3,513",591,7.84,500,"179,132","19,040","19,070","3,348",38.89,500,"19,340","1,490",665,459,9.11,500,"18,900","1,361","18,430","3,462","2,430",500,300
210,씨앤씨인터내셔널,"35,000",하락,"1,350",-3.71%,100,"144,430","5,038","35,000","3,505",290,13.92,100,"83,057","36,050","35,050","2,951",-9.75,100,"36,050","8,781",893,324,5.12,100,"34,450","2,574","10,014","2,829","2,514",100,"1,000"
211,한국비엔씨,"5,120",하락,320,-5.88%,100,"1,861,937","9,705","5,120","3,502",107,22.16,100,"2,618,511","5,400","5,130","2,671",77.07,100,"5,410","137,040",306,133,4.35,100,"5,060","26,622","68,395",892,231,100,N/A
212,기가비스,"27,600",상승,800,+2.99%,200,"30,426",837,"27,450","3,498",-18,121.05,200,"18,835","26,900","27,600","2,297",-105.10,200,"28,000","1,597",240,34,1.69,200,"26,900","1,046","12,676",261,228,200,800
213,칩스앤미디어,"16,520",상승,580,+3.64%,500,"161,221","2,664","16,520","3,495",53,40.39,500,"107,249","16,130","16,530",840,-32.06,500,"16,890","3,923",82,100,2.67,500,"16,000",534,"21,157",271,409,500,100
214,삼표시멘트,"3,235",상승,5,+0.15%,500,"147,025",476,"3,235","3,491","1,039",6.38,500,"166,075","3,245","3,240","14,851",22.70,500,"3,270","16,205","7,289",661,1.91,500,"3,210","12,732","107,916","7,908",507,500,110
215,삼목에스폼,"23,550",상승,50,+0.21%,500,"23,679",550,"23,550","3,462",753,7.32,500,"89,105","23,200","23,600","7,813",-39.33,500,"23,550","2,899","1,366",734,3.01,500,"22,850","1,061","14,700","4,019","3,216",500,200
216,나우로보틱스,"27,550",하락,"1,150",-4.01%,500,"1,091,522","31,227","27,550","3,457",-29,-62.61,500,"2,876,252","29,550","27,600",163,47.80,500,"29,900","20,507",105,-37,0.69,500,"27,000","9,874","12,548",121,-440,500,0
217,지씨셀,"21,750",하락,600,-2.68%,500,"58,674","1,290","21,750","3,437",-200,-4.18,500,"44,918","22,400","21,800","5,783",-590.55,500,"22,550","4,338","1,160",-757,4.64,500,"21,500","1,148","15,800","1,745","-5,205",500,N/A
218,하림,"3,235",상승,65,+2.05%,500,"2,088,300","6,727","3,230","3,436",285,-170.26,500,"1,159,764","3,195","3,235","8,328",-29.51,500,"3,247","119,474","5,437",-123,3.89,500,"3,180","189,813","106,210","12,854",-19,500,N/A
219,노머스,"31,500",하락,450,-1.41%,500,"105,423","3,319","31,450","3,426",82,30.82,500,"119,916","31,950","31,500",988,"4,101.07",500,"32,150","3,749",127,99,7.44,500,"31,050","3,244","10,876",689,"1,022",500,0
220,휴온스,"28,500",하락,100,-0.35%,500,"26,926",770,"28,450","3,414",397,10.71,500,"14,554","28,650","28,500","6,063",-29.12,500,"28,850","2,881","2,557",291,17.70,500,"28,350","4,240","11,980","5,902","2,661",500,630
221,아이티센글로벌,"14,700",상승,"2,670",+22.19%,500,"3,870,189","54,255","14,700","3,411",586,29.05,500,"1,242,750","12,290","14,710","9,454",91.90,500,"14,950","7,101","6,229",361,3.93,500,"12,130","73,139","23,205","49,618",506,500,N/A
222,CJ프레시웨이,"28,550",상승,"1,450",+5.35%,"1,000","114,424","3,239","28,500","3,389",940,12.94,"1,000","54,453","27,300","28,550","15,644",-5.27,"1,000","29,000",660,"11,490",274,13.92,"1,000","27,150","7,949","11,872","32,248","2,207","1,000",450
223,미래에셋벤처투자,"6,350",상승,250,+4.10%,"1,000","1,532,288","9,652","6,350","3,373",157,-54.27,"1,000","2,405,868","6,100","6,360","10,608",-50.81,"1,000","6,570","23,560","7,089",86,1.87,"1,000","6,030","20,684","53,125","2,339",-117,"1,000",85
224,큐리언트,"10,000",하락,400,-3.85%,500,"266,735","2,669","9,930","3,373",-275,-13.57,500,"259,791","10,300","10,000",656,-18.37,500,"10,510","8,717",54,-245,3.03,500,"9,400","8,293","33,726",92,-737,500,0
225,메디포스트,"9,840",상승,40,+0.41%,500,"59,730",594,"9,840","3,367",-485,-5.18,500,"39,955","9,890","9,900","4,143",-93.17,500,"10,170","1,024","1,617",-634,4.73,500,"9,740","1,136","34,218",707,"-1,899",500,N/A
226,에이직랜드,"30,900",상승,900,+3.00%,500,"88,358","2,739","30,900","3,359",-170,-13.84,500,"57,449","30,850","30,950","1,671",-539.61,500,"31,400","5,117",828,-140,1.10,500,"30,400","4,681","10,872",941,"-2,233",500,N/A
227,토모큐브,"25,400",상승,"1,300",+5.39%,500,"462,620","11,639","25,350","3,345",-88,-33.73,500,"221,716","24,150","25,400",436,-30.40,500,"26,000","6,105",16,-83,7.29,500,"24,050","5,133","13,171",59,-753,500,0
228,에스티아이,"20,950",상승,650,+3.20%,500,"330,955","7,067","20,950","3,316",273,12.70,500,"155,467","20,400","21,000","3,688",13.95,500,"22,050","6,051","1,080",271,4.02,500,"20,200","2,993","15,830","3,340","1,650",500,200
229,대아티아이,"4,700",상승,130,+2.84%,100,"3,567,813","16,956","4,700","3,312",79,18.95,100,"1,639,076","4,570","4,705","2,920",122.05,100,"4,930","51,684","1,584",147,9.43,100,"4,565","31,772","70,473","1,491",248,100,N/A
230,인바디,"24,400",하락,150,-0.61%,500,"41,638","1,013","24,350","3,289",367,10.64,500,"33,784","24,500","24,400","3,058",-4.20,500,"24,650","7,165",319,327,36.55,500,"24,150","1,544","13,481","2,045","2,293",500,400
231,킵스파마,"17,120",하락,"1,210",-6.60%,500,"607,122","10,863","17,110","3,266",62,-44.12,500,"895,288","18,340","17,120","1,652",103.14,500,"18,520","5,488","1,020",16,3.62,500,"17,070","3,155","19,076","1,276",-388,500,0
232,지노믹트리,"13,280",상승,130,+0.99%,500,"64,242",856,"13,270","3,237",-153,-30.81,500,"68,527","13,170","13,280","1,307",11.50,500,"13,510","1,571",64,-104,1.06,500,"13,120","3,226","24,377",24,-431,500,0
233,다원시스,"8,460",상승,340,+4.19%,500,"143,668","1,200","8,460","3,229",76,-16.62,500,"114,031","8,170","8,470","7,457",-60.32,500,"8,490","2,781","4,868",119,7.89,500,"8,130","8,554","38,163","3,015",-509,500,N/A
234,노바렉스,"17,130",하락,570,-3.22%,500,"189,349","3,271","17,120","3,213",232,12.17,500,"233,014","17,900","17,130","2,896",-9.06,500,"17,930","3,324",693,238,5.80,500,"17,060","2,191","18,755","2,977","1,408",500,200
235,아이패밀리에스씨,"18,520",하락,530,-2.78%,500,"166,741","3,127","18,520","3,208",336,12.97,500,"139,943","19,330","18,530","1,223",40.16,500,"19,330","3,262",308,283,6.88,500,"18,510","1,942","17,320","2,049","1,428",500,118
236,피아이이,"8,950",상승,400,+4.68%,100,"9,492,593","86,940","8,950","3,206",94,27.45,100,"1,348,964","9,030","8,960",980,136.17,100,"9,430","60,115",462,99,1.99,100,"8,850","15,480","35,826","1,240",326,100,N/A
237,넵튠,"6,860",상승,10,+0.15%,500,"79,746",551,"6,860","3,204",96,-24.77,500,"98,334","6,900","6,870","4,075",345.59,500,"7,020","25,504",370,48,1.48,500,"6,820","6,508","46,702","1,216",-277,500,0
238,월덱스,"19,400",상승,490,+2.59%,500,"113,843","2,222","19,390","3,203",703,5.15,500,"48,437","18,950","19,400","3,918",8.45,500,"19,760","1,278",843,650,4.74,500,"18,910","1,383","16,511","3,068","3,768",500,60
239,에이유브랜즈,"22,600",상승,"1,950",+9.44%,100,"415,180","9,247","22,600","3,200",124,28.00,100,"178,734","20,900","22,700",448,-23.35,100,"23,350","3,263",122,101,1.83,100,"20,300","1,808","14,160",446,807,100,0
240,중앙첨단소재,"3,140",상승,30,+0.96%,500,"752,071","2,377","3,140","3,197",-78,-4.56,500,"862,547","3,100","3,150","1,245","-13,814.06",500,"3,240","35,819",278,-768,5.73,500,"3,020","6,638","101,802",187,-688,500,0
241,듀켐바이오,"11,180",상승,240,+2.19%,500,"46,691",515,"11,170","3,181",51,37.90,500,"29,676","10,800","11,180",652,N/A,500,"11,240",752,222,80,1.20,500,"10,780","6,013","28,455",356,295,500,N/A
242,바텍,"21,100",상승,450,+2.18%,500,"36,514",768,"21,050","3,134",540,6.17,500,"10,087","20,650","21,100","6,503",-15.74,500,"21,250","2,394","1,798",553,26.65,500,"20,500","5,068","14,854","3,852","3,418",500,100
243,NHN KCP,"7,790",상승,130,+1.70%,500,"125,358",971,"7,780","3,129",438,7.37,500,"88,944","7,610","7,790","5,703",4.35,500,"7,810","6,649","3,051",453,15.14,500,"7,610","4,882","40,161","11,053","1,057",500,100
244,KG에코솔루션,"6,540",보합,0,0.00%,500,"307,473","2,002","6,540","3,113","2,265",4.83,500,"472,062","6,570","6,550","62,134",-26.87,500,"6,660","5,237","32,544","2,142",3.88,500,"6,220","6,047","47,603","72,849","1,353",500,120
245,예스티,"14,720",상승,110,+0.75%,500,"54,059",794,"14,720","3,083",113,29.15,500,"48,005","14,680","14,730","2,044","2,839.92",500,"14,990","7,709",786,112,1.97,500,"14,440",729,"20,945","1,001",505,500,0
246,CMG제약,"2,155",상승,10,+0.47%,500,"1,314,938","2,823","2,155","3,083",10,-269.38,500,"721,450","2,145","2,160","3,034",-66.40,500,"2,165","118,552","1,139",27,4.18,500,"2,125","252,392","143,057",991,-8,500,0
247,가비아,"22,650",하락,100,-0.44%,500,"53,302","1,214","22,650","3,066",351,21.78,500,"52,035","22,900","22,700","6,345",-17.59,500,"23,100","3,327","2,878",286,36.74,500,"22,450","9,321","13,536","2,824","1,040",500,80
248,에이스침대,"27,600",상승,100,+0.36%,"1,000","10,335",282,"27,550","3,061",662,4.97,"1,000","5,553","27,500","27,600","7,824",16.14,"1,000","27,650","2,142",757,659,1.14,"1,000","27,050","2,268","11,090","3,260","5,551","1,000","1,450"
249,제이브이엠,"25,300",상승,50,+0.20%,500,"34,125",861,"25,300","3,059",307,10.78,500,"29,054","25,400","25,350","2,848",3.04,500,"25,600","3,811",825,288,12.11,500,"25,050","2,691","12,090","1,594","2,346",500,500
250,매일유업,"38,900",상승,200,+0.52%,500,"9,140",354,"38,700","3,051",703,7.60,500,"21,865","38,700","38,900","10,263",-2.62,500,"38,950",199,"4,510",455,12.52,500,"38,350","4,329","7,844","18,114","5,120",500,"1,250"
251,에이치브이엠,"25,600",상승,350,+1.39%,500,"119,145","3,066","25,550","3,047",-68,-35.26,500,"90,124","25,450","25,600","1,196",-282.11,500,"26,200","2,959",535,-84,1.30,500,"25,250","6,307","11,902",451,-726,500,N/A
252,브이엠,"12,630",상승,130,+1.04%,100,"75,539",971,"12,520","3,041",-86,308.05,100,"71,705","12,850","12,630","1,657",21.56,100,"13,200","2,747",414,-35,3.40,100,"12,500","2,069","24,076",703,41,100,N/A
253,아주IB투자,"2,505",상승,25,+1.01%,500,"866,786","2,165","2,505","3,030",84,36.30,500,"2,181,855","2,460","2,510","3,417",-52.70,500,"2,540","28,608",806,83,1.03,500,"2,450","50,949","120,945",656,69,500,50
254,한양이엔지,"16,780",상승,240,+1.45%,500,"55,069",926,"16,720","3,020",862,4.82,500,"52,389","16,540","16,780","9,087",1.27,500,"16,990","1,968","3,067",764,14.17,500,"16,500","1,561","18,000","11,863","3,481",500,650
255,웹케시,"22,050",상승,"1,500",+7.30%,500,"14,415,656","324,373","22,050","3,007",139,38.28,500,"16,161,754","20,400","22,100","1,259",N/A,500,"25,150","112,304",236,72,1.26,500,"19,970","22,288","13,636",742,576,500,100
256,나이벡,"27,200",하락,"3,300",-10.82%,500,"614,871","17,295","27,200","3,001",-49,-25.95,500,"595,922","29,300","27,300",625,-120.87,500,"29,550","24,116",302,-93,1.62,500,"26,850","4,919","11,032",246,"-1,048",500,0
257,프레스티지바이오로직스,"3,840",하락,30,-0.78%,500,"61,688",237,"3,840","2,973",-334,-8.14,500,"51,592","3,850","3,845","2,894",24.39,500,"3,880","16,378","2,177",-294,41.58,500,"3,835","3,843","77,418",22,-472,500,0
258,대화제약,"15,960",하락,240,-1.48%,500,"192,789","3,112","15,960","2,971",67,169.79,500,"194,245","16,200","15,990","2,059",241.83,500,"16,310","5,555","1,295",8,0.00,500,"15,880","1,239","18,617","1,494",94,500,150
259,비보존 제약,"5,930",보합,0,0.00%,"2,500","94,827",561,"5,920","2,971",29,-22.72,"2,500","113,517","6,020","5,930","1,844",10.36,"2,500","6,020","2,077",780,-100,1.08,"2,500","5,820","4,878","50,105",876,-261,"2,500",N/A
260,신성에스티,"32,850",상승,500,+1.55%,500,"24,613",808,"32,800","2,970",88,43.39,500,"34,477","32,050","32,850","1,444",5.16,500,"33,350","1,656",419,71,1.85,500,"32,050","2,208","9,040","1,270",757,500,200
261,제이오,"9,270",상승,90,+0.98%,100,"73,965",683,"9,250","2,968",-55,-29.34,100,"110,604","9,180","9,270","2,226",-145.39,100,"9,350","6,551",442,-89,1.61,100,"9,090","5,131","32,018",829,-316,100,N/A
262,오픈엣지테크놀로지,"13,480",상승,270,+2.04%,100,"188,823","2,516","13,470","2,966",-246,-12.10,100,"318,567","13,190","13,480",867,-55.15,100,"13,570","4,292",260,-273,6.37,100,"12,810","3,100","22,003",153,"-1,114",100,0
263,마녀공장,"17,940",하락,90,-0.50%,100,"121,809","2,188","17,940","2,938",186,18.14,100,"91,783","18,010","17,950","1,295",16.99,100,"18,150","3,408",157,164,0.82,100,"17,800","1,353","16,378","1,279",989,100,N/A
264,HLB이노베이션,"2,030",상승,93,+4.80%,500,"344,694",695,"2,025","2,929",-119,-16.24,500,"346,008","1,950","2,030","2,680",N/A,500,"2,055","9,176",160,-124,2.00,500,"1,949","46,156","144,304",254,-125,500,N/A
265,클리오,"16,190",하락,10,-0.06%,500,"92,791","1,506","16,180","2,926",246,14.31,500,"122,004","16,350","16,190","2,954",-27.23,500,"16,380","4,205",615,272,4.51,500,"16,100","2,815","18,071","3,514","1,131",500,400
266,폴라리스오피스,"5,820",보합,0,0.00%,500,"569,625","3,321","5,810","2,894",48,45.83,500,"671,511","5,820","5,820","5,198",-23.14,500,"5,910","29,345",857,186,1.35,500,"5,750","45,258","49,725","2,763",127,500,N/A
267,한국정보통신,"7,720",상승,10,+0.13%,500,"7,305",56,"7,720","2,891",391,6.44,500,"9,614","7,640","7,730","4,629",9.66,500,"7,760","11,552","1,564",435,62.86,500,"7,640","1,787","37,444","7,910","1,199",500,N/A
268,필에너지,"13,460",상승,60,+0.45%,500,"56,428",763,"13,450","2,877",142,35.24,500,"34,025","13,500","13,460","2,121",-7.25,500,"13,650","6,412",691,134,1.71,500,"13,370","1,039","21,378","2,854",382,500,67
269,오상헬스케어,"19,820",상승,460,+2.38%,500,"44,896",883,"19,820","2,876",-248,-32.81,500,"238,548","19,370","19,890","2,950",-117.35,500,"19,930","4,526",90,-114,1.08,500,"19,360","4,190","14,509",805,-604,500,500
270,우주일렉트로,"31,000",하락,250,-0.80%,500,"18,821",586,"30,950","2,865",201,13.67,500,"19,501","31,200","31,000","3,277",151.12,500,"31,550","1,423",814,198,7.10,500,"30,800","4,168","9,240","1,762","2,268",500,300
271,티에프이,"25,100",하락,300,-1.18%,100,"59,541","1,490","25,100","2,857",44,119.52,100,"62,508","25,550","25,450","1,267",-52.40,100,"25,600","1,895",483,15,1.80,100,"24,300","3,742","11,381",736,210,100,N/A
272,디오,"19,050",상승,770,+4.21%,500,"191,599","3,640","19,030","2,854",-407,-6.43,500,"81,657","18,210","19,050","3,433",-294.94,500,"19,460","1,195","1,392",-413,13.49,500,"18,210","1,947","14,982","1,196","-2,963",500,0
273,폰드그룹,"8,820",하락,190,-2.11%,500,"316,652","2,781","8,820","2,853",413,10.85,500,"370,287","8,910","8,830","4,227","6,089.52",500,"9,020","1,691","1,850",272,0.50,500,"8,120","10,109","32,344","3,687",813,500,250
274,제닉,"35,600",하락,"1,200",-3.26%,500,"226,404","8,024","35,500","2,837",60,23.39,500,"222,655","36,150","35,600",382,249.72,500,"37,800",634,160,76,4.24,500,"34,300","2,442","7,969",499,"1,522",500,N/A
275,에스에이엠티,"2,820",상승,5,+0.18%,500,"318,054",900,"2,820","2,820",674,5.61,500,"260,842","2,810","2,825","8,330",25.83,500,"2,855","82,294","4,024",544,5.51,500,"2,800","61,809","99,995","28,895",503,500,200
276,유니슨,"1,645",상승,188,+12.90%,500,"8,803,323","14,038","1,642","2,804",-125,-14.69,500,"4,909,801","1,457","1,645","2,490",36.06,500,"1,688","21,651","1,828",-225,1.93,500,"1,410","37,436","170,462",257,-112,500,0
277,샘씨엔에스,"4,800",상승,65,+1.37%,500,"134,752",652,"4,800","2,803",52,73.85,500,"90,727","4,755","4,820","2,222",278.57,500,"4,920","11,648",782,33,0.96,500,"4,705",962,"58,388",533,65,500,N/A
278,석경에이티,"51,000",하락,900,-1.73%,500,"5,643",290,"51,000","2,782",20,48.02,500,"12,114","51,800","51,100",492,-42.34,500,"52,200",777,94,43,1.05,500,"50,700",838,"5,455",138,"1,062",500,N/A
279,에스앤디,"95,600",하락,"1,900",-1.95%,500,"64,330","6,105","95,600","2,765",201,15.27,500,"112,567","97,200","95,700",930,56.19,500,"97,500",654,250,170,4.86,500,"93,200","1,991","2,893","1,161","6,259",500,800
280,유진기업,"3,570",상승,20,+0.56%,500,"335,999","1,202","3,565","2,760",550,-4.37,500,"628,684","3,550","3,570","23,749",-34.86,500,"3,600","47,369","13,482","-1,007",4.33,500,"3,540","78,381","77,311","13,933",-817,500,170
281,씨메스,"23,700",하락,250,-1.04%,500,"53,597","1,269","23,650","2,751",-143,-16.90,500,"73,500","24,000","23,700",810,-43.04,500,"24,500","7,717",67,-135,2.53,500,"23,400","3,271","11,608",69,"-1,402",500,N/A
282,인탑스,"15,960",상승,360,+2.31%,500,"62,380",998,"15,960","2,745",38,21.37,500,"83,539","15,700","15,990","9,007",-79.33,500,"16,170","1,257","1,289",234,6.19,500,"15,600","2,856","17,200","6,147",747,500,200
283,아이티엠반도체,"12,100",상승,210,+1.77%,500,"17,551",212,"12,100","2,745",24,-51.27,500,"26,204","11,990","12,160","5,952",116.15,500,"12,250",536,"4,008",12,2.33,500,"11,830",751,"22,683","6,479",-236,500,N/A
284,JTC,"5,280",하락,220,-4.00%,0,"540,352","2,857","5,270","2,732",219,8.38,0,"503,656","5,460","5,280","2,644",246.06,0,"5,520","17,866","1,825",205,10.10,0,"5,120","9,311","51,746","1,500",630,0,0
285,뉴로메카,"24,050",상승,250,+1.05%,500,"35,520",853,"24,000","2,727",-190,-13.93,500,"43,773","24,300","24,050",952,-28.26,500,"24,300","4,693",844,-168,1.01,500,"23,700","4,612","11,338",253,"-1,726",500,0
286,슈어소프트테크,"5,180",하락,70,-1.33%,100,"418,719","2,210","5,180","2,726",79,25.39,100,"214,045","5,370","5,190","1,624",-31.22,100,"5,390","24,885",563,101,1.69,100,"5,170","12,785","52,619",888,204,100,N/A
287,바이오비쥬,"18,040",하락,"1,310",-6.77%,500,"1,572,941","29,658","18,040","2,714",92,N/A,500,"2,733,221","19,260","18,050",378,N/A,500,"19,700","19,920",68,72,1.21,500,"18,040","1,200","15,044",296,N/A,500,0
288,오리엔탈정공,"5,950",보합,0,0.00%,500,"394,686","2,352","5,940","2,712",249,9.38,500,"600,328","6,000","5,950","2,157",94.84,500,"6,110","23,101","1,056",261,7.12,500,"5,860","10,882","45,574","2,073",634,500,100
289,상아프론테크,"16,930",상승,80,+0.47%,500,"60,159","1,012","16,920","2,707",58,52.74,500,"86,172","16,860","16,930","3,622",-34.70,500,"17,000",510,"1,612",62,3.63,500,"16,680","6,307","15,989","1,718",321,500,200
290,슈프리마,"37,200",상승,450,+1.22%,500,"53,944","1,990","37,000","2,700",233,7.84,500,"39,520","36,850","37,200","2,601",39.76,500,"37,300","1,311",235,325,19.31,500,"36,400","5,587","7,257","1,082","4,747",500,0
291,뷰노,"19,240",상승,910,+4.96%,100,"143,916","2,733","19,240","2,694",-125,-21.57,100,"104,785","18,400","19,250",502,20.58,100,"19,500","4,779",195,-130,2.71,100,"17,990","4,239","14,002",259,-892,100,0
292,에코마케팅,"8,560",상승,110,+1.30%,100,"90,177",774,"8,560","2,694",470,9.75,100,"60,812","8,490","8,570","4,038",-14.75,100,"8,700","7,101","1,213",362,11.29,100,"8,390","7,495","31,468","3,572",878,100,500
293,큐브엔터,"17,940",상승,640,+3.70%,500,"180,369","3,236","17,940","2,691",166,19.96,500,"120,906","17,760","17,950","2,700",7.42,500,"18,190","4,645","1,117",166,5.65,500,"17,690","3,978","15,002","2,183",899,500,N/A
294,툴젠,"31,250",상승,200,+0.64%,500,"9,468",293,"31,250","2,682",-218,37.92,500,"8,777","30,750","31,300",755,-27.57,500,"31,400",716,170,62,1.13,500,"30,500",831,"8,583",9,824,500,0
295,원익머트리얼즈,"21,250",상승,150,+0.71%,500,"49,954","1,068","21,250","2,679",519,7.71,500,"57,280","21,100","21,300","5,833",110.29,500,"21,750","3,414","1,021",318,17.01,500,"20,900","3,548","12,608","3,107","2,755",500,350
296,LS증권,"4,795",하락,15,-0.31%,"5,000","332,733","1,602","4,790","2,660",218,19.73,"5,000","1,409,266","4,905","4,795","87,797",-34.30,"5,000","4,905","12,770","79,083",166,1.52,"5,000","4,735","5,268","55,481","16,537",243,"5,000",100
297,와이씨켐,"26,150",상승,"3,250",+14.19%,"1,000","560,624","14,305","26,150","2,644",-82,-17.70,"1,000","74,954","23,700","26,200","1,163",-4.30,"1,000","26,400","5,699",718,-160,1.26,"1,000","23,550","26,582","10,111",703,"-1,477","1,000",N/A
298,프로텍,"24,000",상승,500,+2.13%,500,"29,701",714,"24,000","2,640",134,9.75,500,"25,349","23,750","24,100","3,768",-22.89,500,"24,450",802,540,127,2.44,500,"23,600","6,437","11,000","1,703","2,462",500,400
299,더블유씨피,"7,790",하락,60,-0.76%,500,"373,046","2,926","7,790","2,636",-709,-2.41,500,"307,804","7,900","7,800","18,102",-252.91,500,"7,980","20,756","8,415",-722,3.93,500,"7,740","4,167","33,843","3,221","-3,229",500,N/A
300,매커스,"16,300",상승,"2,330",+16.68%,500,"890,416","13,810","16,290","2,635",269,11.39,500,"665,761","14,080","16,300","4,092",2.04,500,"16,300",793,"2,958",202,16.05,500,"14,080","4,080","16,163","1,996","1,431",500,200
301,한국정보인증,"6,190",하락,40,-0.64%,500,"6,306,717","39,960","6,190","2,627",189,25.37,500,"4,994,047","6,170","6,200","4,053",35.02,500,"6,660","33,777","1,731",124,1.67,500,"6,050","45,424","42,441","1,219",244,500,150
302,인선이엔티,"5,630",상승,50,+0.90%,500,"62,192",349,"5,620","2,622",232,-11.22,500,"72,889","5,580","5,630","4,957",-10.18,500,"5,680","8,840","1,731",-189,5.58,500,"5,570","24,228","46,564","2,088",-502,500,N/A
303,AP시스템,"17,030",상승,90,+0.53%,500,"65,330","1,122","17,020","2,602",472,5.67,500,"47,701","17,030","17,030","5,998",-21.51,500,"17,350","2,744","2,632",518,9.90,500,"16,960",525,"15,281","5,167","3,002",500,530
304,KG이니시스,"9,400",상승,30,+0.32%,500,"60,833",570,"9,380","2,590",610,7.10,500,"120,895","9,360","9,400","18,664",-42.61,500,"9,420","2,962","11,128",447,6.23,500,"9,290","13,486","27,554","13,543","1,324",500,500
305,한솔아이원스,"8,990",상승,170,+1.93%,500,"228,684","2,061","8,970","2,571",231,7.84,500,"95,491","8,820","8,990","2,319",180.71,500,"9,230","5,573",497,311,5.52,500,"8,800","1,632","28,593","1,571","1,146",500,0
306,티엑스알로보틱스,"16,610",상승,170,+1.03%,500,"180,957","2,994","16,610","2,566",53,51.11,500,"638,939","16,560","16,620",732,46.50,500,"16,920","4,039",433,38,1.09,500,"16,360","2,007","15,451",572,325,500,N/A
307,에치에프알,"19,270",상승,110,+0.57%,500,"55,380","1,068","19,230","2,565",-202,-23.88,500,"96,080","19,150","19,270","2,711",-140.39,500,"19,520","1,847","1,123",-185,6.02,500,"19,000","3,259","13,309","1,571",-807,500,N/A
308,비덴트,"3,320",보합,0,0.00%,500,0,0,0,"2,563",-111,5.25,500,0,0,0,"7,408",-11.76,500,0,0,"1,026",672,1.42,500,0,0,"77,202",96,632,500,N/A
309,엣지파운드리,"3,270",상승,120,+3.81%,500,"707,400","2,278","3,265","2,561",-51,-155.71,500,"850,134","3,100","3,270","1,316",-4.87,500,"3,290","9,690",547,-180,0.50,500,"3,065","40,398","78,307",373,-21,500,0
310,로보스타,"26,250",하락,50,-0.19%,500,"91,994","2,407","26,250","2,559",1,-972.22,500,"179,821","26,350","26,300","1,126",-86.92,500,"26,550","17,002",206,22,2.95,500,"25,750","12,080","9,750",891,-27,500,N/A
311,유니테스트,"12,030",상승,"1,240",+11.49%,500,"3,695,524","47,970","12,020","2,542",-234,-10.69,500,"64,969","14,020","12,030","1,850",-428.15,500,"14,020","5,664",680,-273,8.66,500,"11,750","18,443","21,134",924,"-1,125",500,N/A
312,골프존홀딩스,"5,900",상승,160,+2.79%,500,"282,000","1,640","5,890","2,527",394,5.18,500,"299,914","5,790","5,900","10,503",-26.50,500,"6,010","14,694","3,037",436,3.19,500,"5,700","20,422","42,837","3,862","1,139",500,250
313,인트로메딕,"5,850",보합,0,0.00%,100,0,0,0,"2,515",-15,-42.39,100,0,0,0,105,58.32,100,0,0,48,-70,0.76,100,0,0,"42,998",104,-138,100,0
314,엠아이텍,"7,750",하락,100,-1.27%,500,"97,598",760,"7,750","2,508",176,13.57,500,"67,634","7,850","7,800","1,185",24.96,500,"7,850","14,006",97,183,7.10,500,"7,700","7,854","32,366",538,571,500,100
315,시너지이노베이션,"2,840",상승,110,+4.03%,500,"311,345",868,"2,830","2,502",161,61.74,500,"143,749","2,750","2,840","3,141",7.51,500,"2,840","29,204",790,181,12.25,500,"2,735","22,653","88,100",906,46,500,0
316,이지홀딩스,"3,870",하락,75,-1.90%,500,"280,604","1,089","3,860","2,497","1,234",18.34,500,"406,226","3,970","3,870","28,559",18.90,500,"3,970","29,018","16,493",351,4.70,500,"3,815","14,257","64,516","32,850",211,500,250
317,자람테크놀로지,"40,250",하락,400,-0.98%,500,"35,069","1,415","40,250","2,495",4,-270.13,500,"43,814","39,750","40,300",784,117.07,500,"41,100","1,295",359,20,1.82,500,"39,400","2,257","6,198",222,-149,500,N/A
318,미래나노텍,"8,030",상승,180,+2.29%,500,"109,516",873,"8,030","2,490",249,8.14,500,"116,314","7,940","8,040","5,976",81.41,500,"8,050","2,235","2,802",258,3.85,500,"7,770","13,485","31,010","6,223",987,500,50
319,이스트소프트,"21,350",하락,100,-0.47%,500,"300,976","6,414","21,350","2,487",-135,-25.42,500,"362,644","21,200","21,400","1,991",-51.08,500,"21,700","14,042","1,106",-146,1.92,500,"20,750","31,641","11,647","1,025",-840,500,0
320,제테마,"6,910",상승,40,+0.58%,500,"67,762",466,"6,900","2,478",41,-101.62,500,"64,967","6,870","6,910","2,227",56.09,500,"6,930","14,976","1,513",-26,0.94,500,"6,800","19,617","35,859",685,-68,500,0
321,동원개발,"2,710",상승,60,+2.26%,500,"270,926",731,"2,710","2,461",210,96.79,500,"197,473","2,710","2,715","13,783",-29.97,500,"2,735","20,740","3,320",183,2.97,500,"2,640","37,206","90,808","5,204",28,500,80
322,이트론,271,보합,0,0.00%,200,0,0,0,"2,456",-56,24.64,200,0,0,0,"1,195",0.61,200,0,0,235,-23,3.54,200,0,0,"906,131",163,11,200,0
323,진성티이씨,"10,880",하락,230,-2.07%,500,"410,512","4,476","10,880","2,446",244,10.84,500,"409,968","11,110","10,890","4,554",-38.26,500,"11,200","7,884","1,931",210,8.09,500,"10,740","3,166","22,482","3,905","1,004",500,200
