N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
13,셀트리온,"159,900",하락,"2,300",-1.42%,"1,000","46,294","7,412","160,300","355,659","4,920",73.99,"958,664","160,400","160,400","210,552",-24.48,2.46,"160,800",730,"34,752","4,189",21.54,2.04,"159,800",303,"222,426","35,573","2,161",2.07,735,63.45
14,카카오,"67,400",상승,800,+1.20%,100,"2,059,049","138,349","66,600","297,751","4,602",194.80,"16,754,279","67,000","66,700","257,730",-0.14,0.56,"68,300","34,030","118,301","-1,619",28.52,-0.64,"66,000","5,823","441,767","78,717",346,2.85,68,4.16
15,신한지주,"59,800",상승,500,+0.84%,"5,000","125,564","7,477","58,600","296,514","64,587",6.57,"3,768,399","58,800","58,700","7,397,643",5.87,8.11,"60,100","1,551","6,809,432","45,582",58.95,0.64,"58,800",973,"495,842","419,028","9,108",0.52,"2,160",6.26
16,삼성물산,"159,500",하락,"2,400",-1.48%,100,"43,446","6,905","159,900","271,113","29,834",12.74,"807,457","158,200","160,000","619,904",3.95,6.83,"160,800",19,"247,319","27,720",26.91,4.33,"158,000",612,"169,977","421,032","12,523",0.82,"2,600",0.50
17,한화오션,"86,800",하락,"1,800",-2.03%,"5,000","280,809","24,508","87,000","265,967","2,379",38.39,"2,973,226","87,000","87,100","178,438",221.06,11.52,"88,200","7,673","129,805","5,282",13.05,3.32,"86,600","4,351","306,413","107,760","2,261",5.23,N/A,45.46
18,HD한국조선해양,"368,000",하락,"7,500",-2.00%,"5,000","21,371","7,898","371,500","260,445","14,341",17.61,"410,812","371,000","372,000","367,191",408.07,11.16,"372,500",65,"225,633","14,546",32.88,4.22,"368,000",68,"70,773","255,386","20,895",2.29,"5,100",19.92
19,현대모비스,"282,000",하락,"9,500",-3.26%,"5,000","22,887","6,481","286,500","258,862","30,735",6.21,"274,485","285,000","287,000","665,969",33.90,9.35,"285,500",72,"204,787","40,602",42.92,6.49,"281,500",174,"91,795","572,370","45,380",0.54,"6,000",-3.41
20,삼성생명,"125,400",하락,"1,800",-1.42%,500,"23,263","2,916","126,000","250,800","24,998",11.83,"616,237","124,900","126,100","3,122,188",4.23,6.18,"126,500",116,"2,794,809","22,603",21.85,0.72,"124,000",86,"200,000","337,860","10,600",0.76,"4,500",9.21
21,HMM,"23,400",상승,400,+1.74%,"5,000","1,209,145","29,134","24,250","239,859","35,128",4.61,"2,803,690","24,550","24,300","338,486",500.72,15.35,"24,600","7,706","59,930","37,821",7.11,12.70,"23,400","5,443","1,025,039","117,002","5,073",0.74,600,39.27
22,현대로템,"213,000",상승,"1,000",+0.47%,"5,000","188,644","40,688","219,000","232,473","4,566",45.67,"2,063,225","219,000","219,500","52,854",117.36,21.85,"220,500","5,795","32,763","4,053",31.94,7.70,"211,500","2,281","109,142","43,766","4,664",10.64,200,22.00
23,하나금융지주,"79,000",하락,"1,000",-1.25%,"5,000","53,769","4,266","79,800","224,932","48,552",5.96,"2,087,425","79,400","79,900","6,378,475",3.45,9.11,"79,800",116,"5,942,706","37,685",67.75,0.61,"78,900",352,"284,724","816,143","13,252",0.50,"3,600",17.10
24,SK스퀘어,"156,800",상승,"1,300",+0.84%,100,"47,245","7,427","155,100","207,824","39,126",4.23,"634,568","158,200","155,400","219,211",267.23,21.70,"158,300",79,"23,356","36,505",52.00,18.30,"155,000",294,"132,541","61,385","37,069",1.01,0,169.41
25,POSCO홀딩스,"253,000",하락,"9,500",-3.62%,"5,000","74,445","18,906","258,500","204,760","21,736",24.60,"495,939","257,500","259,000","1,034,042",-38.45,2.00,"258,000","6,801","419,538","9,476",29.45,0.93,"252,000",245,"80,933","726,881","10,286",0.34,"10,000",-5.76
26,삼성화재,"426,500",하락,"2,000",-0.47%,500,"4,493","1,917","426,500","196,238","26,496",10.89,"98,501","424,000","427,500","872,695",12.40,13.11,"429,500",6,"716,673","20,768",55.88,2.41,"423,000",54,"46,011","226,570","39,171",1.18,"19,000",8.80
27,메리츠금융지주,"108,400",상승,"2,000",+1.88%,500,"32,738","3,542","106,700","195,136","31,889",8.87,"1,060,045","107,000","107,000","1,155,782",8.71,23.44,"109,100",121,"1,046,482","23,334",16.02,2.14,"106,600",17,"180,014","465,745","12,216",1.97,"1,350",-20.47
28,한국전력,"29,050",하락,50,-0.17%,"5,000","498,018","14,542","29,250","186,491","83,647",3.55,"3,602,448","29,550","29,300","2,468,078",284.18,9.22,"29,600","6,174","2,054,450","36,220",19.90,1.49,"28,725",930,"641,964","933,989","8,191",0.44,213,5.87
29,고려아연,"819,000",상승,"3,000",+0.37%,"5,000","4,034","3,353","831,000","169,560","7,235",68.82,"161,186","836,000","833,000","147,923",9.63,2.28,"844,000",34,"71,969","1,948",12.05,1.45,"817,000",46,"20,703","120,529","11,900",2.01,"17,500",24.20
30,HD현대일렉트릭,"462,500",하락,"7,500",-1.60%,"5,000","14,942","6,908","455,000","166,718","6,690",29.68,"160,125","458,500","456,000","37,955",112.23,39.34,"468,500",821,"22,880","4,984",34.35,14.87,"458,000",28,"36,047","33,223","15,581",11.07,"5,350",22.92
31,크래프톤,"345,500",하락,"12,500",-3.49%,100,"26,222","9,132","358,000","163,728","11,825",12.48,"511,726","355,500","359,500","79,195",53.96,21.10,"359,500",59,"10,903","13,026",43.06,18.14,"342,500",403,"47,389","27,098","27,686",2.18,0,41.83
32,SK이노베이션,"106,200",상승,"3,800",+3.71%,"5,000","273,045","29,486","111,000","160,399","3,155",-5.25,"598,998","111,600","111,100","1,105,301",-83.43,-9.65,"111,600",247,"708,812","-23,725",14.01,-2.48,"105,300",57,"151,035","747,170","-20,236",0.66,"2,000",-3.33
33,우리금융지주,"21,050",하락,300,-1.41%,"5,000","224,973","4,739","21,200","156,316","42,552",5.43,"4,291,456","21,050","21,250","5,257,533",21.61,9.39,"21,250","2,097","4,898,581","31,715",46.61,0.62,"20,950","6,310","742,592","466,167","3,877",0.46,"1,200",11.03
34,KT&G,"123,300",하락,"2,200",-1.75%,"5,000","23,936","2,963","123,800","150,503","11,888",13.88,"619,936","124,300","125,300","139,252",1.84,12.66,"125,200",587,"45,668","11,650",43.67,8.73,"123,200",326,"122,062","59,088","8,881",1.47,"5,400",0.79
35,카카오뱅크,"31,200",하락,850,-2.65%,"5,000","837,972","25,979","30,650","148,821","6,069",31.90,"11,125,353","30,650","30,700","628,053",26.83,6.95,"31,600","4,328","562,652","4,401",17.13,0.75,"30,300","1,763","476,989","29,456",978,2.28,360,18.11
36,삼성중공업,"16,870",보합,0,0.00%,"1,000","1,135,919","19,237","16,750","148,456","5,027",101.63,"13,125,958","16,700","16,760","171,946",115.43,1.77,"17,100","3,559","134,452",539,31.90,0.33,"16,690","8,309","880,000","99,031",166,3.74,N/A,23.64
37,LG화학,"204,000",하락,"7,500",-3.55%,"5,000","46,973","9,633","205,000","144,008","9,168",-17.08,"389,198","207,500","205,500","938,578",-63.75,-2.11,"208,000","1,715","458,623","5,150",30.45,0.60,"203,500",176,"70,592","489,161","-11,946",0.48,"1,000",-11.46
38,LIG넥스원,"634,000",상승,"25,000",+4.11%,"5,000","43,747","27,695","654,000","139,480","2,298",56.85,"218,715","648,000","656,000","61,253",23.29,19.59,"648,000",202,"48,878","2,166",31.07,4.36,"622,000",32,"22,000","32,763","11,153",11.12,"2,400",41.92
39,SK,"191,900",하락,"4,800",-2.44%,200,"20,366","3,913","195,000","139,133","23,553",15.63,"755,854","193,200","195,300","2,149,778",-50.46,-5.64,"193,400",49,"1,346,902","5,288",23.83,0.25,"191,000",69,"72,503","1,246,904","12,281",0.39,"7,000",-3.19
40,기업은행,"17,190",하락,100,-0.58%,"5,000","71,096","1,223","17,200","137,078","35,941",5.13,"1,986,981","17,170","17,230","4,722,198",4.71,8.06,"17,350","1,109","4,379,887","26,543",14.12,0.58,"17,100",965,"797,426","324,300","3,351",0.40,"1,065",13.30
41,삼성SDI,"169,600",하락,"6,700",-3.80%,"5,000","128,689","21,950","173,500","136,673","3,633",116.08,"934,905","172,800","173,700","405,973",-76.49,3.13,"172,900",957,"190,301","5,755",28.42,1.54,"169,200",49,"80,586","165,922","1,461",0.60,973,-22.60
42,삼성에스디에스,"175,500",상승,"3,500",+2.03%,500,"82,570","14,428","171,000","135,798","9,111",17.92,"500,243","171,000","171,100","132,383",12.73,8.42,"177,000",595,"35,329","7,895",18.83,6.18,"170,300",150,"77,378","138,282","9,791",1.45,"2,900",4.15
43,KT,"51,400",하락,400,-0.77%,"5,000","16,112",830,"51,500","129,539","8,095",20.47,"293,355","51,400","51,600","418,800",-50.93,2.85,"51,700",938,"238,834","4,171",49.00,0.99,"51,400","2,162","252,022","264,312","2,511",0.76,"2,000",0.21
44,한화시스템,"66,600",상승,"1,100",+1.68%,"5,000","509,779","34,482","69,000","125,820","2,193",28.57,"2,584,433","69,100","69,100","57,240",78.95,19.63,"69,200","7,012","33,076","4,454",8.37,8.73,"66,200","2,214","188,919","28,037","2,331",3.71,350,14.32
45,하이브,"301,000",하락,"6,000",-1.95%,500,"12,542","3,786","298,500","125,373","1,840",239.65,"257,752","303,500","299,000","54,792",-37.75,0.31,"304,000",843,"19,654",-34,18.61,-0.06,"301,000","1,463","41,652","22,556","1,256",3.81,200,3.56
46,카카오페이,"90,500",상승,"10,900",+13.69%,500,"2,073,169","172,820","79,600","121,900",-575,"-2,919.35","6,866,762","80,500","79,700","44,147",-1.59,-0.73,"90,600","20,973","25,039",-215,37.81,-0.51,"78,100","1,218","134,697","7,662",-31,6.50,0,24.52
47,LG,"76,700",하락,800,-1.03%,"5,000","31,901","2,450","77,500","120,612","9,668",15.18,"392,040","76,800","77,600","316,393",-39.16,2.16,"77,300",167,"35,066","7,905",35.07,2.55,"76,400",57,"157,251","71,755","5,053",0.43,"3,100",-3.62
48,SK텔레콤,"55,900",하락,400,-0.71%,100,"51,486","2,873","56,100","120,068","18,234",9.52,"910,847","55,800","56,200","305,153",4.00,10.83,"56,100",783,"186,876","13,871",39.97,4.58,"55,700","6,623","214,790","179,406","5,874",1.01,"3,540",1.89
49,LG전자,"72,400",하락,"1,600",-2.16%,"5,000","56,006","4,060","73,800","118,481","34,197",18.93,"529,685","72,800","73,900","656,296",-6.40,1.81,"72,900",621,"404,179","5,914",29.56,0.94,"72,200","3,174","163,648","877,282","3,825",0.59,"1,000",6.64
50,미래에셋증권,"19,140",하락,390,-2.00%,"5,000","490,467","9,393","19,170","109,159","11,881",14.03,"6,243,941","19,010","19,180","1,371,770",128.02,7.94,"19,400",789,"1,249,133","9,255",13.16,0.69,"18,950","37,589","570,316","222,342","1,364",0.92,250,9.22
51,HD현대,"129,100",상승,300,+0.23%,"1,000","28,015","3,624","129,500","101,980","29,832",19.42,"290,679","129,700","129,700","738,667",46.84,6.36,"130,600",115,"474,816","19,302",22.34,2.72,"127,900",368,"78,993","677,656","6,647",0.99,"3,600",10.49
52,현대글로비스,"135,400",하락,"1,300",-0.95%,500,"13,972","1,889","133,800","101,550","17,529",8.55,"341,590","134,000","134,000","168,491",12.80,13.24,"136,500",15,"80,398","10,995",49.50,6.96,"133,600",581,"75,000","284,074","15,834",1.14,"3,700",10.61
53,삼양식품,"1,348,000",상승,"41,000",+3.14%,"5,000","6,609","8,763","1,300,000","101,545","3,446",33.34,"36,632","1,300,000","1,301,000","15,948",133.58,39.37,"1,349,000",40,"7,667","2,713",19.50,19.62,"1,296,000",13,"7,533","17,280","40,436",11.13,"3,300",44.86
54,두산,"603,000",하락,"2,000",-0.33%,"5,000","21,883","13,185","593,000","99,639","10,038",-62.23,"151,131","588,000","595,000","301,431",-30.11,-14.57,"611,000",37,"182,536","3,022",12.87,1.03,"588,000",561,"16,524","181,329","-9,690",7.19,"2,000",-5.21
55,삼성전기,"129,900",하락,"3,400",-2.55%,"5,000","37,454","4,874","131,500","97,027","7,350",16.01,"455,163","131,000","131,800","127,924",11.27,8.16,"131,000",718,"37,765","7,032",32.62,5.75,"129,600",798,"74,694","102,941","8,115",1.11,"1,800",15.76
56,포스코퓨처엠,"123,800",하락,"5,400",-4.18%,500,"35,264","4,403","127,000","95,899",7,-44.31,"556,842","126,600","127,200","79,325",-97.99,-7.98,"126,700",163,"46,120","-2,313",9.94,-3.24,"123,600",67,"77,463","36,999","-2,794",3.18,0,-22.27
57,한국항공우주,"95,700",상승,800,+0.84%,"5,000","153,593","14,804","95,700","93,284","2,407",56.36,"823,678","96,400","95,900","80,255",-2.74,10.42,"97,500",908,"62,984","1,709",34.12,2.25,"95,500",814,"97,475","36,337","1,698",5.53,500,-4.86
58,HD현대마린솔루션,"202,500",하락,"5,000",-2.41%,500,"7,618","1,547","202,500","90,779","2,717",36.24,"219,251","202,000","203,000","11,522",34.87,44.98,"205,000",166,"3,787","2,279",29.27,25.20,"202,000",8,"44,829","17,455","5,588",12.69,"3,150",22.02
59,LG씨엔에스,"92,500",상승,"3,100",+3.47%,500,"78,828","7,232","89,900","89,620","5,129",20.12,"1,053,066","92,500","90,000","45,045",10.52,18.32,"92,500",951,"23,817","3,649",3.97,8.54,"92,500","4,075","96,886","59,826","4,597",3.42,"1,672",6.73
60,포스코인터내셔널,"49,200",상승,100,+0.20%,"5,000","91,739","4,561","50,000","86,554","11,169",16.09,"480,454","50,300","50,100","173,363",-3.97,8.14,"50,300",215,"99,869","5,034",6.18,2.97,"49,150","2,826","175,923","323,408","3,058",1.30,"1,550",-2.39
61,한미반도체,"89,600",하락,"3,400",-3.66%,100,"127,566","11,493","90,700","85,400","2,554",63.01,"1,220,200","90,500","90,800","7,109",638.74,27.43,"91,300","2,792","1,700","1,526",7.66,21.27,"89,500",713,"95,312","5,589","1,422",16.29,720,251.50
62,한진칼,"127,700",하락,"3,100",-2.37%,"2,500","7,757",994,"131,000","85,255",492,18.72,"166,784","128,000","131,300","42,072",14.82,16.75,"129,600",78,"8,940","5,122",20.76,12.82,"127,000",57,"66,762","2,922","6,822",2.64,360,5.96
63,현대건설,"76,100",상승,800,+1.06%,"5,000","355,896","26,657","73,000","84,742","-12,634",-42.00,"1,704,580","72,900","73,100","270,054",-260.86,-2.09,"76,500","2,440","173,360","-7,662",23.90,-3.02,"72,600",499,"111,356","326,703","-1,812",1.06,600,10.18
64,KODEX CD금리액티브(합성),"1,072,860",상승,75,+0.01%,0,"24,423","26,202","1,072,860","84,677",N/A,N/A,"151,064","1,072,860","1,072,865",N/A,N/A,N/A,"1,072,865","696,474",N/A,N/A,0.00,N/A,"1,072,860","697,017","7,893",N/A,N/A,N/A,N/A,N/A
65,DB손해보험,"119,300",하락,900,-0.75%,500,"10,419","1,239","119,500","84,464","24,249",4.96,"233,918","118,400","119,600","665,061",8.50,18.98,"119,600",20,"571,149","18,532",46.33,2.93,"118,300",63,"70,800","218,350","24,043",0.89,"6,800",10.49
66,아모레퍼시픽,"139,800",하락,"5,700",-3.92%,500,"78,660","11,006","142,800","81,773","2,205",15.44,"1,441,367","141,700","143,000","67,835",103.83,11.69,"142,000",72,"14,575","6,016",23.81,9.50,"139,000",649,"58,493","38,851","9,057",1.82,"1,125",5.75
67,TIGER 미국S&P500,"20,370",상승,80,+0.39%,0,"364,553","7,411","20,280","81,368",N/A,N/A,"4,204,782","20,315","20,285",N/A,N/A,N/A,"20,380","3,119",N/A,N/A,0.14,N/A,"20,300","42,918","399,450",N/A,N/A,N/A,N/A,N/A
68,유한양행,"101,300",하락,"2,900",-2.78%,"1,000","55,256","5,622","103,200","81,008",549,123.39,"622,724","102,800","103,300","29,420",-3.77,3.41,"102,900",316,"7,914",552,17.72,1.92,"101,100",125,"79,968","20,678",821,3.67,500,11.23
69,LS ELECTRIC,"268,500",하락,"7,000",-2.54%,"5,000","19,552","5,252","268,500","80,550","3,897",34.99,"162,538","267,500","269,000","44,852",19.96,13.44,"270,500",393,"25,951","2,422",24.29,5.90,"266,500",295,"30,000","45,518","7,673",4.35,"2,900",7.60
70,대한항공,"21,800",상승,250,+1.16%,"5,000","420,843","9,137","21,500","80,272","21,102",6.56,"1,798,764","21,650","21,550","470,121",17.88,13.17,"21,900","20,039","360,489","13,819",16.37,3.57,"21,500","12,023","368,221","178,707","3,322",0.77,750,10.92
71,효성중공업,"831,000",상승,"4,000",+0.48%,"5,000","5,704","4,727","817,000","77,487","3,625",25.56,"140,652","820,000","818,000","62,188",40.59,14.90,"837,000",20,"41,632","2,229",22.64,4.06,"818,000",8,"9,325","48,950","32,509",3.94,"5,000",13.82
72,HD현대미포,"185,500",상승,500,+0.27%,"5,000","29,031","5,395","183,400","74,093",885,48.53,"335,085","183,500","183,500","51,089",157.89,5.25,"187,200",432,"30,024","1,132",22.37,2.26,"183,500",654,"39,942","46,300","3,822",3.58,710,14.63
73,한국금융지주,"130,200",하락,"1,700",-1.29%,"5,000","20,534","2,693","132,500","72,555","11,997",6.93,"413,415","131,800","132,900","1,092,202",46.24,11.54,"132,600",104,"994,857","10,459",37.43,1.02,"130,100",21,"55,726","211,741","18,792",0.77,"3,980",1.34
74,SK바이오팜,"90,800",하락,"2,100",-2.26%,500,"16,141","1,469","91,400","71,108",963,28.30,"262,289","91,400","91,500","10,368",356.75,58.01,"91,900",643,"4,628","2,270",11.13,25.79,"90,700",141,"78,313","5,476","3,208",12.53,N/A,54.30
75,S-Oil,"62,700",상승,"1,200",+1.95%,"2,500","318,976","20,588","64,700","70,589","4,222",-18.11,"417,862","65,800","65,200","244,514",-68.83,-2.18,"65,800","2,990","157,558","-1,930",73.36,-0.84,"62,000",34,"112,583","366,370","-3,463",0.84,125,2.55
76,코웨이,"96,900",하락,900,-0.92%,500,"8,966",870,"98,700","69,680","7,954",12.35,"389,988","97,200","99,200","57,616",8.77,19.38,"97,700",274,"25,654","5,655",61.41,10.66,"96,500",184,"71,909","43,101","7,843",2.21,"2,630",8.66
77,한화,"92,300",하락,"1,100",-1.18%,"5,000","80,063","7,515","92,000","69,187","24,161",8.82,"455,183","92,100","92,100","2,520,370",0.17,7.19,"95,400","1,513","2,124,752","16,904",15.78,0.73,"92,100",367,"74,959","556,468","10,464",0.83,800,4.73
78,KODEX 200,"40,130",하락,510,-1.25%,0,"1,004,702","40,403","40,295","65,432",N/A,N/A,"11,672,070","40,260","40,290",N/A,N/A,N/A,"40,290",479,N/A,N/A,32.16,N/A,"40,110","12,844","163,050",N/A,N/A,N/A,N/A,N/A
79,KODEX 머니마켓액티브,"103,150",상승,20,+0.02%,0,"27,487","2,835","103,150","64,085",N/A,N/A,"508,194","103,150","103,155",N/A,N/A,N/A,"103,152","1,018,923",N/A,N/A,0.00,N/A,"103,150","975,493","62,128",N/A,N/A,N/A,N/A,N/A
80,NH투자증권,"19,020",하락,150,-0.78%,"5,000","54,930","1,049","19,170","61,641","9,011",9.84,"655,199","19,050","19,200","624,271",24.16,8.73,"19,290","1,095","543,077","6,866",16.02,1.15,"19,000","1,761","324,086","100,343","1,932",0.82,950,-3.25
81,삼성증권,"67,200",하락,500,-0.74%,"5,000","45,212","3,047","67,600","60,010","12,058",6.71,"441,221","67,000","67,700","622,739",62.69,12.89,"67,900",120,"549,497","8,990",28.80,1.51,"67,000","1,914","89,300","134,666","10,015",0.83,"3,500",2.26
82,LG유플러스,"13,300",상승,80,+0.61%,"5,000","120,976","1,611","13,200","58,069","8,631",14.19,"1,322,332","13,210","13,210","197,077",-13.52,4.40,"13,420","1,135","109,394","3,146",37.24,1.58,"13,200",971,"436,611","146,252",937,0.67,650,1.76
83,맥쿼리인프라,"11,960",하락,20,-0.17%,0,"105,646","1,262","11,950","57,279",N/A,N/A,"1,323,298","11,970","11,960",N/A,N/A,N/A,"11,970","1,158",N/A,N/A,9.18,N/A,"11,920","9,160","478,922",N/A,N/A,N/A,N/A,N/A
84,두산밥캣,"58,800",상승,"6,600",+12.64%,500,"336,030","20,421","63,500","56,363","8,714",12.77,"165,614","63,000","64,100","120,096",-37.31,8.77,"64,000",287,"51,151","5,634",36.22,5.03,"58,500","1,115","95,856","85,512","4,606",0.82,"1,600",-12.38
85,삼성카드,"48,050",하락,250,-0.52%,"5,000","7,226",349,"48,150","55,670","8,854",8.29,"318,470","48,000","48,300","294,941",9.31,8.00,"48,850",213,"210,079","6,646",6.27,2.28,"47,950",103,"115,859","43,832","5,793",0.61,"2,800",9.47
86,현대차2우B,"158,800",하락,"3,000",-1.85%,"5,000","20,835","3,318","161,700","55,523",N/A,3.46,"117,182","161,000","161,700",N/A,N/A,N/A,"161,000",19,N/A,N/A,60.16,N/A,"158,100","1,557","34,964",N/A,"45,880",0.37,N/A,N/A
87,LS,"172,200",하락,"4,800",-2.71%,"5,000","13,749","2,380","174,700","55,448","10,729",19.52,"209,804","173,200","174,900","205,279",19.26,5.09,"175,000",13,"136,468","3,915",14.41,2.02,"172,100",169,"32,200","275,447","8,821",0.97,"1,650",12.52
88,한화솔루션,"31,500",하락,650,-2.02%,"5,000","227,825","7,158","31,750","54,146","-3,002",-5.55,"1,929,082","31,650","31,800","300,368",-151.83,-15.99,"31,700",514,"194,300","-13,690",12.93,-4.99,"31,050","3,954","171,893","123,940","-5,673",0.58,300,-5.23
89,에이피알,"140,700",상승,900,+0.64%,100,"33,167","4,611","138,600","53,528","1,227",40.03,"410,881","136,800","138,700","5,651",17.77,41.34,"141,900",6,"2,416","1,076",23.87,25.24,"136,000",165,"38,044","7,228","3,515",15.00,0,37.98
90,LG생활건강,"336,500",하락,"12,000",-3.44%,"5,000","11,471","3,886","342,000","52,555","4,590",32.98,"93,700","344,000","343,500","74,058",-5.74,3.44,"344,000",140,"17,199","2,039",28.47,2.79,"335,500",17,"15,618","68,119","10,204",1.00,"3,500",0.10
91,키움증권,"211,000",하락,"2,500",-1.17%,"5,000","11,910","2,517","207,500","51,849","10,982",7.23,"283,153","211,000","211,000","556,884",94.50,15.98,"214,500",93,"500,565","8,349",24.92,1.55,"209,000",124,"24,573","112,803","29,164",1.00,"7,500",18.18
92,넷마블,"60,300",하락,200,-0.33%,100,"9,781",588,"60,300","51,830","2,156",50.97,"389,210","60,100","60,500","81,771",414.93,0.49,"60,700",377,"27,032",32,24.90,0.04,"59,600",159,"85,954","26,638","1,183",0.91,417,6.46
93,TIGER 미국나스닥100,"131,710",하락,15,-0.01%,0,"42,739","5,622","131,100","49,615",N/A,N/A,"260,911","131,640","131,600",N/A,N/A,N/A,"131,760",52,N/A,N/A,0.17,N/A,"131,240","2,259","37,670",N/A,N/A,N/A,N/A,N/A
94,한국타이어앤테크놀로지,"38,950",하락,350,-0.89%,500,"21,480",837,"39,250","48,249","17,623",4.47,"690,119","39,000","39,300","158,497",32.71,10.79,"39,050",191,"46,549","11,311",35.83,7.91,"38,900",379,"123,875","94,119","8,704",0.43,"2,000",5.28
95,TIGER CD금리투자KIS(합성),"56,205",보합,0,0.00%,0,"11,034",620,"56,205","47,660",N/A,N/A,"124,353","56,210","56,210",N/A,N/A,N/A,"56,210","1,261,700",N/A,N/A,0.03,N/A,"56,205","1,224,651","84,796",N/A,N/A,N/A,N/A,N/A
96,현대오토에버,"163,600",하락,"5,100",-3.02%,500,"4,917",803,"164,600","44,866","2,244",27.19,"106,304","163,200","165,000","33,495",23.71,10.40,"164,400",10,"16,190","1,752",2.51,5.66,"162,800",13,"27,424","37,136","6,016",2.67,"1,780",21.16
97,LG디스플레이,"8,960",하락,260,-2.82%,"5,000","167,008","1,504","9,160","44,800","-5,606",-2.19,"1,621,235","9,080","9,170","328,596",77.67,-37.21,"9,080",700,"247,868","-24,093",20.70,-7.02,"8,960","3,593","500,000","266,153","-4,084",0.71,N/A,24.77
98,CJ,"153,000",하락,"5,900",-3.71%,"5,000","15,986","2,460","158,100","44,641","25,475",54.94,"286,055","155,000","158,300","474,970",24.93,1.83,"155,400",13,"297,506","1,512",11.13,0.32,"152,500",440,"29,177","436,467","2,785",0.95,"3,000",5.55
