N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,전일거래량,시가,매도호가,자산총계,영업이익증가율,ROE,고가,매수총잔량,부채총계,당기순이익,외국인비율,ROA,저가,매도총잔량,상장주식수,매출액,주당순이익,PBR,보통주배당금,매출액증가율
1,알테오젠,"391,000",상승,"3,500",+0.90%,500,"370,874","144,364","389,000","209,048",254,167.31,"555,944","388,500","389,500","4,090",360.91,29.52,"398,000","6,792","1,349",607,14.55,18.25,"381,500","6,080","53,465","1,029","2,337",57.04,0,6.56
2,에코프로비엠,"92,200",하락,200,-0.22%,500,"333,164","30,780","91,800","90,173",-341,-97.15,"400,955","93,300","91,900","43,237",-121.86,-6.26,"94,000","10,485","23,466",-585,11.40,-1.35,"91,200","4,715","97,801","27,668",-949,5.32,N/A,-59.91
3,HLB,"52,300",상승,900,+1.75%,500,"411,141","21,389","52,200","68,735","-1,185",-36.40,"409,957","51,500","52,300","8,874",5.21,-16.33,"52,900","28,814","2,353","-1,080",20.60,-13.22,"51,200","23,755","131,425",681,"-1,437",13.35,0,58.80
4,에코프로,"44,050",하락,250,-0.56%,100,"507,690","22,422","44,000","59,809","-2,930",-34.09,"675,804","44,800","44,050","81,383",-198.28,-12.57,"45,000","17,777","42,998","-2,954",20.89,-3.76,"43,600","19,064","135,776","31,279","-1,292",3.76,100,-56.92
5,파마리서치,"520,000",상승,"19,000",+3.79%,500,"83,742","43,353","518,000","54,650","1,261",51.68,"77,816","510,000","519,000","8,557",36.63,18.93,"525,000","1,317","2,863",889,17.80,12.79,"505,000","2,755","10,510","3,501","10,061",10.66,"1,100",34.14
6,레인보우로보틱스,"281,500",하락,"1,500",-0.53%,500,"165,083","47,164","281,000","54,611",-30,"6,865.85","125,667","283,000","281,500","1,399",93.32,1.62,"295,000","11,498",71,21,7.89,1.57,"278,500","2,511","19,400",193,41,41.38,N/A,26.80
7,펩트론,"192,300",상승,"31,600",+19.66%,500,"1,481,204","272,773","188,800","44,801",-165,-194.83,"619,574","163,800","188,900","1,689",-4.05,-23.46,"205,000",972,172,-220,5.75,-19.91,"162,700","2,679","23,297",32,-987,30.10,N/A,-5.68
8,휴젤,"362,000",상승,"17,500",+5.08%,500,"105,219","37,385","363,000","44,541","1,662",31.43,"93,523","346,500","363,500","9,394",41.13,17.51,"364,500",804,986,"1,431",54.84,15.32,"341,500","3,590","12,304","3,730","11,517",4.64,0,16.69
9,리가켐바이오,"112,300",상승,"3,100",+2.84%,500,"267,688","29,614","111,900","41,113",-209,165.15,"389,123","110,300","112,000","7,384",74.12,2.04,"112,900","2,998","1,224",78,11.14,1.68,"108,300","5,516","36,610","1,259",680,6.98,N/A,268.71
10,에이비엘바이오,"78,800",하락,800,-1.01%,500,"569,526","45,078","79,000","38,240",-594,-57.48,"1,070,238","79,200","79,100","2,320","-2,168.82",-46.01,"80,400","17,968",647,-555,14.81,-28.32,"78,300","8,787","48,528",334,"-1,371",29.92,N/A,-49.04
11,클래시스,"57,600",하락,900,-1.54%,100,"481,870","27,337","57,300","37,731","1,224",36.71,"285,490","58,300","57,400","6,084",36.62,26.54,"58,400","16,130","1,557",975,72.29,19.83,"55,500","18,781","65,506","2,429","1,569",8.06,257,34.87
12,리노공업,"48,050",하락,250,-0.52%,100,"376,146","18,154","47,950","36,620","1,242",30.01,"515,701","48,850","48,000","6,574",8.59,19.21,"49,000","11,502",348,"1,133",35.25,18.27,"47,500","5,294","76,212","2,782","1,601",6.01,600,8.85
13,삼천당제약,"155,000",상승,"1,300",+0.85%,500,"134,954","20,732","154,400","36,359",26,-313.77,"161,914","154,400","154,500","5,198",-72.36,-4.49,"156,600","1,883","1,704",-51,2.96,-1.10,"151,000","1,281","23,457","2,109",-494,13.76,200,9.48
14,에스엠,"140,700",상승,"2,500",+1.81%,500,"193,064","27,384","140,700","32,213",873,12.93,"179,262","140,000","141,000","14,191",-23.06,2.64,"144,700","2,000","5,900",8,25.08,0.06,"137,400",584,"22,895","9,897","10,881",3.55,400,2.98
15,실리콘투,"51,600",하락,100,-0.19%,500,"1,183,513","60,864","51,100","31,565","1,376",23.49,"819,890","51,500","51,200","4,578",187.76,60.90,"53,400","32,298","1,962","1,207",7.02,35.88,"50,300","24,881","61,172","6,915","2,197",10.34,N/A,101.69
16,코오롱티슈진,"38,550",하락,300,-0.77%,0,"212,338","8,232","38,500","31,457",-220,-84.91,"340,862","38,900","38,550","2,223",-7.28,-25.91,"40,000","4,675",764,-338,3.59,-18.92,"38,000","4,135","81,601",51,-454,17.11,0,36.90
17,JYP Ent.,"81,400",상승,"1,400",+1.75%,500,"517,531","41,948","81,000","28,923","1,283",21.36,"657,776","81,100","81,100","6,788",-24.30,22.41,"82,000","13,144","1,959",977,22.02,15.63,"80,000","24,287","35,532","6,018","3,811",5.07,534,6.23
18,펄어비스,"38,550",상승,100,+0.26%,100,"188,801","7,309","38,500","24,768",-123,51.54,"168,879","38,450","38,550","11,428",24.82,7.88,"39,250","7,968","3,368",603,7.38,5.12,"38,400","5,923","64,248","3,424",748,2.93,N/A,2.67
19,젬백스,"53,900",상승,"2,000",+3.85%,500,"243,251","12,969","54,000","22,318",-383,-35.02,"339,639","51,700","54,100","1,507",-387.24,-127.30,"54,700","7,441","1,217",-872,6.09,-61.01,"51,000","14,871","41,406",627,"-1,539",52.78,0,-13.18
20,셀트리온제약,"50,900",상승,500,+0.99%,500,"61,592","3,111","50,500","22,232",372,81.18,"87,559","51,100","50,600","6,695",3.19,5.68,"51,100","10,713","2,725",220,4.60,3.35,"49,750","7,913","43,679","4,778",627,5.50,24,22.90
21,HPSP,"24,150",상승,150,+0.63%,500,"627,065","15,374","24,200","20,165",939,25.05,"555,349","25,100","24,250","3,199",-1.32,31.09,"25,100","23,467",420,863,21.05,26.94,"24,150","28,039","83,499","1,814",964,7.89,600,1.29
22,케어젠,"34,800",상승,"1,150",+3.42%,100,"50,831","1,744","34,600","18,693",342,59.90,"110,311","34,550","34,650","2,407",-15.18,14.35,"34,850","1,843",177,323,4.99,13.24,"33,800","3,663","53,715",826,581,8.03,640,4.26
23,파크시스템스,"266,000",상승,"2,000",+0.76%,500,"11,806","3,126","265,000","18,593",385,33.75,"29,106","265,500","265,500","2,743",39.80,25.83,"268,500",844,864,428,32.69,17.99,"263,000","1,055","6,990","1,751","7,881",9.21,500,20.89
